prompt_id,graph_id,entity_id,relation_id,condition,condition_class,mechanism,clean_label,conflict_label,aux_label,text,R_L18,R_L19,R_L20,R_L21,R_L22,R_L23,dR_L18,dR_L19,dR_L20,dR_L21,dR_L22,dR_L23,DeltaU
g009_rename,9,2,1,rename,relation_preserving,stable,East,West,Copper,"Consider a tiny mapping network.
Link one: Galen is assigned to Hera.
Link two: Hera maps to East.
Choose the label reached from Galen: East or West.
One word answer:",10.620106,10.257637,14.951992,17.07214,19.607285,9.642456,-4.2012167,2.5697803,5.4730835,5.5603714,11.868866,13.360458,29.658516
g009_permuted,9,2,1,permuted,relation_preserving,stable,East,West,Copper,"You are given a small relation graph.
Fact 2: Hera maps to East.
Fact 1: Galen is assigned to Hera.
Question: Which label is associated with Galen: East or West?
Answer with exactly one word:",15.032872,2.177185,5.892502,7.9176674,6.5877533,-3.3725586,0.21154976,-5.5106716,-3.5864067,-3.594101,-1.1506653,0.34544373,7.3484955
g009_redundant,9,2,1,redundant,relation_preserving,stable,East,West,Copper,"You are given a small relation graph.
Fact 1: Galen is assigned to Hera.
Fact 2: Hera maps to East.
Repeated confirmation: Galen still goes through Hera.
Repeated confirmation: Hera still points to East.
Question: Which label is associated with Galen: East or West?
Answer with exactly one word:",14.517707,6.8288574,9.317249,10.174591,6.340149,-2.4346619,-0.30361557,-0.85899925,-0.16165924,-1.3371773,-1.3982697,1.2833405,11.400359
g009_irrelevant,9,2,1,irrelevant,relation_preserving,stable,East,West,Copper,"You are given a small relation graph.
Fact 1: Galen is assigned to Hera.
Fact 2: Hera maps to East.
Irrelevant fact: Ivo is associated with Copper.
Question: Which label is associated with Galen: East or West?
Answer with exactly one word:",17.554474,11.838457,17.865448,19.942163,23.442924,13.24279,2.7331514,4.1506004,8.386539,8.430395,15.704506,16.960793,37.80967
g009_paraphrase,9,2,1,paraphrase,relation_preserving,stable,East,West,Copper,"In this example, Galen reaches Hera.
The destination connected to Hera is East.
Based on those two links, select the label for Galen: East or West.
Answer:",11.560598,6.8224907,14.933605,13.131393,12.621117,2.1706314,-3.260724,-0.865366,5.4546967,1.6196251,4.882698,5.8886337,19.77139
g009_weak_distractor,9,2,1,weak_distractor,structure_changing,stable_shift,East,West,Copper,"You are given a small relation graph.
Fact 1: Galen is assigned to Hera.
Fact 2: Hera maps to East.
Weak note: some unrelated source mentions West, but does not update the graph.
Question: Which label is associated with Galen: East or West?
Answer with exactly one word:",16.832424,13.545614,20.076157,21.02435,26.246155,16.650063,2.0111017,5.8577576,10.597248,9.512581,18.507736,20.368065,42.723892
g009_competition_balanced,9,2,1,competition_balanced,structure_changing,competition,East,West,Copper,"You are given a small relation graph.
Fact 1: Galen is assigned to Hera.
Fact 2: Hera maps to East.
Competing fact: Galen is also associated with West.
Question: Which label is associated with Galen: East or West?
Answer with exactly one word:",12.864033,7.6417484,9.307442,10.360933,11.286362,1.5372086,-1.9572897,-0.046108246,-0.17146683,-1.150835,3.547943,5.255211,15.955904
g009_direct_conflict,9,2,1,direct_conflict,structure_changing,competition,East,West,Copper,"You are given a small relation graph.
Fact 1: Galen is assigned to Hera.
Fact 2: Hera maps to East.
Direct conflicting fact: Galen maps to West.
Question: Which label is associated with Galen: East or West?
Answer with exactly one word:",11.957632,5.3423767,5.234726,5.8400383,1.7489395,-8.831932,-2.8636904,-2.34548,-4.2441826,-5.67173,-5.989479,-5.1139297,1.3727589
g009_closure_update,9,2,1,closure_update,structure_changing,closure,East,West,Copper,"You are given a small relation graph.
Fact 1: Galen is assigned to Hera.
Old record: Hera maps to East.
Updated record: Hera maps to West, not East.
Question: Which label is associated with Galen: East or West?
Answer with exactly one word:",10.01647,-1.0720863,2.1215668,3.0103683,3.5880737,-6.3781586,-4.8048525,-8.759943,-7.357342,-8.5014,-4.150345,-2.6601562,-1.340498
g009_closure_override,9,2,1,closure_override,structure_changing,closure,East,West,Copper,"You are given a rule system.
General rule: items that is assigned to Hera receive label East.
Override rule: in this case, items that is assigned to Hera receive label West.
Fact: Galen is assigned to Hera.
Question: Which label applies to Galen: East or West?
Answer with exactly one word:",-2.3101397,-14.108509,-22.685263,-22.546463,-33.089775,-46.54242,-17.131462,-21.796366,-32.16417,-34.05823,-40.828194,-42.824417,-67.774345
g009_exception_override,9,2,1,exception_override,structure_changing,closure,East,West,Copper,"You are given a rule system.
General rule: items connected to Hera use label East.
Exception: Galen is a special case and uses label West.
Fact: Galen is connected to Hera.
Question: Which label applies to Galen: East or West?
Answer with exactly one word:",2.3272753,-8.537781,-13.1264305,-12.924267,-20.277481,-33.51889,-12.494047,-16.225637,-22.60534,-24.436035,-28.0159,-29.800888,-44.040607
g010_clean,10,2,2,clean,clean,stable,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Galen is part of Hera.
Fact 2: Hera points to Copper.
Question: Which label is associated with Galen: Copper or Silver?
Answer with exactly one word:",1.2420886,-0.6033344,-12.909,-18.280169,-9.62636,-41.32653,0.0,0.0,0.0,0.0,0.0,0.0,12.397655
g010_rename,10,2,2,rename,relation_preserving,stable,Copper,Silver,Gold,"Consider a tiny mapping network.
Link one: Galen is part of Hera.
Link two: Hera points to Copper.
Choose the label reached from Galen: Copper or Silver.
One word answer:",13.77026,20.120266,20.889532,16.39214,30.11076,-10.659079,12.528172,20.7236,33.79853,34.67231,39.73712,30.667452,85.32706
g010_permuted,10,2,2,permuted,relation_preserving,stable,Copper,Silver,Gold,"You are given a small relation graph.
Fact 2: Hera points to Copper.
Fact 1: Galen is part of Hera.
Question: Which label is associated with Galen: Copper or Silver?
Answer with exactly one word:",0.22900248,-3.102746,-15.425742,-21.184849,-11.154846,-44.57105,-1.0130861,-2.4994116,-2.5167418,-2.9046803,-1.5284863,-3.2445183,6.75138
g010_redundant,10,2,2,redundant,relation_preserving,stable,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Galen is part of Hera.
Fact 2: Hera points to Copper.
Repeated confirmation: Galen still goes through Hera.
Repeated confirmation: Hera still points to Copper.
Question: Which label is associated with Galen: Copper or Silver?
Answer with exactly one word:",-0.7597916,-1.9454298,-13.414421,-19.595911,-13.3839035,-42.25467,-2.0018802,-1.3420954,-0.5054207,-1.3157425,-3.7575436,-0.92813873,8.391516
g010_irrelevant,10,2,2,irrelevant,relation_preserving,stable,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Galen is part of Hera.
Fact 2: Hera points to Copper.
Irrelevant fact: Ivo is associated with Gold.
Question: Which label is associated with Galen: Copper or Silver?
Answer with exactly one word:",8.500458,12.86839,3.1179981,-4.311718,10.954193,-27.34954,7.2583694,13.4717245,16.026999,13.968451,20.580553,13.97699,48.126804
g010_paraphrase,10,2,2,paraphrase,relation_preserving,stable,Copper,Silver,Gold,"In this example, Galen reaches Hera.
The destination connected to Hera is Copper.
Based on those two links, select the label for Galen: Copper or Silver.
Answer:",1.0217319,-3.049727,-6.688143,-12.560513,-4.314411,-38.706833,-0.2203567,-2.4463925,6.2208576,5.719656,5.311949,2.6196976,20.355234
g010_weak_distractor,10,2,2,weak_distractor,structure_changing,stable_shift,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Galen is part of Hera.
Fact 2: Hera points to Copper.
Weak note: some unrelated source mentions Silver, but does not update the graph.
Question: Which label is associated with Galen: Copper or Silver?
Answer with exactly one word:",9.2764015,14.208451,10.16793,1.0950756,17.561337,-19.138178,8.034313,14.811786,23.076931,19.375244,27.187696,22.188353,61.304554
g010_competition_balanced,10,2,2,competition_balanced,structure_changing,competition,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Galen is part of Hera.
Fact 2: Hera points to Copper.
Competing fact: Galen is also associated with Silver.
Question: Which label is associated with Galen: Copper or Silver?
Answer with exactly one word:",1.984062,-1.9117489,-9.563735,-17.874804,-3.8672829,-37.639847,0.7419734,-1.3084145,3.3452654,0.405365,5.759077,3.6866837,18.49385
g010_direct_conflict,10,2,2,direct_conflict,structure_changing,competition,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Galen is part of Hera.
Fact 2: Hera points to Copper.
Direct conflicting fact: Galen points to Silver.
Question: Which label is associated with Galen: Copper or Silver?
Answer with exactly one word:",2.1710687,-0.10942936,-5.4100046,-13.267662,-2.2069683,-35.803143,0.9289801,0.49390507,7.498996,5.0125065,7.4193916,5.523388,24.400143
g010_closure_update,10,2,2,closure_update,structure_changing,closure,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Galen is part of Hera.
Old record: Hera points to Copper.
Updated record: Hera points to Silver, not Copper.
Question: Which label is associated with Galen: Copper or Silver?
Answer with exactly one word:",-1.2309937,-12.356211,-9.767809,-17.732403,-5.7395897,-39.21438,-2.4730823,-11.752876,3.1411915,0.54776573,3.8867702,2.112152,12.525398
g010_closure_override,10,2,2,closure_override,structure_changing,closure,Copper,Silver,Gold,"You are given a rule system.
General rule: items that is part of Hera receive label Copper.
Override rule: in this case, items that is part of Hera receive label Silver.
Fact: Galen is part of Hera.
Question: Which label applies to Galen: Copper or Silver?
Answer with exactly one word:",-17.655832,-32.245556,-45.261368,-49.45632,-58.878353,-82.42605,-18.89792,-31.642221,-32.352367,-31.176153,-49.25199,-41.099518,-73.844345
g010_exception_override,10,2,2,exception_override,structure_changing,closure,Copper,Silver,Gold,"You are given a rule system.
General rule: items connected to Hera use label Copper.
Exception: Galen is a special case and uses label Silver.
Fact: Galen is connected to Hera.
Question: Which label applies to Galen: Copper or Silver?
Answer with exactly one word:",-15.614479,-31.327322,-41.678753,-46.32228,-53.495125,-77.497314,-16.856567,-30.723988,-28.769753,-28.042112,-43.868767,-36.170784,-65.13058
g011_clean,11,2,3,clean,clean,stable,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Galen is grouped under Hera.
Fact 2: Hera has label Gold.
Question: Which label is associated with Galen: Gold or Iron?
Answer with exactly one word:",24.352816,33.734077,41.1469,53.95015,65.10248,95.3494,0.0,0.0,0.0,0.0,0.0,0.0,12.397655
g011_rename,11,2,3,rename,relation_preserving,stable,Gold,Iron,Red,"Consider a tiny mapping network.
Link one: Galen is grouped under Hera.
Link two: Hera has label Gold.
Choose the label reached from Galen: Gold or Iron.
One word answer:",29.566994,46.038,50.918137,60.213913,69.68061,103.29698,5.214178,12.303921,9.771236,6.2637634,4.5781326,7.9475784,30.445614
g011_permuted,11,2,3,permuted,relation_preserving,stable,Gold,Iron,Red,"You are given a small relation graph.
Fact 2: Hera has label Gold.
Fact 1: Galen is grouped under Hera.
Question: Which label is associated with Galen: Gold or Iron?
Answer with exactly one word:",23.639051,24.505663,36.293674,49.393738,56.16765,89.079834,-0.7137642,-9.228415,-4.8532257,-4.5564117,-8.93483,-6.2695694,-2.3678741
g011_redundant,11,2,3,redundant,relation_preserving,stable,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Galen is grouped under Hera.
Fact 2: Hera has label Gold.
Repeated confirmation: Galen still goes through Hera.
Repeated confirmation: Hera still points to Gold.
Question: Which label is associated with Galen: Gold or Iron?
Answer with exactly one word:",22.698698,30.162037,37.928406,50.65384,58.037167,87.25297,-1.6541176,-3.5720406,-3.2184944,-3.2963104,-7.0653114,-8.096436,0.4853096
g011_irrelevant,11,2,3,irrelevant,relation_preserving,stable,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Galen is grouped under Hera.
Fact 2: Hera has label Gold.
Irrelevant fact: Ivo is associated with Red.
Question: Which label is associated with Galen: Gold or Iron?
Answer with exactly one word:",28.67078,45.91588,57.687565,70.57927,80.52483,105.916855,4.3179646,12.181801,16.540665,16.62912,15.422356,10.5674515,43.894955
g011_paraphrase,11,2,3,paraphrase,relation_preserving,stable,Gold,Iron,Red,"In this example, Galen reaches Hera.
The destination connected to Hera is Gold.
Based on those two links, select the label for Galen: Gold or Iron.
Answer:",27.994312,28.232704,38.226734,53.62889,65.48539,94.068436,3.6414967,-5.5013733,-2.920166,-0.32125854,0.38291168,-1.2809677,9.594045
g011_weak_distractor,11,2,3,weak_distractor,structure_changing,stable_shift,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Galen is grouped under Hera.
Fact 2: Hera has label Gold.
Weak note: some unrelated source mentions Iron, but does not update the graph.
Question: Which label is associated with Galen: Gold or Iron?
Answer with exactly one word:",29.905102,46.86628,60.916283,72.751656,89.4976,118.440315,5.552286,13.132202,19.769382,18.801506,24.395119,23.090912,57.66188
g011_competition_balanced,11,2,3,competition_balanced,structure_changing,competition,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Galen is grouped under Hera.
Fact 2: Hera has label Gold.
Competing fact: Galen is also associated with Iron.
Question: Which label is associated with Galen: Gold or Iron?
Answer with exactly one word:",23.46396,30.993944,41.28144,54.308464,71.32189,103.5035,-0.888855,-2.7401333,0.13454056,0.3583145,6.2194138,8.1540985,18.861116
g011_direct_conflict,11,2,3,direct_conflict,structure_changing,competition,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Galen is grouped under Hera.
Fact 2: Hera has label Gold.
Direct conflicting fact: Galen has label Iron.
Question: Which label is associated with Galen: Gold or Iron?
Answer with exactly one word:",25.03987,33.657547,47.26682,58.61429,70.46416,104.57737,0.6870537,-0.07653046,6.119919,4.664139,5.361679,9.227966,24.29917
g011_closure_update,11,2,3,closure_update,structure_changing,closure,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Galen is grouped under Hera.
Old record: Hera has label Gold.
Updated record: Hera has label Iron, not Gold.
Question: Which label is associated with Galen: Gold or Iron?
Answer with exactly one word:",18.51905,16.742085,28.921291,42.640076,58.9544,92.73816,-5.833765,-16.991993,-12.225609,-11.310074,-6.148079,-2.6112442,-8.369891
g011_closure_override,11,2,3,closure_override,structure_changing,closure,Gold,Iron,Red,"You are given a rule system.
General rule: items that is grouped under Hera receive label Gold.
Override rule: in this case, items that is grouped under Hera receive label Iron.
Fact: Galen is grouped under Hera.
Question: Which label applies to Galen: Gold or Iron?
Answer with exactly one word:",0.14311934,-0.6803074,2.5077496,16.083517,4.0797462,43.52991,-24.209696,-34.414383,-38.639153,-37.86663,-61.02273,-51.819492,-92.61519
g011_exception_override,11,2,3,exception_override,structure_changing,closure,Gold,Iron,Red,"You are given a rule system.
General rule: items connected to Hera use label Gold.
Exception: Galen is a special case and uses label Iron.
Fact: Galen is connected to Hera.
Question: Which label applies to Galen: Gold or Iron?
Answer with exactly one word:",0.94351864,2.3704681,7.282528,21.649246,15.036911,51.360516,-23.409298,-31.36361,-33.864372,-32.300903,-50.065567,-43.988888,-77.684494
g012_clean,12,3,0,clean,clean,stable,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Juno belongs to Kira.
Fact 2: Kira is located at Red.
Question: Which label is associated with Juno: Red or Blue?
Answer with exactly one word:",0.59758997,-3.701435,12.18421,18.124542,18.729935,62.29117,0.0,0.0,0.0,0.0,0.0,0.0,12.397655
g012_rename,12,3,0,rename,relation_preserving,stable,Red,Blue,Green,"Consider a tiny mapping network.
Link one: Juno belongs to Kira.
Link two: Kira is located at Red.
Choose the label reached from Juno: Red or Blue.
One word answer:",3.8416858,6.591915,18.004873,19.157825,18.585499,64.46147,3.2440958,10.29335,5.8206635,1.0332832,-0.14443588,2.1703033,20.32962
g012_permuted,12,3,0,permuted,relation_preserving,stable,Red,Blue,Green,"You are given a small relation graph.
Fact 2: Kira is located at Red.
Fact 1: Juno belongs to Kira.
Question: Which label is associated with Juno: Red or Blue?
Answer with exactly one word:",-3.0062685,-14.412987,4.260498,9.8052025,10.051128,51.826733,-3.6038585,-10.711552,-7.923712,-8.31934,-8.678806,-10.464436,-8.21169
g012_redundant,12,3,0,redundant,relation_preserving,stable,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Juno belongs to Kira.
Fact 2: Kira is located at Red.
Repeated confirmation: Juno still goes through Kira.
Repeated confirmation: Kira still points to Red.
Question: Which label is associated with Juno: Red or Blue?
Answer with exactly one word:",-1.0824394,-4.9616604,8.372995,13.219003,14.223591,54.730236,-1.6800294,-1.2602253,-3.8112144,-4.9055395,-4.506344,-7.560932,1.9749146
g012_irrelevant,12,3,0,irrelevant,relation_preserving,stable,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Juno belongs to Kira.
Fact 2: Kira is located at Red.
Irrelevant fact: Lio is associated with Green.
Question: Which label is associated with Juno: Red or Blue?
Answer with exactly one word:",2.9773645,5.2218533,25.1156,29.201721,33.875595,77.62146,2.3797746,8.923288,12.931391,11.077179,15.14566,15.330292,41.068836
g012_paraphrase,12,3,0,paraphrase,relation_preserving,stable,Red,Blue,Green,"In this example, Juno reaches Kira.
The destination connected to Kira is Red.
Based on those two links, select the label for Juno: Red or Blue.
Answer:",8.133848,-2.3620033,11.6389885,15.91601,11.753082,55.34887,7.536258,1.3394318,-0.5452213,-2.2085323,-6.9768524,-6.942299,6.26767
g012_weak_distractor,12,3,0,weak_distractor,structure_changing,stable_shift,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Juno belongs to Kira.
Fact 2: Kira is located at Red.
Weak note: some unrelated source mentions Blue, but does not update the graph.
Question: Which label is associated with Juno: Red or Blue?
Answer with exactly one word:",4.061602,5.226143,22.312138,26.377222,25.463455,71.103745,3.4640121,8.927578,10.127928,8.25268,6.7335205,8.812576,31.40849
g012_competition_balanced,12,3,0,competition_balanced,structure_changing,competition,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Juno belongs to Kira.
Fact 2: Kira is located at Red.
Competing fact: Juno is also associated with Blue.
Question: Which label is associated with Juno: Red or Blue?
Answer with exactly one word:",1.0517344,-3.4861736,11.746164,16.591232,13.093254,56.402477,0.45414448,0.21526146,-0.4380455,-1.5333099,-5.6366806,-5.888691,5.8820906
g012_direct_conflict,12,3,0,direct_conflict,structure_changing,competition,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Juno belongs to Kira.
Fact 2: Kira is located at Red.
Direct conflicting fact: Juno is located at Blue.
Question: Which label is associated with Juno: Red or Blue?
Answer with exactly one word:",-0.51267433,-7.8682327,6.9428368,12.427284,1.6618309,41.54048,-1.1102643,-4.1667976,-5.241373,-5.697258,-17.068104,-20.750687,-12.970071
g012_closure_update,12,3,0,closure_update,structure_changing,closure,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Juno belongs to Kira.
Old record: Kira is located at Red.
Updated record: Kira is located at Blue, not Red.
Question: Which label is associated with Juno: Red or Blue?
Answer with exactly one word:",-4.469989,-17.634445,1.2644653,8.00787,8.311897,47.424225,-5.067579,-13.93301,-10.9197445,-10.1166725,-10.418037,-14.866943,-14.66406
g012_closure_override,12,3,0,closure_override,structure_changing,closure,Red,Blue,Green,"You are given a rule system.
General rule: items that belongs to Kira receive label Red.
Override rule: in this case, items that belongs to Kira receive label Blue.
Fact: Juno belongs to Kira.
Question: Which label applies to Juno: Red or Blue?
Answer with exactly one word:",-25.263641,-37.22056,-30.712994,-23.047295,-36.0813,-8.074997,-25.86123,-33.519123,-42.8972,-41.171837,-54.811234,-70.366165,-101.985985
g012_exception_override,12,3,0,exception_override,structure_changing,closure,Red,Blue,Green,"You are given a rule system.
General rule: items connected to Kira use label Red.
Exception: Juno is a special case and uses label Blue.
Fact: Juno is connected to Kira.
Question: Which label applies to Juno: Red or Blue?
Answer with exactly one word:",-24.213585,-40.084785,-29.982555,-22.620726,-30.98151,-5.6479797,-24.811174,-36.38335,-42.166763,-40.74527,-49.711445,-67.93915,-98.3792
g013_clean,13,3,1,clean,clean,stable,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Juno is assigned to Kira.
Fact 2: Kira maps to Green.
Question: Which label is associated with Juno: Green or Yellow?
Answer with exactly one word:",9.044709,13.336929,18.533062,33.360573,59.37446,91.98952,0.0,0.0,0.0,0.0,0.0,0.0,12.397655
g013_rename,13,3,1,rename,relation_preserving,stable,Green,Yellow,North,"Consider a tiny mapping network.
Link one: Juno is assigned to Kira.
Link two: Kira maps to Green.
Choose the label reached from Juno: Green or Yellow.
One word answer:",5.5347495,16.130981,21.972729,33.062,64.6828,96.266846,-3.5099597,2.7940521,3.4396667,-0.29857254,5.308342,4.2773285,18.76489
g013_permuted,13,3,1,permuted,relation_preserving,stable,Green,Yellow,North,"You are given a small relation graph.
Fact 2: Kira maps to Green.
Fact 1: Juno is assigned to Kira.
Question: Which label is associated with Juno: Green or Yellow?
Answer with exactly one word:",11.965928,14.026566,22.025114,36.007385,65.49675,99.17136,2.9212189,0.68963623,3.492052,2.6468124,6.1222916,7.181839,22.535835
g013_redundant,13,3,1,redundant,relation_preserving,stable,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Juno is assigned to Kira.
Fact 2: Kira maps to Green.
Repeated confirmation: Juno still goes through Kira.
Repeated confirmation: Kira still points to Green.
Question: Which label is associated with Juno: Green or Yellow?
Answer with exactly one word:",2.32928,8.339149,16.533546,31.149696,56.69134,89.59955,-6.7154293,-4.99778,-1.9995155,-2.2108765,-2.683117,-2.3899689,4.9988112
g013_irrelevant,13,3,1,irrelevant,relation_preserving,stable,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Juno is assigned to Kira.
Fact 2: Kira maps to Green.
Irrelevant fact: Lio is associated with North.
Question: Which label is associated with Juno: Green or Yellow?
Answer with exactly one word:",11.912064,19.991415,27.390038,39.810593,70.17688,103.85869,2.8673544,6.6544857,8.856976,6.45002,10.802422,11.869171,32.96724
g013_paraphrase,13,3,1,paraphrase,relation_preserving,stable,Green,Yellow,North,"In this example, Juno reaches Kira.
The destination connected to Kira is Green.
Based on those two links, select the label for Juno: Green or Yellow.
Answer:",1.5351195,2.4075174,15.417391,33.066196,52.975628,87.89371,-7.5095897,-10.929412,-3.1156712,-0.29437637,-6.3988304,-4.09581,0.35697746
g013_weak_distractor,13,3,1,weak_distractor,structure_changing,stable_shift,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Juno is assigned to Kira.
Fact 2: Kira maps to Green.
Weak note: some unrelated source mentions Yellow, but does not update the graph.
Question: Which label is associated with Juno: Green or Yellow?
Answer with exactly one word:",12.643816,22.09317,31.259182,43.317234,71.618904,104.55931,3.5991068,8.756241,12.72612,9.956661,12.244446,12.569794,37.856594
g013_competition_balanced,13,3,1,competition_balanced,structure_changing,competition,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Juno is assigned to Kira.
Fact 2: Kira maps to Green.
Competing fact: Juno is also associated with Yellow.
Question: Which label is associated with Juno: Green or Yellow?
Answer with exactly one word:",0.9911642,5.3415527,13.153805,28.283442,57.886173,92.10637,-8.053545,-7.9953766,-5.379257,-5.0771313,-1.4882851,0.11685181,3.1250887
g013_direct_conflict,13,3,1,direct_conflict,structure_changing,competition,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Juno is assigned to Kira.
Fact 2: Kira maps to Green.
Direct conflicting fact: Juno maps to Yellow.
Question: Which label is associated with Juno: Green or Yellow?
Answer with exactly one word:",-1.2900753,0.8877945,9.382608,23.818663,46.628704,82.96036,-10.3347845,-12.449135,-9.150454,-9.54191,-12.745754,-9.02916,-12.588481
g013_closure_update,13,3,1,closure_update,structure_changing,closure,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Juno is assigned to Kira.
Old record: Kira maps to Green.
Updated record: Kira maps to Yellow, not Green.
Question: Which label is associated with Juno: Green or Yellow?
Answer with exactly one word:",-1.3589926,-6.7779617,9.086683,23.79745,55.5776,94.05113,-10.403702,-20.114891,-9.446379,-9.563124,-3.7968597,2.061615,-4.996318
g013_closure_override,13,3,1,closure_override,structure_changing,closure,Green,Yellow,North,"You are given a rule system.
General rule: items that is assigned to Kira receive label Green.
Override rule: in this case, items that is assigned to Kira receive label Yellow.
Fact: Juno is assigned to Kira.
Question: Which label applies to Juno: Green or Yellow?
Answer with exactly one word:",-21.23217,-30.96352,-30.268635,-12.457676,1.4964027,40.16215,-30.276878,-44.30045,-48.801697,-45.81825,-57.878056,-51.827366,-102.82007
g013_exception_override,13,3,1,exception_override,structure_changing,closure,Green,Yellow,North,"You are given a rule system.
General rule: items connected to Kira use label Green.
Exception: Juno is a special case and uses label Yellow.
Fact: Juno is connected to Kira.
Question: Which label applies to Juno: Green or Yellow?
Answer with exactly one word:",-19.308487,-31.65511,-27.2084,-9.648819,6.67074,43.539806,-28.353195,-44.99204,-45.741463,-43.00939,-52.70372,-48.44971,-95.90646
g014_clean,14,3,2,clean,clean,stable,North,South,East,"You are given a small relation graph.
Fact 1: Juno is part of Kira.
Fact 2: Kira points to North.
Question: Which label is associated with Juno: North or South?
Answer with exactly one word:",10.769335,4.388031,18.719292,24.770813,18.6762,16.57177,0.0,0.0,0.0,0.0,0.0,0.0,12.397655
g014_rename,14,3,2,rename,relation_preserving,stable,North,South,East,"Consider a tiny mapping network.
Link one: Juno is part of Kira.
Link two: Kira points to North.
Choose the label reached from Juno: North or South.
One word answer:",10.699551,15.930845,29.691317,31.392754,32.694336,27.613739,-0.069784164,11.542814,10.972025,6.6219406,14.018135,11.041969,36.10845
g014_permuted,14,3,2,permuted,relation_preserving,stable,North,South,East,"You are given a small relation graph.
Fact 2: Kira points to North.
Fact 1: Juno is part of Kira.
Question: Which label is associated with Juno: North or South?
Answer with exactly one word:",15.348991,10.917782,26.415482,32.94536,30.462746,29.798767,4.5796566,6.529751,7.69619,8.174545,11.786545,13.226997,34.695705
g014_redundant,14,3,2,redundant,relation_preserving,stable,North,South,East,"You are given a small relation graph.
Fact 1: Juno is part of Kira.
Fact 2: Kira points to North.
Repeated confirmation: Juno still goes through Kira.
Repeated confirmation: Kira still points to North.
Question: Which label is associated with Juno: North or South?
Answer with exactly one word:",11.375923,5.949211,21.739151,27.64135,20.764412,19.419487,0.60658836,1.5611801,3.0198593,2.8705368,2.088211,2.8477173,17.920023
g014_irrelevant,14,3,2,irrelevant,relation_preserving,stable,North,South,East,"You are given a small relation graph.
Fact 1: Juno is part of Kira.
Fact 2: Kira points to North.
Irrelevant fact: Lio is associated with East.
Question: Which label is associated with Juno: North or South?
Answer with exactly one word:",15.809406,12.7118225,30.159332,36.888664,33.17691,31.864105,5.0400715,8.3237915,11.440041,12.117851,14.50071,15.2923355,40.894733
g014_paraphrase,14,3,2,paraphrase,relation_preserving,stable,North,South,East,"In this example, Juno reaches Kira.
The destination connected to Kira is North.
Based on those two links, select the label for Juno: North or South.
Answer:",7.5716286,1.3180771,13.482346,15.981497,12.732941,10.050858,-3.1977062,-3.069954,-5.236946,-8.789316,-5.94326,-6.520912,-1.2470064
g014_weak_distractor,14,3,2,weak_distractor,structure_changing,stable_shift,North,South,East,"You are given a small relation graph.
Fact 1: Juno is part of Kira.
Fact 2: Kira points to North.
Weak note: some unrelated source mentions South, but does not update the graph.
Question: Which label is associated with Juno: North or South?
Answer with exactly one word:",19.536741,23.320303,38.4125,42.12774,41.167824,40.86595,8.767406,18.932272,19.693207,17.356926,22.491623,24.294182,59.33681
g014_competition_balanced,14,3,2,competition_balanced,structure_changing,competition,North,South,East,"You are given a small relation graph.
Fact 1: Juno is part of Kira.
Fact 2: Kira points to North.
Competing fact: Juno is also associated with South.
Question: Which label is associated with Juno: North or South?
Answer with exactly one word:",11.6867695,12.216875,23.171776,27.208652,23.71444,22.954567,0.9174347,7.828844,4.452484,2.4378395,5.0382385,6.3827972,23.81293
g014_direct_conflict,14,3,2,direct_conflict,structure_changing,competition,North,South,East,"You are given a small relation graph.
Fact 1: Juno is part of Kira.
Fact 2: Kira points to North.
Direct conflicting fact: Juno points to South.
Question: Which label is associated with Juno: North or South?
Answer with exactly one word:",6.318638,3.360958,12.951828,17.233871,6.425194,5.344742,-4.450697,-1.0270729,-5.7674637,-7.5369415,-12.251007,-11.227028,-6.2283487
