prompt_id,graph_id,entity_id,relation_id,condition,condition_class,mechanism,clean_label,conflict_label,aux_label,text,R_L11,R_L12,R_L13,R_L14,dR_L11,dR_L12,dR_L13,dR_L14,DeltaU
g006_permuted,6,1,2,permuted,relation_preserving,stable,Red,Blue,Green,"You are given a small relation graph.
Fact 2: Elo points to Red.
Fact 1: Darin is part of Elo.
Question: Which label is associated with Darin: Red or Blue?
Answer with exactly one word:",0.087811686,-0.058002308,-0.090307236,0.3677547,-0.06376631,-0.06305617,-0.08307946,-0.12891722,-0.1540902
g006_redundant,6,1,2,redundant,relation_preserving,stable,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Darin is part of Elo.
Fact 2: Elo points to Red.
Repeated confirmation: Darin still goes through Elo.
Repeated confirmation: Elo still points to Red.
Question: Which label is associated with Darin: Red or Blue?
Answer with exactly one word:",0.09995927,-0.0879671,-0.082026064,0.48447406,-0.051618725,-0.09302096,-0.074798286,-0.012197852,-0.06790702
g006_irrelevant,6,1,2,irrelevant,relation_preserving,stable,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Darin is part of Elo.
Fact 2: Elo points to Red.
Irrelevant fact: Faye is associated with Green.
Question: Which label is associated with Darin: Red or Blue?
Answer with exactly one word:",0.087009825,-0.030610353,-0.070632696,0.55741847,-0.06456817,-0.035664216,-0.06340492,0.06074655,0.01045182
g006_paraphrase,6,1,2,paraphrase,relation_preserving,stable,Red,Blue,Green,"In this example, Darin reaches Elo.
The destination connected to Elo is Red.
Based on those two links, select the label for Darin: Red or Blue.
Answer:",-0.016069438,-0.24874718,-0.44435328,0.33643413,-0.16764744,-0.25380105,-0.4371255,-0.16023779,-0.43887156
g006_weak_distractor,6,1,2,weak_distractor,structure_changing,stable_shift,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Darin is part of Elo.
Fact 2: Elo points to Red.
Weak note: some unrelated source mentions Blue, but does not update the graph.
Question: Which label is associated with Darin: Red or Blue?
Answer with exactly one word:",0.16842513,0.09989932,0.059429616,0.584983,0.016847134,0.09484546,0.066657394,0.088311076,0.15915655
g006_competition_balanced,6,1,2,competition_balanced,structure_changing,competition,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Darin is part of Elo.
Fact 2: Elo points to Red.
Competing fact: Darin is also associated with Blue.
Question: Which label is associated with Darin: Red or Blue?
Answer with exactly one word:",0.11939907,0.0024455711,-0.032236904,0.46124792,-0.032178923,-0.0026082918,-0.025009125,-0.035423994,-0.025694322
g006_direct_conflict,6,1,2,direct_conflict,structure_changing,competition,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Darin is part of Elo.
Fact 2: Elo points to Red.
Direct conflicting fact: Darin points to Blue.
Question: Which label is associated with Darin: Red or Blue?
Answer with exactly one word:",0.11391148,-0.023231834,-0.06489873,0.45967913,-0.037666515,-0.028285697,-0.05767095,-0.03699279,-0.052768353
g006_closure_update,6,1,2,closure_update,structure_changing,closure,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Darin is part of Elo.
Old record: Elo points to Red.
Updated record: Elo points to Blue, not Red.
Question: Which label is associated with Darin: Red or Blue?
Answer with exactly one word:",-0.10394045,-0.30002365,-0.36894378,-0.065152645,-0.25551844,-0.3050775,-0.361716,-0.56182456,-0.75119203
g006_closure_override,6,1,2,closure_override,structure_changing,closure,Red,Blue,Green,"You are given a rule system.
General rule: items that is part of Elo receive label Red.
Override rule: in this case, items that is part of Elo receive label Blue.
Fact: Darin is part of Elo.
Question: Which label applies to Darin: Red or Blue?
Answer with exactly one word:",0.085663185,-0.09222296,-0.18370882,0.23395228,-0.06591481,-0.09727682,-0.17648104,-0.26271963,-0.31389663
g006_exception_override,6,1,2,exception_override,structure_changing,closure,Red,Blue,Green,"You are given a rule system.
General rule: items connected to Elo use label Red.
Exception: Darin is a special case and uses label Blue.
Fact: Darin is connected to Elo.
Question: Which label applies to Darin: Red or Blue?
Answer with exactly one word:",0.023214862,-0.13812712,-0.22554809,0.09139538,-0.12836313,-0.14318098,-0.21832031,-0.40527654,-0.4747825
g007_clean,7,1,3,clean,clean,stable,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Darin is grouped under Elo.
Fact 2: Elo has label Green.
Question: Which label is associated with Darin: Green or Yellow?
Answer with exactly one word:",0.5560343,0.5949405,0.55889535,0.48651242,0.0,0.0,0.0,0.0,0.022258822
g007_rename,7,1,3,rename,relation_preserving,stable,Green,Yellow,North,"Consider a tiny mapping network.
Link one: Darin is grouped under Elo.
Link two: Elo has label Green.
Choose the label reached from Darin: Green or Yellow.
One word answer:",0.39589715,0.5496142,0.55355215,0.77207756,-0.16013718,-0.045326293,-0.005343199,0.28556514,0.18406595
g007_permuted,7,1,3,permuted,relation_preserving,stable,Green,Yellow,North,"You are given a small relation graph.
Fact 2: Elo has label Green.
Fact 1: Darin is grouped under Elo.
Question: Which label is associated with Darin: Green or Yellow?
Answer with exactly one word:",0.5109683,0.54750633,0.5021843,0.3870864,-0.045066,-0.04743415,-0.056711078,-0.09942603,-0.1088147
g007_redundant,7,1,3,redundant,relation_preserving,stable,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Darin is grouped under Elo.
Fact 2: Elo has label Green.
Repeated confirmation: Darin still goes through Elo.
Repeated confirmation: Elo still points to Green.
Question: Which label is associated with Darin: Green or Yellow?
Answer with exactly one word:",0.45441115,0.47491962,0.46887374,0.61265254,-0.10162318,-0.12002087,-0.09002161,0.12614012,0.009474682
g007_irrelevant,7,1,3,irrelevant,relation_preserving,stable,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Darin is grouped under Elo.
Fact 2: Elo has label Green.
Irrelevant fact: Faye is associated with North.
Question: Which label is associated with Darin: Green or Yellow?
Answer with exactly one word:",0.50296485,0.61746657,0.62193924,0.59353185,-0.053069472,0.022526085,0.06304389,0.107019424,0.12937437
g007_paraphrase,7,1,3,paraphrase,relation_preserving,stable,Green,Yellow,North,"In this example, Darin reaches Elo.
The destination connected to Elo is Green.
Based on those two links, select the label for Darin: Green or Yellow.
Answer:",0.45968822,0.6685803,0.6073435,0.72642946,-0.09634611,0.07363981,0.048448145,0.23991704,0.23181878
g007_weak_distractor,7,1,3,weak_distractor,structure_changing,stable_shift,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Darin is grouped under Elo.
Fact 2: Elo has label Green.
Weak note: some unrelated source mentions Yellow, but does not update the graph.
Question: Which label is associated with Darin: Green or Yellow?
Answer with exactly one word:",0.4786593,0.5624138,0.51699996,0.3399179,-0.077375025,-0.032526672,-0.04189539,-0.14659452,-0.14075018
g007_competition_balanced,7,1,3,competition_balanced,structure_changing,competition,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Darin is grouped under Elo.
Fact 2: Elo has label Green.
Competing fact: Darin is also associated with Yellow.
Question: Which label is associated with Darin: Green or Yellow?
Answer with exactly one word:",0.45577675,0.49867555,0.43987992,0.24372816,-0.100257576,-0.09626493,-0.119015425,-0.24278426,-0.27929863
g007_direct_conflict,7,1,3,direct_conflict,structure_changing,competition,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Darin is grouped under Elo.
Fact 2: Elo has label Green.
Direct conflicting fact: Darin has label Yellow.
Question: Which label is associated with Darin: Green or Yellow?
Answer with exactly one word:",0.49614555,0.5650602,0.528978,0.39726996,-0.05988878,-0.029880285,-0.02991736,-0.08924246,-0.08573921
g007_closure_update,7,1,3,closure_update,structure_changing,closure,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Darin is grouped under Elo.
Old record: Elo has label Green.
Updated record: Elo has label Yellow, not Green.
Question: Which label is associated with Darin: Green or Yellow?
Answer with exactly one word:",0.30298072,0.3737787,0.30151224,-0.07394791,-0.2530536,-0.22116178,-0.2573831,-0.5604603,-0.670551
g007_closure_override,7,1,3,closure_override,structure_changing,closure,Green,Yellow,North,"You are given a rule system.
General rule: items that is grouped under Elo receive label Green.
Override rule: in this case, items that is grouped under Elo receive label Yellow.
Fact: Darin is grouped under Elo.
Question: Which label applies to Darin: Green or Yellow?
Answer with exactly one word:",0.5854175,0.6310133,0.58244365,0.35167372,0.029383183,0.03607279,0.023548305,-0.1348387,-0.05036534
g007_exception_override,7,1,3,exception_override,structure_changing,closure,Green,Yellow,North,"You are given a rule system.
General rule: items connected to Elo use label Green.
Exception: Darin is a special case and uses label Yellow.
Fact: Darin is connected to Elo.
Question: Which label applies to Darin: Green or Yellow?
Answer with exactly one word:",0.54094696,0.6376599,0.607183,0.1921308,-0.015087366,0.042719424,0.04828763,-0.29438162,-0.1698375
g008_clean,8,2,0,clean,clean,stable,North,South,East,"You are given a small relation graph.
Fact 1: Galen belongs to Hera.
Fact 2: Hera is located at North.
Question: Which label is associated with Galen: North or South?
Answer with exactly one word:",0.29922152,0.3166036,0.4693086,0.70296144,0.0,0.0,0.0,0.0,0.022258822
g008_rename,8,2,0,rename,relation_preserving,stable,North,South,East,"Consider a tiny mapping network.
Link one: Galen belongs to Hera.
Link two: Hera is located at North.
Choose the label reached from Galen: North or South.
One word answer:",0.38277712,0.35329807,0.4589759,0.7978499,0.08355561,0.036694467,-0.010332704,0.09488845,0.12363142
g008_permuted,8,2,0,permuted,relation_preserving,stable,North,South,East,"You are given a small relation graph.
Fact 2: Hera is located at North.
Fact 1: Galen belongs to Hera.
Question: Which label is associated with Galen: North or South?
Answer with exactly one word:",0.14050502,0.1594463,0.34535724,0.34860682,-0.1587165,-0.1571573,-0.123951375,-0.35435462,-0.40305364
g008_redundant,8,2,0,redundant,relation_preserving,stable,North,South,East,"You are given a small relation graph.
Fact 1: Galen belongs to Hera.
Fact 2: Hera is located at North.
Repeated confirmation: Galen still goes through Hera.
Repeated confirmation: Hera still points to North.
Question: Which label is associated with Galen: North or South?
Answer with exactly one word:",0.27682674,0.30037865,0.43638,0.7351682,-0.022394776,-0.01622495,-0.032928616,0.032206774,0.020171966
g008_irrelevant,8,2,0,irrelevant,relation_preserving,stable,North,South,East,"You are given a small relation graph.
Fact 1: Galen belongs to Hera.
Fact 2: Hera is located at North.
Irrelevant fact: Ivo is associated with East.
Question: Which label is associated with Galen: North or South?
Answer with exactly one word:",0.35507792,0.4024115,0.63509053,0.8407738,0.055856407,0.08580789,0.16578192,0.13781238,0.25082165
g008_paraphrase,8,2,0,paraphrase,relation_preserving,stable,North,South,East,"In this example, Galen reaches Hera.
The destination connected to Hera is North.
Based on those two links, select the label for Galen: North or South.
Answer:",0.23588899,0.25596738,0.29679835,0.5782907,-0.06333253,-0.060636222,-0.17251027,-0.124670744,-0.19244574
g008_weak_distractor,8,2,0,weak_distractor,structure_changing,stable_shift,North,South,East,"You are given a small relation graph.
Fact 1: Galen belongs to Hera.
Fact 2: Hera is located at North.
Weak note: some unrelated source mentions South, but does not update the graph.
Question: Which label is associated with Galen: North or South?
Answer with exactly one word:",0.37201643,0.35206807,0.49732527,0.6571549,0.072794914,0.035464466,0.028016657,-0.045806527,0.030655917
g008_competition_balanced,8,2,0,competition_balanced,structure_changing,competition,North,South,East,"You are given a small relation graph.
Fact 1: Galen belongs to Hera.
Fact 2: Hera is located at North.
Competing fact: Galen is also associated with South.
Question: Which label is associated with Galen: North or South?
Answer with exactly one word:",0.27595145,0.2986914,0.42206442,0.5195432,-0.02327007,-0.017912209,-0.04724419,-0.18341827,-0.15320708
g008_direct_conflict,8,2,0,direct_conflict,structure_changing,competition,North,South,East,"You are given a small relation graph.
Fact 1: Galen belongs to Hera.
Fact 2: Hera is located at North.
Direct conflicting fact: Galen is located at South.
Question: Which label is associated with Galen: North or South?
Answer with exactly one word:",0.3209749,0.32017207,0.4703697,0.6371591,0.02175337,0.0035684705,0.0010610819,-0.065802336,-0.021230463
g008_closure_update,8,2,0,closure_update,structure_changing,closure,North,South,East,"You are given a small relation graph.
Fact 1: Galen belongs to Hera.
Old record: Hera is located at North.
Updated record: Hera is located at South, not North.
Question: Which label is associated with Galen: North or South?
Answer with exactly one word:",-0.006758511,-0.021565974,0.015494645,0.09258366,-0.30598003,-0.33816957,-0.45381397,-0.6103778,-0.8563171
g008_closure_override,8,2,0,closure_override,structure_changing,closure,North,South,East,"You are given a rule system.
General rule: items that belongs to Hera receive label North.
Override rule: in this case, items that belongs to Hera receive label South.
Fact: Galen belongs to Hera.
Question: Which label applies to Galen: North or South?
Answer with exactly one word:",0.20173152,0.21903248,0.31823182,0.35193872,-0.09749,-0.09757112,-0.1510768,-0.35102272,-0.3775448
g008_exception_override,8,2,0,exception_override,structure_changing,closure,North,South,East,"You are given a rule system.
General rule: items connected to Hera use label North.
Exception: Galen is a special case and uses label South.
Fact: Galen is connected to Hera.
Question: Which label applies to Galen: North or South?
Answer with exactly one word:",0.23097259,0.22198394,0.29605186,0.2697189,-0.06824893,-0.09461966,-0.17325675,-0.43324256,-0.44309464
g009_clean,9,2,1,clean,clean,stable,East,West,Copper,"You are given a small relation graph.
Fact 1: Galen is assigned to Hera.
Fact 2: Hera maps to East.
Question: Which label is associated with Galen: East or West?
Answer with exactly one word:",0.16145176,0.15807265,0.17978424,-0.013172865,0.0,0.0,0.0,0.0,0.022258822
g009_rename,9,2,1,rename,relation_preserving,stable,East,West,Copper,"Consider a tiny mapping network.
Link one: Galen is assigned to Hera.
Link two: Hera maps to East.
Choose the label reached from Galen: East or West.
One word answer:",0.20503928,0.18427482,0.19382983,0.095618725,0.04358752,0.026202172,0.014045596,0.10879159,0.13244002
g009_permuted,9,2,1,permuted,relation_preserving,stable,East,West,Copper,"You are given a small relation graph.
Fact 2: Hera maps to East.
Fact 1: Galen is assigned to Hera.
Question: Which label is associated with Galen: East or West?
Answer with exactly one word:",0.16899133,0.121738195,0.1359086,-0.10787749,0.0075395703,-0.036334455,-0.043875635,-0.09470463,-0.08227423
g009_redundant,9,2,1,redundant,relation_preserving,stable,East,West,Copper,"You are given a small relation graph.
Fact 1: Galen is assigned to Hera.
Fact 2: Hera maps to East.
Repeated confirmation: Galen still goes through Hera.
Repeated confirmation: Hera still points to East.
Question: Which label is associated with Galen: East or West?
Answer with exactly one word:",0.17113669,0.1561459,0.21152556,0.04578066,0.009684935,-0.00192675,0.03174132,0.058953524,0.08439462
g009_irrelevant,9,2,1,irrelevant,relation_preserving,stable,East,West,Copper,"You are given a small relation graph.
Fact 1: Galen is assigned to Hera.
Fact 2: Hera maps to East.
Irrelevant fact: Ivo is associated with Copper.
Question: Which label is associated with Galen: East or West?
Answer with exactly one word:",0.20644897,0.16554224,0.1958313,0.027282715,0.044997215,0.0074695945,0.01604706,0.04045558,0.07466108
g009_paraphrase,9,2,1,paraphrase,relation_preserving,stable,East,West,Copper,"In this example, Galen reaches Hera.
The destination connected to Hera is East.
Based on those two links, select the label for Galen: East or West.
Answer:",0.21271002,0.32163766,0.4071567,0.29008377,0.051258266,0.16356501,0.22737247,0.30325663,0.433364
g009_weak_distractor,9,2,1,weak_distractor,structure_changing,stable_shift,East,West,Copper,"You are given a small relation graph.
Fact 1: Galen is assigned to Hera.
Fact 2: Hera maps to East.
Weak note: some unrelated source mentions West, but does not update the graph.
Question: Which label is associated with Galen: East or West?
Answer with exactly one word:",0.22997499,0.30771065,0.30100206,-0.082395315,0.06852323,0.149638,0.12121782,-0.06922245,0.09586583
g009_competition_balanced,9,2,1,competition_balanced,structure_changing,competition,East,West,Copper,"You are given a small relation graph.
Fact 1: Galen is assigned to Hera.
Fact 2: Hera maps to East.
Competing fact: Galen is also associated with West.
Question: Which label is associated with Galen: East or West?
Answer with exactly one word:",0.1878972,0.15071309,0.12969983,-0.14832234,0.026445448,-0.0073595643,-0.050084412,-0.13514948,-0.10155317
g009_direct_conflict,9,2,1,direct_conflict,structure_changing,competition,East,West,Copper,"You are given a small relation graph.
Fact 1: Galen is assigned to Hera.
Fact 2: Hera maps to East.
Direct conflicting fact: Galen maps to West.
Question: Which label is associated with Galen: East or West?
Answer with exactly one word:",0.20139879,0.17663625,0.18839562,-0.019902468,0.039947033,0.018563598,0.008611381,-0.006729603,0.037484027
g009_closure_update,9,2,1,closure_update,structure_changing,closure,East,West,Copper,"You are given a small relation graph.
Fact 1: Galen is assigned to Hera.
Old record: Hera maps to East.
Updated record: Hera maps to West, not East.
Question: Which label is associated with Galen: East or West?
Answer with exactly one word:",0.043799907,0.06588924,-0.03684151,-0.29427004,-0.11765185,-0.09218341,-0.21662575,-0.28109717,-0.35806394
g009_closure_override,9,2,1,closure_override,structure_changing,closure,East,West,Copper,"You are given a rule system.
General rule: items that is assigned to Hera receive label East.
Override rule: in this case, items that is assigned to Hera receive label West.
Fact: Galen is assigned to Hera.
Question: Which label applies to Galen: East or West?
Answer with exactly one word:",0.1170983,0.21204442,0.17780966,-0.1972022,-0.044353455,0.053971767,-0.0019745827,-0.18402934,-0.11218926
g009_exception_override,9,2,1,exception_override,structure_changing,closure,East,West,Copper,"You are given a rule system.
General rule: items connected to Hera use label East.
Exception: Galen is a special case and uses label West.
Fact: Galen is connected to Hera.
Question: Which label applies to Galen: East or West?
Answer with exactly one word:",0.17882031,0.20948291,0.16310346,-0.20179558,0.017368555,0.051410258,-0.016680777,-0.18862271,-0.10845406
g010_clean,10,2,2,clean,clean,stable,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Galen is part of Hera.
Fact 2: Hera points to Copper.
Question: Which label is associated with Galen: Copper or Silver?
Answer with exactly one word:",0.18578146,0.35642186,0.5657748,-0.338534,0.0,0.0,0.0,0.0,0.022258822
g010_rename,10,2,2,rename,relation_preserving,stable,Copper,Silver,Gold,"Consider a tiny mapping network.
Link one: Galen is part of Hera.
Link two: Hera points to Copper.
Choose the label reached from Galen: Copper or Silver.
One word answer:",0.07893019,0.2526321,0.40454495,-0.39387274,-0.10685127,-0.10378975,-0.16122985,-0.05533874,-0.15954606
g010_permuted,10,2,2,permuted,relation_preserving,stable,Copper,Silver,Gold,"You are given a small relation graph.
Fact 2: Hera points to Copper.
Fact 1: Galen is part of Hera.
Question: Which label is associated with Galen: Copper or Silver?
Answer with exactly one word:",0.14728114,0.33457774,0.5372666,-0.45274138,-0.038500324,-0.021844119,-0.028508186,-0.11420739,-0.09619799
g010_redundant,10,2,2,redundant,relation_preserving,stable,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Galen is part of Hera.
Fact 2: Hera points to Copper.
Repeated confirmation: Galen still goes through Hera.
Repeated confirmation: Hera still points to Copper.
Question: Which label is associated with Galen: Copper or Silver?
Answer with exactly one word:",0.18011251,0.36737943,0.56854403,-0.36214578,-0.005668953,0.010957569,0.0027692318,-0.023611784,0.007861813
g010_irrelevant,10,2,2,irrelevant,relation_preserving,stable,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Galen is part of Hera.
Fact 2: Hera points to Copper.
Irrelevant fact: Ivo is associated with Gold.
Question: Which label is associated with Galen: Copper or Silver?
Answer with exactly one word:",0.13783857,0.36248642,0.5269357,-0.35699117,-0.04794289,0.006064564,-0.0388391,-0.018457174,-0.020076815
g010_paraphrase,10,2,2,paraphrase,relation_preserving,stable,Copper,Silver,Gold,"In this example, Galen reaches Hera.
The destination connected to Hera is Copper.
Based on those two links, select the label for Galen: Copper or Silver.
Answer:",0.109521955,0.28138456,0.3784452,-0.5034764,-0.07625951,-0.0750373,-0.18732959,-0.16494238,-0.23866606
g010_weak_distractor,10,2,2,weak_distractor,structure_changing,stable_shift,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Galen is part of Hera.
Fact 2: Hera points to Copper.
Weak note: some unrelated source mentions Silver, but does not update the graph.
Question: Which label is associated with Galen: Copper or Silver?
Answer with exactly one word:",0.19184494,0.38512394,0.5535985,-0.41822124,0.006063476,0.02870208,-0.012176275,-0.07968724,-0.033278115
g010_competition_balanced,10,2,2,competition_balanced,structure_changing,competition,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Galen is part of Hera.
Fact 2: Hera points to Copper.
Competing fact: Galen is also associated with Silver.
Question: Which label is associated with Galen: Copper or Silver?
Answer with exactly one word:",0.12588589,0.32585093,0.43577194,-0.54575723,-0.059895575,-0.030570924,-0.13000286,-0.20722324,-0.22432293
g010_direct_conflict,10,2,2,direct_conflict,structure_changing,competition,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Galen is part of Hera.
Fact 2: Hera points to Copper.
Direct conflicting fact: Galen points to Silver.
Question: Which label is associated with Galen: Copper or Silver?
Answer with exactly one word:",0.1465839,0.3277228,0.46555948,-0.5452685,-0.039197564,-0.02869907,-0.100215316,-0.20673448,-0.20402883
g010_closure_update,10,2,2,closure_update,structure_changing,closure,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Galen is part of Hera.
Old record: Hera points to Copper.
Updated record: Hera points to Silver, not Copper.
Question: Which label is associated with Galen: Copper or Silver?
Answer with exactly one word:",0.14671311,0.33632562,0.47572732,-0.50956404,-0.039068356,-0.020096242,-0.09004748,-0.17103004,-0.1687035
g010_closure_override,10,2,2,closure_override,structure_changing,closure,Copper,Silver,Gold,"You are given a rule system.
General rule: items that is part of Hera receive label Copper.
Override rule: in this case, items that is part of Hera receive label Silver.
Fact: Galen is part of Hera.
Question: Which label applies to Galen: Copper or Silver?
Answer with exactly one word:",0.06760992,0.19991413,0.2796415,-0.8143462,-0.11817154,-0.15650773,-0.2861333,-0.4758122,-0.5634403
g010_exception_override,10,2,2,exception_override,structure_changing,closure,Copper,Silver,Gold,"You are given a rule system.
General rule: items connected to Hera use label Copper.
Exception: Galen is a special case and uses label Silver.
Fact: Galen is connected to Hera.
Question: Which label applies to Galen: Copper or Silver?
Answer with exactly one word:",0.16238578,0.28861386,0.40707773,-0.7653873,-0.023395687,-0.067808,-0.15869707,-0.4268533,-0.4108657
g011_clean,11,2,3,clean,clean,stable,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Galen is grouped under Hera.
Fact 2: Hera has label Gold.
Question: Which label is associated with Galen: Gold or Iron?
Answer with exactly one word:",0.011794418,-0.4762135,-0.036076427,1.1648957,0.0,0.0,0.0,0.0,0.022258822
g011_rename,11,2,3,rename,relation_preserving,stable,Gold,Iron,Red,"Consider a tiny mapping network.
Link one: Galen is grouped under Hera.
Link two: Hera has label Gold.
Choose the label reached from Galen: Gold or Iron.
One word answer:",0.25777602,-0.2691567,0.34066492,1.7377539,0.2459816,0.20705682,0.37674135,0.5728582,0.7747524
g011_permuted,11,2,3,permuted,relation_preserving,stable,Gold,Iron,Red,"You are given a small relation graph.
Fact 2: Hera has label Gold.
Fact 1: Galen is grouped under Hera.
Question: Which label is associated with Galen: Gold or Iron?
Answer with exactly one word:",0.08039937,-0.43630424,-0.041311443,1.1444675,0.06860495,0.039909273,-0.0052350163,-0.02042818,0.034860153
g011_redundant,11,2,3,redundant,relation_preserving,stable,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Galen is grouped under Hera.
Fact 2: Hera has label Gold.
Repeated confirmation: Galen still goes through Hera.
Repeated confirmation: Hera still points to Gold.
Question: Which label is associated with Galen: Gold or Iron?
Answer with exactly one word:",0.024522632,-0.44196945,-0.108350694,1.1683683,0.012728214,0.03424406,-0.07227427,0.0034726858,0.005615229
g011_irrelevant,11,2,3,irrelevant,relation_preserving,stable,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Galen is grouped under Hera.
Fact 2: Hera has label Gold.
Irrelevant fact: Ivo is associated with Red.
Question: Which label is associated with Galen: Gold or Iron?
Answer with exactly one word:",0.13630697,-0.3139373,0.17617851,1.514301,0.12451255,0.16227621,0.21225494,0.3494053,0.47918844
g011_paraphrase,11,2,3,paraphrase,relation_preserving,stable,Gold,Iron,Red,"In this example, Galen reaches Hera.
The destination connected to Hera is Gold.
Based on those two links, select the label for Galen: Gold or Iron.
Answer:",0.2625517,-0.19585738,0.20462316,1.4501785,0.25075728,0.28035614,0.24069959,0.28528285,0.51570547
g011_weak_distractor,11,2,3,weak_distractor,structure_changing,stable_shift,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Galen is grouped under Hera.
Fact 2: Hera has label Gold.
Weak note: some unrelated source mentions Iron, but does not update the graph.
Question: Which label is associated with Galen: Gold or Iron?
Answer with exactly one word:",0.05800893,-0.30259305,0.079380274,1.28314,0.046214513,0.17362046,0.1154567,0.11824429,0.24013622
g011_competition_balanced,11,2,3,competition_balanced,structure_changing,competition,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Galen is grouped under Hera.
Fact 2: Hera has label Gold.
Competing fact: Galen is also associated with Iron.
Question: Which label is associated with Galen: Gold or Iron?
Answer with exactly one word:",0.093408994,-0.26181576,0.15176117,1.2820411,0.08161458,0.21439776,0.1878376,0.11714542,0.29669112
g011_direct_conflict,11,2,3,direct_conflict,structure_changing,competition,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Galen is grouped under Hera.
Fact 2: Hera has label Gold.
Direct conflicting fact: Galen has label Iron.
Question: Which label is associated with Galen: Gold or Iron?
Answer with exactly one word:",0.10040161,-0.20307598,0.19726479,1.4631059,0.08860719,0.27313754,0.23334122,0.29821026,0.4797862
g011_closure_update,11,2,3,closure_update,structure_changing,closure,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Galen is grouped under Hera.
Old record: Hera has label Gold.
Updated record: Hera has label Iron, not Gold.
Question: Which label is associated with Galen: Gold or Iron?
Answer with exactly one word:",0.054527145,-0.26952913,0.094765365,1.0810175,0.042732727,0.20668438,0.13084179,-0.08387816,0.10277775
g011_closure_override,11,2,3,closure_override,structure_changing,closure,Gold,Iron,Red,"You are given a rule system.
General rule: items that is grouped under Hera receive label Gold.
Override rule: in this case, items that is grouped under Hera receive label Iron.
Fact: Galen is grouped under Hera.
Question: Which label applies to Galen: Gold or Iron?
Answer with exactly one word:",0.24235858,-0.081598565,0.3506588,1.4870993,0.23056416,0.39461493,0.38673523,0.32220364,0.64856833
g011_exception_override,11,2,3,exception_override,structure_changing,closure,Gold,Iron,Red,"You are given a rule system.
General rule: items connected to Hera use label Gold.
Exception: Galen is a special case and uses label Iron.
Fact: Galen is connected to Hera.
Question: Which label applies to Galen: Gold or Iron?
Answer with exactly one word:",0.25888094,-0.07656608,0.32628503,1.4617865,0.24708652,0.39964744,0.36236146,0.29689085,0.62332374
g012_clean,12,3,0,clean,clean,stable,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Juno belongs to Kira.
Fact 2: Kira is located at Red.
Question: Which label is associated with Juno: Red or Blue?
Answer with exactly one word:",0.065089785,-0.097483516,-0.10720396,0.6736729,0.0,0.0,0.0,0.0,0.022258822
g012_rename,12,3,0,rename,relation_preserving,stable,Red,Blue,Green,"Consider a tiny mapping network.
Link one: Juno belongs to Kira.
Link two: Kira is located at Red.
Choose the label reached from Juno: Red or Blue.
One word answer:",0.07867243,-0.2302584,-0.33851457,0.5454421,0.013582647,-0.13277489,-0.2313106,-0.12823081,-0.22948512
g012_permuted,12,3,0,permuted,relation_preserving,stable,Red,Blue,Green,"You are given a small relation graph.
Fact 2: Kira is located at Red.
Fact 1: Juno belongs to Kira.
Question: Which label is associated with Juno: Red or Blue?
Answer with exactly one word:",0.04098457,-0.1469737,-0.13798851,0.54059124,-0.024105214,-0.049490184,-0.030784547,-0.13308167,-0.11791466
g012_redundant,12,3,0,redundant,relation_preserving,stable,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Juno belongs to Kira.
Fact 2: Kira is located at Red.
Repeated confirmation: Juno still goes through Kira.
Repeated confirmation: Kira still points to Red.
Question: Which label is associated with Juno: Red or Blue?
Answer with exactly one word:",0.07646495,-0.085303575,-0.057910442,0.72013664,0.0113751665,0.012179941,0.049293518,0.046463728,0.08849284
