prompt_id,graph_id,entity_id,relation_id,condition,condition_class,mechanism,clean_label,conflict_label,aux_label,text,R_L19,R_L20,R_L21,R_L22,R_L23,R_L24,R_L25,dR_L19,dR_L20,dR_L21,dR_L22,dR_L23,dR_L24,dR_L25,DeltaU
g009_paraphrase,9,2,1,paraphrase,relation_preserving,stable,East,West,Copper,"In this example, Galen reaches Hera.
The destination connected to Hera is East.
Based on those two links, select the label for Galen: East or West.
Answer:",1.8042867,2.5115376,3.6352975,6.3802977,8.131563,9.966318,13.2805805,0.6674603,0.5360844,0.5748689,2.3710642,2.582528,2.9256153,2.858592,8.272963
g009_weak_distractor,9,2,1,weak_distractor,structure_changing,stable_shift,East,West,Copper,"You are given a small relation graph.
Fact 1: Galen is assigned to Hera.
Fact 2: Hera maps to East.
Weak note: some unrelated source mentions West, but does not update the graph.
Question: Which label is associated with Galen: East or West?
Answer with exactly one word:",0.92538404,1.0627787,1.98379,2.791053,4.4818068,6.621064,9.450877,-0.21144235,-0.9126744,-1.0766386,-1.2181804,-1.0672283,-0.41963863,-0.9711113,0.9431188
g009_competition_balanced,9,2,1,competition_balanced,structure_changing,competition,East,West,Copper,"You are given a small relation graph.
Fact 1: Galen is assigned to Hera.
Fact 2: Hera maps to East.
Competing fact: Galen is also associated with West.
Question: Which label is associated with Galen: East or West?
Answer with exactly one word:",0.9238259,0.16104293,1.2409742,0.047713757,1.9799225,4.028569,6.375759,-0.21300048,-1.8144102,-1.8194544,-3.9615197,-3.5691125,-3.0121336,-4.0462294,-4.5436296
g009_direct_conflict,9,2,1,direct_conflict,structure_changing,competition,East,West,Copper,"You are given a small relation graph.
Fact 1: Galen is assigned to Hera.
Fact 2: Hera maps to East.
Direct conflicting fact: Galen maps to West.
Question: Which label is associated with Galen: East or West?
Answer with exactly one word:",0.6764673,0.14651358,0.93650734,-0.8623419,0.4614401,2.283224,4.787754,-0.4603591,-1.8289396,-2.1239214,-4.8715754,-5.087595,-4.7574787,-5.6342344,-7.4948063
g009_closure_update,9,2,1,closure_update,structure_changing,closure,East,West,Copper,"You are given a small relation graph.
Fact 1: Galen is assigned to Hera.
Old record: Hera maps to East.
Updated record: Hera maps to West, not East.
Question: Which label is associated with Galen: East or West?
Answer with exactly one word:",0.6149678,0.13890564,0.17955041,-1.6730504,-0.8116627,0.5410862,3.3067951,-0.5218586,-1.8365475,-2.8808782,-5.682284,-6.3606977,-6.4996166,-7.1151934,-10.270076
g009_closure_override,9,2,1,closure_override,structure_changing,closure,East,West,Copper,"You are given a rule system.
General rule: items that is assigned to Hera receive label East.
Override rule: in this case, items that is assigned to Hera receive label West.
Fact: Galen is assigned to Hera.
Question: Which label applies to Galen: East or West?
Answer with exactly one word:",0.7555064,0.079648316,0.8234136,0.22280598,0.72508,2.2803068,4.8768396,-0.38132,-1.8958049,-2.237015,-3.7864275,-4.823955,-4.760396,-5.545149,-6.914028
g009_exception_override,9,2,1,exception_override,structure_changing,closure,East,West,Copper,"You are given a rule system.
General rule: items connected to Hera use label East.
Exception: Galen is a special case and uses label West.
Fact: Galen is connected to Hera.
Question: Which label applies to Galen: East or West?
Answer with exactly one word:",0.6634629,0.2807845,1.4911932,1.2051594,1.0263438,2.6619244,5.0026875,-0.47336352,-1.6946687,-1.5692354,-2.804074,-4.5226912,-4.3787785,-5.419301,-6.0251064
g010_clean,10,2,2,clean,clean,stable,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Galen is part of Hera.
Fact 2: Hera points to Copper.
Question: Which label is associated with Galen: Copper or Silver?
Answer with exactly one word:",-0.6314597,-0.26374173,0.54663783,-1.8945093,-1.765423,-0.87993956,-4.62698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8346574
g010_rename,10,2,2,rename,relation_preserving,stable,Copper,Silver,Gold,"Consider a tiny mapping network.
Link one: Galen is part of Hera.
Link two: Hera points to Copper.
Choose the label reached from Galen: Copper or Silver.
One word answer:",-1.2354317,-0.7233135,-0.86382365,-0.99312013,-0.70632887,-1.2030039,-2.6461349,-0.60397196,-0.45957178,-1.4104614,0.9013892,1.0590942,-0.32306433,1.980845,4.3442802
g010_permuted,10,2,2,permuted,relation_preserving,stable,Copper,Silver,Gold,"You are given a small relation graph.
Fact 2: Hera points to Copper.
Fact 1: Galen is part of Hera.
Question: Which label is associated with Galen: Copper or Silver?
Answer with exactly one word:",-0.6915891,-0.066017985,0.2737105,-3.208107,-3.5657568,-2.4638033,-5.6209507,-0.060129404,0.19772375,-0.27292734,-1.3135977,-1.8003337,-1.5838637,-0.9939709,0.0060863495
g010_redundant,10,2,2,redundant,relation_preserving,stable,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Galen is part of Hera.
Fact 2: Hera points to Copper.
Repeated confirmation: Galen still goes through Hera.
Repeated confirmation: Hera still points to Copper.
Question: Which label is associated with Galen: Copper or Silver?
Answer with exactly one word:",-0.85789335,-0.23819602,0.029768944,-1.1507046,-0.87080455,0.061062813,-3.7927287,-0.22643363,0.025545716,-0.5168689,0.7438047,0.8946185,0.94100237,0.83425117,4.4828043
g010_irrelevant,10,2,2,irrelevant,relation_preserving,stable,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Galen is part of Hera.
Fact 2: Hera points to Copper.
Irrelevant fact: Ivo is associated with Gold.
Question: Which label is associated with Galen: Copper or Silver?
Answer with exactly one word:",-1.2414448,-0.8470754,0.7219081,-2.6344538,-2.1968107,-2.7979574,-5.8154097,-0.6099851,-0.5833337,0.17527026,-0.73994446,-0.43138766,-1.9180179,-1.1884298,0.57684374
g010_paraphrase,10,2,2,paraphrase,relation_preserving,stable,Copper,Silver,Gold,"In this example, Galen reaches Hera.
The destination connected to Hera is Copper.
Based on those two links, select the label for Galen: Copper or Silver.
Answer:",-3.2999103,-2.9411004,-2.1967916,-0.7846875,1.2865144,3.9225364,0.5183308,-2.6684506,-2.6773586,-2.7434294,1.1098218,3.0519376,4.802476,5.1453104,9.697217
g010_weak_distractor,10,2,2,weak_distractor,structure_changing,stable_shift,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Galen is part of Hera.
Fact 2: Hera points to Copper.
Weak note: some unrelated source mentions Silver, but does not update the graph.
Question: Which label is associated with Galen: Copper or Silver?
Answer with exactly one word:",-0.88877356,-0.461784,0.6854651,-1.8467158,-2.2457383,-2.5256572,-4.9724464,-0.25731385,-0.19804227,0.13882726,0.047793508,-0.4803152,-1.6457176,-0.3454666,1.4759427
g010_competition_balanced,10,2,2,competition_balanced,structure_changing,competition,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Galen is part of Hera.
Fact 2: Hera points to Copper.
Competing fact: Galen is also associated with Silver.
Question: Which label is associated with Galen: Copper or Silver?
Answer with exactly one word:",-1.4225852,-0.63874364,0.072897434,-4.643948,-5.613925,-5.968727,-7.822065,-0.79112554,-0.3750019,-0.4737404,-2.7494388,-3.848502,-5.0887876,-3.195085,-4.7847176
g010_direct_conflict,10,2,2,direct_conflict,structure_changing,competition,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Galen is part of Hera.
Fact 2: Hera points to Copper.
Direct conflicting fact: Galen points to Silver.
Question: Which label is associated with Galen: Copper or Silver?
Answer with exactly one word:",-1.5418304,-1.0690742,-0.013473749,-4.8518214,-6.3578568,-6.3772116,-8.167673,-0.9103707,-0.8053324,-0.5601116,-2.957312,-4.592434,-5.497272,-3.5406933,-5.6784124
g010_closure_update,10,2,2,closure_update,structure_changing,closure,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Galen is part of Hera.
Old record: Hera points to Copper.
Updated record: Hera points to Silver, not Copper.
Question: Which label is associated with Galen: Copper or Silver?
Answer with exactly one word:",-1.4329575,-1.0566057,-0.2567656,-5.412851,-6.062959,-6.99804,-9.030302,-0.8014978,-0.79286397,-0.80340344,-3.5183415,-4.297536,-6.1181006,-4.403322,-6.5760202
g010_closure_override,10,2,2,closure_override,structure_changing,closure,Copper,Silver,Gold,"You are given a rule system.
General rule: items that is part of Hera receive label Copper.
Override rule: in this case, items that is part of Hera receive label Silver.
Fact: Galen is part of Hera.
Question: Which label applies to Galen: Copper or Silver?
Answer with exactly one word:",-0.68695617,-0.616681,-0.11257088,-5.096428,-7.6636987,-8.7598505,-10.4710045,-0.055496454,-0.35293925,-0.6592087,-3.2019186,-5.8982754,-7.879911,-5.8440247,-8.935467
g010_exception_override,10,2,2,exception_override,structure_changing,closure,Copper,Silver,Gold,"You are given a rule system.
General rule: items connected to Hera use label Copper.
Exception: Galen is a special case and uses label Silver.
Fact: Galen is connected to Hera.
Question: Which label applies to Galen: Copper or Silver?
Answer with exactly one word:",-0.89588976,-0.6585158,-0.39795673,-5.241206,-7.471965,-7.6593647,-9.466921,-0.26443005,-0.39477408,-0.94459456,-3.3466969,-5.706542,-6.779425,-4.839941,-7.7768145
g011_clean,11,2,3,clean,clean,stable,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Galen is grouped under Hera.
Fact 2: Hera has label Gold.
Question: Which label is associated with Galen: Gold or Iron?
Answer with exactly one word:",3.0844355,2.098914,-0.30629754,-0.7353859,-0.8002162,-0.4572475,-0.5601845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8346574
g011_rename,11,2,3,rename,relation_preserving,stable,Gold,Iron,Red,"Consider a tiny mapping network.
Link one: Galen is grouped under Hera.
Link two: Hera has label Gold.
Choose the label reached from Galen: Gold or Iron.
One word answer:",2.8330975,3.392729,1.2805688,3.1716723,2.5406222,3.3277154,2.4731069,-0.251338,1.2938151,1.5868664,3.9070582,3.3408384,3.784963,3.0332913,9.957161
g011_permuted,11,2,3,permuted,relation_preserving,stable,Gold,Iron,Red,"You are given a small relation graph.
Fact 2: Hera has label Gold.
Fact 1: Galen is grouped under Hera.
Question: Which label is associated with Galen: Gold or Iron?
Answer with exactly one word:",3.4385228,2.5835438,-0.30940807,-1.1279986,-0.49625468,-0.75861406,-0.5398989,0.35408735,0.48462987,-0.003110528,-0.3926127,0.30396152,-0.30136657,0.020285606,2.6996455
g011_redundant,11,2,3,redundant,relation_preserving,stable,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Galen is grouped under Hera.
Fact 2: Hera has label Gold.
Repeated confirmation: Galen still goes through Hera.
Repeated confirmation: Hera still points to Gold.
Question: Which label is associated with Galen: Gold or Iron?
Answer with exactly one word:",2.9769974,2.191472,-0.16348612,0.14448833,-0.046106935,0.2722354,0.8478236,-0.10743809,0.092558146,0.14281142,0.8798742,0.75410926,0.7294829,1.4080081,4.7017593
g011_irrelevant,11,2,3,irrelevant,relation_preserving,stable,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Galen is grouped under Hera.
Fact 2: Hera has label Gold.
Irrelevant fact: Ivo is associated with Red.
Question: Which label is associated with Galen: Gold or Iron?
Answer with exactly one word:",3.724642,2.1555057,-0.15362394,-0.97870344,-1.6824765,-0.8119459,-1.0390139,0.6402066,0.05659175,0.1526736,-0.24331754,-0.8822603,-0.35469842,-0.47882938,1.8912134
g011_paraphrase,11,2,3,paraphrase,relation_preserving,stable,Gold,Iron,Red,"In this example, Galen reaches Hera.
The destination connected to Hera is Gold.
Based on those two links, select the label for Galen: Gold or Iron.
Answer:",4.1847386,4.5596,3.85039,6.9415903,6.7141476,8.302281,6.533637,1.1003032,2.460686,4.1566877,7.676976,7.514364,8.759529,7.0938215,18.756819
g011_weak_distractor,11,2,3,weak_distractor,structure_changing,stable_shift,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Galen is grouped under Hera.
Fact 2: Hera has label Gold.
Weak note: some unrelated source mentions Iron, but does not update the graph.
Question: Which label is associated with Galen: Gold or Iron?
Answer with exactly one word:",3.4154398,2.3057432,0.39871144,0.054908037,-1.2220252,-1.0744176,0.23114991,0.33100438,0.20682931,0.705009,0.79029393,-0.42180896,-0.6171701,0.7913344,3.0623317
g011_competition_balanced,11,2,3,competition_balanced,structure_changing,competition,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Galen is grouped under Hera.
Fact 2: Hera has label Gold.
Competing fact: Galen is also associated with Iron.
Question: Which label is associated with Galen: Gold or Iron?
Answer with exactly one word:",3.3972337,2.197256,-0.3462634,-3.293045,-4.449722,-4.1895943,-2.692441,0.31279826,0.09834218,-0.039965868,-2.5576591,-3.6495056,-3.7323468,-2.1322565,-3.189079
g011_direct_conflict,11,2,3,direct_conflict,structure_changing,competition,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Galen is grouped under Hera.
Fact 2: Hera has label Gold.
Direct conflicting fact: Galen has label Iron.
Question: Which label is associated with Galen: Gold or Iron?
Answer with exactly one word:",3.3873765,1.8061674,-0.6834197,-3.6030846,-5.924273,-5.35068,-4.247137,0.30294108,-0.29274654,-0.37712216,-2.8676987,-5.124057,-4.8934326,-3.6869526,-5.549014
g011_closure_update,11,2,3,closure_update,structure_changing,closure,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Galen is grouped under Hera.
Old record: Hera has label Gold.
Updated record: Hera has label Iron, not Gold.
Question: Which label is associated with Galen: Gold or Iron?
Answer with exactly one word:",2.9533193,1.7197218,-0.67696,-3.9369712,-5.0148025,-7.4294057,-5.7451334,-0.13111615,-0.3791921,-0.37066245,-3.2015853,-4.2145863,-6.9721584,-5.184949,-7.2315845
g011_closure_override,11,2,3,closure_override,structure_changing,closure,Gold,Iron,Red,"You are given a rule system.
General rule: items that is grouped under Hera receive label Gold.
Override rule: in this case, items that is grouped under Hera receive label Iron.
Fact: Galen is grouped under Hera.
Question: Which label applies to Galen: Gold or Iron?
Answer with exactly one word:",3.645817,2.641042,-0.08593464,-3.5934277,-5.0564036,-8.415243,-7.047898,0.5613816,0.5421281,0.2203629,-2.8580418,-4.2561874,-7.9579954,-6.4877133,-8.230493
g011_exception_override,11,2,3,exception_override,structure_changing,closure,Gold,Iron,Red,"You are given a rule system.
General rule: items connected to Hera use label Gold.
Exception: Galen is a special case and uses label Iron.
Fact: Galen is connected to Hera.
Question: Which label applies to Galen: Gold or Iron?
Answer with exactly one word:",3.5402946,3.079836,0.6518456,-2.5816236,-4.94149,-6.9803476,-5.2790084,0.45585918,0.980922,0.9581431,-1.8462377,-4.141274,-6.5231,-4.718824,-5.9469566
g012_clean,12,3,0,clean,clean,stable,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Juno belongs to Kira.
Fact 2: Kira is located at Red.
Question: Which label is associated with Juno: Red or Blue?
Answer with exactly one word:",1.1891155,1.5268171,1.9371498,3.897706,3.4144487,2.6329803,7.026888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8346574
g012_rename,12,3,0,rename,relation_preserving,stable,Red,Blue,Green,"Consider a tiny mapping network.
Link one: Juno belongs to Kira.
Link two: Kira is located at Red.
Choose the label reached from Juno: Red or Blue.
One word answer:",1.0436285,2.0324955,2.143808,4.6277385,5.298832,5.5473294,9.015295,-0.14548707,0.5056784,0.20665812,0.73003244,1.8843832,2.914349,1.9884071,6.797635
g012_permuted,12,3,0,permuted,relation_preserving,stable,Red,Blue,Green,"You are given a small relation graph.
Fact 2: Kira is located at Red.
Fact 1: Juno belongs to Kira.
Question: Which label is associated with Juno: Red or Blue?
Answer with exactly one word:",1.2599158,1.2794456,1.4041429,1.199882,1.35573,0.8707323,5.5912867,0.070800304,-0.24737144,-0.5330069,-2.697824,-2.0587187,-1.762248,-1.4356012,-1.037998
g012_redundant,12,3,0,redundant,relation_preserving,stable,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Juno belongs to Kira.
Fact 2: Kira is located at Red.
Repeated confirmation: Juno still goes through Kira.
Repeated confirmation: Kira still points to Red.
Question: Which label is associated with Juno: Red or Blue?
Answer with exactly one word:",0.9269466,0.83335143,2.0683255,4.0442963,3.7538657,3.2605066,7.1705494,-0.26216894,-0.69346565,0.13117576,0.14659023,0.33941698,0.6275263,0.1436615,3.4587045
g012_irrelevant,12,3,0,irrelevant,relation_preserving,stable,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Juno belongs to Kira.
Fact 2: Kira is located at Red.
Irrelevant fact: Lio is associated with Green.
Question: Which label is associated with Juno: Red or Blue?
Answer with exactly one word:",1.24986,1.5869842,1.900774,3.3090072,3.1302323,1.5864677,5.866432,0.060744524,0.060167074,-0.03637576,-0.58869886,-0.2842164,-1.0465126,-1.1604557,1.2668042
g012_paraphrase,12,3,0,paraphrase,relation_preserving,stable,Red,Blue,Green,"In this example, Juno reaches Kira.
The destination connected to Kira is Red.
Based on those two links, select the label for Juno: Red or Blue.
Answer:",2.956984,3.2811236,3.5403337,6.60495,7.229839,6.3781,9.952671,1.7678685,1.7543066,1.603184,2.707244,3.81539,3.7451196,2.9257832,9.707489
g012_weak_distractor,12,3,0,weak_distractor,structure_changing,stable_shift,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Juno belongs to Kira.
Fact 2: Kira is located at Red.
Weak note: some unrelated source mentions Blue, but does not update the graph.
Question: Which label is associated with Juno: Red or Blue?
Answer with exactly one word:",1.411133,1.6615863,2.1210775,3.2122867,2.582849,2.825387,7.394866,0.22201753,0.1347692,0.18392777,-0.6854193,-0.8315997,0.19240665,0.3679781,2.4945261
g012_competition_balanced,12,3,0,competition_balanced,structure_changing,competition,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Juno belongs to Kira.
Fact 2: Kira is located at Red.
Competing fact: Juno is also associated with Blue.
Question: Which label is associated with Juno: Red or Blue?
Answer with exactly one word:",1.5468779,1.2711353,1.7083856,-0.37440276,-1.1402245,-0.97111034,3.4245415,0.35776234,-0.25568175,-0.22876418,-4.272109,-4.554673,-3.6040907,-3.6023464,-5.005576
g012_direct_conflict,12,3,0,direct_conflict,structure_changing,competition,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Juno belongs to Kira.
Fact 2: Kira is located at Red.
Direct conflicting fact: Juno is located at Blue.
Question: Which label is associated with Juno: Red or Blue?
Answer with exactly one word:",1.679708,1.711873,2.1226416,0.025171041,-1.6407952,-0.64976597,4.19143,0.49059248,0.18505597,0.1854918,-3.872535,-5.055244,-3.2827463,-2.8354578,-4.4450073
g012_closure_update,12,3,0,closure_update,structure_changing,closure,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Juno belongs to Kira.
Old record: Kira is located at Red.
Updated record: Kira is located at Blue, not Red.
Question: Which label is associated with Juno: Red or Blue?
Answer with exactly one word:",1.8886831,1.4673707,1.7975895,-0.81193733,-1.555891,-2.2704372,2.2225256,0.69956756,-0.059446335,-0.13956022,-4.7096434,-4.97034,-4.9034176,-4.8043623,-6.7220697
g012_closure_override,12,3,0,closure_override,structure_changing,closure,Red,Blue,Green,"You are given a rule system.
General rule: items that belongs to Kira receive label Red.
Override rule: in this case, items that belongs to Kira receive label Blue.
Fact: Juno belongs to Kira.
Question: Which label applies to Juno: Red or Blue?
Answer with exactly one word:",1.8509349,1.2787464,1.5387875,-1.4232779,-2.6376815,-4.319476,-0.18716049,0.66181934,-0.24807072,-0.39836228,-5.320984,-6.05213,-6.9524565,-7.2140484,-9.944365
g012_exception_override,12,3,0,exception_override,structure_changing,closure,Red,Blue,Green,"You are given a rule system.
General rule: items connected to Kira use label Red.
Exception: Juno is a special case and uses label Blue.
Fact: Juno is connected to Kira.
Question: Which label applies to Juno: Red or Blue?
Answer with exactly one word:",2.0067198,1.8624487,2.1812942,-0.47976398,-2.4079618,-2.767784,0.68444824,0.8176043,0.3356316,0.24414444,-4.37747,-5.8224106,-5.4007645,-6.3424397,-8.013443
g013_clean,13,3,1,clean,clean,stable,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Juno is assigned to Kira.
Fact 2: Kira maps to Green.
Question: Which label is associated with Juno: Green or Yellow?
Answer with exactly one word:",-0.94998753,-0.5181274,0.4262904,1.8230191,3.9040432,4.4041233,5.6475425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8346574
g013_rename,13,3,1,rename,relation_preserving,stable,Green,Yellow,North,"Consider a tiny mapping network.
Link one: Juno is assigned to Kira.
Link two: Kira maps to Green.
Choose the label reached from Juno: Green or Yellow.
One word answer:",0.2657473,0.44661623,1.707782,3.4024477,5.6612983,7.254964,7.8618217,1.2157348,0.9647436,1.2814916,1.5794286,1.7572551,2.8508406,2.2142792,7.296773
g013_permuted,13,3,1,permuted,relation_preserving,stable,Green,Yellow,North,"You are given a small relation graph.
Fact 2: Kira maps to Green.
Fact 1: Juno is assigned to Kira.
Question: Which label is associated with Juno: Green or Yellow?
Answer with exactly one word:",-1.2475657,-0.7868726,0.034000874,0.9183402,3.3783624,3.9846535,5.082369,-0.29757822,-0.26874524,-0.39228952,-0.90467894,-0.5256808,-0.41946983,-0.5651736,1.6363816
g013_redundant,13,3,1,redundant,relation_preserving,stable,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Juno is assigned to Kira.
Fact 2: Kira maps to Green.
Repeated confirmation: Juno still goes through Kira.
Repeated confirmation: Kira still points to Green.
Question: Which label is associated with Juno: Green or Yellow?
Answer with exactly one word:",-0.9475075,-0.65786695,0.12878323,2.2514176,4.343397,4.65433,5.904398,0.00248003,-0.13973957,-0.29750717,0.4283985,0.43935394,0.25020647,0.2568555,3.4548461
g013_irrelevant,13,3,1,irrelevant,relation_preserving,stable,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Juno is assigned to Kira.
Fact 2: Kira maps to Green.
Irrelevant fact: Lio is associated with North.
Question: Which label is associated with Juno: Green or Yellow?
Answer with exactly one word:",-0.9103446,-0.5996544,0.012210131,0.5707083,3.0017762,3.352995,4.5131655,0.03964293,-0.081526995,-0.41408026,-1.2523109,-0.902267,-1.0511284,-1.134377,0.67570186
g013_paraphrase,13,3,1,paraphrase,relation_preserving,stable,Green,Yellow,North,"In this example, Juno reaches Kira.
The destination connected to Kira is Green.
Based on those two links, select the label for Juno: Green or Yellow.
Answer:",-0.08010751,-0.15284908,0.2351489,2.665019,5.4372253,7.0256815,6.8729568,0.86988,0.3652783,-0.19114149,0.8419999,1.5331821,2.6215582,1.2254143,6.0848618
g013_weak_distractor,13,3,1,weak_distractor,structure_changing,stable_shift,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Juno is assigned to Kira.
Fact 2: Kira maps to Green.
Weak note: some unrelated source mentions Yellow, but does not update the graph.
Question: Which label is associated with Juno: Green or Yellow?
Answer with exactly one word:",-1.1443214,-1.0180933,0.005380571,0.6530266,3.1917365,3.472023,5.893197,-0.19433391,-0.49996597,-0.42090982,-1.1699926,-0.71230674,-0.9321003,0.24565458,1.5375499
g013_competition_balanced,13,3,1,competition_balanced,structure_changing,competition,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Juno is assigned to Kira.
Fact 2: Kira maps to Green.
Competing fact: Juno is also associated with Yellow.
Question: Which label is associated with Juno: Green or Yellow?
Answer with exactly one word:",-1.3278391,-1.3566623,-0.31116593,-1.4719344,1.0222445,1.1527448,3.0662417,-0.3778516,-0.8385349,-0.7374563,-3.2949536,-2.8817987,-3.2513785,-2.5813007,-3.1885636
g013_direct_conflict,13,3,1,direct_conflict,structure_changing,competition,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Juno is assigned to Kira.
Fact 2: Kira maps to Green.
Direct conflicting fact: Juno maps to Yellow.
Question: Which label is associated with Juno: Green or Yellow?
Answer with exactly one word:",-1.1863385,-1.525918,-0.48770416,-1.8648902,-0.08458328,-0.15743017,2.1566768,-0.23635101,-1.0077906,-0.91399455,-3.6879094,-3.9886265,-4.5615535,-3.4908657,-5.131358
g013_closure_update,13,3,1,closure_update,structure_changing,closure,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Juno is assigned to Kira.
Old record: Kira maps to Green.
Updated record: Kira maps to Yellow, not Green.
Question: Which label is associated with Juno: Green or Yellow?
Answer with exactly one word:",-1.2109463,-1.9622405,-0.7984281,-1.452698,0.15996242,-0.7885604,0.5506573,-0.2609588,-1.444113,-1.2247186,-3.2757173,-3.7440808,-5.1926837,-5.096885,-6.0949144
g013_closure_override,13,3,1,closure_override,structure_changing,closure,Green,Yellow,North,"You are given a rule system.
General rule: items that is assigned to Kira receive label Green.
Override rule: in this case, items that is assigned to Kira receive label Yellow.
Fact: Juno is assigned to Kira.
Question: Which label applies to Juno: Green or Yellow?
Answer with exactly one word:",-1.1910444,-1.3604732,-0.31082118,-0.80066705,0.6240792,-0.21691322,1.7787094,-0.24105692,-0.8423458,-0.73711157,-2.6236863,-3.279964,-4.6210365,-3.868833,-4.5736055
g013_exception_override,13,3,1,exception_override,structure_changing,closure,Green,Yellow,North,"You are given a rule system.
General rule: items connected to Kira use label Green.
Exception: Juno is a special case and uses label Yellow.
Fact: Juno is connected to Kira.
Question: Which label applies to Juno: Green or Yellow?
Answer with exactly one word:",-1.0199645,-1.0624603,-0.51239276,-0.6928315,0.7840433,1.7958784,2.9385176,-0.069976926,-0.5443329,-0.93868315,-2.5158505,-3.12,-2.608245,-2.709025,-2.6811807
g014_clean,14,3,2,clean,clean,stable,North,South,East,"You are given a small relation graph.
Fact 1: Juno is part of Kira.
Fact 2: Kira points to North.
Question: Which label is associated with Juno: North or South?
Answer with exactly one word:",-0.35074812,1.6410743,1.7582715,-0.64229107,-0.015909195,0.16246796,-0.88653183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8346574
g014_rename,14,3,2,rename,relation_preserving,stable,North,South,East,"Consider a tiny mapping network.
Link one: Juno is part of Kira.
Link two: Kira points to North.
Choose the label reached from Juno: North or South.
One word answer:",-0.015806973,2.60376,2.1335917,2.9722867,3.127264,3.1318302,2.7973366,0.33494115,0.9626857,0.3753202,3.6145778,3.1431732,2.9693623,3.6838684,9.477268
g014_permuted,14,3,2,permuted,relation_preserving,stable,North,South,East,"You are given a small relation graph.
Fact 2: Kira points to North.
Fact 1: Juno is part of Kira.
Question: Which label is associated with Juno: North or South?
Answer with exactly one word:",-0.2054019,1.1834636,1.1277974,-2.2950864,-1.9705114,-1.5746117,-2.8146572,0.14534622,-0.45761073,-0.6304741,-1.6527953,-1.9546022,-1.7370796,-1.9281254,-0.83666945
g014_redundant,14,3,2,redundant,relation_preserving,stable,North,South,East,"You are given a small relation graph.
Fact 1: Juno is part of Kira.
Fact 2: Kira points to North.
Repeated confirmation: Juno still goes through Kira.
Repeated confirmation: Kira still points to North.
Question: Which label is associated with Juno: North or South?
Answer with exactly one word:",-0.23957676,1.188237,1.2571969,-1.2515874,-0.49727917,-0.15599632,-1.3556461,0.111171365,-0.45283735,-0.50107455,-0.6092963,-0.48136997,-0.31846428,-0.4691143,1.8660891
g014_irrelevant,14,3,2,irrelevant,relation_preserving,stable,North,South,East,"You are given a small relation graph.
Fact 1: Juno is part of Kira.
Fact 2: Kira points to North.
Irrelevant fact: Lio is associated with East.
Question: Which label is associated with Juno: North or South?
Answer with exactly one word:",-0.4038236,1.7702107,1.5937533,-1.0421352,-0.7262745,-0.27353096,-1.5174713,-0.053075492,0.12913644,-0.16451812,-0.39984417,-0.7103653,-0.43599892,-0.6309395,1.7520976
g014_paraphrase,14,3,2,paraphrase,relation_preserving,stable,North,South,East,"In this example, Juno reaches Kira.
The destination connected to Kira is North.
Based on those two links, select the label for Juno: North or South.
Answer:",-0.6501758,0.44864488,0.849638,2.637206,2.8046122,3.3440914,2.0906296,-0.2994277,-1.1924294,-0.9086335,3.2794971,2.8205214,3.1816235,2.9771614,8.686946
