prompt_id,graph_id,entity_id,relation_id,condition,condition_class,mechanism,clean_label,conflict_label,aux_label,text
g008_closure_override,8,2,0,closure_override,structure_changing,closure,North,South,East,"You are given a rule system.
General rule: items that belongs to Hera receive label North.
Override rule: in this case, items that belongs to Hera receive label South.
Fact: Galen belongs to Hera.
Question: Which label applies to Galen: North or South?
Answer with exactly one word:"
g008_exception_override,8,2,0,exception_override,structure_changing,closure,North,South,East,"You are given a rule system.
General rule: items connected to Hera use label North.
Exception: Galen is a special case and uses label South.
Fact: Galen is connected to Hera.
Question: Which label applies to Galen: North or South?
Answer with exactly one word:"
g009_clean,9,2,1,clean,clean,stable,East,West,Copper,"You are given a small relation graph.
Fact 1: Galen is assigned to Hera.
Fact 2: Hera maps to East.
Question: Which label is associated with Galen: East or West?
Answer with exactly one word:"
g009_rename,9,2,1,rename,relation_preserving,stable,East,West,Copper,"Consider a tiny mapping network.
Link one: Galen is assigned to Hera.
Link two: Hera maps to East.
Choose the label reached from Galen: East or West.
One word answer:"
g009_permuted,9,2,1,permuted,relation_preserving,stable,East,West,Copper,"You are given a small relation graph.
Fact 2: Hera maps to East.
Fact 1: Galen is assigned to Hera.
Question: Which label is associated with Galen: East or West?
Answer with exactly one word:"
g009_redundant,9,2,1,redundant,relation_preserving,stable,East,West,Copper,"You are given a small relation graph.
Fact 1: Galen is assigned to Hera.
Fact 2: Hera maps to East.
Repeated confirmation: Galen still goes through Hera.
Repeated confirmation: Hera still points to East.
Question: Which label is associated with Galen: East or West?
Answer with exactly one word:"
g009_irrelevant,9,2,1,irrelevant,relation_preserving,stable,East,West,Copper,"You are given a small relation graph.
Fact 1: Galen is assigned to Hera.
Fact 2: Hera maps to East.
Irrelevant fact: Ivo is associated with Copper.
Question: Which label is associated with Galen: East or West?
Answer with exactly one word:"
g009_paraphrase,9,2,1,paraphrase,relation_preserving,stable,East,West,Copper,"In this example, Galen reaches Hera.
The destination connected to Hera is East.
Based on those two links, select the label for Galen: East or West.
Answer:"
g009_weak_distractor,9,2,1,weak_distractor,structure_changing,stable_shift,East,West,Copper,"You are given a small relation graph.
Fact 1: Galen is assigned to Hera.
Fact 2: Hera maps to East.
Weak note: some unrelated source mentions West, but does not update the graph.
Question: Which label is associated with Galen: East or West?
Answer with exactly one word:"
g009_competition_balanced,9,2,1,competition_balanced,structure_changing,competition,East,West,Copper,"You are given a small relation graph.
Fact 1: Galen is assigned to Hera.
Fact 2: Hera maps to East.
Competing fact: Galen is also associated with West.
Question: Which label is associated with Galen: East or West?
Answer with exactly one word:"
g009_direct_conflict,9,2,1,direct_conflict,structure_changing,competition,East,West,Copper,"You are given a small relation graph.
Fact 1: Galen is assigned to Hera.
Fact 2: Hera maps to East.
Direct conflicting fact: Galen maps to West.
Question: Which label is associated with Galen: East or West?
Answer with exactly one word:"
g009_closure_update,9,2,1,closure_update,structure_changing,closure,East,West,Copper,"You are given a small relation graph.
Fact 1: Galen is assigned to Hera.
Old record: Hera maps to East.
Updated record: Hera maps to West, not East.
Question: Which label is associated with Galen: East or West?
Answer with exactly one word:"
g009_closure_override,9,2,1,closure_override,structure_changing,closure,East,West,Copper,"You are given a rule system.
General rule: items that is assigned to Hera receive label East.
Override rule: in this case, items that is assigned to Hera receive label West.
Fact: Galen is assigned to Hera.
Question: Which label applies to Galen: East or West?
Answer with exactly one word:"
g009_exception_override,9,2,1,exception_override,structure_changing,closure,East,West,Copper,"You are given a rule system.
General rule: items connected to Hera use label East.
Exception: Galen is a special case and uses label West.
Fact: Galen is connected to Hera.
Question: Which label applies to Galen: East or West?
Answer with exactly one word:"
g010_clean,10,2,2,clean,clean,stable,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Galen is part of Hera.
Fact 2: Hera points to Copper.
Question: Which label is associated with Galen: Copper or Silver?
Answer with exactly one word:"
g010_rename,10,2,2,rename,relation_preserving,stable,Copper,Silver,Gold,"Consider a tiny mapping network.
Link one: Galen is part of Hera.
Link two: Hera points to Copper.
Choose the label reached from Galen: Copper or Silver.
One word answer:"
g010_permuted,10,2,2,permuted,relation_preserving,stable,Copper,Silver,Gold,"You are given a small relation graph.
Fact 2: Hera points to Copper.
Fact 1: Galen is part of Hera.
Question: Which label is associated with Galen: Copper or Silver?
Answer with exactly one word:"
g010_redundant,10,2,2,redundant,relation_preserving,stable,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Galen is part of Hera.
Fact 2: Hera points to Copper.
Repeated confirmation: Galen still goes through Hera.
Repeated confirmation: Hera still points to Copper.
Question: Which label is associated with Galen: Copper or Silver?
Answer with exactly one word:"
g010_irrelevant,10,2,2,irrelevant,relation_preserving,stable,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Galen is part of Hera.
Fact 2: Hera points to Copper.
Irrelevant fact: Ivo is associated with Gold.
Question: Which label is associated with Galen: Copper or Silver?
Answer with exactly one word:"
g010_paraphrase,10,2,2,paraphrase,relation_preserving,stable,Copper,Silver,Gold,"In this example, Galen reaches Hera.
The destination connected to Hera is Copper.
Based on those two links, select the label for Galen: Copper or Silver.
Answer:"
g010_weak_distractor,10,2,2,weak_distractor,structure_changing,stable_shift,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Galen is part of Hera.
Fact 2: Hera points to Copper.
Weak note: some unrelated source mentions Silver, but does not update the graph.
Question: Which label is associated with Galen: Copper or Silver?
Answer with exactly one word:"
g010_competition_balanced,10,2,2,competition_balanced,structure_changing,competition,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Galen is part of Hera.
Fact 2: Hera points to Copper.
Competing fact: Galen is also associated with Silver.
Question: Which label is associated with Galen: Copper or Silver?
Answer with exactly one word:"
g010_direct_conflict,10,2,2,direct_conflict,structure_changing,competition,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Galen is part of Hera.
Fact 2: Hera points to Copper.
Direct conflicting fact: Galen points to Silver.
Question: Which label is associated with Galen: Copper or Silver?
Answer with exactly one word:"
g010_closure_update,10,2,2,closure_update,structure_changing,closure,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Galen is part of Hera.
Old record: Hera points to Copper.
Updated record: Hera points to Silver, not Copper.
Question: Which label is associated with Galen: Copper or Silver?
Answer with exactly one word:"
g010_closure_override,10,2,2,closure_override,structure_changing,closure,Copper,Silver,Gold,"You are given a rule system.
General rule: items that is part of Hera receive label Copper.
Override rule: in this case, items that is part of Hera receive label Silver.
Fact: Galen is part of Hera.
Question: Which label applies to Galen: Copper or Silver?
Answer with exactly one word:"
g010_exception_override,10,2,2,exception_override,structure_changing,closure,Copper,Silver,Gold,"You are given a rule system.
General rule: items connected to Hera use label Copper.
Exception: Galen is a special case and uses label Silver.
Fact: Galen is connected to Hera.
Question: Which label applies to Galen: Copper or Silver?
Answer with exactly one word:"
g011_clean,11,2,3,clean,clean,stable,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Galen is grouped under Hera.
Fact 2: Hera has label Gold.
Question: Which label is associated with Galen: Gold or Iron?
Answer with exactly one word:"
g011_rename,11,2,3,rename,relation_preserving,stable,Gold,Iron,Red,"Consider a tiny mapping network.
Link one: Galen is grouped under Hera.
Link two: Hera has label Gold.
Choose the label reached from Galen: Gold or Iron.
One word answer:"
g011_permuted,11,2,3,permuted,relation_preserving,stable,Gold,Iron,Red,"You are given a small relation graph.
Fact 2: Hera has label Gold.
Fact 1: Galen is grouped under Hera.
Question: Which label is associated with Galen: Gold or Iron?
Answer with exactly one word:"
g011_redundant,11,2,3,redundant,relation_preserving,stable,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Galen is grouped under Hera.
Fact 2: Hera has label Gold.
Repeated confirmation: Galen still goes through Hera.
Repeated confirmation: Hera still points to Gold.
Question: Which label is associated with Galen: Gold or Iron?
Answer with exactly one word:"
g011_irrelevant,11,2,3,irrelevant,relation_preserving,stable,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Galen is grouped under Hera.
Fact 2: Hera has label Gold.
Irrelevant fact: Ivo is associated with Red.
Question: Which label is associated with Galen: Gold or Iron?
Answer with exactly one word:"
g011_paraphrase,11,2,3,paraphrase,relation_preserving,stable,Gold,Iron,Red,"In this example, Galen reaches Hera.
The destination connected to Hera is Gold.
Based on those two links, select the label for Galen: Gold or Iron.
Answer:"
g011_weak_distractor,11,2,3,weak_distractor,structure_changing,stable_shift,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Galen is grouped under Hera.
Fact 2: Hera has label Gold.
Weak note: some unrelated source mentions Iron, but does not update the graph.
Question: Which label is associated with Galen: Gold or Iron?
Answer with exactly one word:"
g011_competition_balanced,11,2,3,competition_balanced,structure_changing,competition,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Galen is grouped under Hera.
Fact 2: Hera has label Gold.
Competing fact: Galen is also associated with Iron.
Question: Which label is associated with Galen: Gold or Iron?
Answer with exactly one word:"
g011_direct_conflict,11,2,3,direct_conflict,structure_changing,competition,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Galen is grouped under Hera.
Fact 2: Hera has label Gold.
Direct conflicting fact: Galen has label Iron.
Question: Which label is associated with Galen: Gold or Iron?
Answer with exactly one word:"
g011_closure_update,11,2,3,closure_update,structure_changing,closure,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Galen is grouped under Hera.
Old record: Hera has label Gold.
Updated record: Hera has label Iron, not Gold.
Question: Which label is associated with Galen: Gold or Iron?
Answer with exactly one word:"
g011_closure_override,11,2,3,closure_override,structure_changing,closure,Gold,Iron,Red,"You are given a rule system.
General rule: items that is grouped under Hera receive label Gold.
Override rule: in this case, items that is grouped under Hera receive label Iron.
Fact: Galen is grouped under Hera.
Question: Which label applies to Galen: Gold or Iron?
Answer with exactly one word:"
g011_exception_override,11,2,3,exception_override,structure_changing,closure,Gold,Iron,Red,"You are given a rule system.
General rule: items connected to Hera use label Gold.
Exception: Galen is a special case and uses label Iron.
Fact: Galen is connected to Hera.
Question: Which label applies to Galen: Gold or Iron?
Answer with exactly one word:"
g012_clean,12,3,0,clean,clean,stable,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Juno belongs to Kira.
Fact 2: Kira is located at Red.
Question: Which label is associated with Juno: Red or Blue?
Answer with exactly one word:"
g012_rename,12,3,0,rename,relation_preserving,stable,Red,Blue,Green,"Consider a tiny mapping network.
Link one: Juno belongs to Kira.
Link two: Kira is located at Red.
Choose the label reached from Juno: Red or Blue.
One word answer:"
g012_permuted,12,3,0,permuted,relation_preserving,stable,Red,Blue,Green,"You are given a small relation graph.
Fact 2: Kira is located at Red.
Fact 1: Juno belongs to Kira.
Question: Which label is associated with Juno: Red or Blue?
Answer with exactly one word:"
g012_redundant,12,3,0,redundant,relation_preserving,stable,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Juno belongs to Kira.
Fact 2: Kira is located at Red.
Repeated confirmation: Juno still goes through Kira.
Repeated confirmation: Kira still points to Red.
Question: Which label is associated with Juno: Red or Blue?
Answer with exactly one word:"
g012_irrelevant,12,3,0,irrelevant,relation_preserving,stable,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Juno belongs to Kira.
Fact 2: Kira is located at Red.
Irrelevant fact: Lio is associated with Green.
Question: Which label is associated with Juno: Red or Blue?
Answer with exactly one word:"
g012_paraphrase,12,3,0,paraphrase,relation_preserving,stable,Red,Blue,Green,"In this example, Juno reaches Kira.
The destination connected to Kira is Red.
Based on those two links, select the label for Juno: Red or Blue.
Answer:"
g012_weak_distractor,12,3,0,weak_distractor,structure_changing,stable_shift,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Juno belongs to Kira.
Fact 2: Kira is located at Red.
Weak note: some unrelated source mentions Blue, but does not update the graph.
Question: Which label is associated with Juno: Red or Blue?
Answer with exactly one word:"
g012_competition_balanced,12,3,0,competition_balanced,structure_changing,competition,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Juno belongs to Kira.
Fact 2: Kira is located at Red.
Competing fact: Juno is also associated with Blue.
Question: Which label is associated with Juno: Red or Blue?
Answer with exactly one word:"
g012_direct_conflict,12,3,0,direct_conflict,structure_changing,competition,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Juno belongs to Kira.
Fact 2: Kira is located at Red.
Direct conflicting fact: Juno is located at Blue.
Question: Which label is associated with Juno: Red or Blue?
Answer with exactly one word:"
g012_closure_update,12,3,0,closure_update,structure_changing,closure,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Juno belongs to Kira.
Old record: Kira is located at Red.
Updated record: Kira is located at Blue, not Red.
Question: Which label is associated with Juno: Red or Blue?
Answer with exactly one word:"
g012_closure_override,12,3,0,closure_override,structure_changing,closure,Red,Blue,Green,"You are given a rule system.
General rule: items that belongs to Kira receive label Red.
Override rule: in this case, items that belongs to Kira receive label Blue.
Fact: Juno belongs to Kira.
Question: Which label applies to Juno: Red or Blue?
Answer with exactly one word:"
g012_exception_override,12,3,0,exception_override,structure_changing,closure,Red,Blue,Green,"You are given a rule system.
General rule: items connected to Kira use label Red.
Exception: Juno is a special case and uses label Blue.
Fact: Juno is connected to Kira.
Question: Which label applies to Juno: Red or Blue?
Answer with exactly one word:"
g013_clean,13,3,1,clean,clean,stable,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Juno is assigned to Kira.
Fact 2: Kira maps to Green.
Question: Which label is associated with Juno: Green or Yellow?
Answer with exactly one word:"
g013_rename,13,3,1,rename,relation_preserving,stable,Green,Yellow,North,"Consider a tiny mapping network.
Link one: Juno is assigned to Kira.
Link two: Kira maps to Green.
Choose the label reached from Juno: Green or Yellow.
One word answer:"
g013_permuted,13,3,1,permuted,relation_preserving,stable,Green,Yellow,North,"You are given a small relation graph.
Fact 2: Kira maps to Green.
Fact 1: Juno is assigned to Kira.
Question: Which label is associated with Juno: Green or Yellow?
Answer with exactly one word:"
g013_redundant,13,3,1,redundant,relation_preserving,stable,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Juno is assigned to Kira.
Fact 2: Kira maps to Green.
Repeated confirmation: Juno still goes through Kira.
Repeated confirmation: Kira still points to Green.
Question: Which label is associated with Juno: Green or Yellow?
Answer with exactly one word:"
g013_irrelevant,13,3,1,irrelevant,relation_preserving,stable,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Juno is assigned to Kira.
Fact 2: Kira maps to Green.
Irrelevant fact: Lio is associated with North.
Question: Which label is associated with Juno: Green or Yellow?
Answer with exactly one word:"
g013_paraphrase,13,3,1,paraphrase,relation_preserving,stable,Green,Yellow,North,"In this example, Juno reaches Kira.
The destination connected to Kira is Green.
Based on those two links, select the label for Juno: Green or Yellow.
Answer:"
g013_weak_distractor,13,3,1,weak_distractor,structure_changing,stable_shift,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Juno is assigned to Kira.
Fact 2: Kira maps to Green.
Weak note: some unrelated source mentions Yellow, but does not update the graph.
Question: Which label is associated with Juno: Green or Yellow?
Answer with exactly one word:"
g013_competition_balanced,13,3,1,competition_balanced,structure_changing,competition,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Juno is assigned to Kira.
Fact 2: Kira maps to Green.
Competing fact: Juno is also associated with Yellow.
Question: Which label is associated with Juno: Green or Yellow?
Answer with exactly one word:"
g013_direct_conflict,13,3,1,direct_conflict,structure_changing,competition,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Juno is assigned to Kira.
Fact 2: Kira maps to Green.
Direct conflicting fact: Juno maps to Yellow.
Question: Which label is associated with Juno: Green or Yellow?
Answer with exactly one word:"
g013_closure_update,13,3,1,closure_update,structure_changing,closure,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Juno is assigned to Kira.
Old record: Kira maps to Green.
Updated record: Kira maps to Yellow, not Green.
Question: Which label is associated with Juno: Green or Yellow?
Answer with exactly one word:"
g013_closure_override,13,3,1,closure_override,structure_changing,closure,Green,Yellow,North,"You are given a rule system.
General rule: items that is assigned to Kira receive label Green.
Override rule: in this case, items that is assigned to Kira receive label Yellow.
Fact: Juno is assigned to Kira.
Question: Which label applies to Juno: Green or Yellow?
Answer with exactly one word:"
g013_exception_override,13,3,1,exception_override,structure_changing,closure,Green,Yellow,North,"You are given a rule system.
General rule: items connected to Kira use label Green.
Exception: Juno is a special case and uses label Yellow.
Fact: Juno is connected to Kira.
Question: Which label applies to Juno: Green or Yellow?
Answer with exactly one word:"
g014_clean,14,3,2,clean,clean,stable,North,South,East,"You are given a small relation graph.
Fact 1: Juno is part of Kira.
Fact 2: Kira points to North.
Question: Which label is associated with Juno: North or South?
Answer with exactly one word:"
g014_rename,14,3,2,rename,relation_preserving,stable,North,South,East,"Consider a tiny mapping network.
Link one: Juno is part of Kira.
Link two: Kira points to North.
Choose the label reached from Juno: North or South.
One word answer:"
g014_permuted,14,3,2,permuted,relation_preserving,stable,North,South,East,"You are given a small relation graph.
Fact 2: Kira points to North.
Fact 1: Juno is part of Kira.
Question: Which label is associated with Juno: North or South?
Answer with exactly one word:"
g014_redundant,14,3,2,redundant,relation_preserving,stable,North,South,East,"You are given a small relation graph.
Fact 1: Juno is part of Kira.
Fact 2: Kira points to North.
Repeated confirmation: Juno still goes through Kira.
Repeated confirmation: Kira still points to North.
Question: Which label is associated with Juno: North or South?
Answer with exactly one word:"
g014_irrelevant,14,3,2,irrelevant,relation_preserving,stable,North,South,East,"You are given a small relation graph.
Fact 1: Juno is part of Kira.
Fact 2: Kira points to North.
Irrelevant fact: Lio is associated with East.
Question: Which label is associated with Juno: North or South?
Answer with exactly one word:"
g014_paraphrase,14,3,2,paraphrase,relation_preserving,stable,North,South,East,"In this example, Juno reaches Kira.
The destination connected to Kira is North.
Based on those two links, select the label for Juno: North or South.
Answer:"
g014_weak_distractor,14,3,2,weak_distractor,structure_changing,stable_shift,North,South,East,"You are given a small relation graph.
Fact 1: Juno is part of Kira.
Fact 2: Kira points to North.
Weak note: some unrelated source mentions South, but does not update the graph.
Question: Which label is associated with Juno: North or South?
Answer with exactly one word:"
g014_competition_balanced,14,3,2,competition_balanced,structure_changing,competition,North,South,East,"You are given a small relation graph.
Fact 1: Juno is part of Kira.
Fact 2: Kira points to North.
Competing fact: Juno is also associated with South.
Question: Which label is associated with Juno: North or South?
Answer with exactly one word:"
g014_direct_conflict,14,3,2,direct_conflict,structure_changing,competition,North,South,East,"You are given a small relation graph.
Fact 1: Juno is part of Kira.
Fact 2: Kira points to North.
Direct conflicting fact: Juno points to South.
Question: Which label is associated with Juno: North or South?
Answer with exactly one word:"
g014_closure_update,14,3,2,closure_update,structure_changing,closure,North,South,East,"You are given a small relation graph.
Fact 1: Juno is part of Kira.
Old record: Kira points to North.
Updated record: Kira points to South, not North.
Question: Which label is associated with Juno: North or South?
Answer with exactly one word:"
g014_closure_override,14,3,2,closure_override,structure_changing,closure,North,South,East,"You are given a rule system.
General rule: items that is part of Kira receive label North.
Override rule: in this case, items that is part of Kira receive label South.
Fact: Juno is part of Kira.
Question: Which label applies to Juno: North or South?
Answer with exactly one word:"
g014_exception_override,14,3,2,exception_override,structure_changing,closure,North,South,East,"You are given a rule system.
General rule: items connected to Kira use label North.
Exception: Juno is a special case and uses label South.
Fact: Juno is connected to Kira.
Question: Which label applies to Juno: North or South?
Answer with exactly one word:"
g015_clean,15,3,3,clean,clean,stable,East,West,Copper,"You are given a small relation graph.
Fact 1: Juno is grouped under Kira.
Fact 2: Kira has label East.
Question: Which label is associated with Juno: East or West?
Answer with exactly one word:"
g015_rename,15,3,3,rename,relation_preserving,stable,East,West,Copper,"Consider a tiny mapping network.
Link one: Juno is grouped under Kira.
Link two: Kira has label East.
Choose the label reached from Juno: East or West.
One word answer:"
g015_permuted,15,3,3,permuted,relation_preserving,stable,East,West,Copper,"You are given a small relation graph.
Fact 2: Kira has label East.
Fact 1: Juno is grouped under Kira.
Question: Which label is associated with Juno: East or West?
Answer with exactly one word:"
g015_redundant,15,3,3,redundant,relation_preserving,stable,East,West,Copper,"You are given a small relation graph.
Fact 1: Juno is grouped under Kira.
Fact 2: Kira has label East.
Repeated confirmation: Juno still goes through Kira.
Repeated confirmation: Kira still points to East.
Question: Which label is associated with Juno: East or West?
Answer with exactly one word:"
g015_irrelevant,15,3,3,irrelevant,relation_preserving,stable,East,West,Copper,"You are given a small relation graph.
Fact 1: Juno is grouped under Kira.
Fact 2: Kira has label East.
Irrelevant fact: Lio is associated with Copper.
Question: Which label is associated with Juno: East or West?
Answer with exactly one word:"
g015_paraphrase,15,3,3,paraphrase,relation_preserving,stable,East,West,Copper,"In this example, Juno reaches Kira.
The destination connected to Kira is East.
Based on those two links, select the label for Juno: East or West.
Answer:"
g015_weak_distractor,15,3,3,weak_distractor,structure_changing,stable_shift,East,West,Copper,"You are given a small relation graph.
Fact 1: Juno is grouped under Kira.
Fact 2: Kira has label East.
Weak note: some unrelated source mentions West, but does not update the graph.
Question: Which label is associated with Juno: East or West?
Answer with exactly one word:"
g015_competition_balanced,15,3,3,competition_balanced,structure_changing,competition,East,West,Copper,"You are given a small relation graph.
Fact 1: Juno is grouped under Kira.
Fact 2: Kira has label East.
Competing fact: Juno is also associated with West.
Question: Which label is associated with Juno: East or West?
Answer with exactly one word:"
g015_direct_conflict,15,3,3,direct_conflict,structure_changing,competition,East,West,Copper,"You are given a small relation graph.
Fact 1: Juno is grouped under Kira.
Fact 2: Kira has label East.
Direct conflicting fact: Juno has label West.
Question: Which label is associated with Juno: East or West?
Answer with exactly one word:"
g015_closure_update,15,3,3,closure_update,structure_changing,closure,East,West,Copper,"You are given a small relation graph.
Fact 1: Juno is grouped under Kira.
Old record: Kira has label East.
Updated record: Kira has label West, not East.
Question: Which label is associated with Juno: East or West?
Answer with exactly one word:"
g015_closure_override,15,3,3,closure_override,structure_changing,closure,East,West,Copper,"You are given a rule system.
General rule: items that is grouped under Kira receive label East.
Override rule: in this case, items that is grouped under Kira receive label West.
Fact: Juno is grouped under Kira.
Question: Which label applies to Juno: East or West?
Answer with exactly one word:"
g015_exception_override,15,3,3,exception_override,structure_changing,closure,East,West,Copper,"You are given a rule system.
General rule: items connected to Kira use label East.
Exception: Juno is a special case and uses label West.
Fact: Juno is connected to Kira.
Question: Which label applies to Juno: East or West?
Answer with exactly one word:"
g016_clean,16,4,0,clean,clean,stable,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Mira belongs to Nero.
Fact 2: Nero is located at Copper.
Question: Which label is associated with Mira: Copper or Silver?
Answer with exactly one word:"
g016_rename,16,4,0,rename,relation_preserving,stable,Copper,Silver,Gold,"Consider a tiny mapping network.
Link one: Mira belongs to Nero.
Link two: Nero is located at Copper.
Choose the label reached from Mira: Copper or Silver.
One word answer:"
g016_permuted,16,4,0,permuted,relation_preserving,stable,Copper,Silver,Gold,"You are given a small relation graph.
Fact 2: Nero is located at Copper.
Fact 1: Mira belongs to Nero.
Question: Which label is associated with Mira: Copper or Silver?
Answer with exactly one word:"
g016_redundant,16,4,0,redundant,relation_preserving,stable,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Mira belongs to Nero.
Fact 2: Nero is located at Copper.
Repeated confirmation: Mira still goes through Nero.
Repeated confirmation: Nero still points to Copper.
Question: Which label is associated with Mira: Copper or Silver?
Answer with exactly one word:"
g016_irrelevant,16,4,0,irrelevant,relation_preserving,stable,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Mira belongs to Nero.
Fact 2: Nero is located at Copper.
Irrelevant fact: Orin is associated with Gold.
Question: Which label is associated with Mira: Copper or Silver?
Answer with exactly one word:"
g016_paraphrase,16,4,0,paraphrase,relation_preserving,stable,Copper,Silver,Gold,"In this example, Mira reaches Nero.
The destination connected to Nero is Copper.
Based on those two links, select the label for Mira: Copper or Silver.
Answer:"
g016_weak_distractor,16,4,0,weak_distractor,structure_changing,stable_shift,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Mira belongs to Nero.
Fact 2: Nero is located at Copper.
Weak note: some unrelated source mentions Silver, but does not update the graph.
Question: Which label is associated with Mira: Copper or Silver?
Answer with exactly one word:"
g016_competition_balanced,16,4,0,competition_balanced,structure_changing,competition,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Mira belongs to Nero.
Fact 2: Nero is located at Copper.
Competing fact: Mira is also associated with Silver.
Question: Which label is associated with Mira: Copper or Silver?
Answer with exactly one word:"
g016_direct_conflict,16,4,0,direct_conflict,structure_changing,competition,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Mira belongs to Nero.
Fact 2: Nero is located at Copper.
Direct conflicting fact: Mira is located at Silver.
Question: Which label is associated with Mira: Copper or Silver?
Answer with exactly one word:"
g016_closure_update,16,4,0,closure_update,structure_changing,closure,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Mira belongs to Nero.
Old record: Nero is located at Copper.
Updated record: Nero is located at Silver, not Copper.
Question: Which label is associated with Mira: Copper or Silver?
Answer with exactly one word:"
g016_closure_override,16,4,0,closure_override,structure_changing,closure,Copper,Silver,Gold,"You are given a rule system.
General rule: items that belongs to Nero receive label Copper.
Override rule: in this case, items that belongs to Nero receive label Silver.
Fact: Mira belongs to Nero.
Question: Which label applies to Mira: Copper or Silver?
Answer with exactly one word:"
g016_exception_override,16,4,0,exception_override,structure_changing,closure,Copper,Silver,Gold,"You are given a rule system.
General rule: items connected to Nero use label Copper.
Exception: Mira is a special case and uses label Silver.
Fact: Mira is connected to Nero.
Question: Which label applies to Mira: Copper or Silver?
Answer with exactly one word:"
g017_clean,17,4,1,clean,clean,stable,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Mira is assigned to Nero.
Fact 2: Nero maps to Gold.
Question: Which label is associated with Mira: Gold or Iron?
Answer with exactly one word:"
g017_rename,17,4,1,rename,relation_preserving,stable,Gold,Iron,Red,"Consider a tiny mapping network.
Link one: Mira is assigned to Nero.
Link two: Nero maps to Gold.
Choose the label reached from Mira: Gold or Iron.
One word answer:"
g017_permuted,17,4,1,permuted,relation_preserving,stable,Gold,Iron,Red,"You are given a small relation graph.
Fact 2: Nero maps to Gold.
Fact 1: Mira is assigned to Nero.
Question: Which label is associated with Mira: Gold or Iron?
Answer with exactly one word:"
g017_redundant,17,4,1,redundant,relation_preserving,stable,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Mira is assigned to Nero.
Fact 2: Nero maps to Gold.
Repeated confirmation: Mira still goes through Nero.
Repeated confirmation: Nero still points to Gold.
Question: Which label is associated with Mira: Gold or Iron?
Answer with exactly one word:"
g017_irrelevant,17,4,1,irrelevant,relation_preserving,stable,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Mira is assigned to Nero.
Fact 2: Nero maps to Gold.
Irrelevant fact: Orin is associated with Red.
Question: Which label is associated with Mira: Gold or Iron?
Answer with exactly one word:"
g017_paraphrase,17,4,1,paraphrase,relation_preserving,stable,Gold,Iron,Red,"In this example, Mira reaches Nero.
The destination connected to Nero is Gold.
Based on those two links, select the label for Mira: Gold or Iron.
Answer:"
g017_weak_distractor,17,4,1,weak_distractor,structure_changing,stable_shift,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Mira is assigned to Nero.
Fact 2: Nero maps to Gold.
Weak note: some unrelated source mentions Iron, but does not update the graph.
Question: Which label is associated with Mira: Gold or Iron?
Answer with exactly one word:"
g017_competition_balanced,17,4,1,competition_balanced,structure_changing,competition,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Mira is assigned to Nero.
Fact 2: Nero maps to Gold.
Competing fact: Mira is also associated with Iron.
Question: Which label is associated with Mira: Gold or Iron?
Answer with exactly one word:"
