task,gamma,prompt_id,metric,value
relation_graph,0.75,relation_g002_source_claim,future_alignment,-0.09447117149829865
relation_graph,0.75,relation_g002_weak_distractor,future_alignment,-0.09939448535442352
relation_graph,0.75,relation_g015_clean,future_alignment,-0.09224648773670197
relation_graph,0.75,relation_g015_closure_override,future_alignment,-0.100535087287426
relation_graph,0.75,relation_g015_closure_update,future_alignment,-0.09621963649988174
relation_graph,0.75,relation_g015_competition_balanced,future_alignment,-0.09008248150348663
relation_graph,0.75,relation_g015_direct_conflict,future_alignment,-0.09181831777095795
relation_graph,0.75,relation_g015_equal_evidence,future_alignment,-0.09212645143270493
relation_graph,0.75,relation_g015_exception_override,future_alignment,-0.09789084643125534
relation_graph,0.75,relation_g015_irrelevant,future_alignment,-0.08911865949630737
relation_graph,0.75,relation_g015_paraphrase,future_alignment,-0.08834107220172882
relation_graph,0.75,relation_g015_rename,future_alignment,-0.09386154264211655
relation_graph,0.75,relation_g015_source_claim,future_alignment,-0.09238885343074799
relation_graph,0.75,relation_g015_weak_distractor,future_alignment,-0.09454185515642166
relation_graph,0.75,relation_g023_clean,future_alignment,-0.10591620951890945
relation_graph,0.75,relation_g023_closure_override,future_alignment,-0.10819732397794724
relation_graph,0.75,relation_g023_closure_update,future_alignment,-0.10910939425230026
relation_graph,0.75,relation_g023_competition_balanced,future_alignment,-0.0968128889799118
relation_graph,0.75,relation_g023_direct_conflict,future_alignment,-0.10375760495662689
relation_graph,0.75,relation_g023_equal_evidence,future_alignment,-0.10032396763563156
relation_graph,0.75,relation_g023_exception_override,future_alignment,-0.10469752550125122
relation_graph,0.75,relation_g023_irrelevant,future_alignment,-0.10805374383926392
relation_graph,0.75,relation_g023_paraphrase,future_alignment,-0.09462612867355347
relation_graph,0.75,relation_g023_rename,future_alignment,-0.10110296308994293
relation_graph,0.75,relation_g023_source_claim,future_alignment,-0.10020659863948822
relation_graph,0.75,relation_g023_weak_distractor,future_alignment,-0.10672109574079514
relation_graph,0.75,relation_g025_clean,future_alignment,-0.09013009816408157
relation_graph,0.75,relation_g025_closure_override,future_alignment,-0.09842431545257568
relation_graph,0.75,relation_g025_closure_update,future_alignment,-0.09251367300748825
relation_graph,0.75,relation_g025_competition_balanced,future_alignment,-0.09084481000900269
relation_graph,0.75,relation_g025_direct_conflict,future_alignment,-0.09284882992506027
relation_graph,0.75,relation_g025_equal_evidence,future_alignment,-0.09801036864519119
relation_graph,0.75,relation_g025_exception_override,future_alignment,-0.09649191796779633
relation_graph,0.75,relation_g025_irrelevant,future_alignment,-0.08813948929309845
relation_graph,0.75,relation_g025_paraphrase,future_alignment,-0.09113285690546036
relation_graph,0.75,relation_g025_rename,future_alignment,-0.0943649411201477
relation_graph,0.75,relation_g025_source_claim,future_alignment,-0.09333491325378418
relation_graph,0.75,relation_g025_weak_distractor,future_alignment,-0.0929567962884903
relation_graph,0.75,relation_g026_clean,future_alignment,-0.09683171659708023
relation_graph,0.75,relation_g026_closure_override,future_alignment,-0.10097130388021469
relation_graph,0.75,relation_g026_closure_update,future_alignment,-0.09954671561717987
relation_graph,0.75,relation_g026_competition_balanced,future_alignment,-0.09569423645734787
relation_graph,0.75,relation_g026_direct_conflict,future_alignment,-0.09601183235645294
relation_graph,0.75,relation_g026_equal_evidence,future_alignment,-0.10096891969442368
relation_graph,0.75,relation_g026_exception_override,future_alignment,-0.09970647841691971
relation_graph,0.75,relation_g026_irrelevant,future_alignment,-0.0941910371184349
relation_graph,0.75,relation_g026_paraphrase,future_alignment,-0.09120180457830429
relation_graph,0.75,relation_g026_rename,future_alignment,-0.09486614167690277
relation_graph,0.75,relation_g026_source_claim,future_alignment,-0.09442806243896484
relation_graph,0.75,relation_g026_weak_distractor,future_alignment,-0.09922293573617935
relation_graph,0.75,relation_g051_clean,future_alignment,-0.1010243147611618
relation_graph,0.75,relation_g051_closure_override,future_alignment,-0.10127044469118118
relation_graph,0.75,relation_g051_closure_update,future_alignment,-0.10420306026935577
relation_graph,0.75,relation_g051_competition_balanced,future_alignment,-0.09461989253759384
relation_graph,0.75,relation_g051_direct_conflict,future_alignment,-0.10055215656757355
relation_graph,0.75,relation_g051_equal_evidence,future_alignment,-0.09695321321487427
relation_graph,0.75,relation_g051_exception_override,future_alignment,-0.09996706992387772
relation_graph,0.75,relation_g051_irrelevant,future_alignment,-0.09809775650501251
relation_graph,0.75,relation_g051_paraphrase,future_alignment,-0.09145070612430573
relation_graph,0.75,relation_g051_rename,future_alignment,-0.09546836465597153
relation_graph,0.75,relation_g051_source_claim,future_alignment,-0.09562927484512329
relation_graph,0.75,relation_g051_weak_distractor,future_alignment,-0.10391335189342499
relation_graph,0.75,relation_g063_clean,future_alignment,-0.09717322885990143
relation_graph,0.75,relation_g063_closure_override,future_alignment,-0.10358047485351562
relation_graph,0.75,relation_g063_closure_update,future_alignment,-0.10179685056209564
relation_graph,0.75,relation_g063_competition_balanced,future_alignment,-0.09312929958105087
relation_graph,0.75,relation_g063_direct_conflict,future_alignment,-0.09736604243516922
relation_graph,0.75,relation_g063_equal_evidence,future_alignment,-0.09578551352024078
relation_graph,0.75,relation_g063_exception_override,future_alignment,-0.10224985331296921
relation_graph,0.75,relation_g063_irrelevant,future_alignment,-0.09702013432979584
relation_graph,0.75,relation_g063_paraphrase,future_alignment,-0.09105165302753448
relation_graph,0.75,relation_g063_rename,future_alignment,-0.0932263508439064
relation_graph,0.75,relation_g063_source_claim,future_alignment,-0.09377121180295944
relation_graph,0.75,relation_g063_weak_distractor,future_alignment,-0.10108152776956558
relation_graph,0.75,relation_g000_clean,leave_one_out_alignment,-0.13938140869140625
relation_graph,0.75,relation_g000_closure_override,leave_one_out_alignment,-0.14331172406673431
relation_graph,0.75,relation_g000_closure_update,leave_one_out_alignment,-0.13743215799331665
relation_graph,0.75,relation_g000_competition_balanced,leave_one_out_alignment,-0.1382913887500763
relation_graph,0.75,relation_g000_direct_conflict,leave_one_out_alignment,-0.13795961439609528
relation_graph,0.75,relation_g000_equal_evidence,leave_one_out_alignment,-0.14384441077709198
relation_graph,0.75,relation_g000_exception_override,leave_one_out_alignment,-0.13808614015579224
relation_graph,0.75,relation_g000_irrelevant,leave_one_out_alignment,-0.13083790242671967
relation_graph,0.75,relation_g000_paraphrase,leave_one_out_alignment,-0.11851751059293747
relation_graph,0.75,relation_g000_rename,leave_one_out_alignment,-0.13053488731384277
relation_graph,0.75,relation_g000_source_claim,leave_one_out_alignment,-0.1560308039188385
relation_graph,0.75,relation_g000_weak_distractor,leave_one_out_alignment,-0.14389349520206451
relation_graph,0.75,relation_g002_clean,leave_one_out_alignment,-0.13675016164779663
relation_graph,0.75,relation_g002_closure_override,leave_one_out_alignment,-0.14066509902477264
relation_graph,0.75,relation_g002_closure_update,leave_one_out_alignment,-0.13720625638961792
relation_graph,0.75,relation_g002_competition_balanced,leave_one_out_alignment,-0.13300301134586334
relation_graph,0.75,relation_g002_direct_conflict,leave_one_out_alignment,-0.13364873826503754
relation_graph,0.75,relation_g002_equal_evidence,leave_one_out_alignment,-0.1395193636417389
relation_graph,0.75,relation_g002_exception_override,leave_one_out_alignment,-0.13675515353679657
relation_graph,0.75,relation_g002_irrelevant,leave_one_out_alignment,-0.12987278401851654
relation_graph,0.75,relation_g002_paraphrase,leave_one_out_alignment,-0.1200401782989502
relation_graph,0.75,relation_g002_rename,leave_one_out_alignment,-0.12957631051540375
relation_graph,0.75,relation_g002_source_claim,leave_one_out_alignment,-0.14059260487556458
relation_graph,0.75,relation_g002_weak_distractor,leave_one_out_alignment,-0.141147643327713
relation_graph,0.75,relation_g015_clean,leave_one_out_alignment,-0.13142052292823792
relation_graph,0.75,relation_g015_closure_override,leave_one_out_alignment,-0.14144715666770935
relation_graph,0.75,relation_g015_closure_update,leave_one_out_alignment,-0.133894145488739
relation_graph,0.75,relation_g015_competition_balanced,leave_one_out_alignment,-0.12892042100429535
relation_graph,0.75,relation_g015_direct_conflict,leave_one_out_alignment,-0.12922534346580505
relation_graph,0.75,relation_g015_equal_evidence,leave_one_out_alignment,-0.13367854058742523
relation_graph,0.75,relation_g015_exception_override,leave_one_out_alignment,-0.138575941324234
relation_graph,0.75,relation_g015_irrelevant,leave_one_out_alignment,-0.12485695630311966
relation_graph,0.75,relation_g015_paraphrase,leave_one_out_alignment,-0.11862608790397644
relation_graph,0.75,relation_g015_rename,leave_one_out_alignment,-0.13073061406612396
relation_graph,0.75,relation_g015_source_claim,leave_one_out_alignment,-0.13629412651062012
relation_graph,0.75,relation_g015_weak_distractor,leave_one_out_alignment,-0.13417333364486694
relation_graph,0.75,relation_g023_clean,leave_one_out_alignment,-0.1515406221151352
relation_graph,0.75,relation_g023_closure_override,leave_one_out_alignment,-0.152999147772789
relation_graph,0.75,relation_g023_closure_update,leave_one_out_alignment,-0.1552078276872635
relation_graph,0.75,relation_g023_competition_balanced,leave_one_out_alignment,-0.13874498009681702
relation_graph,0.75,relation_g023_direct_conflict,leave_one_out_alignment,-0.14852680265903473
relation_graph,0.75,relation_g023_equal_evidence,leave_one_out_alignment,-0.14751483500003815
relation_graph,0.75,relation_g023_exception_override,leave_one_out_alignment,-0.14781685173511505
relation_graph,0.75,relation_g023_irrelevant,leave_one_out_alignment,-0.15310564637184143
relation_graph,0.75,relation_g023_paraphrase,leave_one_out_alignment,-0.12950798869132996
relation_graph,0.75,relation_g023_rename,leave_one_out_alignment,-0.14135387539863586
relation_graph,0.75,relation_g023_source_claim,leave_one_out_alignment,-0.14770978689193726
relation_graph,0.75,relation_g023_weak_distractor,leave_one_out_alignment,-0.15141691267490387
relation_graph,0.75,relation_g025_clean,leave_one_out_alignment,-0.13016343116760254
relation_graph,0.75,relation_g025_closure_override,leave_one_out_alignment,-0.14087645709514618
relation_graph,0.75,relation_g025_closure_update,leave_one_out_alignment,-0.12971557676792145
relation_graph,0.75,relation_g025_competition_balanced,leave_one_out_alignment,-0.12889151275157928
relation_graph,0.75,relation_g025_direct_conflict,leave_one_out_alignment,-0.13127991557121277
relation_graph,0.75,relation_g025_equal_evidence,leave_one_out_alignment,-0.14152607321739197
relation_graph,0.75,relation_g025_exception_override,leave_one_out_alignment,-0.13673660159111023
relation_graph,0.75,relation_g025_irrelevant,leave_one_out_alignment,-0.12369261682033539
relation_graph,0.75,relation_g025_paraphrase,leave_one_out_alignment,-0.12328528612852097
relation_graph,0.75,relation_g025_rename,leave_one_out_alignment,-0.1313934326171875
relation_graph,0.75,relation_g025_source_claim,leave_one_out_alignment,-0.13747259974479675
relation_graph,0.75,relation_g025_weak_distractor,leave_one_out_alignment,-0.13240984082221985
relation_graph,0.75,relation_g026_clean,leave_one_out_alignment,-0.1364986151456833
relation_graph,0.75,relation_g026_closure_override,leave_one_out_alignment,-0.14207200706005096
relation_graph,0.75,relation_g026_closure_update,leave_one_out_alignment,-0.13834622502326965
relation_graph,0.75,relation_g026_competition_balanced,leave_one_out_alignment,-0.13629476726055145
relation_graph,0.75,relation_g026_direct_conflict,leave_one_out_alignment,-0.13451682031154633
relation_graph,0.75,relation_g026_equal_evidence,leave_one_out_alignment,-0.14693735539913177
relation_graph,0.75,relation_g026_exception_override,leave_one_out_alignment,-0.1403948813676834
relation_graph,0.75,relation_g026_irrelevant,leave_one_out_alignment,-0.13157501816749573
relation_graph,0.75,relation_g026_paraphrase,leave_one_out_alignment,-0.12435762584209442
relation_graph,0.75,relation_g026_rename,leave_one_out_alignment,-0.13213400542736053
relation_graph,0.75,relation_g026_source_claim,leave_one_out_alignment,-0.13804210722446442
relation_graph,0.75,relation_g026_weak_distractor,leave_one_out_alignment,-0.13943473994731903
relation_graph,0.75,relation_g051_clean,leave_one_out_alignment,-0.14261773228645325
relation_graph,0.75,relation_g051_closure_override,leave_one_out_alignment,-0.14199811220169067
relation_graph,0.75,relation_g051_closure_update,leave_one_out_alignment,-0.14428015053272247
relation_graph,0.75,relation_g051_competition_balanced,leave_one_out_alignment,-0.1344117820262909
relation_graph,0.75,relation_g051_direct_conflict,leave_one_out_alignment,-0.1411469578742981
relation_graph,0.75,relation_g051_equal_evidence,leave_one_out_alignment,-0.13896699249744415
relation_graph,0.75,relation_g051_exception_override,leave_one_out_alignment,-0.14079949259757996
relation_graph,0.75,relation_g051_irrelevant,leave_one_out_alignment,-0.13706472516059875
relation_graph,0.75,relation_g051_paraphrase,leave_one_out_alignment,-0.123298279941082
relation_graph,0.75,relation_g051_rename,leave_one_out_alignment,-0.13222083449363708
relation_graph,0.75,relation_g051_source_claim,leave_one_out_alignment,-0.1404104083776474
relation_graph,0.75,relation_g051_weak_distractor,leave_one_out_alignment,-0.14686228334903717
relation_graph,0.75,relation_g063_clean,leave_one_out_alignment,-0.13866548240184784
relation_graph,0.75,relation_g063_closure_override,leave_one_out_alignment,-0.1459987312555313
relation_graph,0.75,relation_g063_closure_update,leave_one_out_alignment,-0.14166425168514252
relation_graph,0.75,relation_g063_competition_balanced,leave_one_out_alignment,-0.13315634429454803
relation_graph,0.75,relation_g063_direct_conflict,leave_one_out_alignment,-0.1379106342792511
relation_graph,0.75,relation_g063_equal_evidence,leave_one_out_alignment,-0.13811112940311432
relation_graph,0.75,relation_g063_exception_override,leave_one_out_alignment,-0.1439242660999298
relation_graph,0.75,relation_g063_irrelevant,leave_one_out_alignment,-0.1363179087638855
relation_graph,0.75,relation_g063_paraphrase,leave_one_out_alignment,-0.12268013507127762
relation_graph,0.75,relation_g063_rename,leave_one_out_alignment,-0.12986430525779724
relation_graph,0.75,relation_g063_source_claim,leave_one_out_alignment,-0.13934017717838287
relation_graph,0.75,relation_g063_weak_distractor,leave_one_out_alignment,-0.14380672574043274
relation_graph,1.0,relation_g000_clean,future_alignment,-0.06041025370359421
relation_graph,1.0,relation_g000_closure_override,future_alignment,-0.06287885457277298
relation_graph,1.0,relation_g000_closure_update,future_alignment,-0.06192813441157341
relation_graph,1.0,relation_g000_competition_balanced,future_alignment,-0.05993984267115593
relation_graph,1.0,relation_g000_direct_conflict,future_alignment,-0.06106412038207054
relation_graph,1.0,relation_g000_equal_evidence,future_alignment,-0.062431883066892624
relation_graph,1.0,relation_g000_exception_override,future_alignment,-0.05986495688557625
relation_graph,1.0,relation_g000_irrelevant,future_alignment,-0.055334772914648056
relation_graph,1.0,relation_g000_paraphrase,future_alignment,-0.0493776835501194
relation_graph,1.0,relation_g000_rename,future_alignment,-0.05588633939623833
relation_graph,1.0,relation_g000_source_claim,future_alignment,-0.06485077738761902
relation_graph,1.0,relation_g000_weak_distractor,future_alignment,-0.06410737335681915
relation_graph,1.0,relation_g002_clean,future_alignment,-0.05869803950190544
relation_graph,1.0,relation_g002_closure_override,future_alignment,-0.06306889653205872
relation_graph,1.0,relation_g002_closure_update,future_alignment,-0.06158139556646347
relation_graph,1.0,relation_g002_competition_balanced,future_alignment,-0.0550873689353466
relation_graph,1.0,relation_g002_direct_conflict,future_alignment,-0.05756554752588272
relation_graph,1.0,relation_g002_equal_evidence,future_alignment,-0.05723457783460617
relation_graph,1.0,relation_g002_exception_override,future_alignment,-0.06011321023106575
relation_graph,1.0,relation_g002_irrelevant,future_alignment,-0.05423224717378616
relation_graph,1.0,relation_g002_paraphrase,future_alignment,-0.05093202367424965
relation_graph,1.0,relation_g002_rename,future_alignment,-0.05446472764015198
relation_graph,1.0,relation_g002_source_claim,future_alignment,-0.05518648400902748
relation_graph,1.0,relation_g002_weak_distractor,future_alignment,-0.06201444938778877
relation_graph,1.0,relation_g015_clean,future_alignment,-0.05519251152873039
relation_graph,1.0,relation_g015_closure_override,future_alignment,-0.06492000073194504
relation_graph,1.0,relation_g015_closure_update,future_alignment,-0.06081049516797066
relation_graph,1.0,relation_g015_competition_balanced,future_alignment,-0.05210108682513237
relation_graph,1.0,relation_g015_direct_conflict,future_alignment,-0.055090855807065964
relation_graph,1.0,relation_g015_equal_evidence,future_alignment,-0.05446475371718407
relation_graph,1.0,relation_g015_exception_override,future_alignment,-0.061624202877283096
relation_graph,1.0,relation_g015_irrelevant,future_alignment,-0.052289821207523346
relation_graph,1.0,relation_g015_paraphrase,future_alignment,-0.05250333994626999
relation_graph,1.0,relation_g015_rename,future_alignment,-0.056957729160785675
relation_graph,1.0,relation_g015_source_claim,future_alignment,-0.053656186908483505
relation_graph,1.0,relation_g015_weak_distractor,future_alignment,-0.05785752087831497
relation_graph,1.0,relation_g023_clean,future_alignment,-0.0704084187746048
relation_graph,1.0,relation_g023_closure_override,future_alignment,-0.07388508319854736
relation_graph,1.0,relation_g023_closure_update,future_alignment,-0.0746852308511734
relation_graph,1.0,relation_g023_competition_balanced,future_alignment,-0.06023423746228218
relation_graph,1.0,relation_g023_direct_conflict,future_alignment,-0.06837404519319534
relation_graph,1.0,relation_g023_equal_evidence,future_alignment,-0.06363154947757721
relation_graph,1.0,relation_g023_exception_override,future_alignment,-0.06976847350597382
relation_graph,1.0,relation_g023_irrelevant,future_alignment,-0.07309181243181229
relation_graph,1.0,relation_g023_paraphrase,future_alignment,-0.05978464335203171
relation_graph,1.0,relation_g023_rename,future_alignment,-0.06603589653968811
relation_graph,1.0,relation_g023_source_claim,future_alignment,-0.06324002891778946
relation_graph,1.0,relation_g023_weak_distractor,future_alignment,-0.07143241167068481
relation_graph,1.0,relation_g025_clean,future_alignment,-0.051649224013090134
relation_graph,1.0,relation_g025_closure_override,future_alignment,-0.06177235767245293
relation_graph,1.0,relation_g025_closure_update,future_alignment,-0.05595969408750534
relation_graph,1.0,relation_g025_competition_balanced,future_alignment,-0.05385129526257515
relation_graph,1.0,relation_g025_direct_conflict,future_alignment,-0.055711280554533005
relation_graph,1.0,relation_g025_equal_evidence,future_alignment,-0.06110462173819542
relation_graph,1.0,relation_g025_exception_override,future_alignment,-0.059798624366521835
relation_graph,1.0,relation_g025_irrelevant,future_alignment,-0.05087572708725929
relation_graph,1.0,relation_g025_paraphrase,future_alignment,-0.055664677172899246
relation_graph,1.0,relation_g025_rename,future_alignment,-0.05807631090283394
relation_graph,1.0,relation_g025_source_claim,future_alignment,-0.0550677590072155
relation_graph,1.0,relation_g025_weak_distractor,future_alignment,-0.05497848987579346
relation_graph,1.0,relation_g026_clean,future_alignment,-0.05978722125291824
relation_graph,1.0,relation_g026_closure_override,future_alignment,-0.06497980654239655
relation_graph,1.0,relation_g026_closure_update,future_alignment,-0.06365327537059784
relation_graph,1.0,relation_g026_competition_balanced,future_alignment,-0.058141715824604034
relation_graph,1.0,relation_g026_direct_conflict,future_alignment,-0.05929609015583992
relation_graph,1.0,relation_g026_equal_evidence,future_alignment,-0.06371983885765076
relation_graph,1.0,relation_g026_exception_override,future_alignment,-0.06351111829280853
relation_graph,1.0,relation_g026_irrelevant,future_alignment,-0.057550735771656036
relation_graph,1.0,relation_g026_paraphrase,future_alignment,-0.05486541613936424
relation_graph,1.0,relation_g026_rename,future_alignment,-0.05767902359366417
relation_graph,1.0,relation_g026_source_claim,future_alignment,-0.0556824766099453
relation_graph,1.0,relation_g026_weak_distractor,future_alignment,-0.06244615092873573
relation_graph,1.0,relation_g051_clean,future_alignment,-0.06489848345518112
relation_graph,1.0,relation_g051_closure_override,future_alignment,-0.06568673253059387
relation_graph,1.0,relation_g051_closure_update,future_alignment,-0.06967481225728989
relation_graph,1.0,relation_g051_competition_balanced,future_alignment,-0.057469692081213
relation_graph,1.0,relation_g051_direct_conflict,future_alignment,-0.06465914100408554
relation_graph,1.0,relation_g051_equal_evidence,future_alignment,-0.05999065190553665
relation_graph,1.0,relation_g051_exception_override,future_alignment,-0.06376411020755768
relation_graph,1.0,relation_g051_irrelevant,future_alignment,-0.06201651319861412
relation_graph,1.0,relation_g051_paraphrase,future_alignment,-0.05588144436478615
relation_graph,1.0,relation_g051_rename,future_alignment,-0.05909388139843941
relation_graph,1.0,relation_g051_source_claim,future_alignment,-0.05747406929731369
relation_graph,1.0,relation_g051_weak_distractor,future_alignment,-0.06809052079916
relation_graph,1.0,relation_g063_clean,future_alignment,-0.06019223853945732
relation_graph,1.0,relation_g063_closure_override,future_alignment,-0.06793952733278275
relation_graph,1.0,relation_g063_closure_update,future_alignment,-0.06688158214092255
relation_graph,1.0,relation_g063_competition_balanced,future_alignment,-0.05544434115290642
relation_graph,1.0,relation_g063_direct_conflict,future_alignment,-0.06086653098464012
relation_graph,1.0,relation_g063_equal_evidence,future_alignment,-0.05844942852854729
relation_graph,1.0,relation_g063_exception_override,future_alignment,-0.06625337153673172
relation_graph,1.0,relation_g063_irrelevant,future_alignment,-0.06071067228913307
relation_graph,1.0,relation_g063_paraphrase,future_alignment,-0.05499821901321411
relation_graph,1.0,relation_g063_rename,future_alignment,-0.05593917518854141
relation_graph,1.0,relation_g063_source_claim,future_alignment,-0.05476992949843407
relation_graph,1.0,relation_g063_weak_distractor,future_alignment,-0.06475981324911118
relation_graph,1.0,relation_g000_clean,leave_one_out_alignment,-0.07536951452493668
relation_graph,1.0,relation_g000_closure_override,leave_one_out_alignment,-0.07969175279140472
relation_graph,1.0,relation_g000_closure_update,leave_one_out_alignment,-0.07536624372005463
relation_graph,1.0,relation_g000_competition_balanced,leave_one_out_alignment,-0.07488670945167542
relation_graph,1.0,relation_g000_direct_conflict,leave_one_out_alignment,-0.07489299774169922
relation_graph,1.0,relation_g000_equal_evidence,leave_one_out_alignment,-0.0798851028084755
relation_graph,1.0,relation_g000_exception_override,leave_one_out_alignment,-0.07477880269289017
relation_graph,1.0,relation_g000_irrelevant,leave_one_out_alignment,-0.06725064665079117
relation_graph,1.0,relation_g000_paraphrase,leave_one_out_alignment,-0.05723981559276581
relation_graph,1.0,relation_g000_rename,leave_one_out_alignment,-0.06783434003591537
relation_graph,1.0,relation_g000_source_claim,leave_one_out_alignment,-0.08883073180913925
relation_graph,1.0,relation_g000_weak_distractor,leave_one_out_alignment,-0.08014068007469177
relation_graph,1.0,relation_g002_clean,leave_one_out_alignment,-0.07276365160942078
relation_graph,1.0,relation_g002_closure_override,leave_one_out_alignment,-0.07834044098854065
relation_graph,1.0,relation_g002_closure_update,leave_one_out_alignment,-0.07479448616504669
relation_graph,1.0,relation_g002_competition_balanced,leave_one_out_alignment,-0.06872180104255676
relation_graph,1.0,relation_g002_direct_conflict,leave_one_out_alignment,-0.07026802748441696
relation_graph,1.0,relation_g002_equal_evidence,leave_one_out_alignment,-0.0737757459282875
relation_graph,1.0,relation_g002_exception_override,leave_one_out_alignment,-0.07427458465099335
relation_graph,1.0,relation_g002_irrelevant,leave_one_out_alignment,-0.06578066200017929
relation_graph,1.0,relation_g002_paraphrase,leave_one_out_alignment,-0.05870556831359863
relation_graph,1.0,relation_g002_rename,leave_one_out_alignment,-0.06619448214769363
relation_graph,1.0,relation_g002_source_claim,leave_one_out_alignment,-0.07376260310411453
relation_graph,1.0,relation_g002_weak_distractor,leave_one_out_alignment,-0.07740452885627747
relation_graph,1.0,relation_g015_clean,leave_one_out_alignment,-0.06837905198335648
relation_graph,1.0,relation_g015_closure_override,leave_one_out_alignment,-0.08004896342754364
relation_graph,1.0,relation_g015_closure_update,leave_one_out_alignment,-0.07314043492078781
relation_graph,1.0,relation_g015_competition_balanced,leave_one_out_alignment,-0.06468544900417328
relation_graph,1.0,relation_g015_direct_conflict,leave_one_out_alignment,-0.06695352494716644
relation_graph,1.0,relation_g015_equal_evidence,leave_one_out_alignment,-0.06914100795984268
relation_graph,1.0,relation_g015_exception_override,leave_one_out_alignment,-0.07649289071559906
relation_graph,1.0,relation_g015_irrelevant,leave_one_out_alignment,-0.06284530460834503
relation_graph,1.0,relation_g015_paraphrase,leave_one_out_alignment,-0.059129659086465836
relation_graph,1.0,relation_g015_rename,leave_one_out_alignment,-0.06831836700439453
relation_graph,1.0,relation_g015_source_claim,leave_one_out_alignment,-0.07006944715976715
relation_graph,1.0,relation_g015_weak_distractor,leave_one_out_alignment,-0.07161115109920502
relation_graph,1.0,relation_g023_clean,leave_one_out_alignment,-0.08907868713140488
relation_graph,1.0,relation_g023_closure_override,leave_one_out_alignment,-0.09252116829156876
relation_graph,1.0,relation_g023_closure_update,leave_one_out_alignment,-0.09370524436235428
relation_graph,1.0,relation_g023_competition_balanced,leave_one_out_alignment,-0.0755205824971199
relation_graph,1.0,relation_g023_direct_conflict,leave_one_out_alignment,-0.08610648661851883
relation_graph,1.0,relation_g023_equal_evidence,leave_one_out_alignment,-0.0832434669137001
relation_graph,1.0,relation_g023_exception_override,leave_one_out_alignment,-0.08700940012931824
relation_graph,1.0,relation_g023_irrelevant,leave_one_out_alignment,-0.09088204056024551
relation_graph,1.0,relation_g023_paraphrase,leave_one_out_alignment,-0.07030841708183289
relation_graph,1.0,relation_g023_rename,leave_one_out_alignment,-0.08076433092355728
relation_graph,1.0,relation_g023_source_claim,leave_one_out_alignment,-0.08296739310026169
relation_graph,1.0,relation_g023_weak_distractor,leave_one_out_alignment,-0.08967313170433044
relation_graph,1.0,relation_g025_clean,leave_one_out_alignment,-0.06497772783041
relation_graph,1.0,relation_g025_closure_override,leave_one_out_alignment,-0.07756276428699493
relation_graph,1.0,relation_g025_closure_update,leave_one_out_alignment,-0.06713782995939255
relation_graph,1.0,relation_g025_competition_balanced,leave_one_out_alignment,-0.06618211418390274
relation_graph,1.0,relation_g025_direct_conflict,leave_one_out_alignment,-0.06811198592185974
relation_graph,1.0,relation_g025_equal_evidence,leave_one_out_alignment,-0.07825876772403717
relation_graph,1.0,relation_g025_exception_override,leave_one_out_alignment,-0.07396308332681656
relation_graph,1.0,relation_g025_irrelevant,leave_one_out_alignment,-0.060757435858249664
relation_graph,1.0,relation_g025_paraphrase,leave_one_out_alignment,-0.06357841193675995
relation_graph,1.0,relation_g025_rename,leave_one_out_alignment,-0.06925787776708603
relation_graph,1.0,relation_g025_source_claim,leave_one_out_alignment,-0.07213166356086731
relation_graph,1.0,relation_g025_weak_distractor,leave_one_out_alignment,-0.06800030916929245
relation_graph,1.0,relation_g026_clean,leave_one_out_alignment,-0.07326303422451019
relation_graph,1.0,relation_g026_closure_override,leave_one_out_alignment,-0.08025600761175156
relation_graph,1.0,relation_g026_closure_update,leave_one_out_alignment,-0.07688149064779282
relation_graph,1.0,relation_g026_competition_balanced,leave_one_out_alignment,-0.07242713868618011
relation_graph,1.0,relation_g026_direct_conflict,leave_one_out_alignment,-0.0722031444311142
relation_graph,1.0,relation_g026_equal_evidence,leave_one_out_alignment,-0.08211620151996613
relation_graph,1.0,relation_g026_exception_override,leave_one_out_alignment,-0.07861670106649399
relation_graph,1.0,relation_g026_irrelevant,leave_one_out_alignment,-0.06898760050535202
relation_graph,1.0,relation_g026_paraphrase,leave_one_out_alignment,-0.06371407955884933
relation_graph,1.0,relation_g026_rename,leave_one_out_alignment,-0.06960758566856384
relation_graph,1.0,relation_g026_source_claim,leave_one_out_alignment,-0.07199101150035858
relation_graph,1.0,relation_g026_weak_distractor,leave_one_out_alignment,-0.07636959105730057
relation_graph,1.0,relation_g051_clean,leave_one_out_alignment,-0.08037973940372467
relation_graph,1.0,relation_g051_closure_override,leave_one_out_alignment,-0.08064057677984238
relation_graph,1.0,relation_g051_closure_update,leave_one_out_alignment,-0.08408856391906738
relation_graph,1.0,relation_g051_competition_balanced,leave_one_out_alignment,-0.07122635096311569
relation_graph,1.0,relation_g051_direct_conflict,leave_one_out_alignment,-0.07927419245243073
relation_graph,1.0,relation_g051_equal_evidence,leave_one_out_alignment,-0.07545154541730881
relation_graph,1.0,relation_g051_exception_override,leave_one_out_alignment,-0.07882992178201675
relation_graph,1.0,relation_g051_irrelevant,leave_one_out_alignment,-0.07525835186243057
relation_graph,1.0,relation_g051_paraphrase,leave_one_out_alignment,-0.06394661962985992
relation_graph,1.0,relation_g051_rename,leave_one_out_alignment,-0.07072832435369492
relation_graph,1.0,relation_g051_source_claim,leave_one_out_alignment,-0.07486989349126816
