prompt_id,graph_id,entity_id,relation_id,condition,mechanism,mechanism_id,clean_label,conflict_label,clean_token_id,conflict_token_id,text,R_L18,R_L19,R_L20,R_L21,R_L22,R_L23,final_clean_logit,final_conflict_logit,pair_choice,dR_L18,dR_L19,dR_L20,dR_L21,dR_L22,dR_L23,DeltaU,D_B_proxy,R_final_margin
g027_redundant,27,4,3,redundant,stable,0,East,West,5571,4589,"You are given a small relation graph.
Fact 1: Mira is grouped under Nero.
Fact 2: Nero has label East.
Confirmation: Mira still goes through Nero.
Confirmation: Nero still points to East.
Question: Which label is associated with Mira: East or West?
Answer with exactly one word:",14.993816,3.184021,7.676758,7.75449,9.046341,0.0031814575,16.40625,14.34375,clean,2.8351097,0.8083,3.0626297,2.7260437,2.979416,4.6134872,21.142641,0.8083,2.0625
g027_irrelevant,27,4,3,irrelevant,stable,0,East,West,5571,4589,"You are given a small relation graph.
Fact 1: Mira is grouped under Nero.
Fact 2: Nero has label East.
Irrelevant fact: Orin is associated with Copper.
Question: Which label is associated with Mira: East or West?
Answer with exactly one word:",18.37132,10.148495,14.884445,15.527382,20.413345,10.350426,16.84375,14.03125,clean,6.212614,7.7727737,10.270317,10.498936,14.34642,14.9607315,41.24884,6.212614,2.8125
g027_paraphrase,27,4,3,paraphrase,stable,0,East,West,5571,4589,"In this example, Mira reaches Nero.
The destination connected to Nero is East.
Based on those two links, select the label for Mira: East or West.
Answer:",9.384022,3.6049576,12.101728,10.915762,10.617844,-0.7183533,15.6015625,13.8125,clean,-2.774685,1.2292366,7.4876003,5.8873158,4.5509186,3.8919525,23.487175,1.2292366,1.7890625
g027_weak_distractor,27,4,3,weak_distractor,competition,1,East,West,5571,4589,"You are given a small relation graph.
Fact 1: Mira is grouped under Nero.
Fact 2: Nero has label East.
Weak note: some unrelated source mentions West, but does not update the graph.
Question: Which label is associated with Mira: East or West?
Answer with exactly one word:",17.842827,12.832795,18.02418,17.825085,25.196991,15.432892,16.546875,13.2421875,clean,5.68412,10.457074,13.410051,12.7966385,19.130066,20.043198,49.215546,5.68412,3.3046875
g027_competition_balanced,27,4,3,competition_balanced,competition,1,East,West,5571,4589,"You are given a small relation graph.
Fact 1: Mira is grouped under Nero.
Fact 2: Nero has label East.
Competing fact: Mira is also associated with West.
Question: Which label is associated with Mira: East or West?
Answer with exactly one word:",15.129763,9.790405,11.020105,11.322134,19.850395,10.229492,16.40625,13.6015625,clean,2.971056,7.4146843,6.4059772,6.293688,13.78347,14.839798,36.79677,2.971056,2.8046875
g027_direct_conflict,27,4,3,direct_conflict,competition,1,East,West,5571,4589,"You are given a small relation graph.
Fact 1: Mira is grouped under Nero.
Fact 2: Nero has label East.
Direct conflicting fact: Mira has label West.
Question: Which label is associated with Mira: East or West?
Answer with exactly one word:",12.201321,7.5567265,10.640266,10.454155,12.772316,1.8285217,16.203125,14.171875,clean,0.042613983,5.1810055,6.0261383,5.425709,6.705391,6.4388275,27.030624,0.042613983,2.03125
g027_closure_update,27,4,3,closure_update,closure,2,East,West,5571,4589,"You are given a small relation graph.
Fact 1: Mira is grouped under Nero.
Old record: Nero has label East.
Updated record: Nero has label West, not East.
Question: Which label is associated with Mira: East or West?
Answer with exactly one word:",12.527815,1.9109955,6.5787296,6.855812,15.897614,6.1637115,16.125,13.5390625,clean,0.3691082,-0.4647255,1.9646015,1.8273659,9.830688,10.774017,25.963833,0.3691082,2.5859375
g027_closure_override,27,4,3,closure_override,closure,2,East,West,5571,4589,"You are given a rule system.
General rule: items that is grouped under Nero receive label East.
Override rule: in this case, items that is grouped under Nero receive label West.
Fact: Mira is grouped under Nero.
Question: Which label applies to Mira: East or West?
Answer with exactly one word:",-1.7285404,-11.265562,-16.4388,-16.050327,-21.379028,-34.283035,14.6328125,15.921875,conflict,-13.887247,-13.641283,-21.052929,-21.078773,-27.445953,-29.67273,-39.595497,13.641283,-1.2890625
g027_exception_override,27,4,3,exception_override,closure,2,East,West,5571,4589,"You are given a rule system.
General rule: items connected to Nero use label East.
Exception: Mira is a special case and uses label West.
Fact: Mira is connected to Nero.
Question: Which label applies to Mira: East or West?
Answer with exactly one word:",3.6692305,-8.688631,-8.368994,-8.610157,-11.400093,-24.219505,15.234375,15.5390625,conflict,-8.489476,-11.064352,-12.983122,-13.638603,-17.467018,-19.6092,-21.083319,8.489476,-0.3046875
g028_clean,28,4,4,clean,stable,0,Copper,Silver,38315,15934,"You are given a small relation graph.
Fact 1: Mira routes through Nero.
Fact 2: Nero ends at Copper.
Question: Which label is associated with Mira: Copper or Silver?
Answer with exactly one word:",4.2105975,1.5521355,-10.066551,-17.199682,-12.507927,-44.092655,15.671875,13.9453125,clean,0.0,0.0,0.0,0.0,0.0,0.0,14.033369,0.0,1.7265625
g028_redundant,28,4,4,redundant,stable,0,Copper,Silver,38315,15934,"You are given a small relation graph.
Fact 1: Mira routes through Nero.
Fact 2: Nero ends at Copper.
Confirmation: Mira still goes through Nero.
Confirmation: Nero still points to Copper.
Question: Which label is associated with Mira: Copper or Silver?
Answer with exactly one word:",2.7150092,-2.8391247,-15.106116,-21.040127,-17.678082,-46.01223,15.25,13.9296875,clean,-1.4955883,-4.39126,-5.039565,-3.8404446,-5.1701546,-1.9195747,5.07489,1.4955883,1.3203125
g028_irrelevant,28,4,4,irrelevant,stable,0,Copper,Silver,38315,15934,"You are given a small relation graph.
Fact 1: Mira routes through Nero.
Fact 2: Nero ends at Copper.
Irrelevant fact: Orin is associated with Gold.
Question: Which label is associated with Mira: Copper or Silver?
Answer with exactly one word:",10.231816,6.3865423,0.70668983,-7.587558,2.3113651,-37.04185,15.984375,13.7578125,clean,6.021219,4.834407,10.773241,9.612124,14.819292,7.050804,36.302696,4.834407,2.2265625
g028_paraphrase,28,4,4,paraphrase,stable,0,Copper,Silver,38315,15934,"In this example, Mira reaches Nero.
The destination connected to Nero is Copper.
Based on those two links, select the label for Mira: Copper or Silver.
Answer:",1.100008,-5.5157313,-2.906149,-9.105425,-3.188055,-36.5457,15.953125,13.890625,clean,-3.1105895,-7.067867,7.1604023,8.094257,9.319872,7.546955,25.706875,3.1105895,2.0625
g028_weak_distractor,28,4,4,weak_distractor,competition,1,Copper,Silver,38315,15934,"You are given a small relation graph.
Fact 1: Mira routes through Nero.
Fact 2: Nero ends at Copper.
Weak note: some unrelated source mentions Silver, but does not update the graph.
Question: Which label is associated with Mira: Copper or Silver?
Answer with exactly one word:",9.108236,-0.5589695,1.4706774,-7.1352863,6.4581604,-30.55505,15.3515625,13.125,clean,4.897639,-2.111105,11.537229,10.064396,18.966087,13.537605,39.674667,2.111105,2.2265625
g028_competition_balanced,28,4,4,competition_balanced,competition,1,Copper,Silver,38315,15934,"You are given a small relation graph.
Fact 1: Mira routes through Nero.
Fact 2: Nero ends at Copper.
Competing fact: Mira is also associated with Silver.
Question: Which label is associated with Mira: Copper or Silver?
Answer with exactly one word:",12.7745285,10.581348,8.627168,-1.951108,19.26612,-22.773869,15.65625,12.734375,clean,8.5639305,9.029213,18.693718,15.248574,31.774048,21.318787,59.591255,8.5639305,2.921875
g028_direct_conflict,28,4,4,direct_conflict,competition,1,Copper,Silver,38315,15934,"You are given a small relation graph.
Fact 1: Mira routes through Nero.
Fact 2: Nero ends at Copper.
Direct conflicting fact: Mira ends at Silver.
Question: Which label is associated with Mira: Copper or Silver?
Answer with exactly one word:",5.7481747,3.0393734,0.52163124,-8.560499,-0.038757324,-37.49149,15.28125,13.53125,clean,1.5375772,1.4872379,10.588182,8.639183,12.46917,6.601166,32.30458,1.4872379,1.75
g028_closure_update,28,4,4,closure_update,closure,2,Copper,Silver,38315,15934,"You are given a small relation graph.
Fact 1: Mira routes through Nero.
Old record: Nero ends at Copper.
Updated record: Nero ends at Silver, not Copper.
Question: Which label is associated with Mira: Copper or Silver?
Answer with exactly one word:",3.1634336,-8.792017,-8.1661215,-16.09269,1.2252522,-32.88988,15.28125,12.890625,clean,-1.047164,-10.344152,1.9004297,1.1069927,13.733179,11.202774,24.290237,1.047164,2.390625
g028_closure_override,28,4,4,closure_override,closure,2,Copper,Silver,38315,15934,"You are given a rule system.
General rule: items that routes through Nero receive label Copper.
Override rule: in this case, items that routes through Nero receive label Silver.
Fact: Mira routes through Nero.
Question: Which label applies to Mira: Copper or Silver?
Answer with exactly one word:",-16.496351,-29.284431,-41.477425,-46.216415,-50.541725,-75.486755,14.7890625,15.8671875,conflict,-20.70695,-30.836567,-31.410873,-29.016733,-38.0338,-31.3941,-60.400383,20.70695,-1.078125
g028_exception_override,28,4,4,exception_override,closure,2,Copper,Silver,38315,15934,"You are given a rule system.
General rule: items connected to Nero use label Copper.
Exception: Mira is a special case and uses label Silver.
Fact: Mira is connected to Nero.
Question: Which label applies to Mira: Copper or Silver?
Answer with exactly one word:",-14.200613,-28.964375,-37.311043,-43.86847,-47.658,-73.65939,14.7421875,15.8046875,conflict,-18.411211,-30.51651,-27.244492,-26.668787,-35.150074,-29.566738,-54.73934,18.411211,-1.0625
g029_clean,29,4,5,clean,stable,0,Gold,Iron,6863,17186,"You are given a small relation graph.
Fact 1: Mira is linked with Nero.
Fact 2: Nero resolves to Gold.
Question: Which label is associated with Mira: Gold or Iron?
Answer with exactly one word:",22.82203,21.983612,27.364983,39.75302,42.696465,74.62143,15.3203125,13.7890625,clean,0.0,0.0,0.0,0.0,0.0,0.0,14.033369,0.0,1.53125
g029_redundant,29,4,5,redundant,stable,0,Gold,Iron,6863,17186,"You are given a small relation graph.
Fact 1: Mira is linked with Nero.
Fact 2: Nero resolves to Gold.
Confirmation: Mira still goes through Nero.
Confirmation: Nero still points to Gold.
Question: Which label is associated with Mira: Gold or Iron?
Answer with exactly one word:",21.545149,17.964952,25.404202,36.477474,38.310448,70.91049,14.9921875,13.796875,clean,-1.2768803,-4.0186596,-1.9607811,-3.275547,-4.386017,-3.7109375,6.218979,1.2768803,1.1953125
g029_irrelevant,29,4,5,irrelevant,stable,0,Gold,Iron,6863,17186,"You are given a small relation graph.
Fact 1: Mira is linked with Nero.
Fact 2: Nero resolves to Gold.
Irrelevant fact: Orin is associated with Red.
Question: Which label is associated with Mira: Gold or Iron?
Answer with exactly one word:",28.090508,41.68898,46.308014,57.53273,62.928,92.40993,15.5703125,12.5234375,clean,5.2684784,19.705368,18.943031,17.779709,20.231537,17.788498,55.789368,5.2684784,3.046875
g029_paraphrase,29,4,5,paraphrase,stable,0,Gold,Iron,6863,17186,"In this example, Mira reaches Nero.
The destination connected to Nero is Gold.
Based on those two links, select the label for Mira: Gold or Iron.
Answer:",22.586227,21.622578,34.04857,47.02614,58.750458,87.59602,15.8671875,13.421875,clean,-0.2358017,-0.3610344,6.683586,7.273117,16.053993,12.974594,34.214146,0.2358017,2.4453125
g029_weak_distractor,29,4,5,weak_distractor,competition,1,Gold,Iron,6863,17186,"You are given a small relation graph.
Fact 1: Mira is linked with Nero.
Fact 2: Nero resolves to Gold.
Weak note: some unrelated source mentions Iron, but does not update the graph.
Question: Which label is associated with Mira: Gold or Iron?
Answer with exactly one word:",28.761929,35.13518,47.517555,57.828617,64.31418,96.90167,15.53125,12.8671875,clean,5.9398994,13.151569,20.152573,18.075596,21.617714,22.280243,57.40879,5.9398994,2.6640625
g029_competition_balanced,29,4,5,competition_balanced,competition,1,Gold,Iron,6863,17186,"You are given a small relation graph.
Fact 1: Mira is linked with Nero.
Fact 2: Nero resolves to Gold.
Competing fact: Mira is also associated with Iron.
Question: Which label is associated with Mira: Gold or Iron?
Answer with exactly one word:",17.810047,26.611198,31.721725,43.538033,49.28833,82.87129,15.25,13.5625,clean,-5.011982,4.6275864,4.356743,3.7850113,6.5918655,8.249863,25.225845,3.7850113,1.6875
g029_direct_conflict,29,4,5,direct_conflict,competition,1,Gold,Iron,6863,17186,"You are given a small relation graph.
Fact 1: Mira is linked with Nero.
Fact 2: Nero resolves to Gold.
Direct conflicting fact: Mira resolves to Iron.
Question: Which label is associated with Mira: Gold or Iron?
Answer with exactly one word:",14.043511,19.171013,28.994053,39.714195,37.166107,72.796745,15.0703125,13.859375,clean,-8.778518,-2.8125992,1.6290703,-0.03882599,-5.5303574,-1.8246841,8.031359,0.03882599,1.2109375
g029_closure_update,29,4,5,closure_update,closure,2,Gold,Iron,6863,17186,"You are given a small relation graph.
Fact 1: Mira is linked with Nero.
Old record: Nero resolves to Gold.
Updated record: Nero resolves to Iron, not Gold.
Question: Which label is associated with Mira: Gold or Iron?
Answer with exactly one word:",14.971116,10.81146,19.714321,32.937588,42.631695,78.60666,15.3203125,13.875,clean,-7.850913,-11.1721525,-7.6506615,-6.8154335,-0.064769745,3.9852295,4.7509003,0.064769745,1.4453125
g029_closure_override,29,4,5,closure_override,closure,2,Gold,Iron,6863,17186,"You are given a rule system.
General rule: items that is linked with Nero receive label Gold.
Override rule: in this case, items that is linked with Nero receive label Iron.
Fact: Mira is linked with Nero.
Question: Which label applies to Mira: Gold or Iron?
Answer with exactly one word:",0.8497944,0.35471535,-0.47326946,13.068863,1.8150902,43.21984,14.359375,15.875,conflict,-21.972235,-21.628897,-27.838253,-26.684158,-40.881374,-31.401588,-56.73313,21.628897,-1.515625
g029_exception_override,29,4,5,exception_override,closure,2,Gold,Iron,6863,17186,"You are given a rule system.
General rule: items connected to Nero use label Gold.
Exception: Mira is a special case and uses label Iron.
Fact: Mira is connected to Nero.
Question: Which label applies to Mira: Gold or Iron?
Answer with exactly one word:",0.9424319,-3.771521,-3.767662,10.122852,-3.42107,34.856102,13.65625,16.03125,conflict,-21.879597,-25.755133,-31.132645,-29.630169,-46.117535,-39.765327,-67.49406,21.879597,-2.375
g030_clean,30,5,0,clean,stable,0,Red,Blue,4075,7640,"You are given a small relation graph.
Fact 1: Pia belongs to Quin.
Fact 2: Quin is located at Red.
Question: Which label is associated with Pia: Red or Blue?
Answer with exactly one word:",1.6306024,-1.0834312,16.447365,22.573458,24.233093,70.35578,15.640625,13.140625,clean,0.0,0.0,0.0,0.0,0.0,0.0,14.033369,0.0,2.5
g030_redundant,30,5,0,redundant,stable,0,Red,Blue,4075,7640,"You are given a small relation graph.
Fact 1: Pia belongs to Quin.
Fact 2: Quin is located at Red.
Confirmation: Pia still goes through Quin.
Confirmation: Quin still points to Red.
Question: Which label is associated with Pia: Red or Blue?
Answer with exactly one word:",-0.27197027,-5.682911,11.357325,16.633701,19.291595,63.036343,15.3671875,13.140625,clean,-1.9025726,-4.5994797,-5.09004,-5.9397564,-4.941498,-7.319439,1.425416,1.9025726,2.2265625
g030_irrelevant,30,5,0,irrelevant,stable,0,Red,Blue,4075,7640,"You are given a small relation graph.
Fact 1: Pia belongs to Quin.
Fact 2: Quin is located at Red.
Irrelevant fact: Rhea is associated with Green.
Question: Which label is associated with Pia: Red or Blue?
Answer with exactly one word:",2.9305348,3.099411,23.300377,27.699846,32.89089,78.01759,15.6015625,12.59375,clean,1.2999325,4.1828423,6.853012,5.1263885,8.657795,7.661812,28.826405,1.2999325,3.0078125
g030_paraphrase,30,5,0,paraphrase,stable,0,Red,Blue,4075,7640,"In this example, Pia reaches Quin.
The destination connected to Quin is Red.
Based on those two links, select the label for Pia: Red or Blue.
Answer:",2.531476,-9.331043,6.948782,11.652808,8.100594,55.663727,15.8359375,14.359375,clean,0.90087366,-8.247612,-9.498583,-10.92065,-16.1325,-14.692055,-12.321075,0.90087366,1.4765625
g030_weak_distractor,30,5,0,weak_distractor,competition,1,Red,Blue,4075,7640,"You are given a small relation graph.
Fact 1: Pia belongs to Quin.
Fact 2: Quin is located at Red.
Weak note: some unrelated source mentions Blue, but does not update the graph.
Question: Which label is associated with Pia: Red or Blue?
Answer with exactly one word:",3.1748495,-3.2425346,19.134064,23.933971,23.474388,67.96212,15.40625,13.3671875,clean,1.5442472,-2.1591034,2.686699,1.3605137,-0.75870514,-2.3936615,13.717407,0.75870514,2.0390625
g030_competition_balanced,30,5,0,competition_balanced,competition,1,Red,Blue,4075,7640,"You are given a small relation graph.
Fact 1: Pia belongs to Quin.
Fact 2: Quin is located at Red.
Competing fact: Pia is also associated with Blue.
Question: Which label is associated with Pia: Red or Blue?
Answer with exactly one word:",0.80112004,-7.5180283,15.023487,20.203846,18.337162,64.38313,15.296875,13.5625,clean,-0.8294823,-6.434597,-1.4238777,-2.3696117,-5.8959312,-5.9726486,4.1910267,0.8294823,1.734375
g030_direct_conflict,30,5,0,direct_conflict,competition,1,Red,Blue,4075,7640,"You are given a small relation graph.
Fact 1: Pia belongs to Quin.
Fact 2: Quin is located at Red.
Direct conflicting fact: Pia is located at Blue.
Question: Which label is associated with Pia: Red or Blue?
Answer with exactly one word:",1.6684561,-8.721268,12.335209,17.756058,10.47451,53.980385,15.1484375,13.984375,clean,0.037853718,-7.6378365,-4.112156,-4.8174,-13.758583,-16.375397,-7.3594933,0.037853718,1.1640625
g030_closure_update,30,5,0,closure_update,closure,2,Red,Blue,4075,7640,"You are given a small relation graph.
Fact 1: Pia belongs to Quin.
Old record: Quin is located at Red.
Updated record: Quin is located at Blue, not Red.
Question: Which label is associated with Pia: Red or Blue?
Answer with exactly one word:",-6.378372,-19.462318,-0.05359459,6.248213,7.792141,46.122673,14.828125,13.7890625,clean,-8.008974,-18.378887,-16.50096,-16.325245,-16.440952,-24.233109,-27.713415,8.008974,1.0390625
g030_closure_override,30,5,0,closure_override,closure,2,Red,Blue,4075,7640,"You are given a rule system.
General rule: items that belongs to Quin receive label Red.
Override rule: in this case, items that belongs to Quin receive label Blue.
Fact: Pia belongs to Quin.
Question: Which label applies to Pia: Red or Blue?
Answer with exactly one word:",-25.643303,-37.20881,-27.837458,-20.011826,-32.589615,-3.251175,13.875,16.375,conflict,-27.273905,-36.125378,-44.28482,-42.58528,-56.82271,-73.60696,-105.3249,27.273905,-2.5
g030_exception_override,30,5,0,exception_override,closure,2,Red,Blue,4075,7640,"You are given a rule system.
General rule: items connected to Quin use label Red.
Exception: Pia is a special case and uses label Blue.
Fact: Pia is connected to Quin.
Question: Which label applies to Pia: Red or Blue?
Answer with exactly one word:",-24.127548,-39.27669,-25.779642,-18.795914,-28.012283,-2.3677216,13.6796875,16.09375,conflict,-25.75815,-38.19326,-42.227005,-41.36937,-52.245377,-72.7235,-101.5633,25.75815,-2.4140625
g031_clean,31,5,1,clean,stable,0,Green,Yellow,6724,21730,"You are given a small relation graph.
Fact 1: Pia is assigned to Quin.
Fact 2: Quin maps to Green.
Question: Which label is associated with Pia: Green or Yellow?
Answer with exactly one word:",11.920649,16.487297,28.750753,43.87229,77.11625,110.28786,16.125,12.9609375,clean,0.0,0.0,0.0,0.0,0.0,0.0,14.033369,0.0,3.1640625
g031_redundant,31,5,1,redundant,stable,0,Green,Yellow,6724,21730,"You are given a small relation graph.
Fact 1: Pia is assigned to Quin.
Fact 2: Quin maps to Green.
Confirmation: Pia still goes through Quin.
Confirmation: Quin still points to Green.
Question: Which label is associated with Pia: Green or Yellow?
Answer with exactly one word:",6.179959,7.920582,21.087337,35.328587,65.07409,98.247574,15.6875,13.0859375,clean,-5.7406898,-8.566715,-7.663416,-8.543705,-12.04216,-12.040283,-8.834837,5.7406898,2.6015625
g031_irrelevant,31,5,1,irrelevant,stable,0,Green,Yellow,6724,21730,"You are given a small relation graph.
Fact 1: Pia is assigned to Quin.
Fact 2: Quin maps to Green.
Irrelevant fact: Rhea is associated with North.
Question: Which label is associated with Pia: Green or Yellow?
Answer with exactly one word:",12.467161,19.343418,35.079315,47.988903,84.36757,117.8223,16.046875,12.3203125,clean,0.5465126,2.856121,6.328562,4.1166115,7.25132,7.5344467,26.830818,0.5465126,3.7265625
g031_paraphrase,31,5,1,paraphrase,stable,0,Green,Yellow,6724,21730,"In this example, Pia reaches Quin.
The destination connected to Quin is Green.
Based on those two links, select the label for Pia: Green or Yellow.
Answer:",2.3478222,0.76558495,18.395346,35.735634,61.50875,98.73309,15.9375,13.875,clean,-9.572826,-15.721712,-10.355408,-8.136658,-15.607498,-11.554764,-14.55546,8.136658,2.0625
g031_weak_distractor,31,5,1,weak_distractor,competition,1,Green,Yellow,6724,21730,"You are given a small relation graph.
Fact 1: Pia is assigned to Quin.
Fact 2: Quin maps to Green.
Weak note: some unrelated source mentions Yellow, but does not update the graph.
Question: Which label is associated with Pia: Green or Yellow?
Answer with exactly one word:",12.403424,19.196161,34.325737,47.090683,79.88959,114.224785,15.53125,12.0859375,clean,0.4827757,2.7088642,5.5749836,3.2183914,2.7733383,3.9369278,22.004189,0.4827757,3.4453125
g031_competition_balanced,31,5,1,competition_balanced,competition,1,Green,Yellow,6724,21730,"You are given a small relation graph.
Fact 1: Pia is assigned to Quin.
Fact 2: Quin maps to Green.
Competing fact: Pia is also associated with Yellow.
Question: Which label is associated with Pia: Green or Yellow?
Answer with exactly one word:",3.1283526,8.003181,24.154606,39.186436,76.24715,110.401596,15.5859375,12.6328125,clean,-8.792295,-8.484116,-4.5961475,-4.685856,-0.8691025,0.11373901,5.126878,0.11373901,2.953125
g031_direct_conflict,31,5,1,direct_conflict,competition,1,Green,Yellow,6724,21730,"You are given a small relation graph.
Fact 1: Pia is assigned to Quin.
Fact 2: Quin maps to Green.
Direct conflicting fact: Pia maps to Yellow.
Question: Which label is associated with Pia: Green or Yellow?
Answer with exactly one word:",5.094748,11.233078,24.589024,38.585587,71.84456,108.16034,15.3984375,12.71875,clean,-6.8259006,-5.254219,-4.16173,-5.286705,-5.2716904,-2.1275177,3.2066908,2.1275177,2.6796875
g031_closure_update,31,5,1,closure_update,closure,2,Green,Yellow,6724,21730,"You are given a small relation graph.
Fact 1: Pia is assigned to Quin.
Old record: Quin maps to Green.
Updated record: Quin maps to Yellow, not Green.
Question: Which label is associated with Pia: Green or Yellow?
Answer with exactly one word:",2.2735133,-2.9036617,14.185986,28.523315,65.72686,102.70934,15.234375,13.03125,clean,-9.647135,-19.390959,-14.564768,-15.348976,-11.389389,-7.578514,-16.18116,7.578514,2.203125
g031_closure_override,31,5,1,closure_override,closure,2,Green,Yellow,6724,21730,"You are given a rule system.
General rule: items that is assigned to Quin receive label Green.
Override rule: in this case, items that is assigned to Quin receive label Yellow.
Fact: Pia is assigned to Quin.
Question: Which label applies to Pia: Green or Yellow?
Answer with exactly one word:",-19.775639,-28.767181,-23.305336,-5.82259,16.74549,55.128487,14.0859375,15.5390625,conflict,-31.696287,-45.25448,-52.05609,-49.69488,-60.370758,-55.15937,-107.69522,31.696287,-1.453125
g031_exception_override,31,5,1,exception_override,closure,2,Green,Yellow,6724,21730,"You are given a rule system.
General rule: items connected to Quin use label Green.
Exception: Pia is a special case and uses label Yellow.
Fact: Pia is connected to Quin.
Question: Which label applies to Pia: Green or Yellow?
Answer with exactly one word:",-20.39888,-32.932365,-25.250788,-8.101683,10.048553,46.57325,13.203125,15.53125,conflict,-32.319527,-49.419662,-54.00154,-51.973976,-67.067696,-63.714607,-118.65097,32.319527,-2.328125
g032_clean,32,5,2,clean,stable,0,North,South,4612,4316,"You are given a small relation graph.
Fact 1: Pia is part of Quin.
Fact 2: Quin points to North.
Question: Which label is associated with Pia: North or South?
Answer with exactly one word:",11.7159195,4.684084,18.163475,23.875488,14.218964,14.478867,15.3515625,14.46875,clean,0.0,0.0,0.0,0.0,0.0,0.0,14.033369,0.0,0.8828125
g032_redundant,32,5,2,redundant,stable,0,North,South,4612,4316,"You are given a small relation graph.
Fact 1: Pia is part of Quin.
Fact 2: Quin points to North.
Confirmation: Pia still goes through Quin.
Confirmation: Quin still points to North.
Question: Which label is associated with Pia: North or South?
Answer with exactly one word:",12.650324,5.348633,20.136353,25.811958,17.16182,18.79309,15.1640625,14.0703125,clean,0.9344044,0.6645489,1.9728775,1.93647,2.9428558,4.3142242,19.729382,0.6645489,1.09375
g032_irrelevant,32,5,2,irrelevant,stable,0,North,South,4612,4316,"You are given a small relation graph.
Fact 1: Pia is part of Quin.
Fact 2: Quin points to North.
Irrelevant fact: Rhea is associated with East.
Question: Which label is associated with Pia: North or South?
Answer with exactly one word:",15.722475,10.58839,28.045471,34.654663,27.261871,27.177612,15.6875,13.8515625,clean,4.0065556,5.9043064,9.881996,10.779175,13.042908,12.698746,38.26889,4.0065556,1.8359375
g032_paraphrase,32,5,2,paraphrase,stable,0,North,South,4612,4316,"In this example, Pia reaches Quin.
The destination connected to Quin is North.
Based on those two links, select the label for Pia: North or South.
Answer:",6.1288166,-1.9254417,4.8112164,7.039791,-2.3888626,-4.3097534,14.6015625,14.7890625,conflict,-5.587103,-6.6095257,-13.352259,-16.835697,-16.607826,-18.78862,-19.518003,5.587103,-0.1875
g032_weak_distractor,32,5,2,weak_distractor,competition,1,North,South,4612,4316,"You are given a small relation graph.
Fact 1: Pia is part of Quin.
Fact 2: Quin points to North.
Weak note: some unrelated source mentions South, but does not update the graph.
Question: Which label is associated with Pia: North or South?
Answer with exactly one word:",17.88388,15.616369,30.21321,34.17151,28.806152,29.921326,15.3359375,13.28125,clean,6.167961,10.932285,12.049734,10.2960205,14.587189,15.442459,43.29264,6.167961,2.0546875
g032_competition_balanced,32,5,2,competition_balanced,competition,1,North,South,4612,4316,"You are given a small relation graph.
Fact 1: Pia is part of Quin.
Fact 2: Quin points to North.
Competing fact: Pia is also associated with South.
Question: Which label is associated with Pia: North or South?
Answer with exactly one word:",6.099223,2.5012436,15.330826,19.343212,15.508713,16.410019,15.0703125,14.4765625,clean,-5.6166964,-2.1828403,-2.8326492,-4.532276,1.2897491,1.9311523,10.720953,1.2897491,0.59375
g032_direct_conflict,32,5,2,direct_conflict,competition,1,North,South,4612,4316,"You are given a small relation graph.
Fact 1: Pia is part of Quin.
Fact 2: Quin points to North.
Direct conflicting fact: Pia points to South.
Question: Which label is associated with Pia: North or South?
Answer with exactly one word:",5.986538,1.1387177,12.999565,17.290726,5.401993,5.5421295,14.671875,14.9453125,conflict,-5.7293816,-3.5453663,-5.16391,-6.5847626,-8.816971,-8.936737,-2.175314,3.5453663,-0.2734375
g032_closure_update,32,5,2,closure_update,closure,2,North,South,4612,4316,"You are given a small relation graph.
Fact 1: Pia is part of Quin.
Old record: Quin points to North.
Updated record: Quin points to South, not North.
Question: Which label is associated with Pia: North or South?
Answer with exactly one word:",7.9746456,0.59189796,11.570076,16.307632,13.777924,13.338654,14.9296875,14.5234375,clean,-3.7412739,-4.092186,-6.593399,-7.567856,-0.44104004,-1.140213,5.340019,0.44104004,0.40625
g032_closure_override,32,5,2,closure_override,closure,2,North,South,4612,4316,"You are given a rule system.
General rule: items that is part of Quin receive label North.
Override rule: in this case, items that is part of Quin receive label South.
Fact: Pia is part of Quin.
Question: Which label applies to Pia: North or South?
Answer with exactly one word:",-9.942587,-17.193476,-16.782146,-11.725929,-18.629059,-21.39569,13.296875,16.46875,conflict,-21.658506,-21.87756,-34.94562,-35.601418,-32.848022,-35.874557,-61.401688,21.658506,-3.171875
g032_exception_override,32,5,2,exception_override,closure,2,North,South,4612,4316,"You are given a rule system.
General rule: items connected to Quin use label North.
Exception: Pia is a special case and uses label South.
Fact: Pia is connected to Quin.
Question: Which label applies to Pia: North or South?
Answer with exactly one word:",-5.2824783,-13.694735,-6.7073784,-2.1246033,-7.290741,-9.944733,14.09375,16.078125,conflict,-16.998398,-18.378819,-24.870853,-26.000092,-21.509705,-24.4236,-39.6856,16.998398,-1.984375
g033_clean,33,5,3,clean,stable,0,East,West,5571,4589,"You are given a small relation graph.
Fact 1: Pia is grouped under Quin.
Fact 2: Quin has label East.
Question: Which label is associated with Pia: East or West?
Answer with exactly one word:",13.172625,4.236986,7.2898865,7.716221,9.671768,0.051513672,16.484375,14.625,clean,0.0,0.0,0.0,0.0,0.0,0.0,14.033369,0.0,1.859375
