prompt_id,problem_id,condition,mechanism,mechanism_id,expression,correct_value,distractor_value,clean_label,conflict_label,prompt,final_clean_logit,final_conflict_logit,final_margin,pair_choice,split,DeltaU_arith,dR_L12,dR_L13,dR_L14,dR_L15
lexical_015_clean,15,clean,stable,0,category=direction,East,Mountain,East,Mountain,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: direction.
Candidate 1: Mountain
Candidate 2: East
Which candidate belongs to the target category?
Answer with exactly one candidate word:",11.21875,13.15625,-1.9375,conflict,train,0.8964201,0.0,0.0,0.0,0.0
lexical_015_paraphrase,15,paraphrase,stable,0,category=direction,East,Mountain,East,Mountain,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Select the word that belongs to the category direction.
Candidate 1: Mountain
Candidate 2: East
Which candidate belongs to the target category?
Answer with exactly one candidate word:",8.5,9.75,-1.25,conflict,train,1.5857933,0.050416186,0.033580065,0.025513843,0.6883478
lexical_015_untrusted_conflict,15,untrusted_conflict,competition,1,category=direction,East,Mountain,East,Mountain,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: direction.
Candidate 1: Mountain
Candidate 2: East
An unverified note claims Mountain. Check the category yourself.
Which candidate belongs to the target category?
Answer with exactly one candidate word:",9.1796875,12.2265625,-3.046875,conflict,train,-0.20636272,0.04229422,0.056811348,0.0025524497,-1.1084261
lexical_015_asserted_conflict,15,asserted_conflict,competition,1,category=direction,East,Mountain,East,Mountain,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: direction.
Candidate 1: Mountain
Candidate 2: East
A previous annotator selected Mountain. Independently classify the words.
Which candidate belongs to the target category?
Answer with exactly one candidate word:",8.4140625,11.1015625,-2.6875,conflict,train,0.1551525,0.09474275,0.12010654,0.006006941,-0.7480583
lexical_015_explicit_correction,15,explicit_correction,closure,2,category=direction,East,Mountain,East,Mountain,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: direction.
Candidate 1: Mountain
Candidate 2: East
Initial note: Mountain. Correction: that note was withdrawn; use category membership.
Which candidate belongs to the target category?
Answer with exactly one candidate word:",7.71875,12.375,-4.65625,conflict,train,-1.8297309,0.0077092797,-0.108343035,-0.20255727,-2.71703
lexical_015_final_recheck,15,final_recheck,closure,2,category=direction,East,Mountain,East,Mountain,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: direction.
Candidate 1: Mountain
Candidate 2: East
Draft answer: Mountain. Final instruction: recheck the category and replace the draft if needed.
Which candidate belongs to the target category?
Answer with exactly one candidate word:",4.2460938,10.1015625,-5.8554688,conflict,train,-3.0324702,-0.042467117,-0.14130694,-0.22753552,-3.920495
lexical_016_clean,16,clean,stable,0,category=metal,Gold,Cloud,Gold,Cloud,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: metal.
Candidate 1: Gold
Candidate 2: Cloud
Which candidate belongs to the target category?
Answer with exactly one candidate word:",10.0625,12.40625,-2.34375,conflict,train,0.8964201,0.0,0.0,0.0,0.0
lexical_016_paraphrase,16,paraphrase,stable,0,category=metal,Gold,Cloud,Gold,Cloud,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Select the word that belongs to the category metal.
Candidate 1: Gold
Candidate 2: Cloud
Which candidate belongs to the target category?
Answer with exactly one candidate word:",7.625,7.6210938,0.00390625,clean,train,3.2498145,0.09075025,0.16592312,0.1148597,2.3473725
lexical_016_untrusted_conflict,16,untrusted_conflict,competition,1,category=metal,Gold,Cloud,Gold,Cloud,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: metal.
Candidate 1: Gold
Candidate 2: Cloud
An unverified note claims Cloud. Check the category yourself.
Which candidate belongs to the target category?
Answer with exactly one candidate word:",8.4921875,13.0,-4.5078125,conflict,train,-1.2881147,0.11152604,-0.07337114,-0.3089757,-2.1673708
lexical_016_asserted_conflict,16,asserted_conflict,competition,1,category=metal,Gold,Cloud,Gold,Cloud,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: metal.
Candidate 1: Gold
Candidate 2: Cloud
A previous annotator selected Cloud. Independently classify the words.
Which candidate belongs to the target category?
Answer with exactly one candidate word:",7.640625,11.15625,-3.515625,conflict,train,-0.27985275,0.053902805,-0.03744991,-0.11840215,-1.1707053
lexical_016_explicit_correction,16,explicit_correction,closure,2,category=metal,Gold,Cloud,Gold,Cloud,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: metal.
Candidate 1: Gold
Candidate 2: Cloud
Initial note: Cloud. Correction: that note was withdrawn; use category membership.
Which candidate belongs to the target category?
Answer with exactly one candidate word:",9.1875,12.25,-3.0625,conflict,train,0.17070639,0.07087381,0.0070689917,-0.11394349,-0.72025394
lexical_016_final_recheck,16,final_recheck,closure,2,category=metal,Gold,Cloud,Gold,Cloud,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: metal.
Candidate 1: Gold
Candidate 2: Cloud
Draft answer: Cloud. Final instruction: recheck the category and replace the draft if needed.
Which candidate belongs to the target category?
Answer with exactly one candidate word:",8.703125,10.8828125,-2.1796875,conflict,train,1.0546262,0.066404045,-0.114093736,0.01184994,0.15987301
lexical_017_clean,17,clean,stable,0,category=shape,Triangle,Pear,Triangle,Pear,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: shape.
Candidate 1: Pear
Candidate 2: Triangle
Which candidate belongs to the target category?
Answer with exactly one candidate word:",13.8828125,12.3046875,1.578125,clean,heldout,0.8964201,0.0,0.0,0.0,0.0
lexical_017_paraphrase,17,paraphrase,stable,0,category=shape,Triangle,Pear,Triangle,Pear,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Select the word that belongs to the category shape.
Candidate 1: Pear
Candidate 2: Triangle
Which candidate belongs to the target category?
Answer with exactly one candidate word:",9.0703125,5.2617188,3.8085938,clean,heldout,3.1172185,-0.051835507,-0.09591578,0.079913825,2.2248278
lexical_017_untrusted_conflict,17,untrusted_conflict,competition,1,category=shape,Triangle,Pear,Triangle,Pear,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: shape.
Candidate 1: Pear
Candidate 2: Triangle
An unverified note claims Pear. Check the category yourself.
Which candidate belongs to the target category?
Answer with exactly one candidate word:",11.59375,12.1171875,-0.5234375,conflict,heldout,-1.2310101,-0.09448512,-0.1458029,-0.37853122,-2.100831
lexical_017_asserted_conflict,17,asserted_conflict,competition,1,category=shape,Triangle,Pear,Triangle,Pear,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: shape.
Candidate 1: Pear
Candidate 2: Triangle
A previous annotator selected Pear. Independently classify the words.
Which candidate belongs to the target category?
Answer with exactly one candidate word:",9.40625,11.125,-1.71875,conflict,heldout,-2.4317575,-0.148035,-0.23545508,-0.47369558,-3.295498
lexical_017_explicit_correction,17,explicit_correction,closure,2,category=shape,Triangle,Pear,Triangle,Pear,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: shape.
Candidate 1: Pear
Candidate 2: Triangle
Initial note: Pear. Correction: that note was withdrawn; use category membership.
Which candidate belongs to the target category?
Answer with exactly one candidate word:",10.6171875,11.0234375,-0.40625,conflict,heldout,-1.1096996,0.0012974292,-0.08306953,-0.3022312,-1.9875011
lexical_017_final_recheck,17,final_recheck,closure,2,category=shape,Triangle,Pear,Triangle,Pear,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: shape.
Candidate 1: Pear
Candidate 2: Triangle
Draft answer: Pear. Final instruction: recheck the category and replace the draft if needed.
Which candidate belongs to the target category?
Answer with exactly one candidate word:",7.4882812,9.0,-1.5117188,conflict,heldout,-2.215664,-0.16737956,-0.20183934,-0.2780286,-3.0943484
lexical_018_clean,18,clean,stable,0,category=landscape feature,Forest,Red,Forest,Red,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: landscape feature.
Candidate 1: Forest
Candidate 2: Red
Which candidate belongs to the target category?
Answer with exactly one candidate word:",14.7421875,7.3515625,7.390625,clean,heldout,0.8964201,0.0,0.0,0.0,0.0
lexical_018_paraphrase,18,paraphrase,stable,0,category=landscape feature,Forest,Red,Forest,Red,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Select the word that belongs to the category landscape feature.
Candidate 1: Forest
Candidate 2: Red
Which candidate belongs to the target category?
Answer with exactly one candidate word:",11.0078125,4.359375,6.6484375,clean,heldout,0.15980268,-0.023752868,-0.12266004,0.035886705,-0.7386012
lexical_018_untrusted_conflict,18,untrusted_conflict,competition,1,category=landscape feature,Forest,Red,Forest,Red,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: landscape feature.
Candidate 1: Forest
Candidate 2: Red
An unverified note claims Red. Check the category yourself.
Which candidate belongs to the target category?
Answer with exactly one candidate word:",13.34375,7.1601562,6.1835938,clean,heldout,-0.3322364,-0.08190012,-0.1400947,-0.30145663,-1.2052908
lexical_018_asserted_conflict,18,asserted_conflict,competition,1,category=landscape feature,Forest,Red,Forest,Red,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: landscape feature.
Candidate 1: Forest
Candidate 2: Red
A previous annotator selected Red. Independently classify the words.
Which candidate belongs to the target category?
Answer with exactly one candidate word:",12.2421875,6.2148438,6.0273438,clean,heldout,-0.45842874,0.10104695,0.099431515,0.02041319,-1.3643379
lexical_018_explicit_correction,18,explicit_correction,closure,2,category=landscape feature,Forest,Red,Forest,Red,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: landscape feature.
Candidate 1: Forest
Candidate 2: Red
Initial note: Red. Correction: that note was withdrawn; use category membership.
Which candidate belongs to the target category?
Answer with exactly one candidate word:",13.0078125,6.2070312,6.8007812,clean,heldout,0.31087142,-0.015020758,0.010086179,0.056060433,-0.591877
lexical_018_final_recheck,18,final_recheck,closure,2,category=landscape feature,Forest,Red,Forest,Red,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: landscape feature.
Candidate 1: Forest
Candidate 2: Red
Draft answer: Red. Final instruction: recheck the category and replace the draft if needed.
Which candidate belongs to the target category?
Answer with exactly one candidate word:",9.3046875,3.9199219,5.3847656,clean,heldout,-1.1141754,-0.29109192,-0.26913556,-0.019389942,-2.0062056
lexical_019_clean,19,clean,stable,0,category=sky object,Cloud,South,Cloud,South,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: sky object.
Candidate 1: South
Candidate 2: Cloud
Which candidate belongs to the target category?
Answer with exactly one candidate word:",11.8125,7.0234375,4.7890625,clean,heldout,0.8964201,0.0,0.0,0.0,0.0
lexical_019_paraphrase,19,paraphrase,stable,0,category=sky object,Cloud,South,Cloud,South,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Select the word that belongs to the category sky object.
Candidate 1: South
Candidate 2: Cloud
Which candidate belongs to the target category?
Answer with exactly one candidate word:",8.546875,3.6972656,4.8496094,clean,heldout,0.9314147,-0.06888166,-0.08208078,-0.32731587,0.06298113
lexical_019_untrusted_conflict,19,untrusted_conflict,competition,1,category=sky object,Cloud,South,Cloud,South,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: sky object.
Candidate 1: South
Candidate 2: Cloud
An unverified note claims South. Check the category yourself.
Which candidate belongs to the target category?
Answer with exactly one candidate word:",11.7578125,8.1328125,3.625,clean,heldout,-0.27192354,-0.024629474,-0.032663792,-0.14010894,-1.1603756
lexical_019_asserted_conflict,19,asserted_conflict,competition,1,category=sky object,Cloud,South,Cloud,South,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: sky object.
Candidate 1: South
Candidate 2: Cloud
A previous annotator selected South. Independently classify the words.
Which candidate belongs to the target category?
Answer with exactly one candidate word:",10.1640625,5.7070312,4.4570312,clean,heldout,0.54978293,-0.0076504946,-0.05231923,-0.19242275,-0.33164024
lexical_019_explicit_correction,19,explicit_correction,closure,2,category=sky object,Cloud,South,Cloud,South,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: sky object.
Candidate 1: South
Candidate 2: Cloud
Initial note: South. Correction: that note was withdrawn; use category membership.
Which candidate belongs to the target category?
Answer with exactly one candidate word:",10.7265625,7.1445312,3.5820312,clean,heldout,-0.3263644,-0.06719151,-0.03705895,-0.26743954,-1.2046528
lexical_019_final_recheck,19,final_recheck,closure,2,category=sky object,Cloud,South,Cloud,South,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: sky object.
Candidate 1: South
Candidate 2: Cloud
Draft answer: South. Final instruction: recheck the category and replace the draft if needed.
Which candidate belongs to the target category?
Answer with exactly one candidate word:",8.453125,4.6289062,3.8242188,clean,heldout,-0.08813,-0.03161055,-0.0045048594,-0.255139,-0.9677353
lexical_020_clean,20,clean,stable,0,category=fruit,Lemon,Gold,Lemon,Gold,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: fruit.
Candidate 1: Lemon
Candidate 2: Gold
Which candidate belongs to the target category?
Answer with exactly one candidate word:",10.3359375,10.7578125,-0.421875,conflict,train,0.8964201,0.0,0.0,0.0,0.0
lexical_020_paraphrase,20,paraphrase,stable,0,category=fruit,Lemon,Gold,Lemon,Gold,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Select the word that belongs to the category fruit.
Candidate 1: Lemon
Candidate 2: Gold
Which candidate belongs to the target category?
Answer with exactly one candidate word:",7.8554688,7.03125,0.82421875,clean,train,2.1725357,-0.005260229,0.04334289,0.44467795,1.2451339
lexical_020_untrusted_conflict,20,untrusted_conflict,competition,1,category=fruit,Lemon,Gold,Lemon,Gold,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: fruit.
Candidate 1: Lemon
Candidate 2: Gold
An unverified note claims Gold. Check the category yourself.
Which candidate belongs to the target category?
Answer with exactly one candidate word:",6.71875,10.5078125,-3.7890625,conflict,train,-2.5091877,-0.13624023,-0.2432349,-0.5136454,-3.3700466
lexical_020_asserted_conflict,20,asserted_conflict,competition,1,category=fruit,Lemon,Gold,Lemon,Gold,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: fruit.
Candidate 1: Lemon
Candidate 2: Gold
A previous annotator selected Gold. Independently classify the words.
Which candidate belongs to the target category?
Answer with exactly one candidate word:",5.3125,8.7734375,-3.4609375,conflict,train,-2.1501226,-0.06459388,-0.17394623,-0.1451931,-3.040553
lexical_020_explicit_correction,20,explicit_correction,closure,2,category=fruit,Lemon,Gold,Lemon,Gold,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: fruit.
Candidate 1: Lemon
Candidate 2: Gold
Initial note: Gold. Correction: that note was withdrawn; use category membership.
Which candidate belongs to the target category?
Answer with exactly one candidate word:",9.5078125,9.9296875,-0.421875,conflict,train,0.8856439,-0.04734464,-0.00835979,-0.12680602,-0.0003633499
lexical_020_final_recheck,20,final_recheck,closure,2,category=fruit,Lemon,Gold,Lemon,Gold,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: fruit.
Candidate 1: Lemon
Candidate 2: Gold
Draft answer: Gold. Final instruction: recheck the category and replace the draft if needed.
Which candidate belongs to the target category?
Answer with exactly one candidate word:",5.8242188,9.734375,-3.9101562,conflict,train,-2.590413,0.013462767,-0.0076402873,-0.13882422,-3.4876094
lexical_021_clean,21,clean,stable,0,category=colour,Yellow,River,Yellow,River,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: colour.
Candidate 1: River
Candidate 2: Yellow
Which candidate belongs to the target category?
Answer with exactly one candidate word:",12.921875,12.9296875,-0.0078125,conflict,heldout,0.8964201,0.0,0.0,0.0,0.0
lexical_021_paraphrase,21,paraphrase,stable,0,category=colour,Yellow,River,Yellow,River,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Select the word that belongs to the category colour.
Candidate 1: River
Candidate 2: Yellow
Which candidate belongs to the target category?
Answer with exactly one candidate word:",10.1484375,8.8125,1.3359375,clean,heldout,2.2443616,-0.016493678,-0.0072540045,0.13309357,1.3424969
lexical_021_untrusted_conflict,21,untrusted_conflict,competition,1,category=colour,Yellow,River,Yellow,River,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: colour.
Candidate 1: River
Candidate 2: Yellow
An unverified note claims River. Check the category yourself.
Which candidate belongs to the target category?
Answer with exactly one candidate word:",10.7578125,12.4296875,-1.671875,conflict,heldout,-0.77600086,0.070346594,0.0026111007,-0.24724698,-1.6597176
lexical_021_asserted_conflict,21,asserted_conflict,competition,1,category=colour,Yellow,River,Yellow,River,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: colour.
Candidate 1: River
Candidate 2: Yellow
A previous annotator selected River. Independently classify the words.
Which candidate belongs to the target category?
Answer with exactly one candidate word:",9.203125,9.390625,-0.1875,conflict,heldout,0.712191,0.050299644,-0.0055397153,-0.11343804,-0.17650414
lexical_021_explicit_correction,21,explicit_correction,closure,2,category=colour,Yellow,River,Yellow,River,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: colour.
Candidate 1: River
Candidate 2: Yellow
Initial note: River. Correction: that note was withdrawn; use category membership.
Which candidate belongs to the target category?
Answer with exactly one candidate word:",11.28125,11.5,-0.21875,conflict,heldout,0.67303574,0.0145455,-0.03246498,-0.1527521,-0.2117424
lexical_021_final_recheck,21,final_recheck,closure,2,category=colour,Yellow,River,Yellow,River,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: colour.
Candidate 1: River
Candidate 2: Yellow
Draft answer: River. Final instruction: recheck the category and replace the draft if needed.
Which candidate belongs to the target category?
Answer with exactly one candidate word:",7.0351562,9.6171875,-2.5820312,conflict,heldout,-1.6868263,0.11094496,-0.029749721,-0.25068483,-2.5729256
lexical_022_clean,22,clean,stable,0,category=direction,West,Moon,West,Moon,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: direction.
Candidate 1: West
Candidate 2: Moon
Which candidate belongs to the target category?
Answer with exactly one candidate word:",8.2890625,12.171875,-3.8828125,conflict,train,0.8964201,0.0,0.0,0.0,0.0
lexical_022_paraphrase,22,paraphrase,stable,0,category=direction,West,Moon,West,Moon,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Select the word that belongs to the category direction.
Candidate 1: West
Candidate 2: Moon
Which candidate belongs to the target category?
Answer with exactly one candidate word:",5.453125,7.6054688,-2.1523438,conflict,train,2.6495643,0.07705246,0.09493139,0.30878156,1.7320833
lexical_022_untrusted_conflict,22,untrusted_conflict,competition,1,category=direction,West,Moon,West,Moon,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: direction.
Candidate 1: West
Candidate 2: Moon
An unverified note claims Moon. Check the category yourself.
Which candidate belongs to the target category?
Answer with exactly one candidate word:",7.3710938,13.046875,-5.6757812,conflict,train,-0.91089046,-0.020109653,-0.0053260997,-0.21581697,-1.7963328
lexical_022_asserted_conflict,22,asserted_conflict,competition,1,category=direction,West,Moon,West,Moon,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: direction.
Candidate 1: West
Candidate 2: Moon
A previous annotator selected Moon. Independently classify the words.
Which candidate belongs to the target category?
Answer with exactly one candidate word:",6.5078125,11.2421875,-4.734375,conflict,train,0.04390657,0.012394905,0.010896198,-0.027661294,-0.85358906
lexical_022_explicit_correction,22,explicit_correction,closure,2,category=direction,West,Moon,West,Moon,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: direction.
Candidate 1: West
Candidate 2: Moon
Initial note: Moon. Correction: that note was withdrawn; use category membership.
Which candidate belongs to the target category?
Answer with exactly one candidate word:",7.03125,12.34375,-5.3125,conflict,train,-0.54117835,-0.040775076,-0.03661652,-0.09762263,-1.4335217
lexical_022_final_recheck,22,final_recheck,closure,2,category=direction,West,Moon,West,Moon,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: direction.
Candidate 1: West
Candidate 2: Moon
Draft answer: Moon. Final instruction: recheck the category and replace the draft if needed.
Which candidate belongs to the target category?
Answer with exactly one candidate word:",3.3945312,9.140625,-5.7460938,conflict,train,-0.97078705,0.051318824,0.004876755,-0.096042454,-1.8666306
lexical_023_clean,23,clean,stable,0,category=metal,Iron,Lemon,Iron,Lemon,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: metal.
Candidate 1: Lemon
Candidate 2: Iron
Which candidate belongs to the target category?
Answer with exactly one candidate word:",9.8984375,7.0351562,2.8632812,clean,train,0.8964201,0.0,0.0,0.0,0.0
lexical_023_paraphrase,23,paraphrase,stable,0,category=metal,Iron,Lemon,Iron,Lemon,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Select the word that belongs to the category metal.
Candidate 1: Lemon
Candidate 2: Iron
Which candidate belongs to the target category?
Answer with exactly one candidate word:",6.53125,4.1484375,2.3828125,clean,train,0.39804462,-0.10831218,-0.12468606,-0.21826023,-0.47909594
lexical_023_untrusted_conflict,23,untrusted_conflict,competition,1,category=metal,Iron,Lemon,Iron,Lemon,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: metal.
Candidate 1: Lemon
Candidate 2: Iron
An unverified note claims Lemon. Check the category yourself.
Which candidate belongs to the target category?
Answer with exactly one candidate word:",9.8359375,6.9296875,2.90625,clean,train,0.934118,0.04762935,-0.19921632,-0.064344406,0.04707527
lexical_023_asserted_conflict,23,asserted_conflict,competition,1,category=metal,Iron,Lemon,Iron,Lemon,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: metal.
Candidate 1: Lemon
Candidate 2: Iron
A previous annotator selected Lemon. Independently classify the words.
Which candidate belongs to the target category?
Answer with exactly one candidate word:",7.3984375,3.9179688,3.4804688,clean,train,1.5015012,-0.0074705556,-0.1623379,-0.081576765,0.61734104
lexical_023_explicit_correction,23,explicit_correction,closure,2,category=metal,Iron,Lemon,Iron,Lemon,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: metal.
Candidate 1: Lemon
Candidate 2: Iron
Initial note: Lemon. Correction: that note was withdrawn; use category membership.
Which candidate belongs to the target category?
Answer with exactly one candidate word:",10.1171875,7.8828125,2.234375,clean,train,0.25487798,-0.009999223,-0.15353273,-0.11450225,-0.6310458
lexical_023_final_recheck,23,final_recheck,closure,2,category=metal,Iron,Lemon,Iron,Lemon,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: metal.
Candidate 1: Lemon
Candidate 2: Iron
Draft answer: Lemon. Final instruction: recheck the category and replace the draft if needed.
Which candidate belongs to the target category?
Answer with exactly one candidate word:",7.9453125,5.7226562,2.2226562,clean,train,0.23114741,-0.11663944,-0.30440533,-0.20920444,-0.64282084
lexical_024_clean,24,clean,stable,0,category=shape,Star,Yellow,Star,Yellow,"Example 1: Which candidate is a colour? Red or River. Answer: Red.
Example 2: Which candidate is a fruit? Stone or Pear. Answer: Pear.
Now answer the new item.
Target category: shape.
Candidate 1: Star
Candidate 2: Yellow
Which candidate belongs to the target category?
Answer with exactly one candidate word:",10.6015625,10.2421875,0.359375,clean,train,0.8964201,0.0,0.0,0.0,0.0
