prompt_id,graph_id,entity_id,relation_id,condition,condition_class,mechanism,clean_label,conflict_label,aux_label,text,split,R_L11,dR_L11,R_L12,dR_L12,R_L13,dR_L13,R_L14,dR_L14,DeltaU
g017_clean,17,4,1,clean,clean,stable,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Mira is assigned to Nero.
Fact 2: Nero maps to Gold.
Question: Which label is associated with Mira: Gold or Iron?
Answer with exactly one word:",discovery,0.12296845,0.0,-0.3193425,0.0,-0.07034308,0.0,1.0766877,0.0,0.022258822
g017_rename,17,4,1,rename,relation_preserving,stable,Gold,Iron,Red,"Consider a tiny mapping network.
Link one: Mira is assigned to Nero.
Link two: Nero maps to Gold.
Choose the label reached from Mira: Gold or Iron.
One word answer:",discovery,0.08127953,-0.04168892,-0.4881755,-0.16883302,-0.077073455,-0.0067303777,1.2984506,0.2217629,0.120300725
g017_permuted,17,4,1,permuted,relation_preserving,stable,Gold,Iron,Red,"You are given a small relation graph.
Fact 2: Nero maps to Gold.
Fact 1: Mira is assigned to Nero.
Question: Which label is associated with Mira: Gold or Iron?
Answer with exactly one word:",discovery,0.18705367,0.064085215,-0.29831207,0.021030426,-0.031977296,0.03836578,0.97524077,-0.10144693,-0.014373489
g017_redundant,17,4,1,redundant,relation_preserving,stable,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Mira is assigned to Nero.
Fact 2: Nero maps to Gold.
Repeated confirmation: Mira still goes through Nero.
Repeated confirmation: Nero still points to Gold.
Question: Which label is associated with Mira: Gold or Iron?
Answer with exactly one word:",discovery,0.08711335,-0.0358551,-0.39524564,-0.07590315,-0.17822331,-0.107880235,1.0260489,-0.050638795,-0.10335286
g017_irrelevant,17,4,1,irrelevant,relation_preserving,stable,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Mira is assigned to Nero.
Fact 2: Nero maps to Gold.
Irrelevant fact: Orin is associated with Red.
Question: Which label is associated with Mira: Gold or Iron?
Answer with exactly one word:",discovery,0.22895229,0.10598384,-0.19851722,0.120825276,0.07805163,0.1483947,1.3042879,0.22760022,0.33611742
g017_paraphrase,17,4,1,paraphrase,relation_preserving,stable,Gold,Iron,Red,"In this example, Mira reaches Nero.
The destination connected to Nero is Gold.
Based on those two links, select the label for Mira: Gold or Iron.
Answer:",discovery,0.30519933,0.18223087,-0.13057032,0.18877217,0.22747284,0.29781592,1.439172,0.36248434,0.5534091
g017_weak_distractor,17,4,1,weak_distractor,structure_changing,stable_shift,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Mira is assigned to Nero.
Fact 2: Nero maps to Gold.
Weak note: some unrelated source mentions Iron, but does not update the graph.
Question: Which label is associated with Mira: Gold or Iron?
Answer with exactly one word:",discovery,0.11192784,-0.011040613,-0.23278931,0.086553186,0.011166632,0.08150971,1.161926,0.08523834,0.15411663
g017_competition_balanced,17,4,1,competition_balanced,structure_changing,competition,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Mira is assigned to Nero.
Fact 2: Nero maps to Gold.
Competing fact: Mira is also associated with Iron.
Question: Which label is associated with Mira: Gold or Iron?
Answer with exactly one word:",discovery,0.14722444,0.024255991,-0.20639305,0.112949446,0.023788095,0.09413117,1.1230674,0.046379685,0.14814627
g017_direct_conflict,17,4,1,direct_conflict,structure_changing,competition,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Mira is assigned to Nero.
Fact 2: Nero maps to Gold.
Direct conflicting fact: Mira maps to Iron.
Question: Which label is associated with Mira: Gold or Iron?
Answer with exactly one word:",discovery,0.1449385,0.021970049,-0.17026848,0.14907402,0.04404366,0.11438674,1.2231021,0.1464144,0.24675004
g017_closure_update,17,4,1,closure_update,structure_changing,closure,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Mira is assigned to Nero.
Old record: Nero maps to Gold.
Updated record: Nero maps to Iron, not Gold.
Question: Which label is associated with Mira: Gold or Iron?
Answer with exactly one word:",discovery,0.15184128,0.028872833,-0.21218093,0.10716157,-0.0016892552,0.06865382,1.129902,0.05321431,0.14038405
g017_closure_override,17,4,1,closure_override,structure_changing,closure,Gold,Iron,Red,"You are given a rule system.
General rule: items that is assigned to Nero receive label Gold.
Override rule: in this case, items that is assigned to Nero receive label Iron.
Fact: Mira is assigned to Nero.
Question: Which label applies to Mira: Gold or Iron?
Answer with exactly one word:",discovery,0.16065559,0.037687138,-0.182715,0.1366275,0.09769365,0.16803673,1.2713854,0.19469774,0.3089186
g017_exception_override,17,4,1,exception_override,structure_changing,closure,Gold,Iron,Red,"You are given a rule system.
General rule: items connected to Nero use label Gold.
Exception: Mira is a special case and uses label Iron.
Fact: Mira is connected to Nero.
Question: Which label applies to Mira: Gold or Iron?
Answer with exactly one word:",discovery,0.19875869,0.07579024,-0.17617284,0.14316966,0.14475828,0.21510136,1.214822,0.13813436,0.29948628
g018_clean,18,4,2,clean,clean,stable,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Mira is part of Nero.
Fact 2: Nero points to Red.
Question: Which label is associated with Mira: Red or Blue?
Answer with exactly one word:",discovery,0.07078892,0.0,-0.011689946,0.0,-0.0095770955,0.0,0.6225314,0.0,0.022258822
g018_rename,18,4,2,rename,relation_preserving,stable,Red,Blue,Green,"Consider a tiny mapping network.
Link one: Mira is part of Nero.
Link two: Nero points to Red.
Choose the label reached from Mira: Red or Blue.
One word answer:",discovery,0.01999965,-0.05078927,-0.24597517,-0.23428522,-0.364528,-0.3549509,0.35209084,-0.27044058,-0.44894594
g018_permuted,18,4,2,permuted,relation_preserving,stable,Red,Blue,Green,"You are given a small relation graph.
Fact 2: Nero points to Red.
Fact 1: Mira is part of Nero.
Question: Which label is associated with Mira: Red or Blue?
Answer with exactly one word:",discovery,0.03806845,-0.03272047,-0.09319833,-0.08150838,-0.08498907,-0.075411975,0.5158217,-0.10670972,-0.13218936
g018_redundant,18,4,2,redundant,relation_preserving,stable,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Mira is part of Nero.
Fact 2: Nero points to Red.
Repeated confirmation: Mira still goes through Nero.
Repeated confirmation: Nero still points to Red.
Question: Which label is associated with Mira: Red or Blue?
Answer with exactly one word:",discovery,0.039629035,-0.031159885,-0.082963616,-0.07127367,-0.061725497,-0.0521484,0.662722,0.040190578,-0.004227411
g018_irrelevant,18,4,2,irrelevant,relation_preserving,stable,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Mira is part of Nero.
Fact 2: Nero points to Red.
Irrelevant fact: Orin is associated with Green.
Question: Which label is associated with Mira: Red or Blue?
Answer with exactly one word:",discovery,0.02867841,-0.04211051,-0.032930046,-0.0212401,-0.044376135,-0.03479904,0.54737234,-0.07515907,-0.069850415
g018_paraphrase,18,4,2,paraphrase,relation_preserving,stable,Red,Blue,Green,"In this example, Mira reaches Nero.
The destination connected to Nero is Red.
Based on those two links, select the label for Mira: Red or Blue.
Answer:",discovery,-0.059314754,-0.13010368,-0.323973,-0.31228304,-0.5450221,-0.535445,0.3357892,-0.2867422,-0.5941355
g018_weak_distractor,18,4,2,weak_distractor,structure_changing,stable_shift,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Mira is part of Nero.
Fact 2: Nero points to Red.
Weak note: some unrelated source mentions Blue, but does not update the graph.
Question: Which label is associated with Mira: Red or Blue?
Answer with exactly one word:",discovery,0.14998814,0.079199225,0.15954803,0.17123798,0.13918301,0.14876011,0.745857,0.12332559,0.26716617
g018_competition_balanced,18,4,2,competition_balanced,structure_changing,competition,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Mira is part of Nero.
Fact 2: Nero points to Red.
Competing fact: Mira is also associated with Blue.
Question: Which label is associated with Mira: Red or Blue?
Answer with exactly one word:",discovery,0.077423595,0.006634675,-0.00854715,0.0031427965,-0.038058043,-0.028480947,0.44824958,-0.17428184,-0.12254873
g018_direct_conflict,18,4,2,direct_conflict,structure_changing,competition,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Mira is part of Nero.
Fact 2: Nero points to Red.
Direct conflicting fact: Mira points to Blue.
Question: Which label is associated with Mira: Red or Blue?
Answer with exactly one word:",discovery,0.07318548,0.0023965612,0.008081138,0.019771084,0.0018566847,0.01143378,0.59662414,-0.025907278,0.015282588
g018_closure_update,18,4,2,closure_update,structure_changing,closure,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Mira is part of Nero.
Old record: Nero points to Red.
Updated record: Nero points to Blue, not Red.
Question: Which label is associated with Mira: Red or Blue?
Answer with exactly one word:",discovery,-0.08898897,-0.15977788,-0.19892354,-0.1872336,-0.23132956,-0.22175246,0.22554827,-0.39698315,-0.49315017
g018_closure_override,18,4,2,closure_override,structure_changing,closure,Red,Blue,Green,"You are given a rule system.
General rule: items that is part of Nero receive label Red.
Override rule: in this case, items that is part of Nero receive label Blue.
Fact: Mira is part of Nero.
Question: Which label applies to Mira: Red or Blue?
Answer with exactly one word:",discovery,0.09912534,0.02833642,-0.04139822,-0.029708274,-0.13840145,-0.12882435,0.35127318,-0.27125823,-0.2510127
g018_exception_override,18,4,2,exception_override,structure_changing,closure,Red,Blue,Green,"You are given a rule system.
General rule: items connected to Nero use label Red.
Exception: Mira is a special case and uses label Blue.
Fact: Mira is connected to Nero.
Question: Which label applies to Mira: Red or Blue?
Answer with exactly one word:",discovery,0.012744628,-0.058044292,-0.11488272,-0.10319278,-0.18712083,-0.17754373,0.18374825,-0.43878317,-0.44988343
g019_clean,19,4,3,clean,clean,stable,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Mira is grouped under Nero.
Fact 2: Nero has label Green.
Question: Which label is associated with Mira: Green or Yellow?
Answer with exactly one word:",discovery,0.47730643,0.0,0.46303788,0.0,0.44020644,0.0,0.52219605,0.0,0.022258822
g019_rename,19,4,3,rename,relation_preserving,stable,Green,Yellow,North,"Consider a tiny mapping network.
Link one: Mira is grouped under Nero.
Link two: Nero has label Green.
Choose the label reached from Mira: Green or Yellow.
One word answer:",discovery,0.3247837,-0.15252271,0.45898908,-0.0040487945,0.44194752,0.0017410815,0.7988908,0.27669477,0.19691245
g019_permuted,19,4,3,permuted,relation_preserving,stable,Green,Yellow,North,"You are given a small relation graph.
Fact 2: Nero has label Green.
Fact 1: Mira is grouped under Nero.
Question: Which label is associated with Mira: Green or Yellow?
Answer with exactly one word:",discovery,0.4859153,0.008608878,0.48702782,0.023989946,0.4760914,0.035884976,0.38778496,-0.1344111,-0.053488974
g019_redundant,19,4,3,redundant,relation_preserving,stable,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Mira is grouped under Nero.
Fact 2: Nero has label Green.
Repeated confirmation: Mira still goes through Nero.
Repeated confirmation: Nero still points to Green.
Question: Which label is associated with Mira: Green or Yellow?
Answer with exactly one word:",discovery,0.41668537,-0.060621053,0.4038341,-0.059203774,0.39916575,-0.04104069,0.7034148,0.18121874,0.10645455
g019_irrelevant,19,4,3,irrelevant,relation_preserving,stable,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Mira is grouped under Nero.
Fact 2: Nero has label Green.
Irrelevant fact: Orin is associated with North.
Question: Which label is associated with Mira: Green or Yellow?
Answer with exactly one word:",discovery,0.49045646,0.013150036,0.5567171,0.09367922,0.5949698,0.15476337,0.829242,0.30704594,0.3679327
g019_paraphrase,19,4,3,paraphrase,relation_preserving,stable,Green,Yellow,North,"In this example, Mira reaches Nero.
The destination connected to Nero is Green.
Based on those two links, select the label for Mira: Green or Yellow.
Answer:",discovery,0.45133582,-0.025970608,0.6542342,0.1911963,0.6242312,0.18402478,0.71576715,0.19357109,0.31909263
g019_weak_distractor,19,4,3,weak_distractor,structure_changing,stable_shift,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Mira is grouped under Nero.
Fact 2: Nero has label Green.
Weak note: some unrelated source mentions Yellow, but does not update the graph.
Question: Which label is associated with Mira: Green or Yellow?
Answer with exactly one word:",discovery,0.44634283,-0.0309636,0.5019289,0.038891047,0.47124046,0.031034023,0.504349,-0.017847061,0.029294953
g019_competition_balanced,19,4,3,competition_balanced,structure_changing,competition,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Mira is grouped under Nero.
Fact 2: Nero has label Green.
Competing fact: Mira is also associated with Yellow.
Question: Which label is associated with Mira: Green or Yellow?
Answer with exactly one word:",discovery,0.41717988,-0.060126543,0.43945858,-0.0235793,0.3881483,-0.05205813,0.20195031,-0.32024574,-0.27171743
g019_direct_conflict,19,4,3,direct_conflict,structure_changing,competition,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Mira is grouped under Nero.
Fact 2: Nero has label Green.
Direct conflicting fact: Mira has label Yellow.
Question: Which label is associated with Mira: Green or Yellow?
Answer with exactly one word:",discovery,0.40980542,-0.06750101,0.45256135,-0.01047653,0.4246443,-0.015562147,0.31440902,-0.20778704,-0.16512582
g019_closure_update,19,4,3,closure_update,structure_changing,closure,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Mira is grouped under Nero.
Old record: Nero has label Green.
Updated record: Nero has label Yellow, not Green.
Question: Which label is associated with Mira: Green or Yellow?
Answer with exactly one word:",discovery,0.23922838,-0.23807804,0.29493433,-0.16810355,0.27222973,-0.1679767,0.04919505,-0.473001,-0.5385393
g019_closure_override,19,4,3,closure_override,structure_changing,closure,Green,Yellow,North,"You are given a rule system.
General rule: items that is grouped under Nero receive label Green.
Override rule: in this case, items that is grouped under Nero receive label Yellow.
Fact: Mira is grouped under Nero.
Question: Which label applies to Mira: Green or Yellow?
Answer with exactly one word:",discovery,0.62128705,0.14398062,0.62605864,0.16302076,0.5835181,0.14331165,0.44682002,-0.075376034,0.12486482
g019_exception_override,19,4,3,exception_override,structure_changing,closure,Green,Yellow,North,"You are given a rule system.
General rule: items connected to Nero use label Green.
Exception: Mira is a special case and uses label Yellow.
Fact: Mira is connected to Nero.
Question: Which label applies to Mira: Green or Yellow?
Answer with exactly one word:",discovery,0.5583173,0.08101088,0.6270673,0.16402945,0.6297029,0.18949649,0.16712189,-0.35507417,-0.08328104
g020_clean,20,5,0,clean,clean,stable,North,South,East,"You are given a small relation graph.
Fact 1: Pia belongs to Quin.
Fact 2: Quin is located at North.
Question: Which label is associated with Pia: North or South?
Answer with exactly one word:",discovery,0.25605345,0.0,0.27849194,0.0,0.43474913,0.0,0.54904175,0.0,0.022258822
g020_rename,20,5,0,rename,relation_preserving,stable,North,South,East,"Consider a tiny mapping network.
Link one: Pia belongs to Quin.
Link two: Quin is located at North.
Choose the label reached from Pia: North or South.
One word answer:",discovery,0.3740951,0.118041664,0.34397608,0.06548414,0.4390878,0.0043386817,0.7008866,0.15184486,0.19293101
g020_permuted,20,5,0,permuted,relation_preserving,stable,North,South,East,"You are given a small relation graph.
Fact 2: Quin is located at North.
Fact 1: Pia belongs to Quin.
Question: Which label is associated with Pia: North or South?
Answer with exactly one word:",discovery,0.21876574,-0.037287712,0.2426244,-0.035867542,0.4478358,0.013086677,0.40395403,-0.14508772,-0.10473843
g020_redundant,20,5,0,redundant,relation_preserving,stable,North,South,East,"You are given a small relation graph.
Fact 1: Pia belongs to Quin.
Fact 2: Quin is located at North.
Repeated confirmation: Pia still goes through Quin.
Repeated confirmation: Quin still points to North.
Question: Which label is associated with Pia: North or South?
Answer with exactly one word:",discovery,0.2669429,0.010889441,0.29196143,0.013469487,0.4377048,0.0029556751,0.6239183,0.07487655,0.0886078
g020_irrelevant,20,5,0,irrelevant,relation_preserving,stable,North,South,East,"You are given a small relation graph.
Fact 1: Pia belongs to Quin.
Fact 2: Quin is located at North.
Irrelevant fact: Rhea is associated with East.
Question: Which label is associated with Pia: North or South?
Answer with exactly one word:",discovery,0.29756004,0.04150659,0.36556804,0.0870761,0.60230553,0.1675564,0.71406317,0.16502142,0.26950118
g020_paraphrase,20,5,0,paraphrase,relation_preserving,stable,North,South,East,"In this example, Pia reaches Quin.
The destination connected to Quin is North.
Based on those two links, select the label for Pia: North or South.
Answer:",discovery,0.2509691,-0.005084336,0.27472287,-0.00376907,0.3418498,-0.09289932,0.6425921,0.093550324,0.047385644
g020_weak_distractor,20,5,0,weak_distractor,structure_changing,stable_shift,North,South,East,"You are given a small relation graph.
Fact 1: Pia belongs to Quin.
Fact 2: Quin is located at North.
Weak note: some unrelated source mentions South, but does not update the graph.
Question: Which label is associated with Pia: North or South?
Answer with exactly one word:",discovery,0.35581905,0.0997656,0.3496317,0.07113975,0.4824862,0.047737062,0.55732536,0.008283615,0.10071534
g020_competition_balanced,20,5,0,competition_balanced,structure_changing,competition,North,South,East,"You are given a small relation graph.
Fact 1: Pia belongs to Quin.
Fact 2: Quin is located at North.
Competing fact: Pia is also associated with South.
Question: Which label is associated with Pia: North or South?
Answer with exactly one word:",discovery,0.247923,-0.008130446,0.27093923,-0.007552713,0.3915862,-0.043162912,0.4102478,-0.13879395,-0.10962097
g020_direct_conflict,20,5,0,direct_conflict,structure_changing,competition,North,South,East,"You are given a small relation graph.
Fact 1: Pia belongs to Quin.
Fact 2: Quin is located at North.
Direct conflicting fact: Pia is located at South.
Question: Which label is associated with Pia: North or South?
Answer with exactly one word:",discovery,0.31717825,0.0611248,0.32886624,0.0503743,0.4863106,0.051561475,0.5453541,-0.0036876202,0.07658543
g020_closure_update,20,5,0,closure_update,structure_changing,closure,North,South,East,"You are given a small relation graph.
Fact 1: Pia belongs to Quin.
Old record: Quin is located at North.
Updated record: Quin is located at South, not North.
Question: Which label is associated with Pia: North or South?
Answer with exactly one word:",discovery,0.032474548,-0.2235789,0.008306801,-0.27018514,0.059743047,-0.37500608,0.03907752,-0.5099642,-0.69761384
g020_closure_override,20,5,0,closure_override,structure_changing,closure,North,South,East,"You are given a rule system.
General rule: items that belongs to Quin receive label North.
Override rule: in this case, items that belongs to Quin receive label South.
Fact: Pia belongs to Quin.
Question: Which label applies to Pia: North or South?
Answer with exactly one word:",discovery,0.30336732,0.04731387,0.3213731,0.04288116,0.4191292,-0.015619934,0.3860283,-0.16301346,-0.08388628
g020_exception_override,20,5,0,exception_override,structure_changing,closure,North,South,East,"You are given a rule system.
General rule: items connected to Quin use label North.
Exception: Pia is a special case and uses label South.
Fact: Pia is connected to Quin.
Question: Which label applies to Pia: North or South?
Answer with exactly one word:",discovery,0.20975873,-0.04629472,0.2191568,-0.059335142,0.2598433,-0.17490584,0.18554664,-0.3634951,-0.37254024
g021_clean,21,5,1,clean,clean,stable,East,West,Copper,"You are given a small relation graph.
Fact 1: Pia is assigned to Quin.
Fact 2: Quin maps to East.
Question: Which label is associated with Pia: East or West?
Answer with exactly one word:",discovery,0.19917369,0.0,0.20237964,0.0,0.21234411,0.0,-0.032435656,0.0,0.022258822
g021_rename,21,5,1,rename,relation_preserving,stable,East,West,Copper,"Consider a tiny mapping network.
Link one: Pia is assigned to Quin.
Link two: Quin maps to East.
Choose the label reached from Pia: East or West.
One word answer:",discovery,0.23591325,0.036739558,0.19116238,-0.011217266,0.1976892,-0.014654905,0.11725974,0.1496954,0.13546519
g021_permuted,21,5,1,permuted,relation_preserving,stable,East,West,Copper,"You are given a small relation graph.
Fact 2: Quin maps to East.
Fact 1: Pia is assigned to Quin.
Question: Which label is associated with Pia: East or West?
Answer with exactly one word:",discovery,0.22464758,0.025473893,0.24720141,0.04482177,0.23377097,0.021426857,-0.010443687,0.021991968,0.071283564
g021_redundant,21,5,1,redundant,relation_preserving,stable,East,West,Copper,"You are given a small relation graph.
Fact 1: Pia is assigned to Quin.
Fact 2: Quin maps to East.
Repeated confirmation: Pia still goes through Quin.
Repeated confirmation: Quin still points to East.
Question: Which label is associated with Pia: East or West?
Answer with exactly one word:",discovery,0.2690274,0.06985372,0.27575776,0.073378116,0.32262,0.110275894,0.15021753,0.18265319,0.25796524
g021_irrelevant,21,5,1,irrelevant,relation_preserving,stable,East,West,Copper,"You are given a small relation graph.
Fact 1: Pia is assigned to Quin.
Fact 2: Quin maps to East.
Irrelevant fact: Rhea is associated with Copper.
Question: Which label is associated with Pia: East or West?
Answer with exactly one word:",discovery,0.19212723,-0.007046461,0.16822869,-0.034150958,0.17071748,-0.041626632,-0.013703108,0.018732548,0.0031800456
g021_paraphrase,21,5,1,paraphrase,relation_preserving,stable,East,West,Copper,"In this example, Pia reaches Quin.
The destination connected to Quin is East.
Based on those two links, select the label for Pia: East or West.
Answer:",discovery,0.25479507,0.055621386,0.36483616,0.16245651,0.4186043,0.2062602,0.35467923,0.38711488,0.48846358
g021_weak_distractor,21,5,1,weak_distractor,structure_changing,stable_shift,East,West,Copper,"You are given a small relation graph.
Fact 1: Pia is assigned to Quin.
Fact 2: Quin maps to East.
Weak note: some unrelated source mentions West, but does not update the graph.
Question: Which label is associated with Pia: East or West?
Answer with exactly one word:",discovery,0.30513507,0.10596138,0.39844084,0.1960612,0.40320426,0.19086015,0.026935577,0.059371233,0.2532904
g021_competition_balanced,21,5,1,competition_balanced,structure_changing,competition,East,West,Copper,"You are given a small relation graph.
Fact 1: Pia is assigned to Quin.
Fact 2: Quin maps to East.
Competing fact: Pia is also associated with West.
Question: Which label is associated with Pia: East or West?
Answer with exactly one word:",discovery,0.22168238,0.022508696,0.23791838,0.035538733,0.20368451,-0.008659601,-0.15351748,-0.12108183,-0.056997243
g021_direct_conflict,21,5,1,direct_conflict,structure_changing,competition,East,West,Copper,"You are given a small relation graph.
Fact 1: Pia is assigned to Quin.
Fact 2: Quin maps to East.
Direct conflicting fact: Pia maps to West.
Question: Which label is associated with Pia: East or West?
Answer with exactly one word:",discovery,0.23590323,0.036729544,0.24629319,0.043913543,0.24685866,0.034514546,0.002866745,0.0353024,0.090193614
g021_closure_update,21,5,1,closure_update,structure_changing,closure,East,West,Copper,"You are given a small relation graph.
Fact 1: Pia is assigned to Quin.
Old record: Quin maps to East.
Updated record: Quin maps to West, not East.
Question: Which label is associated with Pia: East or West?
Answer with exactly one word:",discovery,0.055260345,-0.14391334,0.10958946,-0.09279019,0.030504882,-0.18183923,-0.23507154,-0.20263588,-0.2878511
g021_closure_override,21,5,1,closure_override,structure_changing,closure,East,West,Copper,"You are given a rule system.
General rule: items that is assigned to Quin receive label East.
Override rule: in this case, items that is assigned to Quin receive label West.
Fact: Pia is assigned to Quin.
Question: Which label applies to Pia: East or West?
Answer with exactly one word:",discovery,0.1487418,-0.050431892,0.2765206,0.074140966,0.24056552,0.028221413,-0.12640262,-0.09396696,-0.023026198
g021_exception_override,21,5,1,exception_override,structure_changing,closure,East,West,Copper,"You are given a rule system.
General rule: items connected to Quin use label East.
Exception: Pia is a special case and uses label West.
Fact: Pia is connected to Quin.
Question: Which label applies to Pia: East or West?
Answer with exactly one word:",discovery,0.1366657,-0.06250799,0.20544782,0.003068179,0.13820338,-0.07414073,-0.27192295,-0.23948729,-0.21142133
g022_clean,22,5,2,clean,clean,stable,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Pia is part of Quin.
Fact 2: Quin points to Copper.
Question: Which label is associated with Pia: Copper or Silver?
Answer with exactly one word:",discovery,0.13907318,0.0,0.29041955,0.0,0.53550756,0.0,-0.2206546,0.0,0.022258822
g022_rename,22,5,2,rename,relation_preserving,stable,Copper,Silver,Gold,"Consider a tiny mapping network.
Link one: Pia is part of Quin.
Link two: Quin points to Copper.
Choose the label reached from Pia: Copper or Silver.
One word answer:",discovery,0.08140468,-0.0576685,0.23062232,-0.059797227,0.4044789,-0.13102865,-0.21846223,0.002192378,-0.07348971
g022_permuted,22,5,2,permuted,relation_preserving,stable,Copper,Silver,Gold,"You are given a small relation graph.
Fact 2: Quin points to Copper.
Fact 1: Pia is part of Quin.
Question: Which label is associated with Pia: Copper or Silver?
Answer with exactly one word:",discovery,0.15397966,0.014906481,0.33574253,0.045322984,0.57293606,0.0374285,-0.12237108,0.09828353,0.13512859
g022_redundant,22,5,2,redundant,relation_preserving,stable,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Pia is part of Quin.
Fact 2: Quin points to Copper.
Repeated confirmation: Pia still goes through Quin.
Repeated confirmation: Quin still points to Copper.
Question: Which label is associated with Pia: Copper or Silver?
Answer with exactly one word:",discovery,0.13737185,-0.0017013252,0.30279183,0.012372285,0.52771115,-0.0077964067,-0.26871026,-0.04805565,-0.01448983
g022_irrelevant,22,5,2,irrelevant,relation_preserving,stable,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Pia is part of Quin.
Fact 2: Quin points to Copper.
Irrelevant fact: Rhea is associated with Gold.
Question: Which label is associated with Pia: Copper or Silver?
Answer with exactly one word:",discovery,0.09245068,-0.0466225,0.28737798,-0.0030415654,0.46211147,-0.07339609,-0.2818877,-0.061233103,-0.07226811
g022_paraphrase,22,5,2,paraphrase,relation_preserving,stable,Copper,Silver,Gold,"In this example, Pia reaches Quin.
The destination connected to Quin is Copper.
Based on those two links, select the label for Pia: Copper or Silver.
Answer:",discovery,0.15273029,0.013657108,0.2879768,-0.0024427474,0.41195273,-0.123554826,-0.38024318,-0.15958858,-0.15673837
g022_weak_distractor,22,5,2,weak_distractor,structure_changing,stable_shift,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Pia is part of Quin.
Fact 2: Quin points to Copper.
Weak note: some unrelated source mentions Silver, but does not update the graph.
Question: Which label is associated with Pia: Copper or Silver?
Answer with exactly one word:",discovery,0.14900209,0.009928912,0.3670637,0.07664415,0.5682647,0.032757163,-0.24059081,-0.019936204,0.051745653
g022_competition_balanced,22,5,2,competition_balanced,structure_changing,competition,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Pia is part of Quin.
Fact 2: Quin points to Copper.
Competing fact: Pia is also associated with Silver.
Question: Which label is associated with Pia: Copper or Silver?
Answer with exactly one word:",discovery,0.08832403,-0.050749145,0.2487149,-0.041704655,0.38431752,-0.15119004,-0.4177456,-0.19709098,-0.22826308
g022_direct_conflict,22,5,2,direct_conflict,structure_changing,competition,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Pia is part of Quin.
Fact 2: Quin points to Copper.
Direct conflicting fact: Pia points to Silver.
Question: Which label is associated with Pia: Copper or Silver?
Answer with exactly one word:",discovery,0.08692536,-0.05214782,0.23278223,-0.05763732,0.3877046,-0.14780295,-0.43121934,-0.21056473,-0.24291909
g022_closure_update,22,5,2,closure_update,structure_changing,closure,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Pia is part of Quin.
Old record: Quin points to Copper.
Updated record: Quin points to Silver, not Copper.
Question: Which label is associated with Pia: Copper or Silver?
Answer with exactly one word:",discovery,0.09680905,-0.042264126,0.27392235,-0.016497195,0.44446397,-0.09104359,-0.34099376,-0.120339155,-0.12973703
g022_closure_override,22,5,2,closure_override,structure_changing,closure,Copper,Silver,Gold,"You are given a rule system.
General rule: items that is part of Quin receive label Copper.
Override rule: in this case, items that is part of Quin receive label Silver.
Fact: Pia is part of Quin.
Question: Which label applies to Pia: Copper or Silver?
Answer with exactly one word:",discovery,0.102498546,-0.036574632,0.2442523,-0.046167254,0.32297033,-0.21253723,-0.6148095,-0.3941549,-0.4070348
g022_exception_override,22,5,2,exception_override,structure_changing,closure,Copper,Silver,Gold,"You are given a rule system.
General rule: items connected to Quin use label Copper.
Exception: Pia is a special case and uses label Silver.
Fact: Pia is connected to Quin.
Question: Which label applies to Pia: Copper or Silver?
Answer with exactly one word:",discovery,0.149239,0.0101658255,0.26841205,-0.022007495,0.37568033,-0.15982723,-0.72201955,-0.50136495,-0.44443643
g023_clean,23,5,3,clean,clean,stable,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Pia is grouped under Quin.
Fact 2: Quin has label Gold.
Question: Which label is associated with Pia: Gold or Iron?
Answer with exactly one word:",discovery,0.017217025,0.0,-0.43241066,0.0,-0.04195738,0.0,1.1199985,0.0,0.022258822
