prompt_id,graph_id,entity_id,relation_id,condition,condition_class,mechanism,clean_label,conflict_label,aux_label,text,split
g015_competition_balanced,15,3,3,competition_balanced,structure_changing,competition,East,West,Copper,"You are given a small relation graph.
Fact 1: Juno is grouped under Kira.
Fact 2: Kira has label East.
Competing fact: Juno is also associated with West.
Question: Which label is associated with Juno: East or West?
Answer with exactly one word:",discovery
g015_direct_conflict,15,3,3,direct_conflict,structure_changing,competition,East,West,Copper,"You are given a small relation graph.
Fact 1: Juno is grouped under Kira.
Fact 2: Kira has label East.
Direct conflicting fact: Juno has label West.
Question: Which label is associated with Juno: East or West?
Answer with exactly one word:",discovery
g015_closure_update,15,3,3,closure_update,structure_changing,closure,East,West,Copper,"You are given a small relation graph.
Fact 1: Juno is grouped under Kira.
Old record: Kira has label East.
Updated record: Kira has label West, not East.
Question: Which label is associated with Juno: East or West?
Answer with exactly one word:",discovery
g015_closure_override,15,3,3,closure_override,structure_changing,closure,East,West,Copper,"You are given a rule system.
General rule: items that is grouped under Kira receive label East.
Override rule: in this case, items that is grouped under Kira receive label West.
Fact: Juno is grouped under Kira.
Question: Which label applies to Juno: East or West?
Answer with exactly one word:",discovery
g015_exception_override,15,3,3,exception_override,structure_changing,closure,East,West,Copper,"You are given a rule system.
General rule: items connected to Kira use label East.
Exception: Juno is a special case and uses label West.
Fact: Juno is connected to Kira.
Question: Which label applies to Juno: East or West?
Answer with exactly one word:",discovery
g016_clean,16,4,0,clean,clean,stable,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Mira belongs to Nero.
Fact 2: Nero is located at Copper.
Question: Which label is associated with Mira: Copper or Silver?
Answer with exactly one word:",discovery
g016_rename,16,4,0,rename,relation_preserving,stable,Copper,Silver,Gold,"Consider a tiny mapping network.
Link one: Mira belongs to Nero.
Link two: Nero is located at Copper.
Choose the label reached from Mira: Copper or Silver.
One word answer:",discovery
g016_permuted,16,4,0,permuted,relation_preserving,stable,Copper,Silver,Gold,"You are given a small relation graph.
Fact 2: Nero is located at Copper.
Fact 1: Mira belongs to Nero.
Question: Which label is associated with Mira: Copper or Silver?
Answer with exactly one word:",discovery
g016_redundant,16,4,0,redundant,relation_preserving,stable,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Mira belongs to Nero.
Fact 2: Nero is located at Copper.
Repeated confirmation: Mira still goes through Nero.
Repeated confirmation: Nero still points to Copper.
Question: Which label is associated with Mira: Copper or Silver?
Answer with exactly one word:",discovery
g016_irrelevant,16,4,0,irrelevant,relation_preserving,stable,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Mira belongs to Nero.
Fact 2: Nero is located at Copper.
Irrelevant fact: Orin is associated with Gold.
Question: Which label is associated with Mira: Copper or Silver?
Answer with exactly one word:",discovery
g016_paraphrase,16,4,0,paraphrase,relation_preserving,stable,Copper,Silver,Gold,"In this example, Mira reaches Nero.
The destination connected to Nero is Copper.
Based on those two links, select the label for Mira: Copper or Silver.
Answer:",discovery
g016_weak_distractor,16,4,0,weak_distractor,structure_changing,stable_shift,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Mira belongs to Nero.
Fact 2: Nero is located at Copper.
Weak note: some unrelated source mentions Silver, but does not update the graph.
Question: Which label is associated with Mira: Copper or Silver?
Answer with exactly one word:",discovery
g016_competition_balanced,16,4,0,competition_balanced,structure_changing,competition,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Mira belongs to Nero.
Fact 2: Nero is located at Copper.
Competing fact: Mira is also associated with Silver.
Question: Which label is associated with Mira: Copper or Silver?
Answer with exactly one word:",discovery
g016_direct_conflict,16,4,0,direct_conflict,structure_changing,competition,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Mira belongs to Nero.
Fact 2: Nero is located at Copper.
Direct conflicting fact: Mira is located at Silver.
Question: Which label is associated with Mira: Copper or Silver?
Answer with exactly one word:",discovery
g016_closure_update,16,4,0,closure_update,structure_changing,closure,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Mira belongs to Nero.
Old record: Nero is located at Copper.
Updated record: Nero is located at Silver, not Copper.
Question: Which label is associated with Mira: Copper or Silver?
Answer with exactly one word:",discovery
g016_closure_override,16,4,0,closure_override,structure_changing,closure,Copper,Silver,Gold,"You are given a rule system.
General rule: items that belongs to Nero receive label Copper.
Override rule: in this case, items that belongs to Nero receive label Silver.
Fact: Mira belongs to Nero.
Question: Which label applies to Mira: Copper or Silver?
Answer with exactly one word:",discovery
g016_exception_override,16,4,0,exception_override,structure_changing,closure,Copper,Silver,Gold,"You are given a rule system.
General rule: items connected to Nero use label Copper.
Exception: Mira is a special case and uses label Silver.
Fact: Mira is connected to Nero.
Question: Which label applies to Mira: Copper or Silver?
Answer with exactly one word:",discovery
g017_clean,17,4,1,clean,clean,stable,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Mira is assigned to Nero.
Fact 2: Nero maps to Gold.
Question: Which label is associated with Mira: Gold or Iron?
Answer with exactly one word:",discovery
g017_rename,17,4,1,rename,relation_preserving,stable,Gold,Iron,Red,"Consider a tiny mapping network.
Link one: Mira is assigned to Nero.
Link two: Nero maps to Gold.
Choose the label reached from Mira: Gold or Iron.
One word answer:",discovery
g017_permuted,17,4,1,permuted,relation_preserving,stable,Gold,Iron,Red,"You are given a small relation graph.
Fact 2: Nero maps to Gold.
Fact 1: Mira is assigned to Nero.
Question: Which label is associated with Mira: Gold or Iron?
Answer with exactly one word:",discovery
g017_redundant,17,4,1,redundant,relation_preserving,stable,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Mira is assigned to Nero.
Fact 2: Nero maps to Gold.
Repeated confirmation: Mira still goes through Nero.
Repeated confirmation: Nero still points to Gold.
Question: Which label is associated with Mira: Gold or Iron?
Answer with exactly one word:",discovery
g017_irrelevant,17,4,1,irrelevant,relation_preserving,stable,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Mira is assigned to Nero.
Fact 2: Nero maps to Gold.
Irrelevant fact: Orin is associated with Red.
Question: Which label is associated with Mira: Gold or Iron?
Answer with exactly one word:",discovery
g017_paraphrase,17,4,1,paraphrase,relation_preserving,stable,Gold,Iron,Red,"In this example, Mira reaches Nero.
The destination connected to Nero is Gold.
Based on those two links, select the label for Mira: Gold or Iron.
Answer:",discovery
g017_weak_distractor,17,4,1,weak_distractor,structure_changing,stable_shift,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Mira is assigned to Nero.
Fact 2: Nero maps to Gold.
Weak note: some unrelated source mentions Iron, but does not update the graph.
Question: Which label is associated with Mira: Gold or Iron?
Answer with exactly one word:",discovery
g017_competition_balanced,17,4,1,competition_balanced,structure_changing,competition,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Mira is assigned to Nero.
Fact 2: Nero maps to Gold.
Competing fact: Mira is also associated with Iron.
Question: Which label is associated with Mira: Gold or Iron?
Answer with exactly one word:",discovery
g017_direct_conflict,17,4,1,direct_conflict,structure_changing,competition,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Mira is assigned to Nero.
Fact 2: Nero maps to Gold.
Direct conflicting fact: Mira maps to Iron.
Question: Which label is associated with Mira: Gold or Iron?
Answer with exactly one word:",discovery
g017_closure_update,17,4,1,closure_update,structure_changing,closure,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Mira is assigned to Nero.
Old record: Nero maps to Gold.
Updated record: Nero maps to Iron, not Gold.
Question: Which label is associated with Mira: Gold or Iron?
Answer with exactly one word:",discovery
g017_closure_override,17,4,1,closure_override,structure_changing,closure,Gold,Iron,Red,"You are given a rule system.
General rule: items that is assigned to Nero receive label Gold.
Override rule: in this case, items that is assigned to Nero receive label Iron.
Fact: Mira is assigned to Nero.
Question: Which label applies to Mira: Gold or Iron?
Answer with exactly one word:",discovery
g017_exception_override,17,4,1,exception_override,structure_changing,closure,Gold,Iron,Red,"You are given a rule system.
General rule: items connected to Nero use label Gold.
Exception: Mira is a special case and uses label Iron.
Fact: Mira is connected to Nero.
Question: Which label applies to Mira: Gold or Iron?
Answer with exactly one word:",discovery
g018_clean,18,4,2,clean,clean,stable,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Mira is part of Nero.
Fact 2: Nero points to Red.
Question: Which label is associated with Mira: Red or Blue?
Answer with exactly one word:",discovery
g018_rename,18,4,2,rename,relation_preserving,stable,Red,Blue,Green,"Consider a tiny mapping network.
Link one: Mira is part of Nero.
Link two: Nero points to Red.
Choose the label reached from Mira: Red or Blue.
One word answer:",discovery
g018_permuted,18,4,2,permuted,relation_preserving,stable,Red,Blue,Green,"You are given a small relation graph.
Fact 2: Nero points to Red.
Fact 1: Mira is part of Nero.
Question: Which label is associated with Mira: Red or Blue?
Answer with exactly one word:",discovery
g018_redundant,18,4,2,redundant,relation_preserving,stable,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Mira is part of Nero.
Fact 2: Nero points to Red.
Repeated confirmation: Mira still goes through Nero.
Repeated confirmation: Nero still points to Red.
Question: Which label is associated with Mira: Red or Blue?
Answer with exactly one word:",discovery
g018_irrelevant,18,4,2,irrelevant,relation_preserving,stable,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Mira is part of Nero.
Fact 2: Nero points to Red.
Irrelevant fact: Orin is associated with Green.
Question: Which label is associated with Mira: Red or Blue?
Answer with exactly one word:",discovery
g018_paraphrase,18,4,2,paraphrase,relation_preserving,stable,Red,Blue,Green,"In this example, Mira reaches Nero.
The destination connected to Nero is Red.
Based on those two links, select the label for Mira: Red or Blue.
Answer:",discovery
g018_weak_distractor,18,4,2,weak_distractor,structure_changing,stable_shift,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Mira is part of Nero.
Fact 2: Nero points to Red.
Weak note: some unrelated source mentions Blue, but does not update the graph.
Question: Which label is associated with Mira: Red or Blue?
Answer with exactly one word:",discovery
g018_competition_balanced,18,4,2,competition_balanced,structure_changing,competition,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Mira is part of Nero.
Fact 2: Nero points to Red.
Competing fact: Mira is also associated with Blue.
Question: Which label is associated with Mira: Red or Blue?
Answer with exactly one word:",discovery
g018_direct_conflict,18,4,2,direct_conflict,structure_changing,competition,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Mira is part of Nero.
Fact 2: Nero points to Red.
Direct conflicting fact: Mira points to Blue.
Question: Which label is associated with Mira: Red or Blue?
Answer with exactly one word:",discovery
g018_closure_update,18,4,2,closure_update,structure_changing,closure,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Mira is part of Nero.
Old record: Nero points to Red.
Updated record: Nero points to Blue, not Red.
Question: Which label is associated with Mira: Red or Blue?
Answer with exactly one word:",discovery
g018_closure_override,18,4,2,closure_override,structure_changing,closure,Red,Blue,Green,"You are given a rule system.
General rule: items that is part of Nero receive label Red.
Override rule: in this case, items that is part of Nero receive label Blue.
Fact: Mira is part of Nero.
Question: Which label applies to Mira: Red or Blue?
Answer with exactly one word:",discovery
g018_exception_override,18,4,2,exception_override,structure_changing,closure,Red,Blue,Green,"You are given a rule system.
General rule: items connected to Nero use label Red.
Exception: Mira is a special case and uses label Blue.
Fact: Mira is connected to Nero.
Question: Which label applies to Mira: Red or Blue?
Answer with exactly one word:",discovery
g019_clean,19,4,3,clean,clean,stable,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Mira is grouped under Nero.
Fact 2: Nero has label Green.
Question: Which label is associated with Mira: Green or Yellow?
Answer with exactly one word:",discovery
g019_rename,19,4,3,rename,relation_preserving,stable,Green,Yellow,North,"Consider a tiny mapping network.
Link one: Mira is grouped under Nero.
Link two: Nero has label Green.
Choose the label reached from Mira: Green or Yellow.
One word answer:",discovery
g019_permuted,19,4,3,permuted,relation_preserving,stable,Green,Yellow,North,"You are given a small relation graph.
Fact 2: Nero has label Green.
Fact 1: Mira is grouped under Nero.
Question: Which label is associated with Mira: Green or Yellow?
Answer with exactly one word:",discovery
g019_redundant,19,4,3,redundant,relation_preserving,stable,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Mira is grouped under Nero.
Fact 2: Nero has label Green.
Repeated confirmation: Mira still goes through Nero.
Repeated confirmation: Nero still points to Green.
Question: Which label is associated with Mira: Green or Yellow?
Answer with exactly one word:",discovery
g019_irrelevant,19,4,3,irrelevant,relation_preserving,stable,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Mira is grouped under Nero.
Fact 2: Nero has label Green.
Irrelevant fact: Orin is associated with North.
Question: Which label is associated with Mira: Green or Yellow?
Answer with exactly one word:",discovery
g019_paraphrase,19,4,3,paraphrase,relation_preserving,stable,Green,Yellow,North,"In this example, Mira reaches Nero.
The destination connected to Nero is Green.
Based on those two links, select the label for Mira: Green or Yellow.
Answer:",discovery
g019_weak_distractor,19,4,3,weak_distractor,structure_changing,stable_shift,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Mira is grouped under Nero.
Fact 2: Nero has label Green.
Weak note: some unrelated source mentions Yellow, but does not update the graph.
Question: Which label is associated with Mira: Green or Yellow?
Answer with exactly one word:",discovery
g019_competition_balanced,19,4,3,competition_balanced,structure_changing,competition,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Mira is grouped under Nero.
Fact 2: Nero has label Green.
Competing fact: Mira is also associated with Yellow.
Question: Which label is associated with Mira: Green or Yellow?
Answer with exactly one word:",discovery
g019_direct_conflict,19,4,3,direct_conflict,structure_changing,competition,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Mira is grouped under Nero.
Fact 2: Nero has label Green.
Direct conflicting fact: Mira has label Yellow.
Question: Which label is associated with Mira: Green or Yellow?
Answer with exactly one word:",discovery
g019_closure_update,19,4,3,closure_update,structure_changing,closure,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Mira is grouped under Nero.
Old record: Nero has label Green.
Updated record: Nero has label Yellow, not Green.
Question: Which label is associated with Mira: Green or Yellow?
Answer with exactly one word:",discovery
g019_closure_override,19,4,3,closure_override,structure_changing,closure,Green,Yellow,North,"You are given a rule system.
General rule: items that is grouped under Nero receive label Green.
Override rule: in this case, items that is grouped under Nero receive label Yellow.
Fact: Mira is grouped under Nero.
Question: Which label applies to Mira: Green or Yellow?
Answer with exactly one word:",discovery
g019_exception_override,19,4,3,exception_override,structure_changing,closure,Green,Yellow,North,"You are given a rule system.
General rule: items connected to Nero use label Green.
Exception: Mira is a special case and uses label Yellow.
Fact: Mira is connected to Nero.
Question: Which label applies to Mira: Green or Yellow?
Answer with exactly one word:",discovery
g020_clean,20,5,0,clean,clean,stable,North,South,East,"You are given a small relation graph.
Fact 1: Pia belongs to Quin.
Fact 2: Quin is located at North.
Question: Which label is associated with Pia: North or South?
Answer with exactly one word:",discovery
g020_rename,20,5,0,rename,relation_preserving,stable,North,South,East,"Consider a tiny mapping network.
Link one: Pia belongs to Quin.
Link two: Quin is located at North.
Choose the label reached from Pia: North or South.
One word answer:",discovery
g020_permuted,20,5,0,permuted,relation_preserving,stable,North,South,East,"You are given a small relation graph.
Fact 2: Quin is located at North.
Fact 1: Pia belongs to Quin.
Question: Which label is associated with Pia: North or South?
Answer with exactly one word:",discovery
g020_redundant,20,5,0,redundant,relation_preserving,stable,North,South,East,"You are given a small relation graph.
Fact 1: Pia belongs to Quin.
Fact 2: Quin is located at North.
Repeated confirmation: Pia still goes through Quin.
Repeated confirmation: Quin still points to North.
Question: Which label is associated with Pia: North or South?
Answer with exactly one word:",discovery
g020_irrelevant,20,5,0,irrelevant,relation_preserving,stable,North,South,East,"You are given a small relation graph.
Fact 1: Pia belongs to Quin.
Fact 2: Quin is located at North.
Irrelevant fact: Rhea is associated with East.
Question: Which label is associated with Pia: North or South?
Answer with exactly one word:",discovery
g020_paraphrase,20,5,0,paraphrase,relation_preserving,stable,North,South,East,"In this example, Pia reaches Quin.
The destination connected to Quin is North.
Based on those two links, select the label for Pia: North or South.
Answer:",discovery
g020_weak_distractor,20,5,0,weak_distractor,structure_changing,stable_shift,North,South,East,"You are given a small relation graph.
Fact 1: Pia belongs to Quin.
Fact 2: Quin is located at North.
Weak note: some unrelated source mentions South, but does not update the graph.
Question: Which label is associated with Pia: North or South?
Answer with exactly one word:",discovery
g020_competition_balanced,20,5,0,competition_balanced,structure_changing,competition,North,South,East,"You are given a small relation graph.
Fact 1: Pia belongs to Quin.
Fact 2: Quin is located at North.
Competing fact: Pia is also associated with South.
Question: Which label is associated with Pia: North or South?
Answer with exactly one word:",discovery
g020_direct_conflict,20,5,0,direct_conflict,structure_changing,competition,North,South,East,"You are given a small relation graph.
Fact 1: Pia belongs to Quin.
Fact 2: Quin is located at North.
Direct conflicting fact: Pia is located at South.
Question: Which label is associated with Pia: North or South?
Answer with exactly one word:",discovery
g020_closure_update,20,5,0,closure_update,structure_changing,closure,North,South,East,"You are given a small relation graph.
Fact 1: Pia belongs to Quin.
Old record: Quin is located at North.
Updated record: Quin is located at South, not North.
Question: Which label is associated with Pia: North or South?
Answer with exactly one word:",discovery
g020_closure_override,20,5,0,closure_override,structure_changing,closure,North,South,East,"You are given a rule system.
General rule: items that belongs to Quin receive label North.
Override rule: in this case, items that belongs to Quin receive label South.
Fact: Pia belongs to Quin.
Question: Which label applies to Pia: North or South?
Answer with exactly one word:",discovery
g020_exception_override,20,5,0,exception_override,structure_changing,closure,North,South,East,"You are given a rule system.
General rule: items connected to Quin use label North.
Exception: Pia is a special case and uses label South.
Fact: Pia is connected to Quin.
Question: Which label applies to Pia: North or South?
Answer with exactly one word:",discovery
g021_clean,21,5,1,clean,clean,stable,East,West,Copper,"You are given a small relation graph.
Fact 1: Pia is assigned to Quin.
Fact 2: Quin maps to East.
Question: Which label is associated with Pia: East or West?
Answer with exactly one word:",discovery
g021_rename,21,5,1,rename,relation_preserving,stable,East,West,Copper,"Consider a tiny mapping network.
Link one: Pia is assigned to Quin.
Link two: Quin maps to East.
Choose the label reached from Pia: East or West.
One word answer:",discovery
g021_permuted,21,5,1,permuted,relation_preserving,stable,East,West,Copper,"You are given a small relation graph.
Fact 2: Quin maps to East.
Fact 1: Pia is assigned to Quin.
Question: Which label is associated with Pia: East or West?
Answer with exactly one word:",discovery
g021_redundant,21,5,1,redundant,relation_preserving,stable,East,West,Copper,"You are given a small relation graph.
Fact 1: Pia is assigned to Quin.
Fact 2: Quin maps to East.
Repeated confirmation: Pia still goes through Quin.
Repeated confirmation: Quin still points to East.
Question: Which label is associated with Pia: East or West?
Answer with exactly one word:",discovery
g021_irrelevant,21,5,1,irrelevant,relation_preserving,stable,East,West,Copper,"You are given a small relation graph.
Fact 1: Pia is assigned to Quin.
Fact 2: Quin maps to East.
Irrelevant fact: Rhea is associated with Copper.
Question: Which label is associated with Pia: East or West?
Answer with exactly one word:",discovery
g021_paraphrase,21,5,1,paraphrase,relation_preserving,stable,East,West,Copper,"In this example, Pia reaches Quin.
The destination connected to Quin is East.
Based on those two links, select the label for Pia: East or West.
Answer:",discovery
g021_weak_distractor,21,5,1,weak_distractor,structure_changing,stable_shift,East,West,Copper,"You are given a small relation graph.
Fact 1: Pia is assigned to Quin.
Fact 2: Quin maps to East.
Weak note: some unrelated source mentions West, but does not update the graph.
Question: Which label is associated with Pia: East or West?
Answer with exactly one word:",discovery
g021_competition_balanced,21,5,1,competition_balanced,structure_changing,competition,East,West,Copper,"You are given a small relation graph.
Fact 1: Pia is assigned to Quin.
Fact 2: Quin maps to East.
Competing fact: Pia is also associated with West.
Question: Which label is associated with Pia: East or West?
Answer with exactly one word:",discovery
g021_direct_conflict,21,5,1,direct_conflict,structure_changing,competition,East,West,Copper,"You are given a small relation graph.
Fact 1: Pia is assigned to Quin.
Fact 2: Quin maps to East.
Direct conflicting fact: Pia maps to West.
Question: Which label is associated with Pia: East or West?
Answer with exactly one word:",discovery
g021_closure_update,21,5,1,closure_update,structure_changing,closure,East,West,Copper,"You are given a small relation graph.
Fact 1: Pia is assigned to Quin.
Old record: Quin maps to East.
Updated record: Quin maps to West, not East.
Question: Which label is associated with Pia: East or West?
Answer with exactly one word:",discovery
g021_closure_override,21,5,1,closure_override,structure_changing,closure,East,West,Copper,"You are given a rule system.
General rule: items that is assigned to Quin receive label East.
Override rule: in this case, items that is assigned to Quin receive label West.
Fact: Pia is assigned to Quin.
Question: Which label applies to Pia: East or West?
Answer with exactly one word:",discovery
g021_exception_override,21,5,1,exception_override,structure_changing,closure,East,West,Copper,"You are given a rule system.
General rule: items connected to Quin use label East.
Exception: Pia is a special case and uses label West.
Fact: Pia is connected to Quin.
Question: Which label applies to Pia: East or West?
Answer with exactly one word:",discovery
g022_clean,22,5,2,clean,clean,stable,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Pia is part of Quin.
Fact 2: Quin points to Copper.
Question: Which label is associated with Pia: Copper or Silver?
Answer with exactly one word:",discovery
g022_rename,22,5,2,rename,relation_preserving,stable,Copper,Silver,Gold,"Consider a tiny mapping network.
Link one: Pia is part of Quin.
Link two: Quin points to Copper.
Choose the label reached from Pia: Copper or Silver.
One word answer:",discovery
g022_permuted,22,5,2,permuted,relation_preserving,stable,Copper,Silver,Gold,"You are given a small relation graph.
Fact 2: Quin points to Copper.
Fact 1: Pia is part of Quin.
Question: Which label is associated with Pia: Copper or Silver?
Answer with exactly one word:",discovery
g022_redundant,22,5,2,redundant,relation_preserving,stable,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Pia is part of Quin.
Fact 2: Quin points to Copper.
Repeated confirmation: Pia still goes through Quin.
Repeated confirmation: Quin still points to Copper.
Question: Which label is associated with Pia: Copper or Silver?
Answer with exactly one word:",discovery
g022_irrelevant,22,5,2,irrelevant,relation_preserving,stable,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Pia is part of Quin.
Fact 2: Quin points to Copper.
Irrelevant fact: Rhea is associated with Gold.
Question: Which label is associated with Pia: Copper or Silver?
Answer with exactly one word:",discovery
g022_paraphrase,22,5,2,paraphrase,relation_preserving,stable,Copper,Silver,Gold,"In this example, Pia reaches Quin.
The destination connected to Quin is Copper.
Based on those two links, select the label for Pia: Copper or Silver.
Answer:",discovery
g022_weak_distractor,22,5,2,weak_distractor,structure_changing,stable_shift,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Pia is part of Quin.
Fact 2: Quin points to Copper.
Weak note: some unrelated source mentions Silver, but does not update the graph.
Question: Which label is associated with Pia: Copper or Silver?
Answer with exactly one word:",discovery
g022_competition_balanced,22,5,2,competition_balanced,structure_changing,competition,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Pia is part of Quin.
Fact 2: Quin points to Copper.
Competing fact: Pia is also associated with Silver.
Question: Which label is associated with Pia: Copper or Silver?
Answer with exactly one word:",discovery
g022_direct_conflict,22,5,2,direct_conflict,structure_changing,competition,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Pia is part of Quin.
Fact 2: Quin points to Copper.
Direct conflicting fact: Pia points to Silver.
Question: Which label is associated with Pia: Copper or Silver?
Answer with exactly one word:",discovery
g022_closure_update,22,5,2,closure_update,structure_changing,closure,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Pia is part of Quin.
Old record: Quin points to Copper.
Updated record: Quin points to Silver, not Copper.
Question: Which label is associated with Pia: Copper or Silver?
Answer with exactly one word:",discovery
g022_closure_override,22,5,2,closure_override,structure_changing,closure,Copper,Silver,Gold,"You are given a rule system.
General rule: items that is part of Quin receive label Copper.
Override rule: in this case, items that is part of Quin receive label Silver.
Fact: Pia is part of Quin.
Question: Which label applies to Pia: Copper or Silver?
Answer with exactly one word:",discovery
g022_exception_override,22,5,2,exception_override,structure_changing,closure,Copper,Silver,Gold,"You are given a rule system.
General rule: items connected to Quin use label Copper.
Exception: Pia is a special case and uses label Silver.
Fact: Pia is connected to Quin.
Question: Which label applies to Pia: Copper or Silver?
Answer with exactly one word:",discovery
g023_clean,23,5,3,clean,clean,stable,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Pia is grouped under Quin.
Fact 2: Quin has label Gold.
Question: Which label is associated with Pia: Gold or Iron?
Answer with exactly one word:",discovery
g023_rename,23,5,3,rename,relation_preserving,stable,Gold,Iron,Red,"Consider a tiny mapping network.
Link one: Pia is grouped under Quin.
Link two: Quin has label Gold.
Choose the label reached from Pia: Gold or Iron.
One word answer:",discovery
g023_permuted,23,5,3,permuted,relation_preserving,stable,Gold,Iron,Red,"You are given a small relation graph.
Fact 2: Quin has label Gold.
Fact 1: Pia is grouped under Quin.
Question: Which label is associated with Pia: Gold or Iron?
Answer with exactly one word:",discovery
g023_redundant,23,5,3,redundant,relation_preserving,stable,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Pia is grouped under Quin.
Fact 2: Quin has label Gold.
Repeated confirmation: Pia still goes through Quin.
Repeated confirmation: Quin still points to Gold.
Question: Which label is associated with Pia: Gold or Iron?
Answer with exactly one word:",discovery
g023_irrelevant,23,5,3,irrelevant,relation_preserving,stable,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Pia is grouped under Quin.
Fact 2: Quin has label Gold.
Irrelevant fact: Rhea is associated with Red.
Question: Which label is associated with Pia: Gold or Iron?
Answer with exactly one word:",discovery
g023_paraphrase,23,5,3,paraphrase,relation_preserving,stable,Gold,Iron,Red,"In this example, Pia reaches Quin.
The destination connected to Quin is Gold.
Based on those two links, select the label for Pia: Gold or Iron.
Answer:",discovery
g023_weak_distractor,23,5,3,weak_distractor,structure_changing,stable_shift,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Pia is grouped under Quin.
Fact 2: Quin has label Gold.
Weak note: some unrelated source mentions Iron, but does not update the graph.
Question: Which label is associated with Pia: Gold or Iron?
Answer with exactly one word:",discovery
g023_competition_balanced,23,5,3,competition_balanced,structure_changing,competition,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Pia is grouped under Quin.
Fact 2: Quin has label Gold.
Competing fact: Pia is also associated with Iron.
Question: Which label is associated with Pia: Gold or Iron?
Answer with exactly one word:",discovery
g023_direct_conflict,23,5,3,direct_conflict,structure_changing,competition,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Pia is grouped under Quin.
Fact 2: Quin has label Gold.
Direct conflicting fact: Pia has label Iron.
Question: Which label is associated with Pia: Gold or Iron?
Answer with exactly one word:",discovery
g023_closure_update,23,5,3,closure_update,structure_changing,closure,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Pia is grouped under Quin.
Old record: Quin has label Gold.
Updated record: Quin has label Iron, not Gold.
Question: Which label is associated with Pia: Gold or Iron?
Answer with exactly one word:",discovery
g023_closure_override,23,5,3,closure_override,structure_changing,closure,Gold,Iron,Red,"You are given a rule system.
General rule: items that is grouped under Quin receive label Gold.
Override rule: in this case, items that is grouped under Quin receive label Iron.
Fact: Pia is grouped under Quin.
Question: Which label applies to Pia: Gold or Iron?
Answer with exactly one word:",discovery
g023_exception_override,23,5,3,exception_override,structure_changing,closure,Gold,Iron,Red,"You are given a rule system.
General rule: items connected to Quin use label Gold.
Exception: Pia is a special case and uses label Iron.
Fact: Pia is connected to Quin.
Question: Which label applies to Pia: Gold or Iron?
Answer with exactly one word:",discovery
g024_clean,24,6,0,clean,clean,stable,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Sola belongs to Taro.
Fact 2: Taro is located at Red.
Question: Which label is associated with Sola: Red or Blue?
Answer with exactly one word:",discovery
g024_rename,24,6,0,rename,relation_preserving,stable,Red,Blue,Green,"Consider a tiny mapping network.
Link one: Sola belongs to Taro.
Link two: Taro is located at Red.
Choose the label reached from Sola: Red or Blue.
One word answer:",discovery
g024_permuted,24,6,0,permuted,relation_preserving,stable,Red,Blue,Green,"You are given a small relation graph.
Fact 2: Taro is located at Red.
Fact 1: Sola belongs to Taro.
Question: Which label is associated with Sola: Red or Blue?
Answer with exactly one word:",discovery
