prompt_id,graph_id,entity_id,relation_id,condition,condition_class,mechanism,clean_label,conflict_label,aux_label,text,split,R_L19,dR_L19,R_L20,dR_L20,R_L21,dR_L21,R_L22,dR_L22,R_L23,dR_L23,R_L24,dR_L24,R_L25,dR_L25,DeltaU
g009_clean,9,2,1,clean,clean,stable,East,West,Copper,"You are given a small relation graph.
Fact 1: Galen is assigned to Hera.
Fact 2: Hera maps to East.
Question: Which label is associated with Galen: East or West?
Answer with exactly one word:",discovery,1.1368264,0.0,1.9754531,0.0,3.0604286,0.0,4.0092335,0.0,5.549035,0.0,7.040703,0.0,10.4219885,0.0,2.8346574
g009_rename,9,2,1,rename,relation_preserving,stable,East,West,Copper,"Consider a tiny mapping network.
Link one: Galen is assigned to Hera.
Link two: Hera maps to East.
Choose the label reached from Galen: East or West.
One word answer:",discovery,0.7230545,-0.41377187,1.9032779,-0.072175264,3.960245,0.8998163,5.1066875,1.0974541,5.9046955,0.35566044,7.6366386,0.5959358,11.102062,0.68007374,4.1993375
g009_permuted,9,2,1,permuted,relation_preserving,stable,East,West,Copper,"You are given a small relation graph.
Fact 2: Hera maps to East.
Fact 1: Galen is assigned to Hera.
Question: Which label is associated with Galen: East or West?
Answer with exactly one word:",discovery,1.2197057,0.082879305,1.7516396,-0.22381353,3.0833972,0.02296853,2.6552935,-1.35394,4.405674,-1.1433611,5.921955,-1.1187477,9.016905,-1.4050837,0.37385654
g009_redundant,9,2,1,redundant,relation_preserving,stable,East,West,Copper,"You are given a small relation graph.
Fact 1: Galen is assigned to Hera.
Fact 2: Hera maps to East.
Repeated confirmation: Galen still goes through Hera.
Repeated confirmation: Hera still points to East.
Question: Which label is associated with Galen: East or West?
Answer with exactly one word:",discovery,1.1231064,-0.013720036,1.3814943,-0.59395885,2.7521372,-0.30829144,5.301483,1.2922497,6.5963163,1.0472813,8.521315,1.4806118,11.515359,1.0933704,5.2005405
g009_irrelevant,9,2,1,irrelevant,relation_preserving,stable,East,West,Copper,"You are given a small relation graph.
Fact 1: Galen is assigned to Hera.
Fact 2: Hera maps to East.
Irrelevant fact: Ivo is associated with Copper.
Question: Which label is associated with Galen: East or West?
Answer with exactly one word:",discovery,1.4193089,0.2824825,2.1002784,0.12482524,3.3712273,0.31079865,3.5128288,-0.49640465,4.7260475,-0.82298756,6.2690163,-0.77168655,9.620869,-0.8011198,1.425746
g009_paraphrase,9,2,1,paraphrase,relation_preserving,stable,East,West,Copper,"In this example, Galen reaches Hera.
The destination connected to Hera is East.
Based on those two links, select the label for Galen: East or West.
Answer:",discovery,1.8042867,0.6674603,2.5115376,0.5360844,3.6352975,0.5748689,6.3802977,2.3710642,8.131563,2.582528,9.966318,2.9256153,13.2805805,2.858592,8.272963
g009_weak_distractor,9,2,1,weak_distractor,structure_changing,stable_shift,East,West,Copper,"You are given a small relation graph.
Fact 1: Galen is assigned to Hera.
Fact 2: Hera maps to East.
Weak note: some unrelated source mentions West, but does not update the graph.
Question: Which label is associated with Galen: East or West?
Answer with exactly one word:",discovery,0.92538404,-0.21144235,1.0627787,-0.9126744,1.98379,-1.0766386,2.791053,-1.2181804,4.4818068,-1.0672283,6.621064,-0.41963863,9.450877,-0.9711113,0.9431188
g009_competition_balanced,9,2,1,competition_balanced,structure_changing,competition,East,West,Copper,"You are given a small relation graph.
Fact 1: Galen is assigned to Hera.
Fact 2: Hera maps to East.
Competing fact: Galen is also associated with West.
Question: Which label is associated with Galen: East or West?
Answer with exactly one word:",discovery,0.9238259,-0.21300048,0.16104293,-1.8144102,1.2409742,-1.8194544,0.047713757,-3.9615197,1.9799225,-3.5691125,4.028569,-3.0121336,6.375759,-4.0462294,-4.5436296
g009_direct_conflict,9,2,1,direct_conflict,structure_changing,competition,East,West,Copper,"You are given a small relation graph.
Fact 1: Galen is assigned to Hera.
Fact 2: Hera maps to East.
Direct conflicting fact: Galen maps to West.
Question: Which label is associated with Galen: East or West?
Answer with exactly one word:",discovery,0.6764673,-0.4603591,0.14651358,-1.8289396,0.93650734,-2.1239214,-0.8623419,-4.8715754,0.4614401,-5.087595,2.283224,-4.7574787,4.787754,-5.6342344,-7.4948063
g009_closure_update,9,2,1,closure_update,structure_changing,closure,East,West,Copper,"You are given a small relation graph.
Fact 1: Galen is assigned to Hera.
Old record: Hera maps to East.
Updated record: Hera maps to West, not East.
Question: Which label is associated with Galen: East or West?
Answer with exactly one word:",discovery,0.6149678,-0.5218586,0.13890564,-1.8365475,0.17955041,-2.8808782,-1.6730504,-5.682284,-0.8116627,-6.3606977,0.5410862,-6.4996166,3.3067951,-7.1151934,-10.270076
g009_closure_override,9,2,1,closure_override,structure_changing,closure,East,West,Copper,"You are given a rule system.
General rule: items that is assigned to Hera receive label East.
Override rule: in this case, items that is assigned to Hera receive label West.
Fact: Galen is assigned to Hera.
Question: Which label applies to Galen: East or West?
Answer with exactly one word:",discovery,0.7555064,-0.38132,0.079648316,-1.8958049,0.8234136,-2.237015,0.22280598,-3.7864275,0.72508,-4.823955,2.2803068,-4.760396,4.8768396,-5.545149,-6.914028
g009_exception_override,9,2,1,exception_override,structure_changing,closure,East,West,Copper,"You are given a rule system.
General rule: items connected to Hera use label East.
Exception: Galen is a special case and uses label West.
Fact: Galen is connected to Hera.
Question: Which label applies to Galen: East or West?
Answer with exactly one word:",discovery,0.6634629,-0.47336352,0.2807845,-1.6946687,1.4911932,-1.5692354,1.2051594,-2.804074,1.0263438,-4.5226912,2.6619244,-4.3787785,5.0026875,-5.419301,-6.0251064
g010_clean,10,2,2,clean,clean,stable,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Galen is part of Hera.
Fact 2: Hera points to Copper.
Question: Which label is associated with Galen: Copper or Silver?
Answer with exactly one word:",discovery,-0.6314597,0.0,-0.26374173,0.0,0.54663783,0.0,-1.8945093,0.0,-1.765423,0.0,-0.87993956,0.0,-4.62698,0.0,2.8346574
g010_rename,10,2,2,rename,relation_preserving,stable,Copper,Silver,Gold,"Consider a tiny mapping network.
Link one: Galen is part of Hera.
Link two: Hera points to Copper.
Choose the label reached from Galen: Copper or Silver.
One word answer:",discovery,-1.2354317,-0.60397196,-0.7233135,-0.45957178,-0.86382365,-1.4104614,-0.99312013,0.9013892,-0.70632887,1.0590942,-1.2030039,-0.32306433,-2.6461349,1.980845,4.3442802
g010_permuted,10,2,2,permuted,relation_preserving,stable,Copper,Silver,Gold,"You are given a small relation graph.
Fact 2: Hera points to Copper.
Fact 1: Galen is part of Hera.
Question: Which label is associated with Galen: Copper or Silver?
Answer with exactly one word:",discovery,-0.6915891,-0.060129404,-0.066017985,0.19772375,0.2737105,-0.27292734,-3.208107,-1.3135977,-3.5657568,-1.8003337,-2.4638033,-1.5838637,-5.6209507,-0.9939709,0.0060863495
g010_redundant,10,2,2,redundant,relation_preserving,stable,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Galen is part of Hera.
Fact 2: Hera points to Copper.
Repeated confirmation: Galen still goes through Hera.
Repeated confirmation: Hera still points to Copper.
Question: Which label is associated with Galen: Copper or Silver?
Answer with exactly one word:",discovery,-0.85789335,-0.22643363,-0.23819602,0.025545716,0.029768944,-0.5168689,-1.1507046,0.7438047,-0.87080455,0.8946185,0.061062813,0.94100237,-3.7927287,0.83425117,4.4828043
g010_irrelevant,10,2,2,irrelevant,relation_preserving,stable,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Galen is part of Hera.
Fact 2: Hera points to Copper.
Irrelevant fact: Ivo is associated with Gold.
Question: Which label is associated with Galen: Copper or Silver?
Answer with exactly one word:",discovery,-1.2414448,-0.6099851,-0.8470754,-0.5833337,0.7219081,0.17527026,-2.6344538,-0.73994446,-2.1968107,-0.43138766,-2.7979574,-1.9180179,-5.8154097,-1.1884298,0.57684374
g010_paraphrase,10,2,2,paraphrase,relation_preserving,stable,Copper,Silver,Gold,"In this example, Galen reaches Hera.
The destination connected to Hera is Copper.
Based on those two links, select the label for Galen: Copper or Silver.
Answer:",discovery,-3.2999103,-2.6684506,-2.9411004,-2.6773586,-2.1967916,-2.7434294,-0.7846875,1.1098218,1.2865144,3.0519376,3.9225364,4.802476,0.5183308,5.1453104,9.697217
g010_weak_distractor,10,2,2,weak_distractor,structure_changing,stable_shift,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Galen is part of Hera.
Fact 2: Hera points to Copper.
Weak note: some unrelated source mentions Silver, but does not update the graph.
Question: Which label is associated with Galen: Copper or Silver?
Answer with exactly one word:",discovery,-0.88877356,-0.25731385,-0.461784,-0.19804227,0.6854651,0.13882726,-1.8467158,0.047793508,-2.2457383,-0.4803152,-2.5256572,-1.6457176,-4.9724464,-0.3454666,1.4759427
g010_competition_balanced,10,2,2,competition_balanced,structure_changing,competition,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Galen is part of Hera.
Fact 2: Hera points to Copper.
Competing fact: Galen is also associated with Silver.
Question: Which label is associated with Galen: Copper or Silver?
Answer with exactly one word:",discovery,-1.4225852,-0.79112554,-0.63874364,-0.3750019,0.072897434,-0.4737404,-4.643948,-2.7494388,-5.613925,-3.848502,-5.968727,-5.0887876,-7.822065,-3.195085,-4.7847176
g010_direct_conflict,10,2,2,direct_conflict,structure_changing,competition,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Galen is part of Hera.
Fact 2: Hera points to Copper.
Direct conflicting fact: Galen points to Silver.
Question: Which label is associated with Galen: Copper or Silver?
Answer with exactly one word:",discovery,-1.5418304,-0.9103707,-1.0690742,-0.8053324,-0.013473749,-0.5601116,-4.8518214,-2.957312,-6.3578568,-4.592434,-6.3772116,-5.497272,-8.167673,-3.5406933,-5.6784124
g010_closure_update,10,2,2,closure_update,structure_changing,closure,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Galen is part of Hera.
Old record: Hera points to Copper.
Updated record: Hera points to Silver, not Copper.
Question: Which label is associated with Galen: Copper or Silver?
Answer with exactly one word:",discovery,-1.4329575,-0.8014978,-1.0566057,-0.79286397,-0.2567656,-0.80340344,-5.412851,-3.5183415,-6.062959,-4.297536,-6.99804,-6.1181006,-9.030302,-4.403322,-6.5760202
g010_closure_override,10,2,2,closure_override,structure_changing,closure,Copper,Silver,Gold,"You are given a rule system.
General rule: items that is part of Hera receive label Copper.
Override rule: in this case, items that is part of Hera receive label Silver.
Fact: Galen is part of Hera.
Question: Which label applies to Galen: Copper or Silver?
Answer with exactly one word:",discovery,-0.68695617,-0.055496454,-0.616681,-0.35293925,-0.11257088,-0.6592087,-5.096428,-3.2019186,-7.6636987,-5.8982754,-8.7598505,-7.879911,-10.4710045,-5.8440247,-8.935467
g010_exception_override,10,2,2,exception_override,structure_changing,closure,Copper,Silver,Gold,"You are given a rule system.
General rule: items connected to Hera use label Copper.
Exception: Galen is a special case and uses label Silver.
Fact: Galen is connected to Hera.
Question: Which label applies to Galen: Copper or Silver?
Answer with exactly one word:",discovery,-0.89588976,-0.26443005,-0.6585158,-0.39477408,-0.39795673,-0.94459456,-5.241206,-3.3466969,-7.471965,-5.706542,-7.6593647,-6.779425,-9.466921,-4.839941,-7.7768145
g011_clean,11,2,3,clean,clean,stable,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Galen is grouped under Hera.
Fact 2: Hera has label Gold.
Question: Which label is associated with Galen: Gold or Iron?
Answer with exactly one word:",discovery,3.0844355,0.0,2.098914,0.0,-0.30629754,0.0,-0.7353859,0.0,-0.8002162,0.0,-0.4572475,0.0,-0.5601845,0.0,2.8346574
g011_rename,11,2,3,rename,relation_preserving,stable,Gold,Iron,Red,"Consider a tiny mapping network.
Link one: Galen is grouped under Hera.
Link two: Hera has label Gold.
Choose the label reached from Galen: Gold or Iron.
One word answer:",discovery,2.8330975,-0.251338,3.392729,1.2938151,1.2805688,1.5868664,3.1716723,3.9070582,2.5406222,3.3408384,3.3277154,3.784963,2.4731069,3.0332913,9.957161
g011_permuted,11,2,3,permuted,relation_preserving,stable,Gold,Iron,Red,"You are given a small relation graph.
Fact 2: Hera has label Gold.
Fact 1: Galen is grouped under Hera.
Question: Which label is associated with Galen: Gold or Iron?
Answer with exactly one word:",discovery,3.4385228,0.35408735,2.5835438,0.48462987,-0.30940807,-0.003110528,-1.1279986,-0.3926127,-0.49625468,0.30396152,-0.75861406,-0.30136657,-0.5398989,0.020285606,2.6996455
g011_redundant,11,2,3,redundant,relation_preserving,stable,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Galen is grouped under Hera.
Fact 2: Hera has label Gold.
Repeated confirmation: Galen still goes through Hera.
Repeated confirmation: Hera still points to Gold.
Question: Which label is associated with Galen: Gold or Iron?
Answer with exactly one word:",discovery,2.9769974,-0.10743809,2.191472,0.092558146,-0.16348612,0.14281142,0.14448833,0.8798742,-0.046106935,0.75410926,0.2722354,0.7294829,0.8478236,1.4080081,4.7017593
g011_irrelevant,11,2,3,irrelevant,relation_preserving,stable,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Galen is grouped under Hera.
Fact 2: Hera has label Gold.
Irrelevant fact: Ivo is associated with Red.
Question: Which label is associated with Galen: Gold or Iron?
Answer with exactly one word:",discovery,3.724642,0.6402066,2.1555057,0.05659175,-0.15362394,0.1526736,-0.97870344,-0.24331754,-1.6824765,-0.8822603,-0.8119459,-0.35469842,-1.0390139,-0.47882938,1.8912134
g011_paraphrase,11,2,3,paraphrase,relation_preserving,stable,Gold,Iron,Red,"In this example, Galen reaches Hera.
The destination connected to Hera is Gold.
Based on those two links, select the label for Galen: Gold or Iron.
Answer:",discovery,4.1847386,1.1003032,4.5596,2.460686,3.85039,4.1566877,6.9415903,7.676976,6.7141476,7.514364,8.302281,8.759529,6.533637,7.0938215,18.756819
g011_weak_distractor,11,2,3,weak_distractor,structure_changing,stable_shift,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Galen is grouped under Hera.
Fact 2: Hera has label Gold.
Weak note: some unrelated source mentions Iron, but does not update the graph.
Question: Which label is associated with Galen: Gold or Iron?
Answer with exactly one word:",discovery,3.4154398,0.33100438,2.3057432,0.20682931,0.39871144,0.705009,0.054908037,0.79029393,-1.2220252,-0.42180896,-1.0744176,-0.6171701,0.23114991,0.7913344,3.0623317
g011_competition_balanced,11,2,3,competition_balanced,structure_changing,competition,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Galen is grouped under Hera.
Fact 2: Hera has label Gold.
Competing fact: Galen is also associated with Iron.
Question: Which label is associated with Galen: Gold or Iron?
Answer with exactly one word:",discovery,3.3972337,0.31279826,2.197256,0.09834218,-0.3462634,-0.039965868,-3.293045,-2.5576591,-4.449722,-3.6495056,-4.1895943,-3.7323468,-2.692441,-2.1322565,-3.189079
g011_direct_conflict,11,2,3,direct_conflict,structure_changing,competition,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Galen is grouped under Hera.
Fact 2: Hera has label Gold.
Direct conflicting fact: Galen has label Iron.
Question: Which label is associated with Galen: Gold or Iron?
Answer with exactly one word:",discovery,3.3873765,0.30294108,1.8061674,-0.29274654,-0.6834197,-0.37712216,-3.6030846,-2.8676987,-5.924273,-5.124057,-5.35068,-4.8934326,-4.247137,-3.6869526,-5.549014
g011_closure_update,11,2,3,closure_update,structure_changing,closure,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Galen is grouped under Hera.
Old record: Hera has label Gold.
Updated record: Hera has label Iron, not Gold.
Question: Which label is associated with Galen: Gold or Iron?
Answer with exactly one word:",discovery,2.9533193,-0.13111615,1.7197218,-0.3791921,-0.67696,-0.37066245,-3.9369712,-3.2015853,-5.0148025,-4.2145863,-7.4294057,-6.9721584,-5.7451334,-5.184949,-7.2315845
g011_closure_override,11,2,3,closure_override,structure_changing,closure,Gold,Iron,Red,"You are given a rule system.
General rule: items that is grouped under Hera receive label Gold.
Override rule: in this case, items that is grouped under Hera receive label Iron.
Fact: Galen is grouped under Hera.
Question: Which label applies to Galen: Gold or Iron?
Answer with exactly one word:",discovery,3.645817,0.5613816,2.641042,0.5421281,-0.08593464,0.2203629,-3.5934277,-2.8580418,-5.0564036,-4.2561874,-8.415243,-7.9579954,-7.047898,-6.4877133,-8.230493
g011_exception_override,11,2,3,exception_override,structure_changing,closure,Gold,Iron,Red,"You are given a rule system.
General rule: items connected to Hera use label Gold.
Exception: Galen is a special case and uses label Iron.
Fact: Galen is connected to Hera.
Question: Which label applies to Galen: Gold or Iron?
Answer with exactly one word:",discovery,3.5402946,0.45585918,3.079836,0.980922,0.6518456,0.9581431,-2.5816236,-1.8462377,-4.94149,-4.141274,-6.9803476,-6.5231,-5.2790084,-4.718824,-5.9469566
g012_clean,12,3,0,clean,clean,stable,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Juno belongs to Kira.
Fact 2: Kira is located at Red.
Question: Which label is associated with Juno: Red or Blue?
Answer with exactly one word:",discovery,1.1891155,0.0,1.5268171,0.0,1.9371498,0.0,3.897706,0.0,3.4144487,0.0,2.6329803,0.0,7.026888,0.0,2.8346574
g012_rename,12,3,0,rename,relation_preserving,stable,Red,Blue,Green,"Consider a tiny mapping network.
Link one: Juno belongs to Kira.
Link two: Kira is located at Red.
Choose the label reached from Juno: Red or Blue.
One word answer:",discovery,1.0436285,-0.14548707,2.0324955,0.5056784,2.143808,0.20665812,4.6277385,0.73003244,5.298832,1.8843832,5.5473294,2.914349,9.015295,1.9884071,6.797635
g012_permuted,12,3,0,permuted,relation_preserving,stable,Red,Blue,Green,"You are given a small relation graph.
Fact 2: Kira is located at Red.
Fact 1: Juno belongs to Kira.
Question: Which label is associated with Juno: Red or Blue?
Answer with exactly one word:",discovery,1.2599158,0.070800304,1.2794456,-0.24737144,1.4041429,-0.5330069,1.199882,-2.697824,1.35573,-2.0587187,0.8707323,-1.762248,5.5912867,-1.4356012,-1.037998
g012_redundant,12,3,0,redundant,relation_preserving,stable,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Juno belongs to Kira.
Fact 2: Kira is located at Red.
Repeated confirmation: Juno still goes through Kira.
Repeated confirmation: Kira still points to Red.
Question: Which label is associated with Juno: Red or Blue?
Answer with exactly one word:",discovery,0.9269466,-0.26216894,0.83335143,-0.69346565,2.0683255,0.13117576,4.0442963,0.14659023,3.7538657,0.33941698,3.2605066,0.6275263,7.1705494,0.1436615,3.4587045
g012_irrelevant,12,3,0,irrelevant,relation_preserving,stable,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Juno belongs to Kira.
Fact 2: Kira is located at Red.
Irrelevant fact: Lio is associated with Green.
Question: Which label is associated with Juno: Red or Blue?
Answer with exactly one word:",discovery,1.24986,0.060744524,1.5869842,0.060167074,1.900774,-0.03637576,3.3090072,-0.58869886,3.1302323,-0.2842164,1.5864677,-1.0465126,5.866432,-1.1604557,1.2668042
g012_paraphrase,12,3,0,paraphrase,relation_preserving,stable,Red,Blue,Green,"In this example, Juno reaches Kira.
The destination connected to Kira is Red.
Based on those two links, select the label for Juno: Red or Blue.
Answer:",discovery,2.956984,1.7678685,3.2811236,1.7543066,3.5403337,1.603184,6.60495,2.707244,7.229839,3.81539,6.3781,3.7451196,9.952671,2.9257832,9.707489
g012_weak_distractor,12,3,0,weak_distractor,structure_changing,stable_shift,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Juno belongs to Kira.
Fact 2: Kira is located at Red.
Weak note: some unrelated source mentions Blue, but does not update the graph.
Question: Which label is associated with Juno: Red or Blue?
Answer with exactly one word:",discovery,1.411133,0.22201753,1.6615863,0.1347692,2.1210775,0.18392777,3.2122867,-0.6854193,2.582849,-0.8315997,2.825387,0.19240665,7.394866,0.3679781,2.4945261
g012_competition_balanced,12,3,0,competition_balanced,structure_changing,competition,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Juno belongs to Kira.
Fact 2: Kira is located at Red.
Competing fact: Juno is also associated with Blue.
Question: Which label is associated with Juno: Red or Blue?
Answer with exactly one word:",discovery,1.5468779,0.35776234,1.2711353,-0.25568175,1.7083856,-0.22876418,-0.37440276,-4.272109,-1.1402245,-4.554673,-0.97111034,-3.6040907,3.4245415,-3.6023464,-5.005576
g012_direct_conflict,12,3,0,direct_conflict,structure_changing,competition,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Juno belongs to Kira.
Fact 2: Kira is located at Red.
Direct conflicting fact: Juno is located at Blue.
Question: Which label is associated with Juno: Red or Blue?
Answer with exactly one word:",discovery,1.679708,0.49059248,1.711873,0.18505597,2.1226416,0.1854918,0.025171041,-3.872535,-1.6407952,-5.055244,-0.64976597,-3.2827463,4.19143,-2.8354578,-4.4450073
g012_closure_update,12,3,0,closure_update,structure_changing,closure,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Juno belongs to Kira.
Old record: Kira is located at Red.
Updated record: Kira is located at Blue, not Red.
Question: Which label is associated with Juno: Red or Blue?
Answer with exactly one word:",discovery,1.8886831,0.69956756,1.4673707,-0.059446335,1.7975895,-0.13956022,-0.81193733,-4.7096434,-1.555891,-4.97034,-2.2704372,-4.9034176,2.2225256,-4.8043623,-6.7220697
g012_closure_override,12,3,0,closure_override,structure_changing,closure,Red,Blue,Green,"You are given a rule system.
General rule: items that belongs to Kira receive label Red.
Override rule: in this case, items that belongs to Kira receive label Blue.
Fact: Juno belongs to Kira.
Question: Which label applies to Juno: Red or Blue?
Answer with exactly one word:",discovery,1.8509349,0.66181934,1.2787464,-0.24807072,1.5387875,-0.39836228,-1.4232779,-5.320984,-2.6376815,-6.05213,-4.319476,-6.9524565,-0.18716049,-7.2140484,-9.944365
g012_exception_override,12,3,0,exception_override,structure_changing,closure,Red,Blue,Green,"You are given a rule system.
General rule: items connected to Kira use label Red.
Exception: Juno is a special case and uses label Blue.
Fact: Juno is connected to Kira.
Question: Which label applies to Juno: Red or Blue?
Answer with exactly one word:",discovery,2.0067198,0.8176043,1.8624487,0.3356316,2.1812942,0.24414444,-0.47976398,-4.37747,-2.4079618,-5.8224106,-2.767784,-5.4007645,0.68444824,-6.3424397,-8.013443
g013_clean,13,3,1,clean,clean,stable,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Juno is assigned to Kira.
Fact 2: Kira maps to Green.
Question: Which label is associated with Juno: Green or Yellow?
Answer with exactly one word:",discovery,-0.94998753,0.0,-0.5181274,0.0,0.4262904,0.0,1.8230191,0.0,3.9040432,0.0,4.4041233,0.0,5.6475425,0.0,2.8346574
g013_rename,13,3,1,rename,relation_preserving,stable,Green,Yellow,North,"Consider a tiny mapping network.
Link one: Juno is assigned to Kira.
Link two: Kira maps to Green.
Choose the label reached from Juno: Green or Yellow.
One word answer:",discovery,0.2657473,1.2157348,0.44661623,0.9647436,1.707782,1.2814916,3.4024477,1.5794286,5.6612983,1.7572551,7.254964,2.8508406,7.8618217,2.2142792,7.296773
g013_permuted,13,3,1,permuted,relation_preserving,stable,Green,Yellow,North,"You are given a small relation graph.
Fact 2: Kira maps to Green.
Fact 1: Juno is assigned to Kira.
Question: Which label is associated with Juno: Green or Yellow?
Answer with exactly one word:",discovery,-1.2475657,-0.29757822,-0.7868726,-0.26874524,0.034000874,-0.39228952,0.9183402,-0.90467894,3.3783624,-0.5256808,3.9846535,-0.41946983,5.082369,-0.5651736,1.6363816
g013_redundant,13,3,1,redundant,relation_preserving,stable,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Juno is assigned to Kira.
Fact 2: Kira maps to Green.
Repeated confirmation: Juno still goes through Kira.
Repeated confirmation: Kira still points to Green.
Question: Which label is associated with Juno: Green or Yellow?
Answer with exactly one word:",discovery,-0.9475075,0.00248003,-0.65786695,-0.13973957,0.12878323,-0.29750717,2.2514176,0.4283985,4.343397,0.43935394,4.65433,0.25020647,5.904398,0.2568555,3.4548461
g013_irrelevant,13,3,1,irrelevant,relation_preserving,stable,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Juno is assigned to Kira.
Fact 2: Kira maps to Green.
Irrelevant fact: Lio is associated with North.
Question: Which label is associated with Juno: Green or Yellow?
Answer with exactly one word:",discovery,-0.9103446,0.03964293,-0.5996544,-0.081526995,0.012210131,-0.41408026,0.5707083,-1.2523109,3.0017762,-0.902267,3.352995,-1.0511284,4.5131655,-1.134377,0.67570186
g013_paraphrase,13,3,1,paraphrase,relation_preserving,stable,Green,Yellow,North,"In this example, Juno reaches Kira.
The destination connected to Kira is Green.
Based on those two links, select the label for Juno: Green or Yellow.
Answer:",discovery,-0.08010751,0.86988,-0.15284908,0.3652783,0.2351489,-0.19114149,2.665019,0.8419999,5.4372253,1.5331821,7.0256815,2.6215582,6.8729568,1.2254143,6.0848618
g013_weak_distractor,13,3,1,weak_distractor,structure_changing,stable_shift,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Juno is assigned to Kira.
Fact 2: Kira maps to Green.
Weak note: some unrelated source mentions Yellow, but does not update the graph.
Question: Which label is associated with Juno: Green or Yellow?
Answer with exactly one word:",discovery,-1.1443214,-0.19433391,-1.0180933,-0.49996597,0.005380571,-0.42090982,0.6530266,-1.1699926,3.1917365,-0.71230674,3.472023,-0.9321003,5.893197,0.24565458,1.5375499
g013_competition_balanced,13,3,1,competition_balanced,structure_changing,competition,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Juno is assigned to Kira.
Fact 2: Kira maps to Green.
Competing fact: Juno is also associated with Yellow.
Question: Which label is associated with Juno: Green or Yellow?
Answer with exactly one word:",discovery,-1.3278391,-0.3778516,-1.3566623,-0.8385349,-0.31116593,-0.7374563,-1.4719344,-3.2949536,1.0222445,-2.8817987,1.1527448,-3.2513785,3.0662417,-2.5813007,-3.1885636
g013_direct_conflict,13,3,1,direct_conflict,structure_changing,competition,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Juno is assigned to Kira.
Fact 2: Kira maps to Green.
Direct conflicting fact: Juno maps to Yellow.
Question: Which label is associated with Juno: Green or Yellow?
Answer with exactly one word:",discovery,-1.1863385,-0.23635101,-1.525918,-1.0077906,-0.48770416,-0.91399455,-1.8648902,-3.6879094,-0.08458328,-3.9886265,-0.15743017,-4.5615535,2.1566768,-3.4908657,-5.131358
g013_closure_update,13,3,1,closure_update,structure_changing,closure,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Juno is assigned to Kira.
Old record: Kira maps to Green.
Updated record: Kira maps to Yellow, not Green.
Question: Which label is associated with Juno: Green or Yellow?
Answer with exactly one word:",discovery,-1.2109463,-0.2609588,-1.9622405,-1.444113,-0.7984281,-1.2247186,-1.452698,-3.2757173,0.15996242,-3.7440808,-0.7885604,-5.1926837,0.5506573,-5.096885,-6.0949144
g013_closure_override,13,3,1,closure_override,structure_changing,closure,Green,Yellow,North,"You are given a rule system.
General rule: items that is assigned to Kira receive label Green.
Override rule: in this case, items that is assigned to Kira receive label Yellow.
Fact: Juno is assigned to Kira.
Question: Which label applies to Juno: Green or Yellow?
Answer with exactly one word:",discovery,-1.1910444,-0.24105692,-1.3604732,-0.8423458,-0.31082118,-0.73711157,-0.80066705,-2.6236863,0.6240792,-3.279964,-0.21691322,-4.6210365,1.7787094,-3.868833,-4.5736055
g013_exception_override,13,3,1,exception_override,structure_changing,closure,Green,Yellow,North,"You are given a rule system.
General rule: items connected to Kira use label Green.
Exception: Juno is a special case and uses label Yellow.
Fact: Juno is connected to Kira.
Question: Which label applies to Juno: Green or Yellow?
Answer with exactly one word:",discovery,-1.0199645,-0.069976926,-1.0624603,-0.5443329,-0.51239276,-0.93868315,-0.6928315,-2.5158505,0.7840433,-3.12,1.7958784,-2.608245,2.9385176,-2.709025,-2.6811807
