prompt_id,graph_id,entity_id,relation_id,condition,condition_class,mechanism,clean_label,conflict_label,aux_label,text,split,R_L18,dR_L18,R_L19,dR_L19,R_L20,dR_L20,R_L21,dR_L21,R_L22,dR_L22,R_L23,dR_L23,DeltaU
g008_exception_override,8,2,0,exception_override,structure_changing,closure,North,South,East,"You are given a rule system.
General rule: items connected to Hera use label North.
Exception: Galen is a special case and uses label South.
Fact: Galen is connected to Hera.
Question: Which label applies to Galen: North or South?
Answer with exactly one word:",discovery,-5.6609554,-16.794144,-13.616692,-19.401249,-8.015301,-26.429733,-3.663971,-26.908009,-6.1869965,-23.367882,-8.951996,-24.49871,-43.440575
g009_clean,9,2,1,clean,clean,stable,East,West,Copper,"You are given a small relation graph.
Fact 1: Galen is assigned to Hera.
Fact 2: Hera maps to East.
Question: Which label is associated with Galen: East or West?
Answer with exactly one word:",discovery,14.821322,0.0,7.6878567,0.0,9.478909,0.0,11.511768,0.0,7.7384186,0.0,-3.7180023,0.0,12.397655
g009_rename,9,2,1,rename,relation_preserving,stable,East,West,Copper,"Consider a tiny mapping network.
Link one: Galen is assigned to Hera.
Link two: Hera maps to East.
Choose the label reached from Galen: East or West.
One word answer:",discovery,10.620106,-4.2012167,10.257637,2.5697803,14.951992,5.4730835,17.07214,5.5603714,19.607285,11.868866,9.642456,13.360458,29.658516
g009_permuted,9,2,1,permuted,relation_preserving,stable,East,West,Copper,"You are given a small relation graph.
Fact 2: Hera maps to East.
Fact 1: Galen is assigned to Hera.
Question: Which label is associated with Galen: East or West?
Answer with exactly one word:",discovery,15.032872,0.21154976,2.177185,-5.5106716,5.892502,-3.5864067,7.9176674,-3.594101,6.5877533,-1.1506653,-3.3725586,0.34544373,7.3484955
g009_redundant,9,2,1,redundant,relation_preserving,stable,East,West,Copper,"You are given a small relation graph.
Fact 1: Galen is assigned to Hera.
Fact 2: Hera maps to East.
Repeated confirmation: Galen still goes through Hera.
Repeated confirmation: Hera still points to East.
Question: Which label is associated with Galen: East or West?
Answer with exactly one word:",discovery,14.517707,-0.30361557,6.8288574,-0.85899925,9.317249,-0.16165924,10.174591,-1.3371773,6.340149,-1.3982697,-2.4346619,1.2833405,11.400359
g009_irrelevant,9,2,1,irrelevant,relation_preserving,stable,East,West,Copper,"You are given a small relation graph.
Fact 1: Galen is assigned to Hera.
Fact 2: Hera maps to East.
Irrelevant fact: Ivo is associated with Copper.
Question: Which label is associated with Galen: East or West?
Answer with exactly one word:",discovery,17.554474,2.7331514,11.838457,4.1506004,17.865448,8.386539,19.942163,8.430395,23.442924,15.704506,13.24279,16.960793,37.80967
g009_paraphrase,9,2,1,paraphrase,relation_preserving,stable,East,West,Copper,"In this example, Galen reaches Hera.
The destination connected to Hera is East.
Based on those two links, select the label for Galen: East or West.
Answer:",discovery,11.560598,-3.260724,6.8224907,-0.865366,14.933605,5.4546967,13.131393,1.6196251,12.621117,4.882698,2.1706314,5.8886337,19.77139
g009_weak_distractor,9,2,1,weak_distractor,structure_changing,stable_shift,East,West,Copper,"You are given a small relation graph.
Fact 1: Galen is assigned to Hera.
Fact 2: Hera maps to East.
Weak note: some unrelated source mentions West, but does not update the graph.
Question: Which label is associated with Galen: East or West?
Answer with exactly one word:",discovery,16.832424,2.0111017,13.545614,5.8577576,20.076157,10.597248,21.02435,9.512581,26.246155,18.507736,16.650063,20.368065,42.723892
g009_competition_balanced,9,2,1,competition_balanced,structure_changing,competition,East,West,Copper,"You are given a small relation graph.
Fact 1: Galen is assigned to Hera.
Fact 2: Hera maps to East.
Competing fact: Galen is also associated with West.
Question: Which label is associated with Galen: East or West?
Answer with exactly one word:",discovery,12.864033,-1.9572897,7.6417484,-0.046108246,9.307442,-0.17146683,10.360933,-1.150835,11.286362,3.547943,1.5372086,5.255211,15.955904
g009_direct_conflict,9,2,1,direct_conflict,structure_changing,competition,East,West,Copper,"You are given a small relation graph.
Fact 1: Galen is assigned to Hera.
Fact 2: Hera maps to East.
Direct conflicting fact: Galen maps to West.
Question: Which label is associated with Galen: East or West?
Answer with exactly one word:",discovery,11.957632,-2.8636904,5.3423767,-2.34548,5.234726,-4.2441826,5.8400383,-5.67173,1.7489395,-5.989479,-8.831932,-5.1139297,1.3727589
g009_closure_update,9,2,1,closure_update,structure_changing,closure,East,West,Copper,"You are given a small relation graph.
Fact 1: Galen is assigned to Hera.
Old record: Hera maps to East.
Updated record: Hera maps to West, not East.
Question: Which label is associated with Galen: East or West?
Answer with exactly one word:",discovery,10.01647,-4.8048525,-1.0720863,-8.759943,2.1215668,-7.357342,3.0103683,-8.5014,3.5880737,-4.150345,-6.3781586,-2.6601562,-1.340498
g009_closure_override,9,2,1,closure_override,structure_changing,closure,East,West,Copper,"You are given a rule system.
General rule: items that is assigned to Hera receive label East.
Override rule: in this case, items that is assigned to Hera receive label West.
Fact: Galen is assigned to Hera.
Question: Which label applies to Galen: East or West?
Answer with exactly one word:",discovery,-2.3101397,-17.131462,-14.108509,-21.796366,-22.685263,-32.16417,-22.546463,-34.05823,-33.089775,-40.828194,-46.54242,-42.824417,-67.774345
g009_exception_override,9,2,1,exception_override,structure_changing,closure,East,West,Copper,"You are given a rule system.
General rule: items connected to Hera use label East.
Exception: Galen is a special case and uses label West.
Fact: Galen is connected to Hera.
Question: Which label applies to Galen: East or West?
Answer with exactly one word:",discovery,2.3272753,-12.494047,-8.537781,-16.225637,-13.1264305,-22.60534,-12.924267,-24.436035,-20.277481,-28.0159,-33.51889,-29.800888,-44.040607
g010_clean,10,2,2,clean,clean,stable,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Galen is part of Hera.
Fact 2: Hera points to Copper.
Question: Which label is associated with Galen: Copper or Silver?
Answer with exactly one word:",discovery,1.2420886,0.0,-0.6033344,0.0,-12.909,0.0,-18.280169,0.0,-9.62636,0.0,-41.32653,0.0,12.397655
g010_rename,10,2,2,rename,relation_preserving,stable,Copper,Silver,Gold,"Consider a tiny mapping network.
Link one: Galen is part of Hera.
Link two: Hera points to Copper.
Choose the label reached from Galen: Copper or Silver.
One word answer:",discovery,13.77026,12.528172,20.120266,20.7236,20.889532,33.79853,16.39214,34.67231,30.11076,39.73712,-10.659079,30.667452,85.32706
g010_permuted,10,2,2,permuted,relation_preserving,stable,Copper,Silver,Gold,"You are given a small relation graph.
Fact 2: Hera points to Copper.
Fact 1: Galen is part of Hera.
Question: Which label is associated with Galen: Copper or Silver?
Answer with exactly one word:",discovery,0.22900248,-1.0130861,-3.102746,-2.4994116,-15.425742,-2.5167418,-21.184849,-2.9046803,-11.154846,-1.5284863,-44.57105,-3.2445183,6.75138
g010_redundant,10,2,2,redundant,relation_preserving,stable,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Galen is part of Hera.
Fact 2: Hera points to Copper.
Repeated confirmation: Galen still goes through Hera.
Repeated confirmation: Hera still points to Copper.
Question: Which label is associated with Galen: Copper or Silver?
Answer with exactly one word:",discovery,-0.7597916,-2.0018802,-1.9454298,-1.3420954,-13.414421,-0.5054207,-19.595911,-1.3157425,-13.3839035,-3.7575436,-42.25467,-0.92813873,8.391516
g010_irrelevant,10,2,2,irrelevant,relation_preserving,stable,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Galen is part of Hera.
Fact 2: Hera points to Copper.
Irrelevant fact: Ivo is associated with Gold.
Question: Which label is associated with Galen: Copper or Silver?
Answer with exactly one word:",discovery,8.500458,7.2583694,12.86839,13.4717245,3.1179981,16.026999,-4.311718,13.968451,10.954193,20.580553,-27.34954,13.97699,48.126804
g010_paraphrase,10,2,2,paraphrase,relation_preserving,stable,Copper,Silver,Gold,"In this example, Galen reaches Hera.
The destination connected to Hera is Copper.
Based on those two links, select the label for Galen: Copper or Silver.
Answer:",discovery,1.0217319,-0.2203567,-3.049727,-2.4463925,-6.688143,6.2208576,-12.560513,5.719656,-4.314411,5.311949,-38.706833,2.6196976,20.355234
g010_weak_distractor,10,2,2,weak_distractor,structure_changing,stable_shift,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Galen is part of Hera.
Fact 2: Hera points to Copper.
Weak note: some unrelated source mentions Silver, but does not update the graph.
Question: Which label is associated with Galen: Copper or Silver?
Answer with exactly one word:",discovery,9.2764015,8.034313,14.208451,14.811786,10.16793,23.076931,1.0950756,19.375244,17.561337,27.187696,-19.138178,22.188353,61.304554
g010_competition_balanced,10,2,2,competition_balanced,structure_changing,competition,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Galen is part of Hera.
Fact 2: Hera points to Copper.
Competing fact: Galen is also associated with Silver.
Question: Which label is associated with Galen: Copper or Silver?
Answer with exactly one word:",discovery,1.984062,0.7419734,-1.9117489,-1.3084145,-9.563735,3.3452654,-17.874804,0.405365,-3.8672829,5.759077,-37.639847,3.6866837,18.49385
g010_direct_conflict,10,2,2,direct_conflict,structure_changing,competition,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Galen is part of Hera.
Fact 2: Hera points to Copper.
Direct conflicting fact: Galen points to Silver.
Question: Which label is associated with Galen: Copper or Silver?
Answer with exactly one word:",discovery,2.1710687,0.9289801,-0.10942936,0.49390507,-5.4100046,7.498996,-13.267662,5.0125065,-2.2069683,7.4193916,-35.803143,5.523388,24.400143
g010_closure_update,10,2,2,closure_update,structure_changing,closure,Copper,Silver,Gold,"You are given a small relation graph.
Fact 1: Galen is part of Hera.
Old record: Hera points to Copper.
Updated record: Hera points to Silver, not Copper.
Question: Which label is associated with Galen: Copper or Silver?
Answer with exactly one word:",discovery,-1.2309937,-2.4730823,-12.356211,-11.752876,-9.767809,3.1411915,-17.732403,0.54776573,-5.7395897,3.8867702,-39.21438,2.112152,12.525398
g010_closure_override,10,2,2,closure_override,structure_changing,closure,Copper,Silver,Gold,"You are given a rule system.
General rule: items that is part of Hera receive label Copper.
Override rule: in this case, items that is part of Hera receive label Silver.
Fact: Galen is part of Hera.
Question: Which label applies to Galen: Copper or Silver?
Answer with exactly one word:",discovery,-17.655832,-18.89792,-32.245556,-31.642221,-45.261368,-32.352367,-49.45632,-31.176153,-58.878353,-49.25199,-82.42605,-41.099518,-73.844345
g010_exception_override,10,2,2,exception_override,structure_changing,closure,Copper,Silver,Gold,"You are given a rule system.
General rule: items connected to Hera use label Copper.
Exception: Galen is a special case and uses label Silver.
Fact: Galen is connected to Hera.
Question: Which label applies to Galen: Copper or Silver?
Answer with exactly one word:",discovery,-15.614479,-16.856567,-31.327322,-30.723988,-41.678753,-28.769753,-46.32228,-28.042112,-53.495125,-43.868767,-77.497314,-36.170784,-65.13058
g011_clean,11,2,3,clean,clean,stable,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Galen is grouped under Hera.
Fact 2: Hera has label Gold.
Question: Which label is associated with Galen: Gold or Iron?
Answer with exactly one word:",discovery,24.352816,0.0,33.734077,0.0,41.1469,0.0,53.95015,0.0,65.10248,0.0,95.3494,0.0,12.397655
g011_rename,11,2,3,rename,relation_preserving,stable,Gold,Iron,Red,"Consider a tiny mapping network.
Link one: Galen is grouped under Hera.
Link two: Hera has label Gold.
Choose the label reached from Galen: Gold or Iron.
One word answer:",discovery,29.566994,5.214178,46.038,12.303921,50.918137,9.771236,60.213913,6.2637634,69.68061,4.5781326,103.29698,7.9475784,30.445614
g011_permuted,11,2,3,permuted,relation_preserving,stable,Gold,Iron,Red,"You are given a small relation graph.
Fact 2: Hera has label Gold.
Fact 1: Galen is grouped under Hera.
Question: Which label is associated with Galen: Gold or Iron?
Answer with exactly one word:",discovery,23.639051,-0.7137642,24.505663,-9.228415,36.293674,-4.8532257,49.393738,-4.5564117,56.16765,-8.93483,89.079834,-6.2695694,-2.3678741
g011_redundant,11,2,3,redundant,relation_preserving,stable,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Galen is grouped under Hera.
Fact 2: Hera has label Gold.
Repeated confirmation: Galen still goes through Hera.
Repeated confirmation: Hera still points to Gold.
Question: Which label is associated with Galen: Gold or Iron?
Answer with exactly one word:",discovery,22.698698,-1.6541176,30.162037,-3.5720406,37.928406,-3.2184944,50.65384,-3.2963104,58.037167,-7.0653114,87.25297,-8.096436,0.4853096
g011_irrelevant,11,2,3,irrelevant,relation_preserving,stable,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Galen is grouped under Hera.
Fact 2: Hera has label Gold.
Irrelevant fact: Ivo is associated with Red.
Question: Which label is associated with Galen: Gold or Iron?
Answer with exactly one word:",discovery,28.67078,4.3179646,45.91588,12.181801,57.687565,16.540665,70.57927,16.62912,80.52483,15.422356,105.916855,10.5674515,43.894955
g011_paraphrase,11,2,3,paraphrase,relation_preserving,stable,Gold,Iron,Red,"In this example, Galen reaches Hera.
The destination connected to Hera is Gold.
Based on those two links, select the label for Galen: Gold or Iron.
Answer:",discovery,27.994312,3.6414967,28.232704,-5.5013733,38.226734,-2.920166,53.62889,-0.32125854,65.48539,0.38291168,94.068436,-1.2809677,9.594045
g011_weak_distractor,11,2,3,weak_distractor,structure_changing,stable_shift,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Galen is grouped under Hera.
Fact 2: Hera has label Gold.
Weak note: some unrelated source mentions Iron, but does not update the graph.
Question: Which label is associated with Galen: Gold or Iron?
Answer with exactly one word:",discovery,29.905102,5.552286,46.86628,13.132202,60.916283,19.769382,72.751656,18.801506,89.4976,24.395119,118.440315,23.090912,57.66188
g011_competition_balanced,11,2,3,competition_balanced,structure_changing,competition,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Galen is grouped under Hera.
Fact 2: Hera has label Gold.
Competing fact: Galen is also associated with Iron.
Question: Which label is associated with Galen: Gold or Iron?
Answer with exactly one word:",discovery,23.46396,-0.888855,30.993944,-2.7401333,41.28144,0.13454056,54.308464,0.3583145,71.32189,6.2194138,103.5035,8.1540985,18.861116
g011_direct_conflict,11,2,3,direct_conflict,structure_changing,competition,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Galen is grouped under Hera.
Fact 2: Hera has label Gold.
Direct conflicting fact: Galen has label Iron.
Question: Which label is associated with Galen: Gold or Iron?
Answer with exactly one word:",discovery,25.03987,0.6870537,33.657547,-0.07653046,47.26682,6.119919,58.61429,4.664139,70.46416,5.361679,104.57737,9.227966,24.29917
g011_closure_update,11,2,3,closure_update,structure_changing,closure,Gold,Iron,Red,"You are given a small relation graph.
Fact 1: Galen is grouped under Hera.
Old record: Hera has label Gold.
Updated record: Hera has label Iron, not Gold.
Question: Which label is associated with Galen: Gold or Iron?
Answer with exactly one word:",discovery,18.51905,-5.833765,16.742085,-16.991993,28.921291,-12.225609,42.640076,-11.310074,58.9544,-6.148079,92.73816,-2.6112442,-8.369891
g011_closure_override,11,2,3,closure_override,structure_changing,closure,Gold,Iron,Red,"You are given a rule system.
General rule: items that is grouped under Hera receive label Gold.
Override rule: in this case, items that is grouped under Hera receive label Iron.
Fact: Galen is grouped under Hera.
Question: Which label applies to Galen: Gold or Iron?
Answer with exactly one word:",discovery,0.14311934,-24.209696,-0.6803074,-34.414383,2.5077496,-38.639153,16.083517,-37.86663,4.0797462,-61.02273,43.52991,-51.819492,-92.61519
g011_exception_override,11,2,3,exception_override,structure_changing,closure,Gold,Iron,Red,"You are given a rule system.
General rule: items connected to Hera use label Gold.
Exception: Galen is a special case and uses label Iron.
Fact: Galen is connected to Hera.
Question: Which label applies to Galen: Gold or Iron?
Answer with exactly one word:",discovery,0.94351864,-23.409298,2.3704681,-31.36361,7.282528,-33.864372,21.649246,-32.300903,15.036911,-50.065567,51.360516,-43.988888,-77.684494
g012_clean,12,3,0,clean,clean,stable,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Juno belongs to Kira.
Fact 2: Kira is located at Red.
Question: Which label is associated with Juno: Red or Blue?
Answer with exactly one word:",discovery,0.59758997,0.0,-3.701435,0.0,12.18421,0.0,18.124542,0.0,18.729935,0.0,62.29117,0.0,12.397655
g012_rename,12,3,0,rename,relation_preserving,stable,Red,Blue,Green,"Consider a tiny mapping network.
Link one: Juno belongs to Kira.
Link two: Kira is located at Red.
Choose the label reached from Juno: Red or Blue.
One word answer:",discovery,3.8416858,3.2440958,6.591915,10.29335,18.004873,5.8206635,19.157825,1.0332832,18.585499,-0.14443588,64.46147,2.1703033,20.32962
g012_permuted,12,3,0,permuted,relation_preserving,stable,Red,Blue,Green,"You are given a small relation graph.
Fact 2: Kira is located at Red.
Fact 1: Juno belongs to Kira.
Question: Which label is associated with Juno: Red or Blue?
Answer with exactly one word:",discovery,-3.0062685,-3.6038585,-14.412987,-10.711552,4.260498,-7.923712,9.8052025,-8.31934,10.051128,-8.678806,51.826733,-10.464436,-8.21169
g012_redundant,12,3,0,redundant,relation_preserving,stable,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Juno belongs to Kira.
Fact 2: Kira is located at Red.
Repeated confirmation: Juno still goes through Kira.
Repeated confirmation: Kira still points to Red.
Question: Which label is associated with Juno: Red or Blue?
Answer with exactly one word:",discovery,-1.0824394,-1.6800294,-4.9616604,-1.2602253,8.372995,-3.8112144,13.219003,-4.9055395,14.223591,-4.506344,54.730236,-7.560932,1.9749146
g012_irrelevant,12,3,0,irrelevant,relation_preserving,stable,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Juno belongs to Kira.
Fact 2: Kira is located at Red.
Irrelevant fact: Lio is associated with Green.
Question: Which label is associated with Juno: Red or Blue?
Answer with exactly one word:",discovery,2.9773645,2.3797746,5.2218533,8.923288,25.1156,12.931391,29.201721,11.077179,33.875595,15.14566,77.62146,15.330292,41.068836
g012_paraphrase,12,3,0,paraphrase,relation_preserving,stable,Red,Blue,Green,"In this example, Juno reaches Kira.
The destination connected to Kira is Red.
Based on those two links, select the label for Juno: Red or Blue.
Answer:",discovery,8.133848,7.536258,-2.3620033,1.3394318,11.6389885,-0.5452213,15.91601,-2.2085323,11.753082,-6.9768524,55.34887,-6.942299,6.26767
g012_weak_distractor,12,3,0,weak_distractor,structure_changing,stable_shift,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Juno belongs to Kira.
Fact 2: Kira is located at Red.
Weak note: some unrelated source mentions Blue, but does not update the graph.
Question: Which label is associated with Juno: Red or Blue?
Answer with exactly one word:",discovery,4.061602,3.4640121,5.226143,8.927578,22.312138,10.127928,26.377222,8.25268,25.463455,6.7335205,71.103745,8.812576,31.40849
g012_competition_balanced,12,3,0,competition_balanced,structure_changing,competition,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Juno belongs to Kira.
Fact 2: Kira is located at Red.
Competing fact: Juno is also associated with Blue.
Question: Which label is associated with Juno: Red or Blue?
Answer with exactly one word:",discovery,1.0517344,0.45414448,-3.4861736,0.21526146,11.746164,-0.4380455,16.591232,-1.5333099,13.093254,-5.6366806,56.402477,-5.888691,5.8820906
g012_direct_conflict,12,3,0,direct_conflict,structure_changing,competition,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Juno belongs to Kira.
Fact 2: Kira is located at Red.
Direct conflicting fact: Juno is located at Blue.
Question: Which label is associated with Juno: Red or Blue?
Answer with exactly one word:",discovery,-0.51267433,-1.1102643,-7.8682327,-4.1667976,6.9428368,-5.241373,12.427284,-5.697258,1.6618309,-17.068104,41.54048,-20.750687,-12.970071
g012_closure_update,12,3,0,closure_update,structure_changing,closure,Red,Blue,Green,"You are given a small relation graph.
Fact 1: Juno belongs to Kira.
Old record: Kira is located at Red.
Updated record: Kira is located at Blue, not Red.
Question: Which label is associated with Juno: Red or Blue?
Answer with exactly one word:",discovery,-4.469989,-5.067579,-17.634445,-13.93301,1.2644653,-10.9197445,8.00787,-10.1166725,8.311897,-10.418037,47.424225,-14.866943,-14.66406
g012_closure_override,12,3,0,closure_override,structure_changing,closure,Red,Blue,Green,"You are given a rule system.
General rule: items that belongs to Kira receive label Red.
Override rule: in this case, items that belongs to Kira receive label Blue.
Fact: Juno belongs to Kira.
Question: Which label applies to Juno: Red or Blue?
Answer with exactly one word:",discovery,-25.263641,-25.86123,-37.22056,-33.519123,-30.712994,-42.8972,-23.047295,-41.171837,-36.0813,-54.811234,-8.074997,-70.366165,-101.985985
g012_exception_override,12,3,0,exception_override,structure_changing,closure,Red,Blue,Green,"You are given a rule system.
General rule: items connected to Kira use label Red.
Exception: Juno is a special case and uses label Blue.
Fact: Juno is connected to Kira.
Question: Which label applies to Juno: Red or Blue?
Answer with exactly one word:",discovery,-24.213585,-24.811174,-40.084785,-36.38335,-29.982555,-42.166763,-22.620726,-40.74527,-30.98151,-49.711445,-5.6479797,-67.93915,-98.3792
g013_clean,13,3,1,clean,clean,stable,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Juno is assigned to Kira.
Fact 2: Kira maps to Green.
Question: Which label is associated with Juno: Green or Yellow?
Answer with exactly one word:",discovery,9.044709,0.0,13.336929,0.0,18.533062,0.0,33.360573,0.0,59.37446,0.0,91.98952,0.0,12.397655
g013_rename,13,3,1,rename,relation_preserving,stable,Green,Yellow,North,"Consider a tiny mapping network.
Link one: Juno is assigned to Kira.
Link two: Kira maps to Green.
Choose the label reached from Juno: Green or Yellow.
One word answer:",discovery,5.5347495,-3.5099597,16.130981,2.7940521,21.972729,3.4396667,33.062,-0.29857254,64.6828,5.308342,96.266846,4.2773285,18.76489
g013_permuted,13,3,1,permuted,relation_preserving,stable,Green,Yellow,North,"You are given a small relation graph.
Fact 2: Kira maps to Green.
Fact 1: Juno is assigned to Kira.
Question: Which label is associated with Juno: Green or Yellow?
Answer with exactly one word:",discovery,11.965928,2.9212189,14.026566,0.68963623,22.025114,3.492052,36.007385,2.6468124,65.49675,6.1222916,99.17136,7.181839,22.535835
g013_redundant,13,3,1,redundant,relation_preserving,stable,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Juno is assigned to Kira.
Fact 2: Kira maps to Green.
Repeated confirmation: Juno still goes through Kira.
Repeated confirmation: Kira still points to Green.
Question: Which label is associated with Juno: Green or Yellow?
Answer with exactly one word:",discovery,2.32928,-6.7154293,8.339149,-4.99778,16.533546,-1.9995155,31.149696,-2.2108765,56.69134,-2.683117,89.59955,-2.3899689,4.9988112
g013_irrelevant,13,3,1,irrelevant,relation_preserving,stable,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Juno is assigned to Kira.
Fact 2: Kira maps to Green.
Irrelevant fact: Lio is associated with North.
Question: Which label is associated with Juno: Green or Yellow?
Answer with exactly one word:",discovery,11.912064,2.8673544,19.991415,6.6544857,27.390038,8.856976,39.810593,6.45002,70.17688,10.802422,103.85869,11.869171,32.96724
g013_paraphrase,13,3,1,paraphrase,relation_preserving,stable,Green,Yellow,North,"In this example, Juno reaches Kira.
The destination connected to Kira is Green.
Based on those two links, select the label for Juno: Green or Yellow.
Answer:",discovery,1.5351195,-7.5095897,2.4075174,-10.929412,15.417391,-3.1156712,33.066196,-0.29437637,52.975628,-6.3988304,87.89371,-4.09581,0.35697746
g013_weak_distractor,13,3,1,weak_distractor,structure_changing,stable_shift,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Juno is assigned to Kira.
Fact 2: Kira maps to Green.
Weak note: some unrelated source mentions Yellow, but does not update the graph.
Question: Which label is associated with Juno: Green or Yellow?
Answer with exactly one word:",discovery,12.643816,3.5991068,22.09317,8.756241,31.259182,12.72612,43.317234,9.956661,71.618904,12.244446,104.55931,12.569794,37.856594
g013_competition_balanced,13,3,1,competition_balanced,structure_changing,competition,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Juno is assigned to Kira.
Fact 2: Kira maps to Green.
Competing fact: Juno is also associated with Yellow.
Question: Which label is associated with Juno: Green or Yellow?
Answer with exactly one word:",discovery,0.9911642,-8.053545,5.3415527,-7.9953766,13.153805,-5.379257,28.283442,-5.0771313,57.886173,-1.4882851,92.10637,0.11685181,3.1250887
g013_direct_conflict,13,3,1,direct_conflict,structure_changing,competition,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Juno is assigned to Kira.
Fact 2: Kira maps to Green.
Direct conflicting fact: Juno maps to Yellow.
Question: Which label is associated with Juno: Green or Yellow?
Answer with exactly one word:",discovery,-1.2900753,-10.3347845,0.8877945,-12.449135,9.382608,-9.150454,23.818663,-9.54191,46.628704,-12.745754,82.96036,-9.02916,-12.588481
g013_closure_update,13,3,1,closure_update,structure_changing,closure,Green,Yellow,North,"You are given a small relation graph.
Fact 1: Juno is assigned to Kira.
Old record: Kira maps to Green.
Updated record: Kira maps to Yellow, not Green.
Question: Which label is associated with Juno: Green or Yellow?
Answer with exactly one word:",discovery,-1.3589926,-10.403702,-6.7779617,-20.114891,9.086683,-9.446379,23.79745,-9.563124,55.5776,-3.7968597,94.05113,2.061615,-4.996318
g013_closure_override,13,3,1,closure_override,structure_changing,closure,Green,Yellow,North,"You are given a rule system.
General rule: items that is assigned to Kira receive label Green.
Override rule: in this case, items that is assigned to Kira receive label Yellow.
Fact: Juno is assigned to Kira.
Question: Which label applies to Juno: Green or Yellow?
Answer with exactly one word:",discovery,-21.23217,-30.276878,-30.96352,-44.30045,-30.268635,-48.801697,-12.457676,-45.81825,1.4964027,-57.878056,40.16215,-51.827366,-102.82007
g013_exception_override,13,3,1,exception_override,structure_changing,closure,Green,Yellow,North,"You are given a rule system.
General rule: items connected to Kira use label Green.
Exception: Juno is a special case and uses label Yellow.
Fact: Juno is connected to Kira.
Question: Which label applies to Juno: Green or Yellow?
Answer with exactly one word:",discovery,-19.308487,-28.353195,-31.65511,-44.99204,-27.2084,-45.741463,-9.648819,-43.00939,6.67074,-52.70372,43.539806,-48.44971,-95.90646
g014_clean,14,3,2,clean,clean,stable,North,South,East,"You are given a small relation graph.
Fact 1: Juno is part of Kira.
Fact 2: Kira points to North.
Question: Which label is associated with Juno: North or South?
Answer with exactly one word:",discovery,10.769335,0.0,4.388031,0.0,18.719292,0.0,24.770813,0.0,18.6762,0.0,16.57177,0.0,12.397655
g014_rename,14,3,2,rename,relation_preserving,stable,North,South,East,"Consider a tiny mapping network.
Link one: Juno is part of Kira.
Link two: Kira points to North.
Choose the label reached from Juno: North or South.
One word answer:",discovery,10.699551,-0.069784164,15.930845,11.542814,29.691317,10.972025,31.392754,6.6219406,32.694336,14.018135,27.613739,11.041969,36.10845
g014_permuted,14,3,2,permuted,relation_preserving,stable,North,South,East,"You are given a small relation graph.
Fact 2: Kira points to North.
Fact 1: Juno is part of Kira.
Question: Which label is associated with Juno: North or South?
Answer with exactly one word:",discovery,15.348991,4.5796566,10.917782,6.529751,26.415482,7.69619,32.94536,8.174545,30.462746,11.786545,29.798767,13.226997,34.695705
g014_redundant,14,3,2,redundant,relation_preserving,stable,North,South,East,"You are given a small relation graph.
Fact 1: Juno is part of Kira.
Fact 2: Kira points to North.
Repeated confirmation: Juno still goes through Kira.
Repeated confirmation: Kira still points to North.
Question: Which label is associated with Juno: North or South?
Answer with exactly one word:",discovery,11.375923,0.60658836,5.949211,1.5611801,21.739151,3.0198593,27.64135,2.8705368,20.764412,2.088211,19.419487,2.8477173,17.920023
g014_irrelevant,14,3,2,irrelevant,relation_preserving,stable,North,South,East,"You are given a small relation graph.
Fact 1: Juno is part of Kira.
Fact 2: Kira points to North.
Irrelevant fact: Lio is associated with East.
Question: Which label is associated with Juno: North or South?
Answer with exactly one word:",discovery,15.809406,5.0400715,12.7118225,8.3237915,30.159332,11.440041,36.888664,12.117851,33.17691,14.50071,31.864105,15.2923355,40.894733
g014_paraphrase,14,3,2,paraphrase,relation_preserving,stable,North,South,East,"In this example, Juno reaches Kira.
The destination connected to Kira is North.
Based on those two links, select the label for Juno: North or South.
Answer:",discovery,7.5716286,-3.1977062,1.3180771,-3.069954,13.482346,-5.236946,15.981497,-8.789316,12.732941,-5.94326,10.050858,-6.520912,-1.2470064
