prompt_id,graph_id,condition,clean_candidate,conflict_candidate,prompt_file,text
ng09_permuted,9,permuted,Ruby,Jade,inputs\prompts\ng09_permuted.txt,"You are given a small relation graph.
Fact 2: Celie is registered under Ruby.
Fact 1: Bram is linked onward to Celie.
Question: Which label is associated with Bram: Ruby or Jade?
Answer with exactly one word:"
ng09_redundant,9,redundant,Ruby,Jade,inputs\prompts\ng09_redundant.txt,"You are given a small relation graph.
Fact 1: Bram is linked onward to Celie.
Fact 2: Celie is registered under Ruby.
Repeated confirmation: Bram still goes through Celie.
Repeated confirmation: Celie still points to Ruby.
Question: Which label is associated with Bram: Ruby or Jade?
Answer with exactly one word:"
ng09_irrelevant,9,irrelevant,Ruby,Jade,inputs\prompts\ng09_irrelevant.txt,"You are given a small relation graph.
Fact 1: Bram is linked onward to Celie.
Fact 2: Celie is registered under Ruby.
Irrelevant fact: Doran is associated with Coral.
Question: Which label is associated with Bram: Ruby or Jade?
Answer with exactly one word:"
ng09_weak_distractor,9,weak_distractor,Ruby,Jade,inputs\prompts\ng09_weak_distractor.txt,"You are given a small relation graph.
Fact 1: Bram is linked onward to Celie.
Fact 2: Celie is registered under Ruby.
Weak note: an unrelated source mentions Jade, but does not update the graph.
Question: Which label is associated with Bram: Ruby or Jade?
Answer with exactly one word:"
ng09_competition_balanced,9,competition_balanced,Ruby,Jade,inputs\prompts\ng09_competition_balanced.txt,"You are given a small relation graph.
Fact 1: Bram is linked onward to Celie.
Fact 2: Celie is registered under Ruby.
Competing fact: Bram is also associated with Jade.
Question: Which label is associated with Bram: Ruby or Jade?
Answer with exactly one word:"
ng09_direct_conflict,9,direct_conflict,Ruby,Jade,inputs\prompts\ng09_direct_conflict.txt,"You are given a small relation graph.
Fact 1: Bram is linked onward to Celie.
Fact 2: Celie is registered under Ruby.
Direct conflicting fact: Bram is registered under Jade.
Question: Which label is associated with Bram: Ruby or Jade?
Answer with exactly one word:"
ng09_closure_update,9,closure_update,Ruby,Jade,inputs\prompts\ng09_closure_update.txt,"You are given a small relation graph.
Fact 1: Bram is linked onward to Celie.
Old record: Celie is registered under Ruby.
Updated record: Celie is registered under Jade, not Ruby.
Question: Which label is associated with Bram: Ruby or Jade?
Answer with exactly one word:"
ng09_closure_override,9,closure_override,Ruby,Jade,inputs\prompts\ng09_closure_override.txt,"You are given a rule system.
General rule: items that is linked onward to Celie receive label Ruby.
Override rule: in this case, items that is linked onward to Celie receive label Jade.
Fact: Bram is linked onward to Celie.
Question: Which label is associated with Bram: Ruby or Jade?
Answer with exactly one word:"
ng09_exception_override,9,exception_override,Ruby,Jade,inputs\prompts\ng09_exception_override.txt,"You are given a rule system.
General rule: items connected to Celie use label Ruby.
Exception: Bram is a special case and uses label Jade.
Fact: Bram is connected to Celie.
Question: Which label is associated with Bram: Ruby or Jade?
Answer with exactly one word:"
ng10_clean,10,clean,Coral,Lilac,inputs\prompts\ng10_clean.txt,"You are given a small relation graph.
Fact 1: Elian passes by Fara.
Fact 2: Fara is filed at Coral.
Question: Which label is associated with Elian: Coral or Lilac?
Answer with exactly one word:"
ng10_permuted,10,permuted,Coral,Lilac,inputs\prompts\ng10_permuted.txt,"You are given a small relation graph.
Fact 2: Fara is filed at Coral.
Fact 1: Elian passes by Fara.
Question: Which label is associated with Elian: Coral or Lilac?
Answer with exactly one word:"
ng10_redundant,10,redundant,Coral,Lilac,inputs\prompts\ng10_redundant.txt,"You are given a small relation graph.
Fact 1: Elian passes by Fara.
Fact 2: Fara is filed at Coral.
Repeated confirmation: Elian still goes through Fara.
Repeated confirmation: Fara still points to Coral.
Question: Which label is associated with Elian: Coral or Lilac?
Answer with exactly one word:"
ng10_irrelevant,10,irrelevant,Coral,Lilac,inputs\prompts\ng10_irrelevant.txt,"You are given a small relation graph.
Fact 1: Elian passes by Fara.
Fact 2: Fara is filed at Coral.
Irrelevant fact: Galenna is associated with Mint.
Question: Which label is associated with Elian: Coral or Lilac?
Answer with exactly one word:"
ng10_weak_distractor,10,weak_distractor,Coral,Lilac,inputs\prompts\ng10_weak_distractor.txt,"You are given a small relation graph.
Fact 1: Elian passes by Fara.
Fact 2: Fara is filed at Coral.
Weak note: an unrelated source mentions Lilac, but does not update the graph.
Question: Which label is associated with Elian: Coral or Lilac?
Answer with exactly one word:"
ng10_competition_balanced,10,competition_balanced,Coral,Lilac,inputs\prompts\ng10_competition_balanced.txt,"You are given a small relation graph.
Fact 1: Elian passes by Fara.
Fact 2: Fara is filed at Coral.
Competing fact: Elian is also associated with Lilac.
Question: Which label is associated with Elian: Coral or Lilac?
Answer with exactly one word:"
ng10_direct_conflict,10,direct_conflict,Coral,Lilac,inputs\prompts\ng10_direct_conflict.txt,"You are given a small relation graph.
Fact 1: Elian passes by Fara.
Fact 2: Fara is filed at Coral.
Direct conflicting fact: Elian is filed at Lilac.
Question: Which label is associated with Elian: Coral or Lilac?
Answer with exactly one word:"
ng10_closure_update,10,closure_update,Coral,Lilac,inputs\prompts\ng10_closure_update.txt,"You are given a small relation graph.
Fact 1: Elian passes by Fara.
Old record: Fara is filed at Coral.
Updated record: Fara is filed at Lilac, not Coral.
Question: Which label is associated with Elian: Coral or Lilac?
Answer with exactly one word:"
ng10_closure_override,10,closure_override,Coral,Lilac,inputs\prompts\ng10_closure_override.txt,"You are given a rule system.
General rule: items that passes by Fara receive label Coral.
Override rule: in this case, items that passes by Fara receive label Lilac.
Fact: Elian passes by Fara.
Question: Which label is associated with Elian: Coral or Lilac?
Answer with exactly one word:"
ng10_exception_override,10,exception_override,Coral,Lilac,inputs\prompts\ng10_exception_override.txt,"You are given a rule system.
General rule: items connected to Fara use label Coral.
Exception: Elian is a special case and uses label Lilac.
Fact: Elian is connected to Fara.
Question: Which label is associated with Elian: Coral or Lilac?
Answer with exactly one word:"
ng11_clean,11,clean,Mint,Plum,inputs\prompts\ng11_clean.txt,"You are given a small relation graph.
Fact 1: Hollis is traced to Iria.
Fact 2: Iria is assigned marker Mint.
Question: Which label is associated with Hollis: Mint or Plum?
Answer with exactly one word:"
ng11_permuted,11,permuted,Mint,Plum,inputs\prompts\ng11_permuted.txt,"You are given a small relation graph.
Fact 2: Iria is assigned marker Mint.
Fact 1: Hollis is traced to Iria.
Question: Which label is associated with Hollis: Mint or Plum?
Answer with exactly one word:"
ng11_redundant,11,redundant,Mint,Plum,inputs\prompts\ng11_redundant.txt,"You are given a small relation graph.
Fact 1: Hollis is traced to Iria.
Fact 2: Iria is assigned marker Mint.
Repeated confirmation: Hollis still goes through Iria.
Repeated confirmation: Iria still points to Mint.
Question: Which label is associated with Hollis: Mint or Plum?
Answer with exactly one word:"
ng11_irrelevant,11,irrelevant,Mint,Plum,inputs\prompts\ng11_irrelevant.txt,"You are given a small relation graph.
Fact 1: Hollis is traced to Iria.
Fact 2: Iria is assigned marker Mint.
Irrelevant fact: Jarek is associated with Cyan.
Question: Which label is associated with Hollis: Mint or Plum?
Answer with exactly one word:"
ng11_weak_distractor,11,weak_distractor,Mint,Plum,inputs\prompts\ng11_weak_distractor.txt,"You are given a small relation graph.
Fact 1: Hollis is traced to Iria.
Fact 2: Iria is assigned marker Mint.
Weak note: an unrelated source mentions Plum, but does not update the graph.
Question: Which label is associated with Hollis: Mint or Plum?
Answer with exactly one word:"
ng11_competition_balanced,11,competition_balanced,Mint,Plum,inputs\prompts\ng11_competition_balanced.txt,"You are given a small relation graph.
Fact 1: Hollis is traced to Iria.
Fact 2: Iria is assigned marker Mint.
Competing fact: Hollis is also associated with Plum.
Question: Which label is associated with Hollis: Mint or Plum?
Answer with exactly one word:"
ng11_direct_conflict,11,direct_conflict,Mint,Plum,inputs\prompts\ng11_direct_conflict.txt,"You are given a small relation graph.
Fact 1: Hollis is traced to Iria.
Fact 2: Iria is assigned marker Mint.
Direct conflicting fact: Hollis is assigned marker Plum.
Question: Which label is associated with Hollis: Mint or Plum?
Answer with exactly one word:"
ng11_closure_update,11,closure_update,Mint,Plum,inputs\prompts\ng11_closure_update.txt,"You are given a small relation graph.
Fact 1: Hollis is traced to Iria.
Old record: Iria is assigned marker Mint.
Updated record: Iria is assigned marker Plum, not Mint.
Question: Which label is associated with Hollis: Mint or Plum?
Answer with exactly one word:"
ng11_closure_override,11,closure_override,Mint,Plum,inputs\prompts\ng11_closure_override.txt,"You are given a rule system.
General rule: items that is traced to Iria receive label Mint.
Override rule: in this case, items that is traced to Iria receive label Plum.
Fact: Hollis is traced to Iria.
Question: Which label is associated with Hollis: Mint or Plum?
Answer with exactly one word:"
ng11_exception_override,11,exception_override,Mint,Plum,inputs\prompts\ng11_exception_override.txt,"You are given a rule system.
General rule: items connected to Iria use label Mint.
Exception: Hollis is a special case and uses label Plum.
Fact: Hollis is connected to Iria.
Question: Which label is associated with Hollis: Mint or Plum?
Answer with exactly one word:"
ng12_clean,12,clean,Cyan,Magenta,inputs\prompts\ng12_clean.txt,"You are given a small relation graph.
Fact 1: Kessa routes through Lorin.
Fact 2: Lorin terminates at Cyan.
Question: Which label is associated with Kessa: Cyan or Magenta?
Answer with exactly one word:"
ng12_permuted,12,permuted,Cyan,Magenta,inputs\prompts\ng12_permuted.txt,"You are given a small relation graph.
Fact 2: Lorin terminates at Cyan.
Fact 1: Kessa routes through Lorin.
Question: Which label is associated with Kessa: Cyan or Magenta?
Answer with exactly one word:"
ng12_redundant,12,redundant,Cyan,Magenta,inputs\prompts\ng12_redundant.txt,"You are given a small relation graph.
Fact 1: Kessa routes through Lorin.
Fact 2: Lorin terminates at Cyan.
Repeated confirmation: Kessa still goes through Lorin.
Repeated confirmation: Lorin still points to Cyan.
Question: Which label is associated with Kessa: Cyan or Magenta?
Answer with exactly one word:"
ng12_irrelevant,12,irrelevant,Cyan,Magenta,inputs\prompts\ng12_irrelevant.txt,"You are given a small relation graph.
Fact 1: Kessa routes through Lorin.
Fact 2: Lorin terminates at Cyan.
Irrelevant fact: Mirae is associated with Violet.
Question: Which label is associated with Kessa: Cyan or Magenta?
Answer with exactly one word:"
ng12_weak_distractor,12,weak_distractor,Cyan,Magenta,inputs\prompts\ng12_weak_distractor.txt,"You are given a small relation graph.
Fact 1: Kessa routes through Lorin.
Fact 2: Lorin terminates at Cyan.
Weak note: an unrelated source mentions Magenta, but does not update the graph.
Question: Which label is associated with Kessa: Cyan or Magenta?
Answer with exactly one word:"
ng12_competition_balanced,12,competition_balanced,Cyan,Magenta,inputs\prompts\ng12_competition_balanced.txt,"You are given a small relation graph.
Fact 1: Kessa routes through Lorin.
Fact 2: Lorin terminates at Cyan.
Competing fact: Kessa is also associated with Magenta.
Question: Which label is associated with Kessa: Cyan or Magenta?
Answer with exactly one word:"
ng12_direct_conflict,12,direct_conflict,Cyan,Magenta,inputs\prompts\ng12_direct_conflict.txt,"You are given a small relation graph.
Fact 1: Kessa routes through Lorin.
Fact 2: Lorin terminates at Cyan.
Direct conflicting fact: Kessa terminates at Magenta.
Question: Which label is associated with Kessa: Cyan or Magenta?
Answer with exactly one word:"
ng12_closure_update,12,closure_update,Cyan,Magenta,inputs\prompts\ng12_closure_update.txt,"You are given a small relation graph.
Fact 1: Kessa routes through Lorin.
Old record: Lorin terminates at Cyan.
Updated record: Lorin terminates at Magenta, not Cyan.
Question: Which label is associated with Kessa: Cyan or Magenta?
Answer with exactly one word:"
ng12_closure_override,12,closure_override,Cyan,Magenta,inputs\prompts\ng12_closure_override.txt,"You are given a rule system.
General rule: items that routes through Lorin receive label Cyan.
Override rule: in this case, items that routes through Lorin receive label Magenta.
Fact: Kessa routes through Lorin.
Question: Which label is associated with Kessa: Cyan or Magenta?
Answer with exactly one word:"
ng12_exception_override,12,exception_override,Cyan,Magenta,inputs\prompts\ng12_exception_override.txt,"You are given a rule system.
General rule: items connected to Lorin use label Cyan.
Exception: Kessa is a special case and uses label Magenta.
Fact: Kessa is connected to Lorin.
Question: Which label is associated with Kessa: Cyan or Magenta?
Answer with exactly one word:"
ng13_clean,13,clean,Violet,Amber,inputs\prompts\ng13_clean.txt,"You are given a small relation graph.
Fact 1: Nolan is catalogued beside Oria.
Fact 2: Oria is indexed as Violet.
Question: Which label is associated with Nolan: Violet or Amber?
Answer with exactly one word:"
ng13_permuted,13,permuted,Violet,Amber,inputs\prompts\ng13_permuted.txt,"You are given a small relation graph.
Fact 2: Oria is indexed as Violet.
Fact 1: Nolan is catalogued beside Oria.
Question: Which label is associated with Nolan: Violet or Amber?
Answer with exactly one word:"
ng13_redundant,13,redundant,Violet,Amber,inputs\prompts\ng13_redundant.txt,"You are given a small relation graph.
Fact 1: Nolan is catalogued beside Oria.
Fact 2: Oria is indexed as Violet.
Repeated confirmation: Nolan still goes through Oria.
Repeated confirmation: Oria still points to Violet.
Question: Which label is associated with Nolan: Violet or Amber?
Answer with exactly one word:"
ng13_irrelevant,13,irrelevant,Violet,Amber,inputs\prompts\ng13_irrelevant.txt,"You are given a small relation graph.
Fact 1: Nolan is catalogued beside Oria.
Fact 2: Oria is indexed as Violet.
Irrelevant fact: Perrin is associated with Ivory.
Question: Which label is associated with Nolan: Violet or Amber?
Answer with exactly one word:"
ng13_weak_distractor,13,weak_distractor,Violet,Amber,inputs\prompts\ng13_weak_distractor.txt,"You are given a small relation graph.
Fact 1: Nolan is catalogued beside Oria.
Fact 2: Oria is indexed as Violet.
Weak note: an unrelated source mentions Amber, but does not update the graph.
Question: Which label is associated with Nolan: Violet or Amber?
Answer with exactly one word:"
ng13_competition_balanced,13,competition_balanced,Violet,Amber,inputs\prompts\ng13_competition_balanced.txt,"You are given a small relation graph.
Fact 1: Nolan is catalogued beside Oria.
Fact 2: Oria is indexed as Violet.
Competing fact: Nolan is also associated with Amber.
Question: Which label is associated with Nolan: Violet or Amber?
Answer with exactly one word:"
ng13_direct_conflict,13,direct_conflict,Violet,Amber,inputs\prompts\ng13_direct_conflict.txt,"You are given a small relation graph.
Fact 1: Nolan is catalogued beside Oria.
Fact 2: Oria is indexed as Violet.
Direct conflicting fact: Nolan is indexed as Amber.
Question: Which label is associated with Nolan: Violet or Amber?
Answer with exactly one word:"
ng13_closure_update,13,closure_update,Violet,Amber,inputs\prompts\ng13_closure_update.txt,"You are given a small relation graph.
Fact 1: Nolan is catalogued beside Oria.
Old record: Oria is indexed as Violet.
Updated record: Oria is indexed as Amber, not Violet.
Question: Which label is associated with Nolan: Violet or Amber?
Answer with exactly one word:"
ng13_closure_override,13,closure_override,Violet,Amber,inputs\prompts\ng13_closure_override.txt,"You are given a rule system.
General rule: items that is catalogued beside Oria receive label Violet.
Override rule: in this case, items that is catalogued beside Oria receive label Amber.
Fact: Nolan is catalogued beside Oria.
Question: Which label is associated with Nolan: Violet or Amber?
Answer with exactly one word:"
ng13_exception_override,13,exception_override,Violet,Amber,inputs\prompts\ng13_exception_override.txt,"You are given a rule system.
General rule: items connected to Oria use label Violet.
Exception: Nolan is a special case and uses label Amber.
Fact: Nolan is connected to Oria.
Question: Which label is associated with Nolan: Violet or Amber?
Answer with exactly one word:"
ng14_clean,14,clean,Ivory,Onyx,inputs\prompts\ng14_clean.txt,"You are given a small relation graph.
Fact 1: Quilla travels via Ronan.
Fact 2: Ronan is marked with Ivory.
Question: Which label is associated with Quilla: Ivory or Onyx?
Answer with exactly one word:"
ng14_permuted,14,permuted,Ivory,Onyx,inputs\prompts\ng14_permuted.txt,"You are given a small relation graph.
Fact 2: Ronan is marked with Ivory.
Fact 1: Quilla travels via Ronan.
Question: Which label is associated with Quilla: Ivory or Onyx?
Answer with exactly one word:"
ng14_redundant,14,redundant,Ivory,Onyx,inputs\prompts\ng14_redundant.txt,"You are given a small relation graph.
Fact 1: Quilla travels via Ronan.
Fact 2: Ronan is marked with Ivory.
Repeated confirmation: Quilla still goes through Ronan.
Repeated confirmation: Ronan still points to Ivory.
Question: Which label is associated with Quilla: Ivory or Onyx?
Answer with exactly one word:"
ng14_irrelevant,14,irrelevant,Ivory,Onyx,inputs\prompts\ng14_irrelevant.txt,"You are given a small relation graph.
Fact 1: Quilla travels via Ronan.
Fact 2: Ronan is marked with Ivory.
Irrelevant fact: Selka is associated with Ruby.
Question: Which label is associated with Quilla: Ivory or Onyx?
Answer with exactly one word:"
ng14_weak_distractor,14,weak_distractor,Ivory,Onyx,inputs\prompts\ng14_weak_distractor.txt,"You are given a small relation graph.
Fact 1: Quilla travels via Ronan.
Fact 2: Ronan is marked with Ivory.
Weak note: an unrelated source mentions Onyx, but does not update the graph.
Question: Which label is associated with Quilla: Ivory or Onyx?
Answer with exactly one word:"
ng14_competition_balanced,14,competition_balanced,Ivory,Onyx,inputs\prompts\ng14_competition_balanced.txt,"You are given a small relation graph.
Fact 1: Quilla travels via Ronan.
Fact 2: Ronan is marked with Ivory.
Competing fact: Quilla is also associated with Onyx.
Question: Which label is associated with Quilla: Ivory or Onyx?
Answer with exactly one word:"
ng14_direct_conflict,14,direct_conflict,Ivory,Onyx,inputs\prompts\ng14_direct_conflict.txt,"You are given a small relation graph.
Fact 1: Quilla travels via Ronan.
Fact 2: Ronan is marked with Ivory.
Direct conflicting fact: Quilla is marked with Onyx.
Question: Which label is associated with Quilla: Ivory or Onyx?
Answer with exactly one word:"
ng14_closure_update,14,closure_update,Ivory,Onyx,inputs\prompts\ng14_closure_update.txt,"You are given a small relation graph.
Fact 1: Quilla travels via Ronan.
Old record: Ronan is marked with Ivory.
Updated record: Ronan is marked with Onyx, not Ivory.
Question: Which label is associated with Quilla: Ivory or Onyx?
Answer with exactly one word:"
ng14_closure_override,14,closure_override,Ivory,Onyx,inputs\prompts\ng14_closure_override.txt,"You are given a rule system.
General rule: items that travels via Ronan receive label Ivory.
Override rule: in this case, items that travels via Ronan receive label Onyx.
Fact: Quilla travels via Ronan.
Question: Which label is associated with Quilla: Ivory or Onyx?
Answer with exactly one word:"
ng14_exception_override,14,exception_override,Ivory,Onyx,inputs\prompts\ng14_exception_override.txt,"You are given a rule system.
General rule: items connected to Ronan use label Ivory.
Exception: Quilla is a special case and uses label Onyx.
Fact: Quilla is connected to Ronan.
Question: Which label is associated with Quilla: Ivory or Onyx?
Answer with exactly one word:"
ng15_clean,15,clean,Ruby,Jade,inputs\prompts\ng15_clean.txt,"You are given a small relation graph.
Fact 1: Toren is linked onward to Ulla.
Fact 2: Ulla is registered under Ruby.
Question: Which label is associated with Toren: Ruby or Jade?
Answer with exactly one word:"
ng15_permuted,15,permuted,Ruby,Jade,inputs\prompts\ng15_permuted.txt,"You are given a small relation graph.
Fact 2: Ulla is registered under Ruby.
Fact 1: Toren is linked onward to Ulla.
Question: Which label is associated with Toren: Ruby or Jade?
Answer with exactly one word:"
ng15_redundant,15,redundant,Ruby,Jade,inputs\prompts\ng15_redundant.txt,"You are given a small relation graph.
Fact 1: Toren is linked onward to Ulla.
Fact 2: Ulla is registered under Ruby.
Repeated confirmation: Toren still goes through Ulla.
Repeated confirmation: Ulla still points to Ruby.
Question: Which label is associated with Toren: Ruby or Jade?
Answer with exactly one word:"
ng15_irrelevant,15,irrelevant,Ruby,Jade,inputs\prompts\ng15_irrelevant.txt,"You are given a small relation graph.
Fact 1: Toren is linked onward to Ulla.
Fact 2: Ulla is registered under Ruby.
Irrelevant fact: Varin is associated with Coral.
Question: Which label is associated with Toren: Ruby or Jade?
Answer with exactly one word:"
ng15_weak_distractor,15,weak_distractor,Ruby,Jade,inputs\prompts\ng15_weak_distractor.txt,"You are given a small relation graph.
Fact 1: Toren is linked onward to Ulla.
Fact 2: Ulla is registered under Ruby.
Weak note: an unrelated source mentions Jade, but does not update the graph.
Question: Which label is associated with Toren: Ruby or Jade?
Answer with exactly one word:"
ng15_competition_balanced,15,competition_balanced,Ruby,Jade,inputs\prompts\ng15_competition_balanced.txt,"You are given a small relation graph.
Fact 1: Toren is linked onward to Ulla.
Fact 2: Ulla is registered under Ruby.
Competing fact: Toren is also associated with Jade.
Question: Which label is associated with Toren: Ruby or Jade?
Answer with exactly one word:"
ng15_direct_conflict,15,direct_conflict,Ruby,Jade,inputs\prompts\ng15_direct_conflict.txt,"You are given a small relation graph.
Fact 1: Toren is linked onward to Ulla.
Fact 2: Ulla is registered under Ruby.
Direct conflicting fact: Toren is registered under Jade.
Question: Which label is associated with Toren: Ruby or Jade?
Answer with exactly one word:"
ng15_closure_update,15,closure_update,Ruby,Jade,inputs\prompts\ng15_closure_update.txt,"You are given a small relation graph.
Fact 1: Toren is linked onward to Ulla.
Old record: Ulla is registered under Ruby.
Updated record: Ulla is registered under Jade, not Ruby.
Question: Which label is associated with Toren: Ruby or Jade?
Answer with exactly one word:"
ng15_closure_override,15,closure_override,Ruby,Jade,inputs\prompts\ng15_closure_override.txt,"You are given a rule system.
General rule: items that is linked onward to Ulla receive label Ruby.
Override rule: in this case, items that is linked onward to Ulla receive label Jade.
Fact: Toren is linked onward to Ulla.
Question: Which label is associated with Toren: Ruby or Jade?
Answer with exactly one word:"
ng15_exception_override,15,exception_override,Ruby,Jade,inputs\prompts\ng15_exception_override.txt,"You are given a rule system.
General rule: items connected to Ulla use label Ruby.
Exception: Toren is a special case and uses label Jade.
Fact: Toren is connected to Ulla.
Question: Which label is associated with Toren: Ruby or Jade?
Answer with exactly one word:"
ng16_clean,16,clean,Coral,Lilac,inputs\prompts\ng16_clean.txt,"You are given a small relation graph.
Fact 1: Wexla passes by Xavi.
Fact 2: Xavi is filed at Coral.
Question: Which label is associated with Wexla: Coral or Lilac?
Answer with exactly one word:"
ng16_permuted,16,permuted,Coral,Lilac,inputs\prompts\ng16_permuted.txt,"You are given a small relation graph.
Fact 2: Xavi is filed at Coral.
Fact 1: Wexla passes by Xavi.
Question: Which label is associated with Wexla: Coral or Lilac?
Answer with exactly one word:"
ng16_redundant,16,redundant,Coral,Lilac,inputs\prompts\ng16_redundant.txt,"You are given a small relation graph.
Fact 1: Wexla passes by Xavi.
Fact 2: Xavi is filed at Coral.
Repeated confirmation: Wexla still goes through Xavi.
Repeated confirmation: Xavi still points to Coral.
Question: Which label is associated with Wexla: Coral or Lilac?
Answer with exactly one word:"
ng16_irrelevant,16,irrelevant,Coral,Lilac,inputs\prompts\ng16_irrelevant.txt,"You are given a small relation graph.
Fact 1: Wexla passes by Xavi.
Fact 2: Xavi is filed at Coral.
Irrelevant fact: Yoren is associated with Mint.
Question: Which label is associated with Wexla: Coral or Lilac?
Answer with exactly one word:"
ng16_weak_distractor,16,weak_distractor,Coral,Lilac,inputs\prompts\ng16_weak_distractor.txt,"You are given a small relation graph.
Fact 1: Wexla passes by Xavi.
Fact 2: Xavi is filed at Coral.
Weak note: an unrelated source mentions Lilac, but does not update the graph.
Question: Which label is associated with Wexla: Coral or Lilac?
Answer with exactly one word:"
ng16_competition_balanced,16,competition_balanced,Coral,Lilac,inputs\prompts\ng16_competition_balanced.txt,"You are given a small relation graph.
Fact 1: Wexla passes by Xavi.
Fact 2: Xavi is filed at Coral.
Competing fact: Wexla is also associated with Lilac.
Question: Which label is associated with Wexla: Coral or Lilac?
Answer with exactly one word:"
ng16_direct_conflict,16,direct_conflict,Coral,Lilac,inputs\prompts\ng16_direct_conflict.txt,"You are given a small relation graph.
Fact 1: Wexla passes by Xavi.
Fact 2: Xavi is filed at Coral.
Direct conflicting fact: Wexla is filed at Lilac.
Question: Which label is associated with Wexla: Coral or Lilac?
Answer with exactly one word:"
ng16_closure_update,16,closure_update,Coral,Lilac,inputs\prompts\ng16_closure_update.txt,"You are given a small relation graph.
Fact 1: Wexla passes by Xavi.
Old record: Xavi is filed at Coral.
Updated record: Xavi is filed at Lilac, not Coral.
Question: Which label is associated with Wexla: Coral or Lilac?
Answer with exactly one word:"
ng16_closure_override,16,closure_override,Coral,Lilac,inputs\prompts\ng16_closure_override.txt,"You are given a rule system.
General rule: items that passes by Xavi receive label Coral.
Override rule: in this case, items that passes by Xavi receive label Lilac.
Fact: Wexla passes by Xavi.
Question: Which label is associated with Wexla: Coral or Lilac?
Answer with exactly one word:"
ng16_exception_override,16,exception_override,Coral,Lilac,inputs\prompts\ng16_exception_override.txt,"You are given a rule system.
General rule: items connected to Xavi use label Coral.
Exception: Wexla is a special case and uses label Lilac.
Fact: Wexla is connected to Xavi.
Question: Which label is associated with Wexla: Coral or Lilac?
Answer with exactly one word:"
ng17_clean,17,clean,Mint,Plum,inputs\prompts\ng17_clean.txt,"You are given a small relation graph.
Fact 1: Zelia is traced to Arlo.
Fact 2: Arlo is assigned marker Mint.
Question: Which label is associated with Zelia: Mint or Plum?
Answer with exactly one word:"
ng17_permuted,17,permuted,Mint,Plum,inputs\prompts\ng17_permuted.txt,"You are given a small relation graph.
Fact 2: Arlo is assigned marker Mint.
Fact 1: Zelia is traced to Arlo.
Question: Which label is associated with Zelia: Mint or Plum?
Answer with exactly one word:"
ng17_redundant,17,redundant,Mint,Plum,inputs\prompts\ng17_redundant.txt,"You are given a small relation graph.
Fact 1: Zelia is traced to Arlo.
Fact 2: Arlo is assigned marker Mint.
Repeated confirmation: Zelia still goes through Arlo.
Repeated confirmation: Arlo still points to Mint.
Question: Which label is associated with Zelia: Mint or Plum?
Answer with exactly one word:"
ng17_irrelevant,17,irrelevant,Mint,Plum,inputs\prompts\ng17_irrelevant.txt,"You are given a small relation graph.
Fact 1: Zelia is traced to Arlo.
Fact 2: Arlo is assigned marker Mint.
Irrelevant fact: Bex is associated with Cyan.
Question: Which label is associated with Zelia: Mint or Plum?
Answer with exactly one word:"
ng17_weak_distractor,17,weak_distractor,Mint,Plum,inputs\prompts\ng17_weak_distractor.txt,"You are given a small relation graph.
Fact 1: Zelia is traced to Arlo.
Fact 2: Arlo is assigned marker Mint.
Weak note: an unrelated source mentions Plum, but does not update the graph.
Question: Which label is associated with Zelia: Mint or Plum?
Answer with exactly one word:"
ng17_competition_balanced,17,competition_balanced,Mint,Plum,inputs\prompts\ng17_competition_balanced.txt,"You are given a small relation graph.
Fact 1: Zelia is traced to Arlo.
Fact 2: Arlo is assigned marker Mint.
Competing fact: Zelia is also associated with Plum.
Question: Which label is associated with Zelia: Mint or Plum?
Answer with exactly one word:"
ng17_direct_conflict,17,direct_conflict,Mint,Plum,inputs\prompts\ng17_direct_conflict.txt,"You are given a small relation graph.
Fact 1: Zelia is traced to Arlo.
Fact 2: Arlo is assigned marker Mint.
Direct conflicting fact: Zelia is assigned marker Plum.
Question: Which label is associated with Zelia: Mint or Plum?
Answer with exactly one word:"
ng17_closure_update,17,closure_update,Mint,Plum,inputs\prompts\ng17_closure_update.txt,"You are given a small relation graph.
Fact 1: Zelia is traced to Arlo.
Old record: Arlo is assigned marker Mint.
Updated record: Arlo is assigned marker Plum, not Mint.
Question: Which label is associated with Zelia: Mint or Plum?
Answer with exactly one word:"
ng17_closure_override,17,closure_override,Mint,Plum,inputs\prompts\ng17_closure_override.txt,"You are given a rule system.
General rule: items that is traced to Arlo receive label Mint.
Override rule: in this case, items that is traced to Arlo receive label Plum.
Fact: Zelia is traced to Arlo.
Question: Which label is associated with Zelia: Mint or Plum?
Answer with exactly one word:"
ng17_exception_override,17,exception_override,Mint,Plum,inputs\prompts\ng17_exception_override.txt,"You are given a rule system.
General rule: items connected to Arlo use label Mint.
Exception: Zelia is a special case and uses label Plum.
Fact: Zelia is connected to Arlo.
Question: Which label is associated with Zelia: Mint or Plum?
Answer with exactly one word:"
ng18_clean,18,clean,Cyan,Magenta,inputs\prompts\ng18_clean.txt,"You are given a small relation graph.
Fact 1: Ciran routes through Dara.
Fact 2: Dara terminates at Cyan.
Question: Which label is associated with Ciran: Cyan or Magenta?
Answer with exactly one word:"
ng18_permuted,18,permuted,Cyan,Magenta,inputs\prompts\ng18_permuted.txt,"You are given a small relation graph.
Fact 2: Dara terminates at Cyan.
Fact 1: Ciran routes through Dara.
Question: Which label is associated with Ciran: Cyan or Magenta?
Answer with exactly one word:"
