prompt_index,problem_id,category,clean_label,conflict_label,clean_token_id,conflict_token_id,candidate_margin,pair_correct,top1_token_id,top1_token,condition,E,B,N,W
35,41,fruit,Orange,Cloud,21491,18189,-0.0625,False,247, a,0101,0,1,0,1
36,42,colour,Green,North,6115,3729,-0.0625,False,247, a,0101,0,1,0,1
37,43,direction,East,Silver,5791,16309,0.0,False,247, a,0101,0,1,0,1
38,46,landscape feature,Forest,Sun,16015,4146,0.0,False,247, a,0101,0,1,0,1
39,47,sky object,Cloud,Orange,18189,21491,0.0,False,247, a,0101,0,1,0,1
40,48,fruit,Lemon,Green,44513,6115,-0.125,False,247, a,0101,0,1,0,1
41,49,colour,Yellow,North,25056,3729,-0.125,False,247, a,0101,0,1,0,1
42,50,direction,West,Silver,4255,16309,0.0,False,310, is,0101,0,1,0,1
43,52,shape,Star,Ocean,8141,17323,0.0,False,253, the,0101,0,1,0,1
44,53,landscape feature,Ocean,Sun,17323,4146,-0.0625,False,247, a,0101,0,1,0,1
45,54,sky object,Star,Orange,8141,21491,0.0,False,253, the,0101,0,1,0,1
46,55,fruit,Pear,Green,14837,6115,-0.1875,False,247, a,0101,0,1,0,1
47,57,direction,North,Square,3729,15894,0.125,True,310, is,0101,0,1,0,1
48,59,shape,Circle,Star,29572,8141,-0.1875,False,247, a,0101,0,1,0,1
49,60,landscape feature,River,Apple,7121,8217,0.125,True,247, a,0101,0,1,0,1
50,61,sky object,Sun,Blue,4146,10063,-0.0625,False,253, the,0101,0,1,0,1
51,62,fruit,Apple,East,8217,5791,0.25,True,247, a,0101,0,1,0,1
52,63,colour,Blue,Circle,10063,29572,0.25,True,247, a,0101,0,1,0,1
0,0,colour,Red,North,4410,3729,11.7578125,True,23224, Wa,0110,0,1,1,0
1,1,direction,North,Silver,3729,16309,-0.94921875,False,23224, Wa,0110,0,1,1,0
2,3,shape,Circle,Ocean,29572,17323,11.6875,True,23224, Wa,0110,0,1,1,0
3,4,landscape feature,River,Sun,7121,4146,-12.25,False,23224, Wa,0110,0,1,1,0
4,5,sky object,Sun,Orange,4146,21491,13.6796875,True,23224, Wa,0110,0,1,1,0
5,6,fruit,Apple,Green,8217,6115,7.67578125,True,23224, Wa,0110,0,1,1,0
6,8,direction,South,Square,3684,15894,4.90625,True,23224, Wa,0110,0,1,1,0
7,9,metal,Silver,Forest,16309,16015,-0.859375,False,23224, Wa,0110,0,1,1,0
8,10,shape,Square,Star,15894,8141,-1.509765625,False,23224, Wa,0110,0,1,1,0
9,11,landscape feature,Mountain,Apple,15939,8217,1.2783203125,True,23224, Wa,0110,0,1,1,0
10,12,sky object,Moon,Blue,16363,10063,-9.359375,False,23224, Wa,0110,0,1,1,0
11,13,fruit,Orange,East,21491,5791,-2.31640625,False,23224, Wa,0110,0,1,1,0
12,14,colour,Green,Circle,6115,29572,-12.5625,False,23224, Wa,0110,0,1,1,0
13,15,direction,East,Mountain,5791,15939,-6.890625,False,23224, Wa,0110,0,1,1,0
14,16,metal,Gold,Cloud,7284,18189,12.7265625,True,23224, Wa,0110,0,1,1,0
15,18,landscape feature,Forest,Red,16015,4410,-9.75,False,23224, Wa,0110,0,1,1,0
16,19,sky object,Cloud,South,18189,3684,-1.3046875,False,23224, Wa,0110,0,1,1,0
17,20,fruit,Lemon,Gold,44513,7284,-18.90625,False,23224, Wa,0110,0,1,1,0
18,21,colour,Yellow,River,25056,7121,8.75,True,23224, Wa,0110,0,1,1,0
19,22,direction,West,Moon,4255,16363,2.37109375,True,23224, Wa,0110,0,1,1,0
20,23,metal,Iron,Lemon,17826,44513,-3.3359375,False,23224, Wa,0110,0,1,1,0
21,24,shape,Star,Yellow,8141,25056,-5.796875,False,23224, Wa,0110,0,1,1,0
22,25,landscape feature,Ocean,North,17323,3729,2.515625,True,23224, Wa,0110,0,1,1,0
23,26,sky object,Star,Silver,8141,16309,5.8671875,True,23224, Wa,0110,0,1,1,0
24,28,colour,Red,Sun,4410,4146,-3.435546875,False,23224, Wa,0110,0,1,1,0
25,29,direction,North,Orange,3729,21491,-1.61328125,False,23224, Wa,0110,0,1,1,0
26,31,shape,Circle,West,29572,4255,5.06640625,True,23224, Wa,0110,0,1,1,0
27,33,sky object,Sun,Square,4146,15894,10.875,True,23224, Wa,0110,0,1,1,0
28,34,fruit,Apple,Forest,8217,16015,6.1953125,True,23224, Wa,0110,0,1,1,0
29,35,colour,Blue,Apple,10063,8217,6.11328125,True,23224, Wa,0110,0,1,1,0
30,36,direction,South,Blue,3684,10063,-4.26953125,False,23224, Wa,0110,0,1,1,0
31,37,metal,Silver,East,16309,5791,-2.16796875,False,23224, Wa,0110,0,1,1,0
32,38,shape,Square,Iron,15894,17826,3.564453125,True,23224, Wa,0110,0,1,1,0
33,39,landscape feature,Mountain,Circle,15939,29572,-4.1171875,False,23224, Wa,0110,0,1,1,0
34,40,sky object,Moon,Mountain,16363,15939,-5.09765625,False,23224, Wa,0110,0,1,1,0
35,41,fruit,Orange,Cloud,21491,18189,-7.46875,False,23224, Wa,0110,0,1,1,0
36,42,colour,Green,North,6115,3729,1.27734375,True,23224, Wa,0110,0,1,1,0
37,43,direction,East,Silver,5791,16309,2.96484375,True,23224, Wa,0110,0,1,1,0
38,46,landscape feature,Forest,Sun,16015,4146,-12.765625,False,23224, Wa,0110,0,1,1,0
39,47,sky object,Cloud,Orange,18189,21491,6.75,True,23224, Wa,0110,0,1,1,0
40,48,fruit,Lemon,Green,44513,6115,1.83984375,True,23224, Wa,0110,0,1,1,0
41,49,colour,Yellow,North,25056,3729,12.0703125,True,23224, Wa,0110,0,1,1,0
42,50,direction,West,Silver,4255,16309,7.51171875,True,23224, Wa,0110,0,1,1,0
43,52,shape,Star,Ocean,8141,17323,4.03125,True,23224, Wa,0110,0,1,1,0
44,53,landscape feature,Ocean,Sun,17323,4146,-13.15625,False,23224, Wa,0110,0,1,1,0
45,54,sky object,Star,Orange,8141,21491,4.7265625,True,23224, Wa,0110,0,1,1,0
46,55,fruit,Pear,Green,14837,6115,3.44921875,True,23224, Wa,0110,0,1,1,0
47,57,direction,North,Square,3729,15894,-4.59765625,False,23224, Wa,0110,0,1,1,0
48,59,shape,Circle,Star,29572,8141,7.75390625,True,23224, Wa,0110,0,1,1,0
49,60,landscape feature,River,Apple,7121,8217,-6.1015625,False,23224, Wa,0110,0,1,1,0
50,61,sky object,Sun,Blue,4146,10063,0.2421875,True,23224, Wa,0110,0,1,1,0
51,62,fruit,Apple,East,8217,5791,4.921875,True,23224, Wa,0110,0,1,1,0
52,63,colour,Blue,Circle,10063,29572,1.0546875,True,23224, Wa,0110,0,1,1,0
0,0,colour,Red,North,4410,3729,-0.5,False,247, a,0111,0,1,1,1
1,1,direction,North,Silver,3729,16309,1.5,True,310, is,0111,0,1,1,1
2,3,shape,Circle,Ocean,29572,17323,-1.0,False,247, a,0111,0,1,1,1
3,4,landscape feature,River,Sun,7121,4146,0.5,True,247, a,0111,0,1,1,1
4,5,sky object,Sun,Orange,4146,21491,0.5,True,247, a,0111,0,1,1,1
5,6,fruit,Apple,Green,8217,6115,1.5,True,247, a,0111,0,1,1,1
6,8,direction,South,Square,3684,15894,0.5,True,13,",",0111,0,1,1,1
7,9,metal,Silver,Forest,16309,16015,0.5,True,247, a,0111,0,1,1,1
8,10,shape,Square,Star,15894,8141,-1.0,False,247, a,0111,0,1,1,1
9,11,landscape feature,Mountain,Apple,15939,8217,-0.5,False,247, a,0111,0,1,1,1
10,12,sky object,Moon,Blue,16363,10063,-0.5,False,247, a,0111,0,1,1,1
11,13,fruit,Orange,East,21491,5791,-0.5,False,247, a,0111,0,1,1,1
12,14,colour,Green,Circle,6115,29572,2.0,True,247, a,0111,0,1,1,1
13,15,direction,East,Mountain,5791,15939,1.5,True,247, a,0111,0,1,1,1
14,16,metal,Gold,Cloud,7284,18189,0.0,False,253, the,0111,0,1,1,1
15,18,landscape feature,Forest,Red,16015,4410,-2.0,False,247, a,0111,0,1,1,1
16,19,sky object,Cloud,South,18189,3684,-1.0,False,247, a,0111,0,1,1,1
17,20,fruit,Lemon,Gold,44513,7284,-1.0,False,247, a,0111,0,1,1,1
18,21,colour,Yellow,River,25056,7121,-0.5,False,247, a,0111,0,1,1,1
19,22,direction,West,Moon,4255,16363,2.5,True,13,",",0111,0,1,1,1
20,23,metal,Iron,Lemon,17826,44513,1.5,True,247, a,0111,0,1,1,1
21,24,shape,Star,Yellow,8141,25056,1.5,True,247, a,0111,0,1,1,1
22,25,landscape feature,Ocean,North,17323,3729,-2.5,False,247, a,0111,0,1,1,1
23,26,sky object,Star,Silver,8141,16309,0.5,True,247, a,0111,0,1,1,1
24,28,colour,Red,Sun,4410,4146,1.0,True,247, a,0111,0,1,1,1
25,29,direction,North,Orange,3729,21491,3.0,True,310, is,0111,0,1,1,1
26,31,shape,Circle,West,29572,4255,-3.0,False,247, a,0111,0,1,1,1
27,33,sky object,Sun,Square,4146,15894,1.5,True,247, a,0111,0,1,1,1
28,34,fruit,Apple,Forest,8217,16015,2.5,True,247, a,0111,0,1,1,1
29,35,colour,Blue,Apple,10063,8217,-1.0,False,247, a,0111,0,1,1,1
30,36,direction,South,Blue,3684,10063,1.5,True,13,",",0111,0,1,1,1
31,37,metal,Silver,East,16309,5791,-1.0,False,247, a,0111,0,1,1,1
32,38,shape,Square,Iron,15894,17826,0.0,False,247, a,0111,0,1,1,1
33,39,landscape feature,Mountain,Circle,15939,29572,0.5,True,247, a,0111,0,1,1,1
34,40,sky object,Moon,Mountain,16363,15939,1.0,True,247, a,0111,0,1,1,1
35,41,fruit,Orange,Cloud,21491,18189,-1.0,False,247, a,0111,0,1,1,1
36,42,colour,Green,North,6115,3729,-1.0,False,247, a,0111,0,1,1,1
37,43,direction,East,Silver,5791,16309,0.5,True,247, a,0111,0,1,1,1
38,46,landscape feature,Forest,Sun,16015,4146,-0.5,False,247, a,0111,0,1,1,1
39,47,sky object,Cloud,Orange,18189,21491,0.5,True,247, a,0111,0,1,1,1
40,48,fruit,Lemon,Green,44513,6115,-2.0,False,247, a,0111,0,1,1,1
41,49,colour,Yellow,North,25056,3729,-2.0,False,247, a,0111,0,1,1,1
42,50,direction,West,Silver,4255,16309,1.5,True,13,",",0111,0,1,1,1
43,52,shape,Star,Ocean,8141,17323,0.5,True,247, a,0111,0,1,1,1
44,53,landscape feature,Ocean,Sun,17323,4146,-1.0,False,247, a,0111,0,1,1,1
45,54,sky object,Star,Orange,8141,21491,0.5,True,247, a,0111,0,1,1,1
46,55,fruit,Pear,Green,14837,6115,-1.5,False,247, a,0111,0,1,1,1
47,57,direction,North,Square,3729,15894,2.0,True,310, is,0111,0,1,1,1
48,59,shape,Circle,Star,29572,8141,-2.0,False,247, a,0111,0,1,1,1
49,60,landscape feature,River,Apple,7121,8217,0.5,True,247, a,0111,0,1,1,1
50,61,sky object,Sun,Blue,4146,10063,0.0,False,247, a,0111,0,1,1,1
51,62,fruit,Apple,East,8217,5791,1.0,True,247, a,0111,0,1,1,1
52,63,colour,Blue,Circle,10063,29572,2.0,True,247, a,0111,0,1,1,1
0,0,colour,Red,North,4410,3729,1.208984375,True,29873,ellite,1000,1,0,0,0
1,1,direction,North,Silver,3729,16309,-0.432861328125,False,32795, chromosomal,1000,1,0,0,0
2,3,shape,Circle,Ocean,29572,17323,-1.177734375,False,9948,ć,1000,1,0,0,0
3,4,landscape feature,River,Sun,7121,4146,-0.3076171875,False,50014, colloqu,1000,1,0,0,0
4,5,sky object,Sun,Orange,4146,21491,-1.3671875,False,39568, ROI,1000,1,0,0,0
5,6,fruit,Apple,Green,8217,6115,-1.146484375,False,50014, colloqu,1000,1,0,0,0
6,8,direction,South,Square,3684,15894,1.5673828125,True,11229,ublished,1000,1,0,0,0
7,9,metal,Silver,Forest,16309,16015,0.61376953125,True,19561, proximal,1000,1,0,0,0
8,10,shape,Square,Star,15894,8141,-0.884765625,False,18025, Dim,1000,1,0,0,0
9,11,landscape feature,Mountain,Apple,15939,8217,0.25634765625,True,29519,cook,1000,1,0,0,0
10,12,sky object,Moon,Blue,16363,10063,-0.97998046875,False,4410, Red,1000,1,0,0,0
11,13,fruit,Orange,East,21491,5791,1.0546875,True,50014, colloqu,1000,1,0,0,0
12,14,colour,Green,Circle,6115,29572,1.318359375,True,29873,ellite,1000,1,0,0,0
13,15,direction,East,Mountain,5791,15939,-0.314453125,False,29519,cook,1000,1,0,0,0
14,16,metal,Gold,Cloud,7284,18189,1.0703125,True,18861, Gh,1000,1,0,0,0
15,18,landscape feature,Forest,Red,16015,4410,-2.07421875,False,50014, colloqu,1000,1,0,0,0
16,19,sky object,Cloud,South,18189,3684,0.1246337890625,True,39568, ROI,1000,1,0,0,0
17,20,fruit,Lemon,Gold,44513,7284,-0.57763671875,False,50014, colloqu,1000,1,0,0,0
18,21,colour,Yellow,River,25056,7121,0.7705078125,True,29873,ellite,1000,1,0,0,0
19,22,direction,West,Moon,4255,16363,0.6640625,True,11229,ublished,1000,1,0,0,0
20,23,metal,Iron,Lemon,17826,44513,-0.6884765625,False,19561, proximal,1000,1,0,0,0
21,24,shape,Star,Yellow,8141,25056,-0.63330078125,False,39568, ROI,1000,1,0,0,0
22,25,landscape feature,Ocean,North,17323,3729,0.60595703125,True,50014, colloqu,1000,1,0,0,0
23,26,sky object,Star,Silver,8141,16309,-1.130859375,False,39568, ROI,1000,1,0,0,0
24,28,colour,Red,Sun,4410,4146,1.6025390625,True,29873,ellite,1000,1,0,0,0
25,29,direction,North,Orange,3729,21491,-0.1953125,False,32795, chromosomal,1000,1,0,0,0
26,31,shape,Circle,West,29572,4255,-1.3662109375,False,9948,ć,1000,1,0,0,0
27,33,sky object,Sun,Square,4146,15894,0.73095703125,True,39568, ROI,1000,1,0,0,0
28,34,fruit,Apple,Forest,8217,16015,0.184814453125,True,50014, colloqu,1000,1,0,0,0
29,35,colour,Blue,Apple,10063,8217,1.412109375,True,39568, ROI,1000,1,0,0,0
30,36,direction,South,Blue,3684,10063,-0.26806640625,False,11229,ublished,1000,1,0,0,0
31,37,metal,Silver,East,16309,5791,0.2110595703125,True,19561, proximal,1000,1,0,0,0
32,38,shape,Square,Iron,15894,17826,-0.4228515625,False,18025, Dim,1000,1,0,0,0
33,39,landscape feature,Mountain,Circle,15939,29572,0.39208984375,True,29519,cook,1000,1,0,0,0
34,40,sky object,Moon,Mountain,16363,15939,-0.814453125,False,4410, Red,1000,1,0,0,0
35,41,fruit,Orange,Cloud,21491,18189,0.57421875,True,50014, colloqu,1000,1,0,0,0
36,42,colour,Green,North,6115,3729,0.05218505859375,True,29873,ellite,1000,1,0,0,0
37,43,direction,East,Silver,5791,16309,-0.7099609375,False,29519,cook,1000,1,0,0,0
38,46,landscape feature,Forest,Sun,16015,4146,0.247802734375,True,50014, colloqu,1000,1,0,0,0
39,47,sky object,Cloud,Orange,18189,21491,-0.88232421875,False,39568, ROI,1000,1,0,0,0
40,48,fruit,Lemon,Green,44513,6115,-0.20751953125,False,50014, colloqu,1000,1,0,0,0
41,49,colour,Yellow,North,25056,3729,-0.483642578125,False,29873,ellite,1000,1,0,0,0
42,50,direction,West,Silver,4255,16309,-0.151611328125,False,11229,ublished,1000,1,0,0,0
43,52,shape,Star,Ocean,8141,17323,-1.2958984375,False,39568, ROI,1000,1,0,0,0
44,53,landscape feature,Ocean,Sun,17323,4146,1.6826171875,True,50014, colloqu,1000,1,0,0,0
45,54,sky object,Star,Orange,8141,21491,-1.541015625,False,39568, ROI,1000,1,0,0,0
46,55,fruit,Pear,Green,14837,6115,0.525390625,True,50014, colloqu,1000,1,0,0,0
47,57,direction,North,Square,3729,15894,1.58203125,True,32795, chromosomal,1000,1,0,0,0
48,59,shape,Circle,Star,29572,8141,-0.2890625,False,9948,ć,1000,1,0,0,0
49,60,landscape feature,River,Apple,7121,8217,-0.474609375,False,50014, colloqu,1000,1,0,0,0
50,61,sky object,Sun,Blue,4146,10063,-0.9404296875,False,39568, ROI,1000,1,0,0,0
51,62,fruit,Apple,East,8217,5791,-0.113525390625,False,50014, colloqu,1000,1,0,0,0
52,63,colour,Blue,Circle,10063,29572,1.2509765625,True,39568, ROI,1000,1,0,0,0
0,0,colour,Red,North,4410,3729,1.6083984375,True,45344,chter,1001,1,0,0,1
1,1,direction,North,Silver,3729,16309,-1.599609375,False,26655, opacity,1001,1,0,0,1
2,3,shape,Circle,Ocean,29572,17323,-1.9990234375,False,30137,liga,1001,1,0,0,1
3,4,landscape feature,River,Sun,7121,4146,-1.5869140625,False,19675,��,1001,1,0,0,1
4,5,sky object,Sun,Orange,4146,21491,1.2265625,True,10225,ois,1001,1,0,0,1
5,6,fruit,Apple,Green,8217,6115,-1.111328125,False,10225,ois,1001,1,0,0,1
6,8,direction,South,Square,3684,15894,1.1015625,True,46701,lest,1001,1,0,0,1
7,9,metal,Silver,Forest,16309,16015,0.61474609375,True,23538,isco,1001,1,0,0,1
8,10,shape,Square,Star,15894,8141,-1.53125,False,23206, tribes,1001,1,0,0,1
9,11,landscape feature,Mountain,Apple,15939,8217,0.736328125,True,19675,��,1001,1,0,0,1
10,12,sky object,Moon,Blue,16363,10063,0.0498046875,True,10225,ois,1001,1,0,0,1
11,13,fruit,Orange,East,21491,5791,1.0830078125,True,30137,liga,1001,1,0,0,1
12,14,colour,Green,Circle,6115,29572,1.853515625,True,23538,isco,1001,1,0,0,1
13,15,direction,East,Mountain,5791,15939,2.1953125,True,125,�,1001,1,0,0,1
14,16,metal,Gold,Cloud,7284,18189,0.89697265625,True,23538,isco,1001,1,0,0,1
15,18,landscape feature,Forest,Red,16015,4410,-1.3291015625,False,23538,isco,1001,1,0,0,1
16,19,sky object,Cloud,South,18189,3684,-1.076171875,False,125,�,1001,1,0,0,1
17,20,fruit,Lemon,Gold,44513,7284,-0.38818359375,False,30137,liga,1001,1,0,0,1
18,21,colour,Yellow,River,25056,7121,1.2939453125,True,45344,chter,1001,1,0,0,1
19,22,direction,West,Moon,4255,16363,0.76953125,True,46701,lest,1001,1,0,0,1
20,23,metal,Iron,Lemon,17826,44513,1.271484375,True,23538,isco,1001,1,0,0,1
21,24,shape,Star,Yellow,8141,25056,-0.83984375,False,38293,oclast,1001,1,0,0,1
22,25,landscape feature,Ocean,North,17323,3729,1.4169921875,True,19675,��,1001,1,0,0,1
23,26,sky object,Star,Silver,8141,16309,0.7626953125,True,10225,ois,1001,1,0,0,1
24,28,colour,Red,Sun,4410,4146,0.9443359375,True,45344,chter,1001,1,0,0,1
25,29,direction,North,Orange,3729,21491,-1.517578125,False,26655, opacity,1001,1,0,0,1
26,31,shape,Circle,West,29572,4255,-1.7958984375,False,30137,liga,1001,1,0,0,1
27,33,sky object,Sun,Square,4146,15894,3.216796875,True,10225,ois,1001,1,0,0,1
28,34,fruit,Apple,Forest,8217,16015,-1.0322265625,False,10225,ois,1001,1,0,0,1
29,35,colour,Blue,Apple,10063,8217,1.24609375,True,23538,isco,1001,1,0,0,1
30,36,direction,South,Blue,3684,10063,0.314697265625,True,46701,lest,1001,1,0,0,1
31,37,metal,Silver,East,16309,5791,0.29736328125,True,23538,isco,1001,1,0,0,1
32,38,shape,Square,Iron,15894,17826,-3.28515625,False,23206, tribes,1001,1,0,0,1
33,39,landscape feature,Mountain,Circle,15939,29572,-0.10546875,False,19675,��,1001,1,0,0,1
34,40,sky object,Moon,Mountain,16363,15939,1.294921875,True,10225,ois,1001,1,0,0,1
35,41,fruit,Orange,Cloud,21491,18189,1.8203125,True,30137,liga,1001,1,0,0,1
36,42,colour,Green,North,6115,3729,0.173583984375,True,23538,isco,1001,1,0,0,1
37,43,direction,East,Silver,5791,16309,-0.2244873046875,False,125,�,1001,1,0,0,1
38,46,landscape feature,Forest,Sun,16015,4146,-1.072265625,False,23538,isco,1001,1,0,0,1
39,47,sky object,Cloud,Orange,18189,21491,-1.390625,False,125,�,1001,1,0,0,1
40,48,fruit,Lemon,Green,44513,6115,-0.19482421875,False,30137,liga,1001,1,0,0,1
41,49,colour,Yellow,North,25056,3729,0.47802734375,True,45344,chter,1001,1,0,0,1
42,50,direction,West,Silver,4255,16309,-0.5654296875,False,46701,lest,1001,1,0,0,1
43,52,shape,Star,Ocean,8141,17323,-1.69140625,False,38293,oclast,1001,1,0,0,1
44,53,landscape feature,Ocean,Sun,17323,4146,0.544921875,True,19675,��,1001,1,0,0,1
45,54,sky object,Star,Orange,8141,21491,-0.5595703125,False,10225,ois,1001,1,0,0,1
46,55,fruit,Pear,Green,14837,6115,-0.64404296875,False,30137,liga,1001,1,0,0,1
47,57,direction,North,Square,3729,15894,0.2044677734375,True,26655, opacity,1001,1,0,0,1
48,59,shape,Circle,Star,29572,8141,-1.478515625,False,30137,liga,1001,1,0,0,1
49,60,landscape feature,River,Apple,7121,8217,1.03515625,True,19675,��,1001,1,0,0,1
50,61,sky object,Sun,Blue,4146,10063,2.689453125,True,10225,ois,1001,1,0,0,1
51,62,fruit,Apple,East,8217,5791,-2.326171875,False,10225,ois,1001,1,0,0,1
52,63,colour,Blue,Circle,10063,29572,1.498046875,True,23538,isco,1001,1,0,0,1
0,0,colour,Red,North,4410,3729,11.578125,True,29873,ellite,1010,1,0,1,0
1,1,direction,North,Silver,3729,16309,-2.673828125,False,32795, chromosomal,1010,1,0,1,0
2,3,shape,Circle,Ocean,29572,17323,-4.0390625,False,41986,�,1010,1,0,1,0
3,4,landscape feature,River,Sun,7121,4146,-5.33203125,False,12345, barely,1010,1,0,1,0
4,5,sky object,Sun,Orange,4146,21491,-5.76953125,False,32795, chromosomal,1010,1,0,1,0
5,6,fruit,Apple,Green,8217,6115,-5.9765625,False,6112, Texas,1010,1,0,1,0
6,8,direction,South,Square,3684,15894,11.8515625,True,19561, proximal,1010,1,0,1,0
7,9,metal,Silver,Forest,16309,16015,3.4140625,True,19561, proximal,1010,1,0,1,0
8,10,shape,Square,Star,15894,8141,-6.59375,False,6112, Texas,1010,1,0,1,0
9,11,landscape feature,Mountain,Apple,15939,8217,2.33203125,True,12345, barely,1010,1,0,1,0
10,12,sky object,Moon,Blue,16363,10063,-8.9765625,False,4410, Red,1010,1,0,1,0
11,13,fruit,Orange,East,21491,5791,6.2890625,True,17956, Iss,1010,1,0,1,0
12,14,colour,Green,Circle,6115,29572,5.28125,True,29826, bash,1010,1,0,1,0
13,15,direction,East,Mountain,5791,15939,-4.41015625,False,19576,Help,1010,1,0,1,0
14,16,metal,Gold,Cloud,7284,18189,10.46875,True,19561, proximal,1010,1,0,1,0
15,18,landscape feature,Forest,Red,16015,4410,-16.890625,False,32795, chromosomal,1010,1,0,1,0
16,19,sky object,Cloud,South,18189,3684,1.369140625,True,41986,�,1010,1,0,1,0
17,20,fruit,Lemon,Gold,44513,7284,-9.0859375,False,5619, Sy,1010,1,0,1,0
18,21,colour,Yellow,River,25056,7121,7.93359375,True,29873,ellite,1010,1,0,1,0
19,22,direction,West,Moon,4255,16363,5.5703125,True,19561, proximal,1010,1,0,1,0
20,23,metal,Iron,Lemon,17826,44513,-5.51953125,False,19561, proximal,1010,1,0,1,0
21,24,shape,Star,Yellow,8141,25056,-6.53125,False,6112, Texas,1010,1,0,1,0
22,25,landscape feature,Ocean,North,17323,3729,4.546875,True,12345, barely,1010,1,0,1,0
23,26,sky object,Star,Silver,8141,16309,-5.81640625,False,32795, chromosomal,1010,1,0,1,0
24,28,colour,Red,Sun,4410,4146,10.1171875,True,29873,ellite,1010,1,0,1,0
25,29,direction,North,Orange,3729,21491,-1.6240234375,False,32795, chromosomal,1010,1,0,1,0
26,31,shape,Circle,West,29572,4255,-7.6015625,False,41986,�,1010,1,0,1,0
27,33,sky object,Sun,Square,4146,15894,7.8203125,True,32795, chromosomal,1010,1,0,1,0
28,34,fruit,Apple,Forest,8217,16015,3.263671875,True,6112, Texas,1010,1,0,1,0
29,35,colour,Blue,Apple,10063,8217,10.890625,True,43781,"""</",1010,1,0,1,0
30,36,direction,South,Blue,3684,10063,-3.3828125,False,19561, proximal,1010,1,0,1,0
31,37,metal,Silver,East,16309,5791,0.58203125,True,19561, proximal,1010,1,0,1,0
32,38,shape,Square,Iron,15894,17826,-1.8828125,False,6112, Texas,1010,1,0,1,0
33,39,landscape feature,Mountain,Circle,15939,29572,1.62890625,True,12345, barely,1010,1,0,1,0
34,40,sky object,Moon,Mountain,16363,15939,-7.05859375,False,4410, Red,1010,1,0,1,0
35,41,fruit,Orange,Cloud,21491,18189,1.142578125,True,17956, Iss,1010,1,0,1,0
36,42,colour,Green,North,6115,3729,1.033203125,True,29826, bash,1010,1,0,1,0
37,43,direction,East,Silver,5791,16309,-3.865234375,False,19576,Help,1010,1,0,1,0
38,46,landscape feature,Forest,Sun,16015,4146,-2.181640625,False,32795, chromosomal,1010,1,0,1,0
39,47,sky object,Cloud,Orange,18189,21491,-3.43359375,False,41986,�,1010,1,0,1,0
40,48,fruit,Lemon,Green,44513,6115,-1.0234375,False,5619, Sy,1010,1,0,1,0
41,49,colour,Yellow,North,25056,3729,0.619140625,True,29873,ellite,1010,1,0,1,0
42,50,direction,West,Silver,4255,16309,1.7109375,True,19561, proximal,1010,1,0,1,0
43,52,shape,Star,Ocean,8141,17323,-7.6015625,False,6112, Texas,1010,1,0,1,0
44,53,landscape feature,Ocean,Sun,17323,4146,7.6875,True,12345, barely,1010,1,0,1,0
45,54,sky object,Star,Orange,8141,21491,-9.3359375,False,32795, chromosomal,1010,1,0,1,0
46,55,fruit,Pear,Green,14837,6115,4.16796875,True,17956, Iss,1010,1,0,1,0
47,57,direction,North,Square,3729,15894,9.4765625,True,32795, chromosomal,1010,1,0,1,0
48,59,shape,Circle,Star,29572,8141,0.7421875,True,41986,�,1010,1,0,1,0
49,60,landscape feature,River,Apple,7121,8217,-4.80859375,False,12345, barely,1010,1,0,1,0
50,61,sky object,Sun,Blue,4146,10063,-6.4609375,False,32795, chromosomal,1010,1,0,1,0
51,62,fruit,Apple,East,8217,5791,0.712890625,True,6112, Texas,1010,1,0,1,0
52,63,colour,Blue,Circle,10063,29572,8.2265625,True,43781,"""</",1010,1,0,1,0
0,0,colour,Red,North,4410,3729,11.875,True,10225,ois,1011,1,0,1,1
1,1,direction,North,Silver,3729,16309,-11.0,False,26655, opacity,1011,1,0,1,1
2,3,shape,Circle,Ocean,29572,17323,-13.0,False,30137,liga,1011,1,0,1,1
3,4,landscape feature,River,Sun,7121,4146,-11.25,False,5502, transition,1011,1,0,1,1
4,5,sky object,Sun,Orange,4146,21491,8.125,True,10225,ois,1011,1,0,1,1
5,6,fruit,Apple,Green,8217,6115,-8.0,False,10225,ois,1011,1,0,1,1
6,8,direction,South,Square,3684,15894,7.375,True,26655, opacity,1011,1,0,1,1
7,9,metal,Silver,Forest,16309,16015,5.0,True,2581, rather,1011,1,0,1,1
8,10,shape,Square,Star,15894,8141,-10.25,False,23206, tribes,1011,1,0,1,1
9,11,landscape feature,Mountain,Apple,15939,8217,4.625,True,5502, transition,1011,1,0,1,1
10,12,sky object,Moon,Blue,16363,10063,-0.125,False,10225,ois,1011,1,0,1,1
11,13,fruit,Orange,East,21491,5791,7.0,True,28800, toug,1011,1,0,1,1
12,14,colour,Green,Circle,6115,29572,13.375,True,21101, archae,1011,1,0,1,1
13,15,direction,East,Mountain,5791,15939,15.0,True,30046, abruptly,1011,1,0,1,1
14,16,metal,Gold,Cloud,7284,18189,6.0,True,2581, rather,1011,1,0,1,1
15,18,landscape feature,Forest,Red,16015,4410,-10.375,False,1964, prom,1011,1,0,1,1
16,19,sky object,Cloud,South,18189,3684,-7.75,False,23538,isco,1011,1,0,1,1
17,20,fruit,Lemon,Gold,44513,7284,-3.75,False,28800, toug,1011,1,0,1,1
18,21,colour,Yellow,River,25056,7121,8.75,True,10225,ois,1011,1,0,1,1
