prompt_id,graph_id,condition,mechanism,control,clean_token_id,conflict_token_id,top1_token_id,top1_token,top1_class,clean_rank,conflict_rank,clean_minus_conflict_margin,baseline_top1_token_id,baseline_top1_class,baseline_margin,strict_conflict_to_clean,nonclosure_top1_changed,margin_shift,model,random_seed
g088_clean,88,clean,stable,random_direction_013,38315,15934,5231, **,other,1,3,1.6171875,5231,other,1.6171875,False,False,0.0,gemma,2026083315
g088_redundant,88,redundant,stable,random_direction_013,38315,15934,5231, **,other,2,3,1.1328125,5231,other,1.1328125,False,False,0.0,gemma,2026083315
g088_irrelevant,88,irrelevant,stable,random_direction_013,38315,15934,38315, Copper,clean,1,3,3.1796875,38315,clean,3.1796875,False,False,0.0,gemma,2026083315
g088_paraphrase,88,paraphrase,stable,random_direction_013,38315,15934,38315, Copper,clean,1,3,1.40625,38315,clean,1.40625,False,False,0.0,gemma,2026083315
g088_weak_distractor,88,weak_distractor,competition,random_direction_013,38315,15934,38315, Copper,clean,1,3,2.40625,38315,clean,2.40625,False,False,0.0,gemma,2026083315
g088_competition_balanced,88,competition_balanced,competition,random_direction_013,38315,15934,38315, Copper,clean,1,3,2.59375,38315,clean,2.59375,False,False,0.0,gemma,2026083315
g088_direct_conflict,88,direct_conflict,competition,random_direction_013,38315,15934,5231, **,other,1,3,1.9921875,5231,other,1.9921875,False,False,0.0,gemma,2026083315
g088_closure_update,88,closure_update,closure,random_direction_013,38315,15934,5231, **,other,2,3,2.8046875,5231,other,2.8046875,False,False,0.0,gemma,2026083315
g088_closure_override,88,closure_override,closure,random_direction_013,38315,15934,108,"
",other,12,7,-0.8671875,15934,conflict,-0.8828125,False,True,0.015625,gemma,2026083315
g088_exception_override,88,exception_override,closure,random_direction_013,38315,15934,5231, **,other,3,2,-1.5546875,5231,other,-1.6953125,False,False,0.140625,gemma,2026083315
g094_clean,94,clean,stable,random_direction_013,38315,15934,38315, Copper,clean,1,3,1.9609375,38315,clean,1.9609375,False,False,0.0,gemma,2026083315
g094_redundant,94,redundant,stable,random_direction_013,38315,15934,5231, **,other,2,3,1.328125,5231,other,1.328125,False,False,0.0,gemma,2026083315
g094_irrelevant,94,irrelevant,stable,random_direction_013,38315,15934,38315, Copper,clean,1,3,2.984375,38315,clean,2.984375,False,False,0.0,gemma,2026083315
g094_paraphrase,94,paraphrase,stable,random_direction_013,38315,15934,38315, Copper,clean,1,3,1.5,38315,clean,1.5,False,False,0.0,gemma,2026083315
g094_weak_distractor,94,weak_distractor,competition,random_direction_013,38315,15934,5231, **,other,2,3,2.8828125,5231,other,2.8828125,False,False,0.0,gemma,2026083315
g094_competition_balanced,94,competition_balanced,competition,random_direction_013,38315,15934,5231, **,other,2,3,2.9296875,5231,other,2.9296875,False,False,0.0,gemma,2026083315
g094_direct_conflict,94,direct_conflict,competition,random_direction_013,38315,15934,5231, **,other,2,3,2.5625,5231,other,2.5625,False,False,0.0,gemma,2026083315
g094_closure_update,94,closure_update,closure,random_direction_013,38315,15934,5231, **,other,2,4,3.0703125,5231,other,3.0703125,False,False,0.0,gemma,2026083315
g094_closure_override,94,closure_override,closure,random_direction_013,38315,15934,139,  ,other,11,7,-1.0859375,15934,conflict,-0.9453125,False,True,-0.140625,gemma,2026083315
g094_exception_override,94,exception_override,closure,random_direction_013,38315,15934,139,  ,other,7,9,0.078125,5231,other,-1.4140625,False,True,1.4921875,gemma,2026083315
g000_clean,0,clean,stable,random_direction_014,4075,7640,5231, **,other,2,3,2.234375,5231,other,2.234375,False,False,0.0,gemma,2026083316
g000_redundant,0,redundant,stable,random_direction_014,4075,7640,5231, **,other,2,3,1.9609375,5231,other,1.9609375,False,False,0.0,gemma,2026083316
g000_irrelevant,0,irrelevant,stable,random_direction_014,4075,7640,5231, **,other,2,4,2.609375,5231,other,2.609375,False,False,0.0,gemma,2026083316
g000_paraphrase,0,paraphrase,stable,random_direction_014,4075,7640,5231, **,other,2,3,0.7734375,5231,other,0.7734375,False,False,0.0,gemma,2026083316
g000_weak_distractor,0,weak_distractor,competition,random_direction_014,4075,7640,5231, **,other,2,3,2.015625,5231,other,2.015625,False,False,0.0,gemma,2026083316
g000_competition_balanced,0,competition_balanced,competition,random_direction_014,4075,7640,5231, **,other,2,3,2.015625,5231,other,2.015625,False,False,0.0,gemma,2026083316
g000_direct_conflict,0,direct_conflict,competition,random_direction_014,4075,7640,5231, **,other,2,3,1.0234375,5231,other,1.0234375,False,False,0.0,gemma,2026083316
g000_closure_update,0,closure_update,closure,random_direction_014,4075,7640,5231, **,other,2,4,2.28125,5231,other,0.859375,False,False,1.421875,gemma,2026083316
g000_closure_override,0,closure_override,closure,random_direction_014,4075,7640,5231, **,other,727,18,-4.6484375,5231,other,-2.03125,False,False,-2.6171875,gemma,2026083316
g000_exception_override,0,exception_override,closure,random_direction_014,4075,7640,5231, **,other,582,12,-5.60546875,5231,other,-2.7578125,False,False,-2.84765625,gemma,2026083316
g004_clean,4,clean,stable,random_direction_014,38315,15934,38315, Copper,clean,1,3,1.9296875,38315,clean,1.9296875,False,False,0.0,gemma,2026083316
g004_redundant,4,redundant,stable,random_direction_014,38315,15934,5231, **,other,2,3,1.203125,5231,other,1.203125,False,False,0.0,gemma,2026083316
g004_irrelevant,4,irrelevant,stable,random_direction_014,38315,15934,38315, Copper,clean,1,3,2.7734375,38315,clean,2.7734375,False,False,0.0,gemma,2026083316
g004_paraphrase,4,paraphrase,stable,random_direction_014,38315,15934,38315, Copper,clean,1,3,1.328125,38315,clean,1.328125,False,False,0.0,gemma,2026083316
g004_weak_distractor,4,weak_distractor,competition,random_direction_014,38315,15934,5231, **,other,1,3,2.546875,5231,other,2.546875,False,False,0.0,gemma,2026083316
g004_competition_balanced,4,competition_balanced,competition,random_direction_014,38315,15934,38315, Copper,clean,1,3,3.375,38315,clean,3.375,False,False,0.0,gemma,2026083316
g004_direct_conflict,4,direct_conflict,competition,random_direction_014,38315,15934,5231, **,other,2,3,2.4140625,5231,other,2.4140625,False,False,0.0,gemma,2026083316
g004_closure_update,4,closure_update,closure,random_direction_014,38315,15934,5231, **,other,2,3,2.4765625,5231,other,2.4765625,False,False,0.0,gemma,2026083316
g004_closure_override,4,closure_override,closure,random_direction_014,38315,15934,139,  ,other,146,10,-3.8515625,38315,clean,0.1875,False,True,-4.0390625,gemma,2026083316
g004_exception_override,4,exception_override,closure,random_direction_014,38315,15934,5231, **,other,120,10,-3.9609375,5231,other,-0.734375,False,False,-3.2265625,gemma,2026083316
g009_clean,9,clean,stable,random_direction_014,5571,4589,5571, East,clean,1,6,4.0625,5571,clean,4.0625,False,False,0.0,gemma,2026083316
g009_redundant,9,redundant,stable,random_direction_014,5571,4589,5231, **,other,2,6,3.921875,5231,other,3.921875,False,False,0.0,gemma,2026083316
g009_irrelevant,9,irrelevant,stable,random_direction_014,5571,4589,5571, East,clean,1,6,4.8984375,5571,clean,4.8984375,False,False,0.0,gemma,2026083316
g009_paraphrase,9,paraphrase,stable,random_direction_014,5571,4589,5231, **,other,2,7,2.2265625,5231,other,2.2265625,False,False,0.0,gemma,2026083316
g009_weak_distractor,9,weak_distractor,competition,random_direction_014,5571,4589,5231, **,other,2,7,5.0078125,5231,other,5.0078125,False,False,0.0,gemma,2026083316
g009_competition_balanced,9,competition_balanced,competition,random_direction_014,5571,4589,5231, **,other,2,4,3.53125,5231,other,3.53125,False,False,0.0,gemma,2026083316
g009_direct_conflict,9,direct_conflict,competition,random_direction_014,5571,4589,5231, **,other,2,4,3.4296875,5231,other,3.4296875,False,False,0.0,gemma,2026083316
g009_closure_update,9,closure_update,closure,random_direction_014,5571,4589,5231, **,other,2,3,2.875,5231,other,2.875,False,False,0.0,gemma,2026083316
g009_closure_override,9,closure_override,closure,random_direction_014,5571,4589,5231, **,other,25,42,0.69921875,5231,other,0.21875,False,False,0.48046875,gemma,2026083316
g009_exception_override,9,exception_override,closure,random_direction_014,5571,4589,5231, **,other,3,2,-0.734375,5231,other,0.0703125,False,False,-0.8046875,gemma,2026083316
g010_clean,10,clean,stable,random_direction_014,38315,15934,38315, Copper,clean,1,3,2.75,38315,clean,2.75,False,False,0.0,gemma,2026083316
g010_redundant,10,redundant,stable,random_direction_014,38315,15934,5231, **,other,2,3,2.109375,5231,other,2.109375,False,False,0.0,gemma,2026083316
g010_irrelevant,10,irrelevant,stable,random_direction_014,38315,15934,38315, Copper,clean,1,4,3.84375,38315,clean,3.84375,False,False,0.0,gemma,2026083316
g010_paraphrase,10,paraphrase,stable,random_direction_014,38315,15934,5231, **,other,2,4,2.1875,5231,other,2.1875,False,False,0.0,gemma,2026083316
g010_weak_distractor,10,weak_distractor,competition,random_direction_014,38315,15934,5231, **,other,2,3,3.2734375,5231,other,3.2734375,False,False,0.0,gemma,2026083316
g010_competition_balanced,10,competition_balanced,competition,random_direction_014,38315,15934,38315, Copper,clean,1,4,3.859375,38315,clean,3.859375,False,False,0.0,gemma,2026083316
g010_direct_conflict,10,direct_conflict,competition,random_direction_014,38315,15934,5231, **,other,2,3,3.1484375,5231,other,3.1484375,False,False,0.0,gemma,2026083316
g010_closure_update,10,closure_update,closure,random_direction_014,38315,15934,5231, **,other,2,4,3.296875,5231,other,3.296875,False,False,0.0,gemma,2026083316
g010_closure_override,10,closure_override,closure,random_direction_014,38315,15934,139,  ,other,481,18,-4.33203125,5231,other,-0.3828125,False,True,-3.94921875,gemma,2026083316
g010_exception_override,10,exception_override,closure,random_direction_014,38315,15934,139,  ,other,556,15,-4.921875,5231,other,-0.1875,False,True,-4.734375,gemma,2026083316
g011_clean,11,clean,stable,random_direction_014,6863,17186,5231, **,other,2,6,3.2109375,5231,other,3.2109375,False,False,0.0,gemma,2026083316
g011_redundant,11,redundant,stable,random_direction_014,6863,17186,5231, **,other,2,4,2.875,5231,other,2.875,False,False,0.0,gemma,2026083316
g011_irrelevant,11,irrelevant,stable,random_direction_014,6863,17186,5231, **,other,2,4,3.4140625,5231,other,3.4140625,False,False,0.0,gemma,2026083316
g011_paraphrase,11,paraphrase,stable,random_direction_014,6863,17186,6863, Gold,clean,1,4,2.46875,6863,clean,2.46875,False,False,0.0,gemma,2026083316
g011_weak_distractor,11,weak_distractor,competition,random_direction_014,6863,17186,5231, **,other,2,4,3.1875,5231,other,3.1875,False,False,0.0,gemma,2026083316
g011_competition_balanced,11,competition_balanced,competition,random_direction_014,6863,17186,5231, **,other,2,3,2.265625,5231,other,2.265625,False,False,0.0,gemma,2026083316
g011_direct_conflict,11,direct_conflict,competition,random_direction_014,6863,17186,5231, **,other,2,3,2.1640625,5231,other,2.1640625,False,False,0.0,gemma,2026083316
g011_closure_update,11,closure_update,closure,random_direction_014,6863,17186,5231, **,other,1,4,2.984375,5231,other,0.921875,False,False,2.0625,gemma,2026083316
g011_closure_override,11,closure_override,closure,random_direction_014,6863,17186,5231, **,other,10,16,0.8203125,5231,other,-1.328125,False,False,2.1484375,gemma,2026083316
g011_exception_override,11,exception_override,closure,random_direction_014,6863,17186,139,  ,other,26,102,1.54296875,5231,other,-1.8203125,False,True,3.36328125,gemma,2026083316
g012_clean,12,clean,stable,random_direction_014,4075,7640,5231, **,other,2,5,2.4453125,5231,other,2.4453125,False,False,0.0,gemma,2026083316
g012_redundant,12,redundant,stable,random_direction_014,4075,7640,5231, **,other,2,3,2.4765625,5231,other,2.4765625,False,False,0.0,gemma,2026083316
g012_irrelevant,12,irrelevant,stable,random_direction_014,4075,7640,5231, **,other,2,7,3.7265625,5231,other,3.7265625,False,False,0.0,gemma,2026083316
g012_paraphrase,12,paraphrase,stable,random_direction_014,4075,7640,5231, **,other,2,3,1.9140625,5231,other,1.9140625,False,False,0.0,gemma,2026083316
g012_weak_distractor,12,weak_distractor,competition,random_direction_014,4075,7640,5231, **,other,2,4,2.75,5231,other,2.75,False,False,0.0,gemma,2026083316
g012_competition_balanced,12,competition_balanced,competition,random_direction_014,4075,7640,5231, **,other,2,3,1.7421875,5231,other,1.7421875,False,False,0.0,gemma,2026083316
g012_direct_conflict,12,direct_conflict,competition,random_direction_014,4075,7640,5231, **,other,2,3,0.8828125,5231,other,0.8828125,False,False,0.0,gemma,2026083316
g012_closure_update,12,closure_update,closure,random_direction_014,4075,7640,5231, **,other,2,7,2.90625,5231,other,1.6328125,False,False,1.2734375,gemma,2026083316
g012_closure_override,12,closure_override,closure,random_direction_014,4075,7640,139,  ,other,801,17,-4.90625,7640,conflict,-2.2578125,False,True,-2.6484375,gemma,2026083316
g012_exception_override,12,exception_override,closure,random_direction_014,4075,7640,5231, **,other,341,9,-5.671875,5231,other,-2.171875,False,False,-3.5,gemma,2026083316
g015_clean,15,clean,stable,random_direction_014,5571,4589,5231, **,other,2,3,1.203125,5231,other,1.203125,False,False,0.0,gemma,2026083316
g015_redundant,15,redundant,stable,random_direction_014,5571,4589,5231, **,other,2,3,1.09375,5231,other,1.09375,False,False,0.0,gemma,2026083316
g015_irrelevant,15,irrelevant,stable,random_direction_014,5571,4589,5571, East,clean,1,3,2.9375,5571,clean,2.9375,False,False,0.0,gemma,2026083316
g015_paraphrase,15,paraphrase,stable,random_direction_014,5571,4589,5231, **,other,2,5,1.6640625,5231,other,1.6640625,False,False,0.0,gemma,2026083316
g015_weak_distractor,15,weak_distractor,competition,random_direction_014,5571,4589,5231, **,other,2,3,2.71875,5231,other,2.71875,False,False,0.0,gemma,2026083316
g015_competition_balanced,15,competition_balanced,competition,random_direction_014,5571,4589,5231, **,other,2,3,1.5078125,5231,other,1.5078125,False,False,0.0,gemma,2026083316
g015_direct_conflict,15,direct_conflict,competition,random_direction_014,5571,4589,5231, **,other,2,3,1.1796875,5231,other,1.1796875,False,False,0.0,gemma,2026083316
g015_closure_update,15,closure_update,closure,random_direction_014,5571,4589,5231, **,other,2,3,1.2265625,5231,other,1.2265625,False,False,0.0,gemma,2026083316
g015_closure_override,15,closure_override,closure,random_direction_014,5571,4589,5231, **,other,10,7,-0.3125,4589,conflict,-2.7109375,False,True,2.3984375,gemma,2026083316
g015_exception_override,15,exception_override,closure,random_direction_014,5571,4589,5231, **,other,3,2,-1.15625,5231,other,-1.796875,False,False,0.640625,gemma,2026083316
g018_clean,18,clean,stable,random_direction_014,4075,7640,5231, **,other,2,3,1.6796875,5231,other,1.6796875,False,False,0.0,gemma,2026083316
g018_redundant,18,redundant,stable,random_direction_014,4075,7640,5231, **,other,2,3,1.5234375,5231,other,1.5234375,False,False,0.0,gemma,2026083316
g018_irrelevant,18,irrelevant,stable,random_direction_014,4075,7640,5231, **,other,2,6,2.78125,5231,other,2.78125,False,False,0.0,gemma,2026083316
g018_paraphrase,18,paraphrase,stable,random_direction_014,4075,7640,5231, **,other,2,3,1.21875,5231,other,1.21875,False,False,0.0,gemma,2026083316
g018_weak_distractor,18,weak_distractor,competition,random_direction_014,4075,7640,5231, **,other,2,3,2.046875,5231,other,2.046875,False,False,0.0,gemma,2026083316
g018_competition_balanced,18,competition_balanced,competition,random_direction_014,4075,7640,5231, **,other,2,3,1.171875,5231,other,1.171875,False,False,0.0,gemma,2026083316
g018_direct_conflict,18,direct_conflict,competition,random_direction_014,4075,7640,5231, **,other,2,3,0.3671875,5231,other,0.3671875,False,False,0.0,gemma,2026083316
g018_closure_update,18,closure_update,closure,random_direction_014,4075,7640,5231, **,other,2,3,0.84375,5231,other,0.84375,False,False,0.0,gemma,2026083316
g018_closure_override,18,closure_override,closure,random_direction_014,4075,7640,139,  ,other,842,15,-5.484375,7640,conflict,-2.765625,False,True,-2.71875,gemma,2026083316
g018_exception_override,18,exception_override,closure,random_direction_014,4075,7640,5231, **,other,529,9,-5.734375,5231,other,-2.609375,False,False,-3.125,gemma,2026083316
g022_clean,22,clean,stable,random_direction_014,38315,15934,5231, **,other,2,3,1.2734375,5231,other,1.2734375,False,False,0.0,gemma,2026083316
g022_redundant,22,redundant,stable,random_direction_014,38315,15934,5231, **,other,2,3,0.59375,5231,other,0.59375,False,False,0.0,gemma,2026083316
g022_irrelevant,22,irrelevant,stable,random_direction_014,38315,15934,5231, **,other,2,3,2.2421875,5231,other,2.2421875,False,False,0.0,gemma,2026083316
g022_paraphrase,22,paraphrase,stable,random_direction_014,38315,15934,5231, **,other,2,4,2.296875,5231,other,2.296875,False,False,0.0,gemma,2026083316
g022_weak_distractor,22,weak_distractor,competition,random_direction_014,38315,15934,5231, **,other,2,3,1.9765625,5231,other,1.9765625,False,False,0.0,gemma,2026083316
g022_competition_balanced,22,competition_balanced,competition,random_direction_014,38315,15934,5231, **,other,2,3,2.6875,5231,other,2.6875,False,False,0.0,gemma,2026083316
g022_direct_conflict,22,direct_conflict,competition,random_direction_014,38315,15934,5231, **,other,2,3,0.828125,5231,other,0.828125,False,False,0.0,gemma,2026083316
g022_closure_update,22,closure_update,closure,random_direction_014,38315,15934,5231, **,other,2,3,2.0234375,5231,other,2.0234375,False,False,0.0,gemma,2026083316
g022_closure_override,22,closure_override,closure,random_direction_014,38315,15934,139,  ,other,547,16,-4.65625,15934,conflict,-1.484375,False,True,-3.171875,gemma,2026083316
g022_exception_override,22,exception_override,closure,random_direction_014,38315,15934,139,  ,other,434,15,-4.30078125,5231,other,-0.9140625,False,True,-3.38671875,gemma,2026083316
g026_clean,26,clean,stable,random_direction_014,4612,4316,5231, **,other,2,3,0.4296875,5231,other,0.4296875,False,False,0.0,gemma,2026083316
g026_redundant,26,redundant,stable,random_direction_014,4612,4316,5231, **,other,2,3,0.40625,5231,other,0.40625,False,False,0.0,gemma,2026083316
g026_irrelevant,26,irrelevant,stable,random_direction_014,4612,4316,5231, **,other,2,3,1.6328125,5231,other,1.6328125,False,False,0.0,gemma,2026083316
g026_paraphrase,26,paraphrase,stable,random_direction_014,4612,4316,5231, **,other,6,4,-0.6640625,5231,other,-0.6640625,False,False,0.0,gemma,2026083316
g026_weak_distractor,26,weak_distractor,competition,random_direction_014,4612,4316,5231, **,other,2,3,2.03125,5231,other,2.03125,False,False,0.0,gemma,2026083316
g026_competition_balanced,26,competition_balanced,competition,random_direction_014,4612,4316,5231, **,other,2,3,0.7578125,5231,other,0.7578125,False,False,0.0,gemma,2026083316
g026_direct_conflict,26,direct_conflict,competition,random_direction_014,4612,4316,5231, **,other,2,3,0.0859375,5231,other,0.0859375,False,False,0.0,gemma,2026083316
g026_closure_update,26,closure_update,closure,random_direction_014,4612,4316,5231, **,other,3,2,-0.1875,5231,other,-0.1875,False,False,0.0,gemma,2026083316
g026_closure_override,26,closure_override,closure,random_direction_014,4612,4316,5231, **,other,100,533,2.2578125,4316,conflict,-2.7578125,False,True,5.015625,gemma,2026083316
g026_exception_override,26,exception_override,closure,random_direction_014,4612,4316,5231, **,other,65,359,2.05859375,5231,other,-1.8203125,False,False,3.87890625,gemma,2026083316
g030_clean,30,clean,stable,random_direction_014,4075,7640,5231, **,other,2,5,2.5,5231,other,2.5,False,False,0.0,gemma,2026083316
g030_redundant,30,redundant,stable,random_direction_014,4075,7640,5231, **,other,2,3,2.2265625,5231,other,2.2265625,False,False,0.0,gemma,2026083316
g030_irrelevant,30,irrelevant,stable,random_direction_014,4075,7640,5231, **,other,2,6,3.0078125,5231,other,3.0078125,False,False,0.0,gemma,2026083316
g030_paraphrase,30,paraphrase,stable,random_direction_014,4075,7640,5231, **,other,2,4,1.4765625,5231,other,1.4765625,False,False,0.0,gemma,2026083316
g030_weak_distractor,30,weak_distractor,competition,random_direction_014,4075,7640,5231, **,other,2,3,2.0390625,5231,other,2.0390625,False,False,0.0,gemma,2026083316
g030_competition_balanced,30,competition_balanced,competition,random_direction_014,4075,7640,5231, **,other,2,3,1.734375,5231,other,1.734375,False,False,0.0,gemma,2026083316
g030_direct_conflict,30,direct_conflict,competition,random_direction_014,4075,7640,5231, **,other,2,3,1.1640625,5231,other,1.1640625,False,False,0.0,gemma,2026083316
g030_closure_update,30,closure_update,closure,random_direction_014,4075,7640,5231, **,other,2,4,2.4453125,5231,other,1.0390625,False,False,1.40625,gemma,2026083316
g030_closure_override,30,closure_override,closure,random_direction_014,4075,7640,139,  ,other,896,14,-5.67578125,7640,conflict,-2.5,False,True,-3.17578125,gemma,2026083316
g030_exception_override,30,exception_override,closure,random_direction_014,4075,7640,139,  ,other,601,13,-5.4296875,5231,other,-2.4140625,False,True,-3.015625,gemma,2026083316
g031_clean,31,clean,stable,random_direction_014,6724,21730,5231, **,other,1,4,3.1640625,5231,other,3.1640625,False,False,0.0,gemma,2026083316
g031_redundant,31,redundant,stable,random_direction_014,6724,21730,5231, **,other,2,3,2.6015625,5231,other,2.6015625,False,False,0.0,gemma,2026083316
g031_irrelevant,31,irrelevant,stable,random_direction_014,6724,21730,6724, Green,clean,1,6,3.7265625,6724,clean,3.7265625,False,False,0.0,gemma,2026083316
g031_paraphrase,31,paraphrase,stable,random_direction_014,6724,21730,5231, **,other,2,3,2.0625,5231,other,2.0625,False,False,0.0,gemma,2026083316
g031_weak_distractor,31,weak_distractor,competition,random_direction_014,6724,21730,5231, **,other,2,5,3.4453125,5231,other,3.4453125,False,False,0.0,gemma,2026083316
g031_competition_balanced,31,competition_balanced,competition,random_direction_014,6724,21730,5231, **,other,2,4,2.953125,5231,other,2.953125,False,False,0.0,gemma,2026083316
g031_direct_conflict,31,direct_conflict,competition,random_direction_014,6724,21730,5231, **,other,2,3,2.6796875,5231,other,2.6796875,False,False,0.0,gemma,2026083316
g031_closure_update,31,closure_update,closure,random_direction_014,6724,21730,6724, Green,clean,1,7,5.140625,5231,other,2.203125,False,True,2.9375,gemma,2026083316
g031_closure_override,31,closure_override,closure,random_direction_014,6724,21730,139,  ,other,20,60,1.359375,5231,other,-1.453125,False,True,2.8125,gemma,2026083316
g031_exception_override,31,exception_override,closure,random_direction_014,6724,21730,5231, **,other,15,31,1.1640625,5231,other,-2.328125,False,False,3.4921875,gemma,2026083316
g033_clean,33,clean,stable,random_direction_014,5571,4589,5571, East,clean,1,3,1.859375,5571,clean,1.859375,False,False,0.0,gemma,2026083316
g033_redundant,33,redundant,stable,random_direction_014,5571,4589,5231, **,other,2,3,1.6875,5231,other,1.6875,False,False,0.0,gemma,2026083316
g033_irrelevant,33,irrelevant,stable,random_direction_014,5571,4589,5571, East,clean,1,3,2.703125,5571,clean,2.703125,False,False,0.0,gemma,2026083316
g033_paraphrase,33,paraphrase,stable,random_direction_014,5571,4589,5231, **,other,2,3,0.828125,5231,other,0.828125,False,False,0.0,gemma,2026083316
g033_weak_distractor,33,weak_distractor,competition,random_direction_014,5571,4589,5231, **,other,2,3,2.890625,5231,other,2.890625,False,False,0.0,gemma,2026083316
g033_competition_balanced,33,competition_balanced,competition,random_direction_014,5571,4589,5231, **,other,2,3,1.9453125,5231,other,1.9453125,False,False,0.0,gemma,2026083316
g033_direct_conflict,33,direct_conflict,competition,random_direction_014,5571,4589,5231, **,other,2,3,1.65625,5231,other,1.65625,False,False,0.0,gemma,2026083316
g033_closure_update,33,closure_update,closure,random_direction_014,5571,4589,5571, East,clean,1,3,2.734375,5571,clean,2.734375,False,False,0.0,gemma,2026083316
g033_closure_override,33,closure_override,closure,random_direction_014,5571,4589,139,  ,other,21,19,-0.1015625,5231,other,-1.15625,False,True,1.0546875,gemma,2026083316
g033_exception_override,33,exception_override,closure,random_direction_014,5571,4589,5231, **,other,3,2,-0.7265625,5231,other,-0.3125,False,False,-0.4140625,gemma,2026083316
g039_clean,39,clean,stable,random_direction_014,5571,4589,5231, **,other,2,3,1.2734375,5231,other,1.2734375,False,False,0.0,gemma,2026083316
g039_redundant,39,redundant,stable,random_direction_014,5571,4589,5231, **,other,2,3,1.3359375,5231,other,1.3359375,False,False,0.0,gemma,2026083316
g039_irrelevant,39,irrelevant,stable,random_direction_014,5571,4589,5571, East,clean,1,3,2.6171875,5571,clean,2.6171875,False,False,0.0,gemma,2026083316
g039_paraphrase,39,paraphrase,stable,random_direction_014,5571,4589,5231, **,other,2,3,0.71875,5231,other,0.71875,False,False,0.0,gemma,2026083316
g039_weak_distractor,39,weak_distractor,competition,random_direction_014,5571,4589,5571, East,clean,1,3,3.15625,5571,clean,3.15625,False,False,0.0,gemma,2026083316
g039_competition_balanced,39,competition_balanced,competition,random_direction_014,5571,4589,5231, **,other,1,3,2.171875,5231,other,2.171875,False,False,0.0,gemma,2026083316
g039_direct_conflict,39,direct_conflict,competition,random_direction_014,5571,4589,5231, **,other,2,3,1.671875,5231,other,1.671875,False,False,0.0,gemma,2026083316
g039_closure_update,39,closure_update,closure,random_direction_014,5571,4589,5231, **,other,2,3,2.1875,5231,other,2.1875,False,False,0.0,gemma,2026083316
g039_closure_override,39,closure_override,closure,random_direction_014,5571,4589,5231, **,other,8,3,-1.734375,4589,conflict,-1.6328125,False,True,-0.1015625,gemma,2026083316
g039_exception_override,39,exception_override,closure,random_direction_014,5571,4589,5231, **,other,3,2,-1.0078125,5231,other,-1.1015625,False,False,0.09375,gemma,2026083316
g040_clean,40,clean,stable,random_direction_014,38315,15934,38315, Copper,clean,1,3,1.921875,38315,clean,1.921875,False,False,0.0,gemma,2026083316
g040_redundant,40,redundant,stable,random_direction_014,38315,15934,5231, **,other,2,3,0.90625,5231,other,0.90625,False,False,0.0,gemma,2026083316
g040_irrelevant,40,irrelevant,stable,random_direction_014,38315,15934,38315, Copper,clean,1,3,2.671875,38315,clean,2.671875,False,False,0.0,gemma,2026083316
g040_paraphrase,40,paraphrase,stable,random_direction_014,38315,15934,5231, **,other,2,3,1.8359375,5231,other,1.8359375,False,False,0.0,gemma,2026083316
g040_weak_distractor,40,weak_distractor,competition,random_direction_014,38315,15934,5231, **,other,2,3,2.734375,5231,other,2.734375,False,False,0.0,gemma,2026083316
g040_competition_balanced,40,competition_balanced,competition,random_direction_014,38315,15934,38315, Copper,clean,1,3,3.640625,38315,clean,3.640625,False,False,0.0,gemma,2026083316
g040_direct_conflict,40,direct_conflict,competition,random_direction_014,38315,15934,5231, **,other,2,3,1.65625,5231,other,1.65625,False,False,0.0,gemma,2026083316
g040_closure_update,40,closure_update,closure,random_direction_014,38315,15934,5231, **,other,2,3,2.015625,5231,other,2.015625,False,False,0.0,gemma,2026083316
g040_closure_override,40,closure_override,closure,random_direction_014,38315,15934,139,  ,other,851,13,-5.404296875,15934,conflict,-1.375,False,True,-4.029296875,gemma,2026083316
g040_exception_override,40,exception_override,closure,random_direction_014,38315,15934,139,  ,other,536,19,-4.396484375,5231,other,-0.5703125,False,True,-3.826171875,gemma,2026083316
g042_clean,42,clean,stable,random_direction_014,4075,7640,5231, **,other,2,3,2.5390625,5231,other,2.5390625,False,False,0.0,gemma,2026083316
g042_redundant,42,redundant,stable,random_direction_014,4075,7640,5231, **,other,2,4,2.4140625,5231,other,2.4140625,False,False,0.0,gemma,2026083316
g042_irrelevant,42,irrelevant,stable,random_direction_014,4075,7640,5231, **,other,2,6,3.0546875,5231,other,3.0546875,False,False,0.0,gemma,2026083316
g042_paraphrase,42,paraphrase,stable,random_direction_014,4075,7640,5231, **,other,2,4,1.7109375,5231,other,1.7109375,False,False,0.0,gemma,2026083316
g042_weak_distractor,42,weak_distractor,competition,random_direction_014,4075,7640,5231, **,other,2,3,2.2734375,5231,other,2.2734375,False,False,0.0,gemma,2026083316
g042_competition_balanced,42,competition_balanced,competition,random_direction_014,4075,7640,5231, **,other,2,3,1.9765625,5231,other,1.9765625,False,False,0.0,gemma,2026083316
g042_direct_conflict,42,direct_conflict,competition,random_direction_014,4075,7640,5231, **,other,2,3,1.3671875,5231,other,1.3671875,False,False,0.0,gemma,2026083316
g042_closure_update,42,closure_update,closure,random_direction_014,4075,7640,5231, **,other,2,3,1.1640625,5231,other,1.1640625,False,False,0.0,gemma,2026083316
g042_closure_override,42,closure_override,closure,random_direction_014,4075,7640,139,  ,other,989,30,-4.6953125,7640,conflict,-2.375,False,True,-2.3203125,gemma,2026083316
