task,representation,prompt_id,metric,value
lexical_category,norm_only_fixed_direction,lexical_003_asserted_conflict,future_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_003_explicit_correction,future_alignment,0.8571428656578064
lexical_category,norm_only_fixed_direction,lexical_003_final_recheck,future_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_004_clean,future_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_004_paraphrase,future_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_004_untrusted_conflict,future_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_004_asserted_conflict,future_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_004_explicit_correction,future_alignment,0.8571428656578064
lexical_category,norm_only_fixed_direction,lexical_004_final_recheck,future_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_005_clean,future_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_005_paraphrase,future_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_005_untrusted_conflict,future_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_005_asserted_conflict,future_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_005_explicit_correction,future_alignment,0.8571428656578064
lexical_category,norm_only_fixed_direction,lexical_005_final_recheck,future_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_006_clean,future_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_006_paraphrase,future_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_006_untrusted_conflict,future_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_006_asserted_conflict,future_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_006_explicit_correction,future_alignment,0.8571428656578064
lexical_category,norm_only_fixed_direction,lexical_006_final_recheck,future_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_007_clean,future_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_007_paraphrase,future_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_007_untrusted_conflict,future_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_007_asserted_conflict,future_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_007_explicit_correction,future_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_007_final_recheck,future_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_008_clean,future_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_008_paraphrase,future_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_008_untrusted_conflict,future_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_008_asserted_conflict,future_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_008_explicit_correction,future_alignment,0.8571428656578064
lexical_category,norm_only_fixed_direction,lexical_008_final_recheck,future_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_009_clean,future_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_009_paraphrase,future_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_009_untrusted_conflict,future_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_009_asserted_conflict,future_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_009_explicit_correction,future_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_009_final_recheck,future_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_010_clean,future_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_010_paraphrase,future_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_010_untrusted_conflict,future_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_010_asserted_conflict,future_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_010_explicit_correction,future_alignment,0.8571428656578064
lexical_category,norm_only_fixed_direction,lexical_010_final_recheck,future_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_011_clean,future_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_011_paraphrase,future_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_011_untrusted_conflict,future_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_011_asserted_conflict,future_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_011_explicit_correction,future_alignment,0.8571428656578064
lexical_category,norm_only_fixed_direction,lexical_011_final_recheck,future_alignment,0.9999999403953552
lexical_category,norm_only_fixed_direction,lexical_012_clean,future_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_012_paraphrase,future_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_012_untrusted_conflict,future_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_012_asserted_conflict,future_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_012_explicit_correction,future_alignment,0.8571428656578064
lexical_category,norm_only_fixed_direction,lexical_012_final_recheck,future_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_013_clean,future_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_013_paraphrase,future_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_013_untrusted_conflict,future_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_013_asserted_conflict,future_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_013_explicit_correction,future_alignment,0.8571428656578064
lexical_category,norm_only_fixed_direction,lexical_013_final_recheck,future_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_014_clean,future_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_014_paraphrase,future_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_014_untrusted_conflict,future_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_014_asserted_conflict,future_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_014_explicit_correction,future_alignment,0.8571428656578064
lexical_category,norm_only_fixed_direction,lexical_014_final_recheck,future_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_015_clean,future_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_015_paraphrase,future_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_015_untrusted_conflict,future_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_015_asserted_conflict,future_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_015_explicit_correction,future_alignment,0.8571428656578064
lexical_category,norm_only_fixed_direction,lexical_015_final_recheck,future_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_000_clean,leave_one_out_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_000_paraphrase,leave_one_out_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_000_untrusted_conflict,leave_one_out_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_000_asserted_conflict,leave_one_out_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_000_explicit_correction,leave_one_out_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_000_final_recheck,leave_one_out_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_001_clean,leave_one_out_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_001_paraphrase,leave_one_out_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_001_untrusted_conflict,leave_one_out_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_001_asserted_conflict,leave_one_out_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_001_explicit_correction,leave_one_out_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_001_final_recheck,leave_one_out_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_002_clean,leave_one_out_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_002_paraphrase,leave_one_out_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_002_untrusted_conflict,leave_one_out_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_002_asserted_conflict,leave_one_out_alignment,0.9999999403953552
lexical_category,norm_only_fixed_direction,lexical_002_explicit_correction,leave_one_out_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_002_final_recheck,leave_one_out_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_003_clean,leave_one_out_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_003_paraphrase,leave_one_out_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_003_untrusted_conflict,leave_one_out_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_003_asserted_conflict,leave_one_out_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_003_explicit_correction,leave_one_out_alignment,0.8666666746139526
lexical_category,norm_only_fixed_direction,lexical_003_final_recheck,leave_one_out_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_004_clean,leave_one_out_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_004_paraphrase,leave_one_out_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_004_untrusted_conflict,leave_one_out_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_004_asserted_conflict,leave_one_out_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_004_explicit_correction,leave_one_out_alignment,0.8666666746139526
lexical_category,norm_only_fixed_direction,lexical_004_final_recheck,leave_one_out_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_005_clean,leave_one_out_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_005_paraphrase,leave_one_out_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_005_untrusted_conflict,leave_one_out_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_005_asserted_conflict,leave_one_out_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_005_explicit_correction,leave_one_out_alignment,0.8666666746139526
lexical_category,norm_only_fixed_direction,lexical_005_final_recheck,leave_one_out_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_006_clean,leave_one_out_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_006_paraphrase,leave_one_out_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_006_untrusted_conflict,leave_one_out_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_006_asserted_conflict,leave_one_out_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_006_explicit_correction,leave_one_out_alignment,0.8666666746139526
lexical_category,norm_only_fixed_direction,lexical_006_final_recheck,leave_one_out_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_007_clean,leave_one_out_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_007_paraphrase,leave_one_out_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_007_untrusted_conflict,leave_one_out_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_007_asserted_conflict,leave_one_out_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_007_explicit_correction,leave_one_out_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_007_final_recheck,leave_one_out_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_008_clean,leave_one_out_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_008_paraphrase,leave_one_out_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_008_untrusted_conflict,leave_one_out_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_008_asserted_conflict,leave_one_out_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_008_explicit_correction,leave_one_out_alignment,0.8666666746139526
lexical_category,norm_only_fixed_direction,lexical_008_final_recheck,leave_one_out_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_009_clean,leave_one_out_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_009_paraphrase,leave_one_out_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_009_untrusted_conflict,leave_one_out_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_009_asserted_conflict,leave_one_out_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_009_explicit_correction,leave_one_out_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_009_final_recheck,leave_one_out_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_010_clean,leave_one_out_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_010_paraphrase,leave_one_out_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_010_untrusted_conflict,leave_one_out_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_010_asserted_conflict,leave_one_out_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_010_explicit_correction,leave_one_out_alignment,0.8666666746139526
lexical_category,norm_only_fixed_direction,lexical_010_final_recheck,leave_one_out_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_011_clean,leave_one_out_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_011_paraphrase,leave_one_out_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_011_untrusted_conflict,leave_one_out_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_011_asserted_conflict,leave_one_out_alignment,0.9999999403953552
lexical_category,norm_only_fixed_direction,lexical_011_explicit_correction,leave_one_out_alignment,0.8666666746139526
lexical_category,norm_only_fixed_direction,lexical_011_final_recheck,leave_one_out_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_012_clean,leave_one_out_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_012_paraphrase,leave_one_out_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_012_untrusted_conflict,leave_one_out_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_012_asserted_conflict,leave_one_out_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_012_explicit_correction,leave_one_out_alignment,0.8666666746139526
lexical_category,norm_only_fixed_direction,lexical_012_final_recheck,leave_one_out_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_013_clean,leave_one_out_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_013_paraphrase,leave_one_out_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_013_untrusted_conflict,leave_one_out_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_013_asserted_conflict,leave_one_out_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_013_explicit_correction,leave_one_out_alignment,0.8666666746139526
lexical_category,norm_only_fixed_direction,lexical_013_final_recheck,leave_one_out_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_014_clean,leave_one_out_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_014_paraphrase,leave_one_out_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_014_untrusted_conflict,leave_one_out_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_014_asserted_conflict,leave_one_out_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_014_explicit_correction,leave_one_out_alignment,0.8666666746139526
lexical_category,norm_only_fixed_direction,lexical_014_final_recheck,leave_one_out_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_015_clean,leave_one_out_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_015_paraphrase,leave_one_out_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_015_untrusted_conflict,leave_one_out_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_015_asserted_conflict,leave_one_out_alignment,1.0
lexical_category,norm_only_fixed_direction,lexical_015_explicit_correction,leave_one_out_alignment,0.8666666746139526
lexical_category,norm_only_fixed_direction,lexical_015_final_recheck,leave_one_out_alignment,1.0
arithmetic_addition,direction_only,arith_000_clean,future_alignment,-0.2261231243610382
arithmetic_addition,direction_only,arith_000_paraphrase,future_alignment,-0.22530972957611084
arithmetic_addition,direction_only,arith_000_untrusted_conflict,future_alignment,-0.22562234103679657
arithmetic_addition,direction_only,arith_000_asserted_conflict,future_alignment,-0.2266329675912857
arithmetic_addition,direction_only,arith_000_explicit_correction,future_alignment,-0.2248058021068573
arithmetic_addition,direction_only,arith_000_final_recheck,future_alignment,-0.22871854901313782
arithmetic_addition,direction_only,arith_001_clean,future_alignment,-0.2260739952325821
arithmetic_addition,direction_only,arith_001_paraphrase,future_alignment,-0.22521749138832092
arithmetic_addition,direction_only,arith_001_untrusted_conflict,future_alignment,-0.2251795381307602
arithmetic_addition,direction_only,arith_001_asserted_conflict,future_alignment,-0.22589801251888275
arithmetic_addition,direction_only,arith_001_explicit_correction,future_alignment,-0.22436387836933136
arithmetic_addition,direction_only,arith_001_final_recheck,future_alignment,-0.22821366786956787
arithmetic_addition,direction_only,arith_002_clean,future_alignment,-0.22666193544864655
arithmetic_addition,direction_only,arith_002_paraphrase,future_alignment,-0.22521063685417175
arithmetic_addition,direction_only,arith_002_untrusted_conflict,future_alignment,-0.22546176612377167
arithmetic_addition,direction_only,arith_002_asserted_conflict,future_alignment,-0.22701656818389893
arithmetic_addition,direction_only,arith_002_explicit_correction,future_alignment,-0.22514677047729492
arithmetic_addition,direction_only,arith_002_final_recheck,future_alignment,-0.2291276603937149
arithmetic_addition,direction_only,arith_003_clean,future_alignment,-0.22669550776481628
arithmetic_addition,direction_only,arith_003_paraphrase,future_alignment,-0.2261737734079361
arithmetic_addition,direction_only,arith_003_untrusted_conflict,future_alignment,-0.22620508074760437
arithmetic_addition,direction_only,arith_003_asserted_conflict,future_alignment,-0.2265014499425888
arithmetic_addition,direction_only,arith_003_explicit_correction,future_alignment,-0.22507984936237335
arithmetic_addition,direction_only,arith_003_final_recheck,future_alignment,-0.22900807857513428
arithmetic_addition,direction_only,arith_004_clean,future_alignment,-0.22557227313518524
arithmetic_addition,direction_only,arith_004_paraphrase,future_alignment,-0.22397993505001068
arithmetic_addition,direction_only,arith_004_untrusted_conflict,future_alignment,-0.2240261286497116
arithmetic_addition,direction_only,arith_004_asserted_conflict,future_alignment,-0.2262372225522995
arithmetic_addition,direction_only,arith_004_explicit_correction,future_alignment,-0.2235170304775238
arithmetic_addition,direction_only,arith_004_final_recheck,future_alignment,-0.22790370881557465
arithmetic_addition,direction_only,arith_005_clean,future_alignment,-0.22605331242084503
arithmetic_addition,direction_only,arith_005_paraphrase,future_alignment,-0.22476157546043396
arithmetic_addition,direction_only,arith_005_untrusted_conflict,future_alignment,-0.22415494918823242
arithmetic_addition,direction_only,arith_005_asserted_conflict,future_alignment,-0.22630146145820618
arithmetic_addition,direction_only,arith_005_explicit_correction,future_alignment,-0.22428488731384277
arithmetic_addition,direction_only,arith_005_final_recheck,future_alignment,-0.22816823422908783
arithmetic_addition,direction_only,arith_006_clean,future_alignment,-0.22603127360343933
arithmetic_addition,direction_only,arith_006_paraphrase,future_alignment,-0.22403793036937714
arithmetic_addition,direction_only,arith_006_untrusted_conflict,future_alignment,-0.22401753067970276
arithmetic_addition,direction_only,arith_006_asserted_conflict,future_alignment,-0.22639338672161102
arithmetic_addition,direction_only,arith_006_explicit_correction,future_alignment,-0.2240273654460907
arithmetic_addition,direction_only,arith_006_final_recheck,future_alignment,-0.2287127524614334
arithmetic_addition,direction_only,arith_007_clean,future_alignment,-0.22563011944293976
arithmetic_addition,direction_only,arith_007_paraphrase,future_alignment,-0.22430960834026337
arithmetic_addition,direction_only,arith_007_untrusted_conflict,future_alignment,-0.22387298941612244
arithmetic_addition,direction_only,arith_007_asserted_conflict,future_alignment,-0.22524091601371765
arithmetic_addition,direction_only,arith_007_explicit_correction,future_alignment,-0.2232414036989212
arithmetic_addition,direction_only,arith_007_final_recheck,future_alignment,-0.22766931354999542
arithmetic_addition,direction_only,arith_008_clean,future_alignment,-0.22720184922218323
arithmetic_addition,direction_only,arith_008_paraphrase,future_alignment,-0.22621497511863708
arithmetic_addition,direction_only,arith_008_untrusted_conflict,future_alignment,-0.22628189623355865
arithmetic_addition,direction_only,arith_008_asserted_conflict,future_alignment,-0.22759155929088593
arithmetic_addition,direction_only,arith_008_explicit_correction,future_alignment,-0.2255382388830185
arithmetic_addition,direction_only,arith_008_final_recheck,future_alignment,-0.22962017357349396
arithmetic_addition,direction_only,arith_009_clean,future_alignment,-0.22625117003917694
arithmetic_addition,direction_only,arith_009_paraphrase,future_alignment,-0.2253684103488922
arithmetic_addition,direction_only,arith_009_untrusted_conflict,future_alignment,-0.22550712525844574
arithmetic_addition,direction_only,arith_009_asserted_conflict,future_alignment,-0.2259158194065094
arithmetic_addition,direction_only,arith_009_explicit_correction,future_alignment,-0.2245842069387436
arithmetic_addition,direction_only,arith_009_final_recheck,future_alignment,-0.22841928899288177
arithmetic_addition,direction_only,arith_010_clean,future_alignment,-0.22679422795772552
arithmetic_addition,direction_only,arith_010_paraphrase,future_alignment,-0.22589969635009766
arithmetic_addition,direction_only,arith_010_untrusted_conflict,future_alignment,-0.22594967484474182
arithmetic_addition,direction_only,arith_010_asserted_conflict,future_alignment,-0.2273000031709671
arithmetic_addition,direction_only,arith_010_explicit_correction,future_alignment,-0.2249239683151245
arithmetic_addition,direction_only,arith_010_final_recheck,future_alignment,-0.22918270528316498
arithmetic_addition,direction_only,arith_011_clean,future_alignment,-0.2274412363767624
arithmetic_addition,direction_only,arith_011_paraphrase,future_alignment,-0.22655758261680603
arithmetic_addition,direction_only,arith_011_untrusted_conflict,future_alignment,-0.22683964669704437
arithmetic_addition,direction_only,arith_011_asserted_conflict,future_alignment,-0.22692538797855377
arithmetic_addition,direction_only,arith_011_explicit_correction,future_alignment,-0.225662961602211
arithmetic_addition,direction_only,arith_011_final_recheck,future_alignment,-0.229426771402359
arithmetic_addition,direction_only,arith_012_clean,future_alignment,-0.22667114436626434
arithmetic_addition,direction_only,arith_012_paraphrase,future_alignment,-0.22473879158496857
arithmetic_addition,direction_only,arith_012_untrusted_conflict,future_alignment,-0.2251468151807785
arithmetic_addition,direction_only,arith_012_asserted_conflict,future_alignment,-0.22729279100894928
arithmetic_addition,direction_only,arith_012_explicit_correction,future_alignment,-0.22487643361091614
arithmetic_addition,direction_only,arith_012_final_recheck,future_alignment,-0.22900210320949554
arithmetic_addition,direction_only,arith_013_clean,future_alignment,-0.22704064846038818
arithmetic_addition,direction_only,arith_013_paraphrase,future_alignment,-0.22563891112804413
arithmetic_addition,direction_only,arith_013_untrusted_conflict,future_alignment,-0.22519826889038086
arithmetic_addition,direction_only,arith_013_asserted_conflict,future_alignment,-0.22674010694026947
arithmetic_addition,direction_only,arith_013_explicit_correction,future_alignment,-0.2249383181333542
arithmetic_addition,direction_only,arith_013_final_recheck,future_alignment,-0.22907380759716034
arithmetic_addition,direction_only,arith_014_clean,future_alignment,-0.22677171230316162
arithmetic_addition,direction_only,arith_014_paraphrase,future_alignment,-0.22532013058662415
arithmetic_addition,direction_only,arith_014_untrusted_conflict,future_alignment,-0.22511889040470123
arithmetic_addition,direction_only,arith_014_asserted_conflict,future_alignment,-0.2267325073480606
arithmetic_addition,direction_only,arith_014_explicit_correction,future_alignment,-0.22458136081695557
arithmetic_addition,direction_only,arith_014_final_recheck,future_alignment,-0.22926725447177887
arithmetic_addition,direction_only,arith_015_clean,future_alignment,-0.22540906071662903
arithmetic_addition,direction_only,arith_015_paraphrase,future_alignment,-0.22432580590248108
arithmetic_addition,direction_only,arith_015_untrusted_conflict,future_alignment,-0.22394797205924988
arithmetic_addition,direction_only,arith_015_asserted_conflict,future_alignment,-0.22475683689117432
arithmetic_addition,direction_only,arith_015_explicit_correction,future_alignment,-0.22319073975086212
arithmetic_addition,direction_only,arith_015_final_recheck,future_alignment,-0.22762508690357208
arithmetic_addition,direction_only,arith_000_clean,leave_one_out_alignment,-0.3734477758407593
arithmetic_addition,direction_only,arith_000_paraphrase,leave_one_out_alignment,-0.3749314546585083
arithmetic_addition,direction_only,arith_000_untrusted_conflict,leave_one_out_alignment,-0.3752182424068451
arithmetic_addition,direction_only,arith_000_asserted_conflict,leave_one_out_alignment,-0.37601783871650696
arithmetic_addition,direction_only,arith_000_explicit_correction,leave_one_out_alignment,-0.3744749426841736
arithmetic_addition,direction_only,arith_000_final_recheck,leave_one_out_alignment,-0.3777149021625519
arithmetic_addition,direction_only,arith_001_clean,leave_one_out_alignment,-0.3733122646808624
arithmetic_addition,direction_only,arith_001_paraphrase,leave_one_out_alignment,-0.3741605579853058
arithmetic_addition,direction_only,arith_001_untrusted_conflict,leave_one_out_alignment,-0.3741369843482971
arithmetic_addition,direction_only,arith_001_asserted_conflict,leave_one_out_alignment,-0.37538549304008484
arithmetic_addition,direction_only,arith_001_explicit_correction,leave_one_out_alignment,-0.3735753297805786
arithmetic_addition,direction_only,arith_001_final_recheck,leave_one_out_alignment,-0.3769855499267578
arithmetic_addition,direction_only,arith_002_clean,leave_one_out_alignment,-0.3748384118080139
arithmetic_addition,direction_only,arith_002_paraphrase,leave_one_out_alignment,-0.3756791353225708
arithmetic_addition,direction_only,arith_002_untrusted_conflict,leave_one_out_alignment,-0.37602776288986206
arithmetic_addition,direction_only,arith_002_asserted_conflict,leave_one_out_alignment,-0.3771357238292694
arithmetic_addition,direction_only,arith_002_explicit_correction,leave_one_out_alignment,-0.3757708966732025
arithmetic_addition,direction_only,arith_002_final_recheck,leave_one_out_alignment,-0.37853705883026123
arithmetic_addition,direction_only,arith_003_clean,leave_one_out_alignment,-0.3747493326663971
arithmetic_addition,direction_only,arith_003_paraphrase,leave_one_out_alignment,-0.3762505352497101
arithmetic_addition,direction_only,arith_003_untrusted_conflict,leave_one_out_alignment,-0.3762216567993164
arithmetic_addition,direction_only,arith_003_asserted_conflict,leave_one_out_alignment,-0.3764820098876953
arithmetic_addition,direction_only,arith_003_explicit_correction,leave_one_out_alignment,-0.3750368058681488
arithmetic_addition,direction_only,arith_003_final_recheck,leave_one_out_alignment,-0.37814489006996155
arithmetic_addition,direction_only,arith_004_clean,leave_one_out_alignment,-0.3728848695755005
arithmetic_addition,direction_only,arith_004_paraphrase,leave_one_out_alignment,-0.3733271658420563
arithmetic_addition,direction_only,arith_004_untrusted_conflict,leave_one_out_alignment,-0.3730890154838562
arithmetic_addition,direction_only,arith_004_asserted_conflict,leave_one_out_alignment,-0.3756425976753235
arithmetic_addition,direction_only,arith_004_explicit_correction,leave_one_out_alignment,-0.3729999363422394
arithmetic_addition,direction_only,arith_004_final_recheck,leave_one_out_alignment,-0.3762674629688263
arithmetic_addition,direction_only,arith_005_clean,leave_one_out_alignment,-0.3738274872303009
arithmetic_addition,direction_only,arith_005_paraphrase,leave_one_out_alignment,-0.37473711371421814
arithmetic_addition,direction_only,arith_005_untrusted_conflict,leave_one_out_alignment,-0.3740702271461487
arithmetic_addition,direction_only,arith_005_asserted_conflict,leave_one_out_alignment,-0.3760260045528412
arithmetic_addition,direction_only,arith_005_explicit_correction,leave_one_out_alignment,-0.3743276000022888
arithmetic_addition,direction_only,arith_005_final_recheck,leave_one_out_alignment,-0.37698331475257874
arithmetic_addition,direction_only,arith_006_clean,leave_one_out_alignment,-0.3742222785949707
arithmetic_addition,direction_only,arith_006_paraphrase,leave_one_out_alignment,-0.37441936135292053
arithmetic_addition,direction_only,arith_006_untrusted_conflict,leave_one_out_alignment,-0.37461403012275696
arithmetic_addition,direction_only,arith_006_asserted_conflict,leave_one_out_alignment,-0.37672093510627747
arithmetic_addition,direction_only,arith_006_explicit_correction,leave_one_out_alignment,-0.3748503029346466
arithmetic_addition,direction_only,arith_006_final_recheck,leave_one_out_alignment,-0.37835434079170227
arithmetic_addition,direction_only,arith_007_clean,leave_one_out_alignment,-0.37452641129493713
arithmetic_addition,direction_only,arith_007_paraphrase,leave_one_out_alignment,-0.3752620816230774
arithmetic_addition,direction_only,arith_007_untrusted_conflict,leave_one_out_alignment,-0.3751368522644043
arithmetic_addition,direction_only,arith_007_asserted_conflict,leave_one_out_alignment,-0.37625548243522644
arithmetic_addition,direction_only,arith_007_explicit_correction,leave_one_out_alignment,-0.37434348464012146
arithmetic_addition,direction_only,arith_007_final_recheck,leave_one_out_alignment,-0.37815243005752563
arithmetic_addition,direction_only,arith_008_clean,leave_one_out_alignment,-0.3749748468399048
arithmetic_addition,direction_only,arith_008_paraphrase,leave_one_out_alignment,-0.3764430284500122
arithmetic_addition,direction_only,arith_008_untrusted_conflict,leave_one_out_alignment,-0.3760446608066559
arithmetic_addition,direction_only,arith_008_asserted_conflict,leave_one_out_alignment,-0.3771880567073822
arithmetic_addition,direction_only,arith_008_explicit_correction,leave_one_out_alignment,-0.37540167570114136
