prompt_id,graph_id,entity_id,relation_id,condition,mechanism,mechanism_id,clean_label,conflict_label,clean_token_id,conflict_token_id,text,R_L20,R_L21,R_L22,R_L23,R_L24,R_L25,final_clean_logit,final_conflict_logit,pair_choice,dR_L20,dR_L21,dR_L22,dR_L23,dR_L24,dR_L25,DeltaU,D_B_proxy,R_final_margin
g017_paraphrase,17,2,5,paraphrase,stable,0,Gold,Iron,7421,16570,"In this example, Galen reaches Hera.
The destination connected to Hera is Gold.
Based on those two links, select the label for Galen: Gold or Iron.
Answer:",4.5596,3.85039,6.9415903,6.7141476,8.302281,6.533637,23.828125,18.796875,clean,2.2563732,3.8311284,9.307221,9.320602,11.522398,9.909099,23.947245,2.2563732,5.03125
g017_weak_distractor,17,2,5,weak_distractor,competition,1,Gold,Iron,7421,16570,"You are given a small relation graph.
Fact 1: Galen is linked with Hera.
Fact 2: Hera resolves to Gold.
Weak note: some unrelated source mentions Iron, but does not update the graph.
Question: Which label is associated with Galen: Gold or Iron?
Answer with exactly one word:",1.6427037,-0.33669257,-3.9146721,-4.582584,-6.411778,-4.8102646,23.390625,30.21875,conflict,-0.66052306,-0.35595417,-1.549041,-1.9761286,-3.191661,-1.434803,-0.7432749,0.35595417,-6.828125
g017_competition_balanced,17,2,5,competition_balanced,competition,1,Gold,Iron,7421,16570,"You are given a small relation graph.
Fact 1: Galen is linked with Hera.
Fact 2: Hera resolves to Gold.
Competing fact: Galen is also associated with Iron.
Question: Which label is associated with Galen: Gold or Iron?
Answer with exactly one word:",1.9034106,-0.6923653,-4.6056643,-7.1343184,-8.270148,-7.3725166,23.625,32.71875,conflict,-0.39981616,-0.7116269,-2.2400331,-4.527863,-5.050031,-3.997055,-4.642967,0.39981616,-9.09375
g017_direct_conflict,17,2,5,direct_conflict,competition,1,Gold,Iron,7421,16570,"You are given a small relation graph.
Fact 1: Galen is linked with Hera.
Fact 2: Hera resolves to Gold.
Direct conflicting fact: Galen resolves to Iron.
Question: Which label is associated with Galen: Gold or Iron?
Answer with exactly one word:",2.1307755,-0.19536507,-4.0697336,-6.7667575,-8.031944,-7.1716948,24.078125,33.71875,conflict,-0.17245126,-0.21462667,-1.7041025,-4.160302,-4.811827,-3.7962332,-3.948344,0.17245126,-9.640625
g017_closure_update,17,2,5,closure_update,closure,2,Gold,Iron,7421,16570,"You are given a small relation graph.
Fact 1: Galen is linked with Hera.
Old record: Hera resolves to Gold.
Updated record: Hera resolves to Iron, not Gold.
Question: Which label is associated with Galen: Gold or Iron?
Answer with exactly one word:",1.81822,-0.53415036,-4.3543835,-5.2737255,-8.225219,-7.338709,23.09375,32.03125,conflict,-0.4850067,-0.55341196,-1.9887524,-2.6672702,-5.0051017,-3.9632473,-3.6068866,0.4850067,-8.9375
g017_closure_override,17,2,5,closure_override,closure,2,Gold,Iron,7421,16570,"You are given a rule system.
General rule: items that is linked with Hera receive label Gold.
Override rule: in this case, items that is linked with Hera receive label Iron.
Fact: Galen is linked with Hera.
Question: Which label applies to Galen: Gold or Iron?
Answer with exactly one word:",2.6718009,-0.056077242,-3.4840798,-4.84591,-8.608691,-7.156687,22.421875,29.515625,conflict,0.36857414,-0.07533884,-1.1184487,-2.2394547,-5.388574,-3.7812252,-3.0840294,0.07533884,-7.09375
g017_exception_override,17,2,5,exception_override,closure,2,Gold,Iron,7421,16570,"You are given a rule system.
General rule: items connected to Hera use label Gold.
Exception: Galen is a special case and uses label Iron.
Fact: Galen is connected to Hera.
Question: Which label applies to Galen: Gold or Iron?
Answer with exactly one word:",3.079836,0.6518456,-2.5816236,-4.94149,-6.9803476,-5.2790084,22.9375,29.140625,conflict,0.7766092,0.632584,-0.21599245,-2.3350348,-3.7602305,-1.9035468,-0.75821185,0.21599245,-6.203125
g018_clean,18,3,0,clean,stable,0,Red,Blue,3731,8697,"You are given a small relation graph.
Fact 1: Juno belongs to Kira.
Fact 2: Kira is located at Red.
Question: Which label is associated with Juno: Red or Blue?
Answer with exactly one word:",1.5273868,1.9386696,3.8962028,3.4262614,2.641262,7.041437,30.84375,31.40625,conflict,0.0,0.0,0.0,0.0,0.0,0.0,3.495271,0.0,-0.5625
g018_redundant,18,3,0,redundant,stable,0,Red,Blue,3731,8697,"You are given a small relation graph.
Fact 1: Juno belongs to Kira.
Fact 2: Kira is located at Red.
Confirmation: Juno still goes through Kira.
Confirmation: Kira still points to Red.
Question: Which label is associated with Juno: Red or Blue?
Answer with exactly one word:",1.2584016,2.7366526,4.6072264,3.904801,3.3358107,7.4464207,27.9375,28.234375,conflict,-0.26898515,0.79798305,0.71102357,0.47853947,0.6945486,0.40498352,4.677368,0.26898515,-0.296875
g018_irrelevant,18,3,0,irrelevant,stable,0,Red,Blue,3731,8697,"You are given a small relation graph.
Fact 1: Juno belongs to Kira.
Fact 2: Kira is located at Red.
Irrelevant fact: Lio is associated with Green.
Question: Which label is associated with Juno: Red or Blue?
Answer with exactly one word:",1.588032,1.9023526,3.314437,3.1304712,1.5973854,5.878563,30.328125,31.25,conflict,0.060645223,-0.03631699,-0.5817659,-0.2957902,-1.0438766,-1.1628742,1.9220909,0.03631699,-0.921875
g018_paraphrase,18,3,0,paraphrase,stable,0,Red,Blue,3731,8697,"In this example, Juno reaches Kira.
The destination connected to Kira is Red.
Based on those two links, select the label for Juno: Red or Blue.
Answer:",3.27844,3.538268,6.605185,7.2339187,6.374897,9.946056,24.546875,22.96875,clean,1.7510532,1.5995985,2.7089822,3.8076572,3.733635,2.9046192,10.336089,1.5995985,1.578125
g018_weak_distractor,18,3,0,weak_distractor,competition,1,Red,Blue,3731,8697,"You are given a small relation graph.
Fact 1: Juno belongs to Kira.
Fact 2: Kira is located at Red.
Weak note: some unrelated source mentions Blue, but does not update the graph.
Question: Which label is associated with Juno: Red or Blue?
Answer with exactly one word:",1.6615863,2.1210775,3.2122867,2.582849,2.825387,7.394866,29.96875,30.90625,conflict,0.1341995,0.18240798,-0.6839161,-0.8434124,0.18412495,0.35342884,3.1466029,0.1341995,-0.9375
g018_competition_balanced,18,3,0,competition_balanced,competition,1,Red,Blue,3731,8697,"You are given a small relation graph.
Fact 1: Juno belongs to Kira.
Fact 2: Kira is located at Red.
Competing fact: Juno is also associated with Blue.
Question: Which label is associated with Juno: Red or Blue?
Answer with exactly one word:",1.2711353,1.7083856,-0.37440276,-1.1402245,-0.97111034,3.4245415,28.90625,33.40625,conflict,-0.25625145,-0.23028398,-4.2706056,-4.566486,-3.6123724,-3.6168957,-4.3481426,0.23028398,-4.5
g018_direct_conflict,18,3,0,direct_conflict,competition,1,Red,Blue,3731,8697,"You are given a small relation graph.
Fact 1: Juno belongs to Kira.
Fact 2: Kira is located at Red.
Direct conflicting fact: Juno is located at Blue.
Question: Which label is associated with Juno: Red or Blue?
Answer with exactly one word:",1.7098968,2.1169758,0.015000582,-1.6581445,-0.6730423,4.1724043,30.546875,34.875,conflict,0.18251002,0.17830622,-3.8812022,-5.084406,-3.3143044,-2.8690329,-3.8105252,0.17830622,-4.328125
g018_closure_update,18,3,0,closure_update,closure,2,Red,Blue,3731,8697,"You are given a small relation graph.
Fact 1: Juno belongs to Kira.
Old record: Kira is located at Red.
Updated record: Kira is located at Blue, not Red.
Question: Which label is associated with Juno: Red or Blue?
Answer with exactly one word:",1.4698029,1.7961812,-0.8187151,-1.5614738,-2.286645,2.2184362,27.890625,33.71875,conflict,-0.057583928,-0.14248836,-4.714918,-4.9877353,-4.927907,-4.823001,-6.0861673,0.057583928,-5.828125
g018_closure_override,18,3,0,closure_override,closure,2,Red,Blue,3731,8697,"You are given a rule system.
General rule: items that belongs to Kira receive label Red.
Override rule: in this case, items that belongs to Kira receive label Blue.
Fact: Juno belongs to Kira.
Question: Which label applies to Juno: Red or Blue?
Answer with exactly one word:",1.2723421,1.5293782,-1.4335296,-2.6492867,-4.334688,-0.20093918,26.21875,33.1875,conflict,-0.2550447,-0.4092914,-5.3297324,-6.075548,-6.9759502,-7.2423763,-9.324281,0.2550447,-6.96875
g018_exception_override,18,3,0,exception_override,closure,2,Red,Blue,3731,8697,"You are given a rule system.
General rule: items connected to Kira use label Red.
Exception: Juno is a special case and uses label Blue.
Fact: Juno is connected to Kira.
Question: Which label applies to Juno: Red or Blue?
Answer with exactly one word:",1.862874,2.184385,-0.479208,-2.4043522,-2.7624807,0.7007408,27.25,32.28125,conflict,0.33548725,0.2457155,-4.375411,-5.8306136,-5.403743,-6.3406963,-7.338928,0.2457155,-5.03125
g019_clean,19,3,1,clean,stable,0,Green,Yellow,7840,25462,"You are given a small relation graph.
Fact 1: Juno is assigned to Kira.
Fact 2: Kira maps to Green.
Question: Which label is associated with Juno: Green or Yellow?
Answer with exactly one word:",-0.5176907,0.43473458,1.8225571,3.9069798,4.4041095,5.647613,30.921875,32.21875,conflict,0.0,0.0,0.0,0.0,0.0,0.0,3.495271,0.0,-1.296875
g019_redundant,19,3,1,redundant,stable,0,Green,Yellow,7840,25462,"You are given a small relation graph.
Fact 1: Juno is assigned to Kira.
Fact 2: Kira maps to Green.
Confirmation: Juno still goes through Kira.
Confirmation: Kira still points to Green.
Question: Which label is associated with Juno: Green or Yellow?
Answer with exactly one word:",-0.6766536,-0.054139137,1.9744081,4.0038176,4.2872915,5.607564,27.515625,28.046875,conflict,-0.1589629,-0.48887372,0.15185106,0.09683776,-0.11681795,-0.040049076,3.4478993,0.040049076,-0.53125
g019_irrelevant,19,3,1,irrelevant,stable,0,Green,Yellow,7840,25462,"You are given a small relation graph.
Fact 1: Juno is assigned to Kira.
Fact 2: Kira maps to Green.
Irrelevant fact: Lio is associated with North.
Question: Which label is associated with Juno: Green or Yellow?
Answer with exactly one word:",-0.5996544,0.012210131,0.5707083,3.0017762,3.352995,4.5131655,27.65625,29.265625,conflict,-0.08196366,-0.42252445,-1.2518488,-0.9052036,-1.0511146,-1.1344476,1.3312566,0.08196366,-1.609375
g019_paraphrase,19,3,1,paraphrase,stable,0,Green,Yellow,7840,25462,"In this example, Juno reaches Kira.
The destination connected to Kira is Green.
Based on those two links, select the label for Juno: Green or Yellow.
Answer:",-0.15284908,0.2351489,2.665019,5.4372253,7.0256815,6.8729568,24.09375,22.234375,clean,0.36484164,-0.19958568,0.84246194,1.5302455,2.621572,1.2253437,6.724658,0.19958568,1.859375
g019_weak_distractor,19,3,1,weak_distractor,competition,1,Green,Yellow,7840,25462,"You are given a small relation graph.
Fact 1: Juno is assigned to Kira.
Fact 2: Kira maps to Green.
Weak note: some unrelated source mentions Yellow, but does not update the graph.
Question: Which label is associated with Juno: Green or Yellow?
Answer with exactly one word:",-1.0180933,0.005380571,0.6530266,3.1917365,3.472023,5.893197,29.375,30.609375,conflict,-0.5004026,-0.429354,-1.1695305,-0.71524334,-0.93208647,0.24558401,2.1950383,0.24558401,-1.234375
g019_competition_balanced,19,3,1,competition_balanced,competition,1,Green,Yellow,7840,25462,"You are given a small relation graph.
Fact 1: Juno is assigned to Kira.
Fact 2: Kira maps to Green.
Competing fact: Juno is also associated with Yellow.
Question: Which label is associated with Juno: Green or Yellow?
Answer with exactly one word:",-1.3566623,-0.31116593,-1.4719344,1.0222445,1.1527448,3.0662417,28.59375,33.4375,conflict,-0.83897156,-0.7459005,-3.2944915,-2.8847353,-3.2513647,-2.5813713,-2.5269706,0.7459005,-4.84375
g019_direct_conflict,19,3,1,direct_conflict,competition,1,Green,Yellow,7840,25462,"You are given a small relation graph.
Fact 1: Juno is assigned to Kira.
Fact 2: Kira maps to Green.
Direct conflicting fact: Juno maps to Yellow.
Question: Which label is associated with Juno: Green or Yellow?
Answer with exactly one word:",-1.525918,-0.48770416,-1.8648902,-0.08458328,-0.15743017,2.1566768,29.171875,36.15625,conflict,-1.0082273,-0.92243874,-3.6874473,-3.991563,-4.5615396,-3.4909363,-4.472143,0.92243874,-6.984375
g019_closure_update,19,3,1,closure_update,closure,2,Green,Yellow,7840,25462,"You are given a small relation graph.
Fact 1: Juno is assigned to Kira.
Old record: Kira maps to Green.
Updated record: Kira maps to Yellow, not Green.
Question: Which label is associated with Juno: Green or Yellow?
Answer with exactly one word:",-1.9622405,-0.7984281,-1.452698,0.15996242,-0.7885604,0.5506573,26.921875,34.0625,conflict,-1.4445498,-1.2331626,-3.2752552,-3.7470174,-5.19267,-5.096956,-5.45187,1.2331626,-7.140625
g019_closure_override,19,3,1,closure_override,closure,2,Green,Yellow,7840,25462,"You are given a rule system.
General rule: items that is assigned to Kira receive label Green.
Override rule: in this case, items that is assigned to Kira receive label Yellow.
Fact: Juno is assigned to Kira.
Question: Which label applies to Juno: Green or Yellow?
Answer with exactly one word:",-1.3604732,-0.31082118,-0.80066705,0.6240792,-0.21691322,1.7787094,26.28125,31.921875,conflict,-0.84278244,-0.74555576,-2.6232243,-3.2829006,-4.6210227,-3.8689036,-3.9188378,0.74555576,-5.640625
g019_exception_override,19,3,1,exception_override,closure,2,Green,Yellow,7840,25462,"You are given a rule system.
General rule: items connected to Kira use label Green.
Exception: Juno is a special case and uses label Yellow.
Fact: Juno is connected to Kira.
Question: Which label applies to Juno: Green or Yellow?
Answer with exactly one word:",-1.0624603,-0.51239276,-0.6928315,0.7840433,1.7958784,2.9385176,27.390625,30.75,conflict,-0.5447696,-0.94712734,-2.5153885,-3.1229365,-2.608231,-2.7090955,-2.023217,0.5447696,-3.359375
g020_clean,20,3,2,clean,stable,0,North,South,4787,4882,"You are given a small relation graph.
Fact 1: Juno is part of Kira.
Fact 2: Kira points to North.
Question: Which label is associated with Juno: North or South?
Answer with exactly one word:",1.6340388,1.7559538,-0.64712715,-0.028085709,0.15439415,-0.8969555,31.6875,32.125,conflict,0.0,0.0,0.0,0.0,0.0,0.0,3.495271,0.0,-0.4375
g020_redundant,20,3,2,redundant,stable,0,North,South,4787,4882,"You are given a small relation graph.
Fact 1: Juno is part of Kira.
Fact 2: Kira points to North.
Confirmation: Juno still goes through Kira.
Confirmation: Kira still points to North.
Question: Which label is associated with Juno: North or South?
Answer with exactly one word:",1.3765569,1.6721344,-0.9907093,-0.37901783,-0.1018486,-1.3819408,29.125,29.828125,conflict,-0.25748193,-0.08381939,-0.34358215,-0.35093212,-0.25624275,-0.48498535,2.768651,0.08381939,-0.703125
g020_irrelevant,20,3,2,irrelevant,stable,0,North,South,4787,4882,"You are given a small relation graph.
Fact 1: Juno is part of Kira.
Fact 2: Kira points to North.
Irrelevant fact: Lio is associated with East.
Question: Which label is associated with Juno: North or South?
Answer with exactly one word:",1.7699866,1.594223,-1.0458012,-0.73023033,-0.27642822,-1.5222034,30.640625,32.59375,conflict,0.13594782,-0.16173077,-0.398674,-0.7021446,-0.43082237,-0.62524796,2.4275365,0.13594782,-1.953125
g020_paraphrase,20,3,2,paraphrase,stable,0,North,South,4787,4882,"In this example, Juno reaches Kira.
The destination connected to Kira is North.
Based on those two links, select the label for Juno: North or South.
Answer:",0.44920516,0.84890366,2.6440115,2.810584,3.3487034,2.094141,25.234375,22.984375,clean,-1.1848336,-0.90705013,3.2911386,2.8386698,3.1943092,2.9910965,9.343778,0.90705013,2.25
g020_weak_distractor,20,3,2,weak_distractor,competition,1,North,South,4787,4882,"You are given a small relation graph.
Fact 1: Juno is part of Kira.
Fact 2: Kira points to North.
Weak note: some unrelated source mentions South, but does not update the graph.
Question: Which label is associated with Juno: North or South?
Answer with exactly one word:",0.72428346,0.82514906,-1.3621573,-0.9106941,-0.5674782,-1.7223759,29.78125,30.875,conflict,-0.90975535,-0.9308047,-0.7150302,-0.8826084,-0.7218723,-0.8254204,1.7860339,0.7150302,-1.09375
g020_competition_balanced,20,3,2,competition_balanced,competition,1,North,South,4787,4882,"You are given a small relation graph.
Fact 1: Juno is part of Kira.
Fact 2: Kira points to North.
Competing fact: Juno is also associated with South.
Question: Which label is associated with Juno: North or South?
Answer with exactly one word:",0.35603452,0.15736628,-3.0877404,-2.9391232,-2.5536957,-4.177473,28.390625,30.9375,conflict,-1.2780043,-1.5985875,-2.4406133,-2.9110374,-2.7080898,-3.2805176,-2.367191,1.2780043,-2.546875
g020_direct_conflict,20,3,2,direct_conflict,competition,1,North,South,4787,4882,"You are given a small relation graph.
Fact 1: Juno is part of Kira.
Fact 2: Kira points to North.
Direct conflicting fact: Juno points to South.
Question: Which label is associated with Juno: North or South?
Answer with exactly one word:",0.26183498,0.2687888,-3.274119,-3.5025415,-3.506691,-5.373413,29.421875,32.96875,conflict,-1.3722038,-1.487165,-2.6269917,-3.4744558,-3.6610851,-4.4764576,-3.8737633,1.3722038,-3.546875
g020_closure_update,20,3,2,closure_update,closure,2,North,South,4787,4882,"You are given a small relation graph.
Fact 1: Juno is part of Kira.
Old record: Kira points to North.
Updated record: Kira points to South, not North.
Question: Which label is associated with Juno: North or South?
Answer with exactly one word:",-0.7952701,-1.1429272,-4.4217052,-4.196456,-3.9539623,-5.70372,28.1875,32.28125,conflict,-2.429309,-2.898881,-3.774578,-4.1683702,-4.1083565,-4.8067646,-5.308502,2.429309,-4.09375
g020_closure_override,20,3,2,closure_override,closure,2,North,South,4787,4882,"You are given a rule system.
General rule: items that is part of Kira receive label North.
Override rule: in this case, items that is part of Kira receive label South.
Fact: Juno is part of Kira.
Question: Which label applies to Juno: North or South?
Answer with exactly one word:",-0.48969662,-1.6857615,-4.516918,-4.876236,-4.532892,-6.5433064,26.84375,31.65625,conflict,-2.1237354,-3.4417152,-3.869791,-4.8481503,-4.6872864,-5.646351,-6.4713697,2.1237354,-4.8125
g020_exception_override,20,3,2,exception_override,closure,2,North,South,4787,4882,"You are given a rule system.
General rule: items connected to Kira use label North.
Exception: Juno is a special case and uses label South.
Fact: Juno is connected to Kira.
Question: Which label applies to Juno: North or South?
Answer with exactly one word:",0.0060811043,-1.0887864,-3.9076214,-4.7350793,-4.325474,-6.1630554,27.140625,31.203125,conflict,-1.6279577,-2.8447402,-3.2604942,-4.7069936,-4.479868,-5.2661,-5.7518063,1.6279577,-4.0625
g021_clean,21,3,3,clean,stable,0,East,West,6326,4312,"You are given a small relation graph.
Fact 1: Juno is grouped under Kira.
Fact 2: Kira has label East.
Question: Which label is associated with Juno: East or West?
Answer with exactly one word:",1.4254615,3.154136,3.421214,4.563194,5.8670406,8.912262,30.234375,30.953125,conflict,0.0,0.0,0.0,0.0,0.0,0.0,3.495271,0.0,-0.71875
g021_redundant,21,3,3,redundant,stable,0,East,West,6326,4312,"You are given a small relation graph.
Fact 1: Juno is grouped under Kira.
Fact 2: Kira has label East.
Confirmation: Juno still goes through Kira.
Confirmation: Kira still points to East.
Question: Which label is associated with Juno: East or West?
Answer with exactly one word:",1.4593005,3.2252164,5.592623,6.6736374,7.9451313,10.743746,28.296875,27.203125,clean,0.033838987,0.071080446,2.1714091,2.1104436,2.0780907,1.8314838,7.508893,0.033838987,1.09375
g021_irrelevant,21,3,3,irrelevant,stable,0,East,West,6326,4312,"You are given a small relation graph.
Fact 1: Juno is grouped under Kira.
Fact 2: Kira has label East.
Irrelevant fact: Lio is associated with Copper.
Question: Which label is associated with Juno: East or West?
Answer with exactly one word:",1.6052794,3.53133,3.8537207,4.9106045,6.1128464,9.2621155,28.984375,29.859375,conflict,0.17981791,0.37719417,0.43250656,0.34741068,0.24580574,0.34985352,4.204512,0.17981791,-0.875
g021_paraphrase,21,3,3,paraphrase,stable,0,East,West,6326,4312,"In this example, Juno reaches Kira.
The destination connected to Kira is East.
Based on those two links, select the label for Juno: East or West.
Answer:",2.317493,3.056725,5.864414,7.539185,9.619026,13.077043,24.859375,22.84375,clean,0.89203143,-0.09741092,2.4432,2.9759912,3.7519855,4.1647806,10.248395,0.09741092,2.015625
g021_weak_distractor,21,3,3,weak_distractor,competition,1,East,West,6326,4312,"You are given a small relation graph.
Fact 1: Juno is grouped under Kira.
Fact 2: Kira has label East.
Weak note: some unrelated source mentions West, but does not update the graph.
Question: Which label is associated with Juno: East or West?
Answer with exactly one word:",0.9585278,2.2681577,3.8250852,5.382078,7.557925,10.35308,29.8125,29.9375,conflict,-0.46693373,-0.8859782,0.40387106,0.8188844,1.6908846,1.4408178,5.6435204,0.40387106,-0.125
g021_competition_balanced,21,3,3,competition_balanced,competition,1,East,West,6326,4312,"You are given a small relation graph.
Fact 1: Juno is grouped under Kira.
Fact 2: Kira has label East.
Competing fact: Juno is also associated with West.
Question: Which label is associated with Juno: East or West?
Answer with exactly one word:",0.07789755,1.6371543,0.99867535,2.9752588,5.385317,7.795904,27.609375,29.5,conflict,-1.347564,-1.5169816,-2.4225388,-1.587935,-0.4817238,-1.1163578,0.6864426,0.4817238,-1.890625
g021_direct_conflict,21,3,3,direct_conflict,competition,1,East,West,6326,4312,"You are given a small relation graph.
Fact 1: Juno is grouped under Kira.
Fact 2: Kira has label East.
Direct conflicting fact: Juno has label West.
Question: Which label is associated with Juno: East or West?
Answer with exactly one word:",0.11306679,1.7848308,0.6477518,1.4537325,3.708047,6.544034,29.25,33.46875,conflict,-1.3123947,-1.3693051,-2.7734623,-3.1094613,-2.1589937,-2.368228,-1.7808864,1.3123947,-4.21875
g021_closure_update,21,3,3,closure_update,closure,2,East,West,6326,4312,"You are given a small relation graph.
Fact 1: Juno is grouped under Kira.
Old record: Kira has label East.
Updated record: Kira has label West, not East.
Question: Which label is associated with Juno: East or West?
Answer with exactly one word:",0.0030466318,0.60248005,-1.1115127,-0.22044277,0.96520615,3.9478674,26.21875,31.78125,conflict,-1.4224149,-2.5516558,-4.532727,-4.7836366,-4.9018345,-4.9643946,-6.3303995,1.4224149,-5.5625
g021_closure_override,21,3,3,closure_override,closure,2,East,West,6326,4312,"You are given a rule system.
General rule: items that is grouped under Kira receive label East.
Override rule: in this case, items that is grouped under Kira receive label West.
Fact: Juno is grouped under Kira.
Question: Which label applies to Juno: East or West?
Answer with exactly one word:",0.036874294,1.0304823,0.5220661,1.0384407,2.7016401,5.500144,27.53125,31.15625,conflict,-1.3885872,-2.1236537,-2.899148,-3.524753,-3.1654005,-3.412118,-3.2366126,1.3885872,-3.625
g021_exception_override,21,3,3,exception_override,closure,2,East,West,6326,4312,"You are given a rule system.
General rule: items connected to Kira use label East.
Exception: Juno is a special case and uses label West.
Fact: Juno is connected to Kira.
Question: Which label applies to Juno: East or West?
Answer with exactly one word:",0.5188072,1.7274015,1.5937176,1.2990751,2.9780989,5.577668,27.328125,30.734375,conflict,-0.90665436,-1.4267344,-1.8274965,-3.2641187,-2.8889418,-3.3345938,-2.3850973,0.90665436,-3.40625
g022_clean,22,3,4,clean,stable,0,Copper,Silver,42540,14997,"You are given a small relation graph.
Fact 1: Juno routes through Kira.
Fact 2: Kira ends at Copper.
Question: Which label is associated with Juno: Copper or Silver?
Answer with exactly one word:",0.13517463,0.009788871,-1.620457,-0.9424623,1.3907256,-3.0061421,27.71875,25.578125,clean,0.0,0.0,0.0,0.0,0.0,0.0,3.495271,0.0,2.140625
g022_redundant,22,3,4,redundant,stable,0,Copper,Silver,42540,14997,"You are given a small relation graph.
Fact 1: Juno routes through Kira.
Fact 2: Kira ends at Copper.
Confirmation: Juno still goes through Kira.
Confirmation: Kira still points to Copper.
Question: Which label is associated with Juno: Copper or Silver?
Answer with exactly one word:",0.16925228,-0.30139923,-1.3520167,-0.65067005,1.5362287,-2.4347079,27.03125,23.9375,clean,0.034077644,-0.3111881,0.26844037,0.29179227,0.14550304,0.57143426,4.085284,0.034077644,3.09375
g022_irrelevant,22,3,4,irrelevant,stable,0,Copper,Silver,42540,14997,"You are given a small relation graph.
Fact 1: Juno routes through Kira.
Fact 2: Kira ends at Copper.
Irrelevant fact: Lio is associated with Gold.
Question: Which label is associated with Juno: Copper or Silver?
Answer with exactly one word:",-0.4923277,0.15687525,-3.7030365,-4.1016784,-3.7172632,-6.7078156,27.640625,29.640625,conflict,-0.6275023,0.14708638,-2.0825796,-3.159216,-5.107989,-3.7016735,-3.7418582,0.14708638,-2.0
g022_paraphrase,22,3,4,paraphrase,stable,0,Copper,Silver,42540,14997,"In this example, Juno reaches Kira.
The destination connected to Kira is Copper.
Based on those two links, select the label for Juno: Copper or Silver.
Answer:",-3.16678,-2.714213,-1.3895607,0.99595815,3.1495337,-0.86051357,23.09375,20.28125,clean,-3.3019547,-2.724002,0.23089635,1.9384205,1.7588081,2.1456285,6.1015997,0.23089635,2.8125
g022_weak_distractor,22,3,4,weak_distractor,competition,1,Copper,Silver,42540,14997,"You are given a small relation graph.
Fact 1: Juno routes through Kira.
Fact 2: Kira ends at Copper.
Weak note: some unrelated source mentions Silver, but does not update the graph.
Question: Which label is associated with Juno: Copper or Silver?
Answer with exactly one word:",-0.1351937,-0.005158663,-3.4365501,-3.5296845,-2.1978493,-5.1587214,27.34375,27.765625,conflict,-0.27036834,-0.014947534,-1.8160931,-2.587222,-3.588575,-2.1525793,-1.6720307,0.014947534,-0.421875
g022_competition_balanced,22,3,4,competition_balanced,competition,1,Copper,Silver,42540,14997,"You are given a small relation graph.
Fact 1: Juno routes through Kira.
Fact 2: Kira ends at Copper.
Competing fact: Juno is also associated with Silver.
Question: Which label is associated with Juno: Copper or Silver?
Answer with exactly one word:",-0.40891623,-0.4723829,-4.957115,-6.167404,-5.983402,-7.9325604,25.9375,29.84375,conflict,-0.54409087,-0.48217177,-3.336658,-5.2249417,-7.3741274,-4.9264183,-7.2289896,0.48217177,-3.90625
g022_direct_conflict,22,3,4,direct_conflict,competition,1,Copper,Silver,42540,14997,"You are given a small relation graph.
Fact 1: Juno routes through Kira.
Fact 2: Kira ends at Copper.
Direct conflicting fact: Juno ends at Silver.
Question: Which label is associated with Juno: Copper or Silver?
Answer with exactly one word:",-0.6021544,-0.30148292,-5.6186,-7.317692,-6.952989,-8.615091,27.40625,31.890625,conflict,-0.737329,-0.3112718,-3.9981427,-6.3752294,-8.343715,-5.608949,-8.948246,0.3112718,-4.484375
g022_closure_update,22,3,4,closure_update,closure,2,Copper,Silver,42540,14997,"You are given a small relation graph.
Fact 1: Juno routes through Kira.
Old record: Kira ends at Copper.
Updated record: Kira ends at Silver, not Copper.
Question: Which label is associated with Juno: Copper or Silver?
Answer with exactly one word:",-0.9500991,-0.8586693,-5.8072276,-5.738762,-5.9203277,-8.278003,27.046875,30.6875,conflict,-1.0852737,-0.86845815,-4.1867704,-4.7962995,-7.3110533,-5.2718606,-7.575485,0.86845815,-3.640625
g022_closure_override,22,3,4,closure_override,closure,2,Copper,Silver,42540,14997,"You are given a rule system.
General rule: items that routes through Kira receive label Copper.
Override rule: in this case, items that routes through Kira receive label Silver.
Fact: Juno routes through Kira.
Question: Which label applies to Juno: Copper or Silver?
Answer with exactly one word:",-0.61514735,0.21684611,-4.829587,-7.7858505,-9.623833,-11.343554,22.421875,31.125,conflict,-0.750322,0.20705724,-3.2091298,-6.843388,-11.014559,-8.337412,-11.774934,0.20705724,-8.703125
g022_exception_override,22,3,4,exception_override,closure,2,Copper,Silver,42540,14997,"You are given a rule system.
General rule: items connected to Kira use label Copper.
Exception: Juno is a special case and uses label Silver.
Fact: Juno is connected to Kira.
Question: Which label applies to Juno: Copper or Silver?
Answer with exactly one word:",-0.52205753,-0.30475676,-5.0173173,-7.098619,-7.2542467,-9.1571665,24.359375,29.453125,conflict,-0.65723217,-0.31454563,-3.3968601,-6.1561565,-8.644972,-6.1510243,-9.058747,0.31454563,-5.09375
g023_clean,23,3,5,clean,stable,0,Gold,Iron,7421,16570,"You are given a small relation graph.
Fact 1: Juno is linked with Kira.
Fact 2: Kira resolves to Gold.
Question: Which label is associated with Juno: Gold or Iron?
Answer with exactly one word:",2.028063,0.1637168,-1.4070852,-2.0879948,-1.8881645,-1.4692831,28.109375,30.546875,conflict,0.0,0.0,0.0,0.0,0.0,0.0,3.495271,0.0,-2.4375
