prompt_id,graph_id,condition,mechanism,clean_label,conflict_label,DeltaU,final_clean_logit,final_conflict_logit,pair_choice,control,final_margin,baseline_DeltaU,baseline_margin,baseline_pair_choice,margin_shift,DeltaU_shift,pair_flip,crossed
g064_weak_distractor,64,weak_distractor,competition,Copper,Silver,-0.3384228050708771,19.140625,17.15625,clean,same_combo_fixed,1.984375,-0.06693459,2.203125,clean,-0.21875,-0.2714882120490074,False,False
g064_competition_balanced,64,competition_balanced,competition,Copper,Silver,-0.9759054780006409,18.734375,17.328125,clean,same_combo_fixed,1.40625,-0.80812424,1.53125,clean,-0.125,-0.16778123378753662,False,False
g064_direct_conflict,64,direct_conflict,competition,Copper,Silver,-0.49461907148361206,19.15625,17.296875,clean,same_combo_fixed,1.859375,0.071404554,2.328125,clean,-0.46875,-0.566023625433445,False,False
g064_closure_update,64,closure_update,closure,Copper,Silver,-0.8653777241706848,18.703125,17.25,clean,same_combo_fixed,1.453125,-0.58644754,1.6640625,clean,-0.2109375,-0.2789301872253418,False,False
g064_closure_override,64,closure_override,closure,Copper,Silver,-1.235825777053833,19.421875,18.28125,clean,same_combo_fixed,1.140625,-0.96742576,1.34375,clean,-0.203125,-0.26840001344680786,False,False
g064_exception_override,64,exception_override,closure,Copper,Silver,-1.5107250213623047,19.671875,18.859375,clean,same_combo_fixed,0.8125,-1.651499,0.640625,clean,0.171875,0.14077401161193848,False,False
g067_clean,67,clean,stable,Green,Yellow,0.20558863878250122,18.765625,17.96875,clean,same_combo_fixed,0.796875,0.096519895,0.703125,clean,0.09375,0.10906874388456345,False,False
g067_redundant,67,redundant,stable,Green,Yellow,0.3141116797924042,19.046875,18.125,clean,same_combo_fixed,0.921875,0.32042918,0.921875,clean,0.0,-0.006317496299743652,False,False
g067_irrelevant,67,irrelevant,stable,Green,Yellow,0.429703950881958,18.78125,17.78125,clean,same_combo_fixed,1.0,0.5190193,1.046875,clean,-0.046875,-0.08931535482406616,False,False
g067_paraphrase,67,paraphrase,stable,Green,Yellow,-0.6114276051521301,20.703125,20.734375,conflict,same_combo_fixed,-0.03125,-0.55302733,-0.03125,conflict,0.0,-0.05840027332305908,False,False
g067_weak_distractor,67,weak_distractor,competition,Green,Yellow,-0.031909145414829254,18.8125,18.25,clean,same_combo_fixed,0.5625,0.23826882,0.8125,clean,-0.25,-0.2701779678463936,False,False
g067_competition_balanced,67,competition_balanced,competition,Green,Yellow,-0.2868342101573944,18.9375,18.59375,clean,same_combo_fixed,0.34375,-0.73732066,-0.078125,conflict,0.421875,0.4504864513874054,True,True
g067_direct_conflict,67,direct_conflict,competition,Green,Yellow,-0.05345975607633591,19.171875,18.609375,clean,same_combo_fixed,0.5625,-0.19582933,0.40625,clean,0.15625,0.1423695757985115,False,False
g067_closure_update,67,closure_update,closure,Green,Yellow,-0.5068806409835815,18.984375,18.8125,clean,same_combo_fixed,0.171875,-0.9744361,-0.296875,conflict,0.46875,0.4675554633140564,True,True
g067_closure_override,67,closure_override,closure,Green,Yellow,-0.09627785533666611,19.15625,18.578125,clean,same_combo_fixed,0.578125,-0.33082545,0.296875,clean,0.28125,0.23454759269952774,False,False
g067_exception_override,67,exception_override,closure,Green,Yellow,-0.395952969789505,19.234375,19.0,clean,same_combo_fixed,0.234375,-1.2678446,-0.640625,conflict,0.875,0.871891587972641,True,True
g068_clean,68,clean,stable,North,South,0.007544063031673431,19.34375,18.265625,clean,same_combo_fixed,1.078125,0.096519895,1.140625,clean,-0.0625,-0.08897583186626434,False,False
g068_redundant,68,redundant,stable,North,South,-0.03462251275777817,19.421875,18.34375,clean,same_combo_fixed,1.078125,-0.091703825,0.984375,clean,0.09375,0.05708131194114685,False,False
g068_irrelevant,68,irrelevant,stable,North,South,-0.19797104597091675,19.1875,18.328125,clean,same_combo_fixed,0.859375,0.18691605,1.171875,clean,-0.3125,-0.38488709926605225,False,False
g068_paraphrase,68,paraphrase,stable,North,South,0.6418899893760681,21.625,19.828125,clean,same_combo_fixed,1.796875,1.1742656,2.28125,clean,-0.484375,-0.5323756337165833,False,False
g068_weak_distractor,68,weak_distractor,competition,North,South,-0.08087051659822464,19.203125,18.21875,clean,same_combo_fixed,0.984375,0.29850975,1.328125,clean,-0.34375,-0.3793802633881569,False,False
g068_competition_balanced,68,competition_balanced,competition,North,South,-0.4460600018501282,19.015625,18.359375,clean,same_combo_fixed,0.65625,-0.7712316,0.3125,clean,0.34375,0.3251715898513794,False,False
g068_direct_conflict,68,direct_conflict,competition,North,South,-0.38459154963493347,19.421875,18.6875,clean,same_combo_fixed,0.734375,-0.43623877,0.640625,clean,0.09375,0.05164721608161926,False,False
g068_closure_update,68,closure_update,closure,North,South,-0.4696905016899109,19.59375,18.9375,clean,same_combo_fixed,0.65625,-0.6579553,0.453125,clean,0.203125,0.18826478719711304,False,False
g068_closure_override,68,closure_override,closure,North,South,-0.06948893517255783,20.0625,18.984375,clean,same_combo_fixed,1.078125,-0.17401531,0.9375,clean,0.140625,0.10452637821435928,False,False
g068_exception_override,68,exception_override,closure,North,South,-0.32385018467903137,20.015625,19.171875,clean,same_combo_fixed,0.84375,-0.77195644,0.390625,clean,0.453125,0.4481062591075897,False,False
g069_clean,69,clean,stable,East,West,0.20103543996810913,17.671875,18.015625,conflict,same_combo_fixed,-0.34375,0.096519895,-0.4375,conflict,0.09375,0.10451554507017136,False,False
g069_redundant,69,redundant,stable,East,West,0.5128419995307922,17.75,17.84375,conflict,same_combo_fixed,-0.09375,0.48827952,-0.109375,conflict,0.015625,0.024562478065490723,False,False
g069_irrelevant,69,irrelevant,stable,East,West,0.281735360622406,17.8125,18.0625,conflict,same_combo_fixed,-0.25,0.37559226,-0.140625,conflict,-0.109375,-0.09385690093040466,False,False
g069_paraphrase,69,paraphrase,stable,East,West,1.5139639377593994,21.046875,20.21875,clean,same_combo_fixed,0.828125,2.2932396,1.5625,clean,-0.734375,-0.77927565574646,False,False
g069_weak_distractor,69,weak_distractor,competition,East,West,-0.031112514436244965,17.484375,18.140625,conflict,same_combo_fixed,-0.65625,0.6465359,0.015625,clean,-0.671875,-0.6776483878493309,True,False
g069_competition_balanced,69,competition_balanced,competition,East,West,0.003070257604122162,17.5625,18.140625,conflict,same_combo_fixed,-0.578125,-0.02241841,-0.609375,conflict,0.03125,0.02548866719007492,False,False
g069_direct_conflict,69,direct_conflict,competition,East,West,0.20777350664138794,17.890625,18.296875,conflict,same_combo_fixed,-0.40625,0.44901457,-0.203125,conflict,-0.203125,-0.24124106764793396,False,False
g069_closure_update,69,closure_update,closure,East,West,0.23080500960350037,18.65625,19.015625,conflict,same_combo_fixed,-0.359375,0.25284734,-0.328125,conflict,-0.03125,-0.02204233407974243,False,False
g069_closure_override,69,closure_override,closure,East,West,0.3267787992954254,19.0625,19.34375,conflict,same_combo_fixed,-0.28125,0.20948757,-0.390625,conflict,0.109375,0.11729122698307037,False,False
g069_exception_override,69,exception_override,closure,East,West,-0.06990746408700943,18.96875,19.65625,conflict,same_combo_fixed,-0.6875,-0.37316453,-0.96875,conflict,0.28125,0.3032570704817772,False,False
g073_clean,73,clean,stable,Green,Yellow,0.22359368205070496,18.9375,18.46875,clean,same_combo_fixed,0.46875,0.096519895,0.328125,clean,0.140625,0.12707378715276718,False,False
g073_redundant,73,redundant,stable,Green,Yellow,0.07317286729812622,19.203125,18.859375,clean,same_combo_fixed,0.34375,-0.0310416,0.203125,clean,0.140625,0.10421446710824966,False,False
g073_irrelevant,73,irrelevant,stable,Green,Yellow,0.15339107811450958,19.265625,18.890625,clean,same_combo_fixed,0.375,0.27408803,0.4375,clean,-0.0625,-0.12069694697856903,False,False
g073_paraphrase,73,paraphrase,stable,Green,Yellow,-0.3086249828338623,21.15625,21.21875,conflict,same_combo_fixed,-0.0625,-0.22930342,-0.046875,conflict,-0.015625,-0.07932156324386597,False,False
g073_weak_distractor,73,weak_distractor,competition,Green,Yellow,-0.3835693895816803,18.96875,19.09375,conflict,same_combo_fixed,-0.125,-0.30545393,-0.09375,conflict,-0.03125,-0.07811546325683594,False,False
g073_competition_balanced,73,competition_balanced,competition,Green,Yellow,-0.5194348692893982,18.921875,19.15625,conflict,same_combo_fixed,-0.234375,-0.90022284,-0.640625,conflict,0.40625,0.3807879686355591,False,False
g073_direct_conflict,73,direct_conflict,competition,Green,Yellow,-0.3067207932472229,19.265625,19.3125,conflict,same_combo_fixed,-0.046875,-0.29073608,-0.078125,conflict,0.03125,-0.015984714031219482,False,False
g073_closure_update,73,closure_update,closure,Green,Yellow,-0.4691193103790283,19.140625,19.3125,conflict,same_combo_fixed,-0.171875,-1.1009612,-0.8125,conflict,0.640625,0.6318418979644775,False,False
g073_closure_override,73,closure_override,closure,Green,Yellow,-0.15074986219406128,19.265625,19.078125,clean,same_combo_fixed,0.1875,-0.336195,0.0,clean,0.1875,0.1854451298713684,False,False
g073_exception_override,73,exception_override,closure,Green,Yellow,-0.4879034757614136,19.796875,19.984375,conflict,same_combo_fixed,-0.1875,-1.2505677,-0.953125,conflict,0.765625,0.7626641988754272,False,False
g077_clean,77,clean,stable,Gold,Iron,0.41148144006729126,18.890625,17.546875,clean,same_combo_fixed,1.34375,0.096519895,1.09375,clean,0.25,0.3149615451693535,False,False
g077_redundant,77,redundant,stable,Gold,Iron,0.07476235181093216,19.125,18.046875,clean,same_combo_fixed,1.078125,-0.054457985,1.03125,clean,0.046875,0.12922033667564392,False,False
g077_irrelevant,77,irrelevant,stable,Gold,Iron,0.6678903698921204,19.203125,17.59375,clean,same_combo_fixed,1.609375,0.65677357,1.578125,clean,0.03125,0.01111680269241333,False,False
g077_paraphrase,77,paraphrase,stable,Gold,Iron,0.7990859746932983,21.359375,19.765625,clean,same_combo_fixed,1.59375,1.2490394,2.0,clean,-0.40625,-0.44995343685150146,False,False
g077_weak_distractor,77,weak_distractor,competition,Gold,Iron,0.4343034625053406,19.125,17.765625,clean,same_combo_fixed,1.359375,0.48582125,1.453125,clean,-0.09375,-0.0515177845954895,False,False
g077_competition_balanced,77,competition_balanced,competition,Gold,Iron,0.34297746419906616,18.84375,17.640625,clean,same_combo_fixed,1.203125,-0.19050944,0.734375,clean,0.46875,0.5334869027137756,False,False
g077_direct_conflict,77,direct_conflict,competition,Gold,Iron,0.5759325623512268,19.078125,17.640625,clean,same_combo_fixed,1.4375,0.40599003,1.3125,clean,0.125,0.16994252800941467,False,False
g077_closure_update,77,closure_update,closure,Gold,Iron,0.7180635333061218,19.34375,17.765625,clean,same_combo_fixed,1.578125,0.25377017,1.171875,clean,0.40625,0.46429336071014404,False,False
g077_closure_override,77,closure_override,closure,Gold,Iron,0.8740313649177551,19.8125,18.203125,clean,same_combo_fixed,1.609375,0.49752933,1.3125,clean,0.296875,0.37650203704833984,False,False
g077_exception_override,77,exception_override,closure,Gold,Iron,1.0841313600540161,20.5,18.65625,clean,same_combo_fixed,1.84375,0.6031561,1.453125,clean,0.390625,0.48097527027130127,False,False
g079_clean,79,clean,stable,Green,Yellow,0.17537516355514526,18.421875,18.109375,clean,same_combo_fixed,0.3125,0.096519895,0.234375,clean,0.078125,0.07885526865720749,False,False
g079_redundant,79,redundant,stable,Green,Yellow,0.287788063287735,18.484375,18.078125,clean,same_combo_fixed,0.40625,0.23747146,0.375,clean,0.03125,0.05031660199165344,False,False
g079_irrelevant,79,irrelevant,stable,Green,Yellow,0.36270299553871155,18.921875,18.4375,clean,same_combo_fixed,0.484375,0.68958,0.765625,clean,-0.28125,-0.32687702775001526,False,False
g079_paraphrase,79,paraphrase,stable,Green,Yellow,0.08213125169277191,20.59375,20.390625,clean,same_combo_fixed,0.203125,0.28853038,0.375,clean,-0.171875,-0.2063991278409958,False,False
g079_weak_distractor,79,weak_distractor,competition,Green,Yellow,-0.21903756260871887,18.421875,18.5,conflict,same_combo_fixed,-0.078125,0.10490862,0.234375,clean,-0.3125,-0.32394618541002274,True,False
g079_competition_balanced,79,competition_balanced,competition,Green,Yellow,-0.3733535408973694,18.703125,18.890625,conflict,same_combo_fixed,-0.1875,-0.80647933,-0.609375,conflict,0.421875,0.4331257939338684,False,False
g079_direct_conflict,79,direct_conflict,competition,Green,Yellow,-0.14558517932891846,18.9375,18.90625,clean,same_combo_fixed,0.03125,-0.2382513,-0.078125,conflict,0.109375,0.09266611933708191,True,True
g079_closure_update,79,closure_update,closure,Green,Yellow,-0.5523893237113953,18.546875,18.875,conflict,same_combo_fixed,-0.328125,-0.78905225,-0.53125,conflict,0.203125,0.23666292428970337,False,False
g079_closure_override,79,closure_override,closure,Green,Yellow,-0.2531229853630066,18.765625,18.796875,conflict,same_combo_fixed,-0.03125,-0.5258765,-0.328125,conflict,0.296875,0.2727535367012024,False,False
g079_exception_override,79,exception_override,closure,Green,Yellow,-0.4464077353477478,19.015625,19.265625,conflict,same_combo_fixed,-0.25,-1.115993,-0.921875,conflict,0.671875,0.6695852875709534,False,False
g080_clean,80,clean,stable,North,South,0.0816989615559578,19.328125,19.09375,clean,same_combo_fixed,0.234375,0.096519895,0.234375,clean,0.0,-0.01482093334197998,False,False
g080_redundant,80,redundant,stable,North,South,0.1746658980846405,19.515625,19.171875,clean,same_combo_fixed,0.34375,0.12026886,0.28125,clean,0.0625,0.054397039115428925,False,False
g080_irrelevant,80,irrelevant,stable,North,South,0.3381270468235016,19.765625,19.28125,clean,same_combo_fixed,0.484375,0.633212,0.71875,clean,-0.234375,-0.2950849235057831,False,False
g080_paraphrase,80,paraphrase,stable,North,South,0.99411541223526,21.8125,20.609375,clean,same_combo_fixed,1.203125,1.5430467,1.6875,clean,-0.484375,-0.5489313006401062,False,False
g080_weak_distractor,80,weak_distractor,competition,North,South,0.0028317496180534363,19.21875,19.078125,clean,same_combo_fixed,0.140625,0.2457197,0.359375,clean,-0.21875,-0.2428879514336586,False,False
g080_competition_balanced,80,competition_balanced,competition,North,South,-0.20197370648384094,19.328125,19.359375,conflict,same_combo_fixed,-0.03125,-0.31764835,-0.15625,conflict,0.125,0.11567464470863342,False,False
g080_direct_conflict,80,direct_conflict,competition,North,South,-0.12713688611984253,19.75,19.6875,clean,same_combo_fixed,0.0625,-0.13202405,0.03125,clean,0.03125,0.0048871636390686035,False,False
g080_closure_update,80,closure_update,closure,North,South,-0.2379913330078125,19.71875,19.75,conflict,same_combo_fixed,-0.03125,-0.46015787,-0.25,conflict,0.21875,0.2221665382385254,False,False
g080_closure_override,80,closure_override,closure,North,South,0.040286585688591,19.984375,19.734375,clean,same_combo_fixed,0.25,0.009042397,0.171875,clean,0.078125,0.0312441885471344,False,False
g080_exception_override,80,exception_override,closure,North,South,-0.1906498372554779,20.0625,20.0625,clean,same_combo_fixed,0.0,-0.47871584,-0.28125,conflict,0.28125,0.28806599974632263,True,True
g085_clean,85,clean,stable,Green,Yellow,0.3264734447002411,18.671875,17.625,clean,same_combo_fixed,1.046875,0.096519895,0.828125,clean,0.21875,0.22995354980230331,False,False
g085_redundant,85,redundant,stable,Green,Yellow,0.31059199571609497,18.828125,17.78125,clean,same_combo_fixed,1.046875,0.07302408,0.8125,clean,0.234375,0.23756791651248932,False,False
g085_irrelevant,85,irrelevant,stable,Green,Yellow,0.40649476647377014,19.109375,18.0,clean,same_combo_fixed,1.109375,0.43351474,1.109375,clean,0.0,-0.027019977569580078,False,False
g085_paraphrase,85,paraphrase,stable,Green,Yellow,-0.37617331743240356,20.421875,20.09375,clean,same_combo_fixed,0.328125,-0.3703917,0.296875,clean,0.03125,-0.005781620740890503,False,False
g085_weak_distractor,85,weak_distractor,competition,Green,Yellow,-0.03915076702833176,18.625,17.90625,clean,same_combo_fixed,0.71875,0.2095281,0.953125,clean,-0.234375,-0.24867887049913406,False,False
g085_competition_balanced,85,competition_balanced,competition,Green,Yellow,-0.4178922176361084,18.875,18.515625,clean,same_combo_fixed,0.359375,-0.90454787,-0.109375,conflict,0.46875,0.48665565252304077,True,True
g085_direct_conflict,85,direct_conflict,competition,Green,Yellow,-0.33222246170043945,19.109375,18.65625,clean,same_combo_fixed,0.453125,-0.731949,0.078125,clean,0.375,0.3997265100479126,False,False
g085_closure_update,85,closure_update,closure,Green,Yellow,-0.4000004529953003,18.96875,18.5625,clean,same_combo_fixed,0.40625,-1.0460005,-0.1875,conflict,0.59375,0.6460000276565552,True,True
g085_closure_override,85,closure_override,closure,Green,Yellow,0.08446845412254333,19.046875,18.140625,clean,same_combo_fixed,0.90625,-0.40532798,0.421875,clean,0.484375,0.4897964298725128,False,False
g085_exception_override,85,exception_override,closure,Green,Yellow,-0.22575974464416504,19.21875,18.65625,clean,same_combo_fixed,0.5625,-1.4081893,-0.59375,conflict,1.15625,1.182429552078247,True,True
g088_clean,88,clean,stable,Copper,Silver,-0.08337125927209854,18.59375,17.1875,clean,same_combo_fixed,1.40625,0.096519895,1.59375,clean,-0.1875,-0.17989115417003632,False,False
g088_redundant,88,redundant,stable,Copper,Silver,-0.2517126500606537,18.78125,17.515625,clean,same_combo_fixed,1.265625,-0.2657717,1.234375,clean,0.03125,0.01405903697013855,False,False
g088_irrelevant,88,irrelevant,stable,Copper,Silver,-0.4704943299293518,18.0625,17.015625,clean,same_combo_fixed,1.046875,-0.7017888,0.796875,clean,0.25,0.2312944531440735,False,False
g088_paraphrase,88,paraphrase,stable,Copper,Silver,-0.3523552119731903,21.265625,20.15625,clean,same_combo_fixed,1.109375,0.2166414,1.640625,clean,-0.53125,-0.5689966082572937,False,False
g088_weak_distractor,88,weak_distractor,competition,Copper,Silver,-0.06897550076246262,18.875,17.46875,clean,same_combo_fixed,1.40625,0.039539143,1.484375,clean,-0.078125,-0.10851464420557022,False,False
g088_competition_balanced,88,competition_balanced,competition,Copper,Silver,-0.8661476373672485,18.5,17.84375,clean,same_combo_fixed,0.65625,-0.85290444,0.65625,clean,0.0,-0.01324319839477539,False,False
g088_direct_conflict,88,direct_conflict,competition,Copper,Silver,-0.22609421610832214,18.8125,17.546875,clean,same_combo_fixed,1.265625,0.032624595,1.453125,clean,-0.1875,-0.2587188109755516,False,False
g088_closure_update,88,closure_update,closure,Copper,Silver,-0.6156718134880066,18.671875,17.84375,clean,same_combo_fixed,0.828125,-0.4010554,0.984375,clean,-0.15625,-0.21461641788482666,False,False
g088_closure_override,88,closure_override,closure,Copper,Silver,-0.7046728134155273,19.5,18.703125,clean,same_combo_fixed,0.796875,-0.8825247,0.578125,clean,0.21875,0.17785191535949707,False,False
g088_exception_override,88,exception_override,closure,Copper,Silver,-0.8135897517204285,19.6875,19.015625,clean,same_combo_fixed,0.671875,-1.12408,0.34375,clean,0.328125,0.3104901909828186,False,False
g094_clean,94,clean,stable,Copper,Silver,-0.051365114748477936,19.3125,17.6875,clean,same_combo_fixed,1.625,0.096519895,1.78125,clean,-0.15625,-0.1478850096464157,False,False
g094_redundant,94,redundant,stable,Copper,Silver,-0.1910494565963745,19.453125,17.9375,clean,same_combo_fixed,1.515625,-0.17988804,1.515625,clean,0.0,-0.01116141676902771,False,False
g094_irrelevant,94,irrelevant,stable,Copper,Silver,-0.4023948907852173,18.609375,17.234375,clean,same_combo_fixed,1.375,-0.57267267,1.171875,clean,0.203125,0.17027777433395386,False,False
g094_paraphrase,94,paraphrase,stable,Copper,Silver,-0.3204118311405182,22.09375,20.765625,clean,same_combo_fixed,1.328125,0.35129026,1.921875,clean,-0.59375,-0.6717020869255066,False,False
g094_weak_distractor,94,weak_distractor,competition,Copper,Silver,0.06540028750896454,19.671875,17.9375,clean,same_combo_fixed,1.734375,0.131981,1.8125,clean,-0.078125,-0.06658071279525757,False,False
g094_competition_balanced,94,competition_balanced,competition,Copper,Silver,-0.4900086522102356,19.46875,18.265625,clean,same_combo_fixed,1.203125,-0.576761,1.09375,clean,0.109375,0.08675235509872437,False,False
g094_direct_conflict,94,direct_conflict,competition,Copper,Silver,-0.04001177102327347,19.734375,18.09375,clean,same_combo_fixed,1.640625,0.064620376,1.65625,clean,-0.015625,-0.10463214665651321,False,False
g094_closure_update,94,closure_update,closure,Copper,Silver,-0.8683494329452515,19.0625,18.296875,clean,same_combo_fixed,0.765625,-0.90330106,0.671875,clean,0.09375,0.034951627254486084,False,False
g094_closure_override,94,closure_override,closure,Copper,Silver,-1.0484960079193115,20.03125,19.375,clean,same_combo_fixed,0.65625,-1.0024041,0.65625,clean,0.0,-0.04609191417694092,False,False
g094_exception_override,94,exception_override,closure,Copper,Silver,-1.0736331939697266,19.9375,19.375,clean,same_combo_fixed,0.5625,-1.4796089,0.125,clean,0.4375,0.40597569942474365,False,False
g000_clean,0,clean,stable,Red,Blue,0.09651989489793777,19.28125,18.21875,clean,policy_fixed_global,1.0625,0.096519895,1.0625,clean,0.0,0.0,False,False
g000_redundant,0,redundant,stable,Red,Blue,-0.02496262639760971,19.40625,18.46875,clean,policy_fixed_global,0.9375,-0.024962634,0.9375,clean,0.0,7.450580596923828e-09,False,False
g000_irrelevant,0,irrelevant,stable,Red,Blue,-0.001258261501789093,19.921875,19.015625,clean,policy_fixed_global,0.90625,-0.001258254,0.90625,clean,0.0,-7.450580596923828e-09,False,False
g000_paraphrase,0,paraphrase,stable,Red,Blue,-0.5145880579948425,21.765625,21.21875,clean,policy_fixed_global,0.546875,-0.514588,0.546875,clean,0.0,-5.960464477539063e-08,False,False
g000_weak_distractor,0,weak_distractor,competition,Red,Blue,0.34885087609291077,19.65625,18.421875,clean,policy_fixed_global,1.234375,0.34885088,1.234375,clean,0.0,0.0,False,False
g000_competition_balanced,0,competition_balanced,competition,Red,Blue,-0.07848521322011948,19.875,18.984375,clean,policy_fixed_global,0.890625,-0.07848521,0.890625,clean,0.0,0.0,False,False
g000_direct_conflict,0,direct_conflict,competition,Red,Blue,0.027886904776096344,20.421875,19.46875,clean,policy_fixed_global,0.953125,0.027886905,0.953125,clean,0.0,0.0,False,False
g000_closure_update,0,closure_update,closure,Red,Blue,-1.410194754600525,19.40625,19.703125,conflict,policy_fixed_global,-0.296875,-1.4101948,-0.296875,conflict,0.0,0.0,False,False
g000_closure_override,0,closure_override,closure,Red,Blue,-0.5640057921409607,20.203125,19.765625,clean,policy_fixed_global,0.4375,-0.564252,0.4375,clean,0.0,0.00024622678756713867,False,False
g000_exception_override,0,exception_override,closure,Red,Blue,-1.4920331239700317,20.03125,20.5,conflict,policy_fixed_global,-0.46875,-1.4851507,-0.46875,conflict,0.0,-0.006882429122924805,False,False
g004_clean,4,clean,stable,Copper,Silver,0.09651989489793777,16.796875,15.25,clean,policy_fixed_global,1.546875,0.096519895,1.546875,clean,0.0,0.0,False,False
g004_redundant,4,redundant,stable,Copper,Silver,0.05382515490055084,17.359375,15.84375,clean,policy_fixed_global,1.515625,0.053825155,1.515625,clean,0.0,0.0,False,False
g004_irrelevant,4,irrelevant,stable,Copper,Silver,-0.7623324990272522,17.09375,16.375,clean,policy_fixed_global,0.71875,-0.7621935,0.71875,clean,0.0,-0.00013899803161621094,False,False
g004_paraphrase,4,paraphrase,stable,Copper,Silver,0.4944038689136505,21.6875,19.75,clean,policy_fixed_global,1.9375,0.48150158,1.921875,clean,0.015625,0.012902289628982544,False,False
g004_weak_distractor,4,weak_distractor,competition,Copper,Silver,0.10118777304887772,17.96875,16.390625,clean,policy_fixed_global,1.578125,0.10118777,1.578125,clean,0.0,0.0,False,False
g004_competition_balanced,4,competition_balanced,competition,Copper,Silver,-0.6537887454032898,17.484375,16.625,clean,policy_fixed_global,0.859375,-0.65378875,0.859375,clean,0.0,0.0,False,False
g004_direct_conflict,4,direct_conflict,competition,Copper,Silver,-0.2902491092681885,17.65625,16.5,clean,policy_fixed_global,1.15625,-0.29024914,1.15625,clean,0.0,2.9802322387695312e-08,False,False
g004_closure_update,4,closure_update,closure,Copper,Silver,-1.0345262289047241,16.5,16.078125,clean,policy_fixed_global,0.421875,-1.0345262,0.421875,clean,0.0,0.0,False,False
g004_closure_override,4,closure_override,closure,Copper,Silver,-0.7850306630134583,19.234375,18.53125,clean,policy_fixed_global,0.703125,-0.79095066,0.703125,clean,0.0,0.005919992923736572,False,False
g004_exception_override,4,exception_override,closure,Copper,Silver,-1.4432252645492554,19.265625,19.28125,conflict,policy_fixed_global,-0.015625,-1.442509,-0.015625,conflict,0.0,-0.0007162094116210938,False,False
g009_clean,9,clean,stable,East,West,0.09651989489793777,16.734375,17.59375,conflict,policy_fixed_global,-0.859375,0.096519895,-0.859375,conflict,0.0,0.0,False,False
g009_redundant,9,redundant,stable,East,West,-0.002717815339565277,16.859375,17.875,conflict,policy_fixed_global,-1.015625,-0.0027178153,-1.015625,conflict,0.0,0.0,False,False
g009_irrelevant,9,irrelevant,stable,East,West,-0.01997244358062744,17.828125,18.796875,conflict,policy_fixed_global,-0.96875,-0.018743254,-0.96875,conflict,0.0,-0.0012291893362998962,False,False
g009_paraphrase,9,paraphrase,stable,East,West,1.6252413988113403,21.0625,20.546875,clean,policy_fixed_global,0.515625,1.6258746,0.5,clean,0.015625,-0.00063323974609375,False,False
g009_weak_distractor,9,weak_distractor,competition,East,West,0.31761634349823,17.65625,18.390625,conflict,policy_fixed_global,-0.734375,0.31761634,-0.734375,conflict,0.0,0.0,False,False
g009_competition_balanced,9,competition_balanced,competition,East,West,0.035807736217975616,16.859375,17.8125,conflict,policy_fixed_global,-0.953125,0.03580774,-0.953125,conflict,0.0,-3.725290298461914e-09,False,False
g009_direct_conflict,9,direct_conflict,competition,East,West,0.11129629611968994,17.65625,18.5625,conflict,policy_fixed_global,-0.90625,0.109127775,-0.921875,conflict,0.015625,0.002168521285057068,False,False
g009_closure_update,9,closure_update,closure,East,West,-1.0546406507492065,17.75,19.796875,conflict,policy_fixed_global,-2.046875,-1.0553831,-2.046875,conflict,0.0,0.0007424354553222656,False,False
g009_closure_override,9,closure_override,closure,East,West,-0.7776646614074707,18.53125,20.34375,conflict,policy_fixed_global,-1.8125,-0.77766466,-1.8125,conflict,0.0,0.0,False,False
g009_exception_override,9,exception_override,closure,East,West,-0.7236138582229614,18.609375,20.375,conflict,policy_fixed_global,-1.765625,-0.72361386,-1.765625,conflict,0.0,0.0,False,False
g010_clean,10,clean,stable,Copper,Silver,0.10383232682943344,16.96875,15.8984375,clean,policy_fixed_global,1.0703125,0.096519895,1.0703125,clean,0.0,0.0073124319314956665,False,False
g010_redundant,10,redundant,stable,Copper,Silver,0.2637192904949188,17.671875,16.4375,clean,policy_fixed_global,1.234375,0.26656896,1.234375,clean,0.0,-0.002849668264389038,False,False
g010_irrelevant,10,irrelevant,stable,Copper,Silver,-0.9189203381538391,17.109375,17.046875,clean,policy_fixed_global,0.0625,-0.91819376,0.0625,clean,0.0,-0.0007265806198120117,False,False
g010_paraphrase,10,paraphrase,stable,Copper,Silver,0.6578822731971741,22.078125,20.484375,clean,policy_fixed_global,1.59375,0.6625302,1.59375,clean,0.0,-0.0046479105949401855,False,False
g010_weak_distractor,10,weak_distractor,competition,Copper,Silver,-0.05595814436674118,18.6875,17.703125,clean,policy_fixed_global,0.984375,-0.055958144,0.984375,clean,0.0,0.0,False,False
g010_competition_balanced,10,competition_balanced,competition,Copper,Silver,-0.13028696179389954,18.5,17.578125,clean,policy_fixed_global,0.921875,-0.13028696,0.921875,clean,0.0,0.0,False,False
g010_direct_conflict,10,direct_conflict,competition,Copper,Silver,0.36064985394477844,18.78125,17.46875,clean,policy_fixed_global,1.3125,0.35834512,1.3125,clean,0.0,0.0023047327995300293,False,False
g010_closure_update,10,closure_update,closure,Copper,Silver,-0.9048815369606018,16.71875,16.703125,clean,policy_fixed_global,0.015625,-0.908966,0.015625,clean,0.0,0.004084467887878418,False,False
g010_closure_override,10,closure_override,closure,Copper,Silver,-0.6948902010917664,19.5,19.171875,clean,policy_fixed_global,0.328125,-0.69679904,0.328125,clean,0.0,0.0019088387489318848,False,False
