prompt_id,graph_id,entity_id,relation_id,condition,mechanism,mechanism_id,clean_label,conflict_label,clean_token_id,conflict_token_id,text,R_L12,R_L13,R_L14,R_L15,final_clean_logit,final_conflict_logit,pair_choice,dR_L12,dR_L13,dR_L14,dR_L15,DeltaU,D_B_proxy,R_final_margin
g010_competition_balanced,10,1,4,competition_balanced,competition,1,Copper,Silver,43640,15347,"You are given a small relation graph.
Fact 1: Darin routes through Elo.
Fact 2: Elo ends at Copper.
Competing fact: Darin is also associated with Silver.
Question: Which label is associated with Darin: Copper or Silver?
Answer with exactly one word:",0.12484047,0.11851454,-0.9627747,0.91659355,18.5,17.578125,clean,-0.04457116,-0.09653711,-0.18680245,-0.15564632,-0.13028696,0.04457116,0.921875
g010_direct_conflict,10,1,4,direct_conflict,competition,1,Copper,Silver,43640,15347,"You are given a small relation graph.
Fact 1: Darin routes through Elo.
Fact 2: Elo ends at Copper.
Direct conflicting fact: Darin ends at Silver.
Question: Which label is associated with Darin: Copper or Silver?
Answer with exactly one word:",0.2128751,0.2656417,-0.68275964,1.3081398,18.78125,17.46875,clean,0.04346347,0.05059004,0.093212605,0.23589993,0.35834512,0.04346347,1.3125
g010_closure_update,10,1,4,closure_update,closure,2,Copper,Silver,43640,15347,"You are given a small relation graph.
Fact 1: Darin routes through Elo.
Old record: Elo ends at Copper.
Updated record: Elo ends at Silver, not Copper.
Question: Which label is associated with Darin: Copper or Silver?
Answer with exactly one word:",0.15606636,0.14674973,-0.8252828,0.011785507,16.703125,16.6875,clean,-0.013345271,-0.068301916,-0.049310565,-1.0604544,-0.908966,0.013345271,0.015625
g010_closure_override,10,1,4,closure_override,closure,2,Copper,Silver,43640,15347,"You are given a rule system.
General rule: items that routes through Elo receive label Copper.
Override rule: in this case, items that routes through Elo receive label Silver.
Fact: Darin routes through Elo.
Question: Which label applies to Darin: Copper or Silver?
Answer with exactly one word:",0.08850497,0.12811232,-1.0200241,0.32463074,19.5,19.171875,clean,-0.08090666,-0.086939335,-0.24405181,-0.74760914,-0.69679904,0.08090666,0.328125
g010_exception_override,10,1,4,exception_override,closure,2,Copper,Silver,43640,15347,"You are given a rule system.
General rule: items connected to Elo use label Copper.
Exception: Darin is a special case and uses label Silver.
Fact: Darin is connected to Elo.
Question: Which label applies to Darin: Copper or Silver?
Answer with exactly one word:",0.22944728,0.32430732,-0.9996082,0.7887325,20.25,19.453125,clean,0.060035646,0.10925567,-0.22363597,-0.28350735,-0.21214822,0.060035646,0.796875
g011_clean,11,1,5,clean,stable,0,Gold,Iron,7573,16979,"You are given a small relation graph.
Fact 1: Darin is linked with Elo.
Fact 2: Elo resolves to Gold.
Question: Which label is associated with Darin: Gold or Iron?
Answer with exactly one word:",-0.29128644,0.046640217,1.1812145,1.1641369,19.25,18.09375,clean,0.0,0.0,0.0,0.0,0.096519895,0.0,1.15625
g011_redundant,11,1,5,redundant,stable,0,Gold,Iron,7573,16979,"You are given a small relation graph.
Fact 1: Darin is linked with Elo.
Fact 2: Elo resolves to Gold.
Confirmation: Darin still goes through Elo.
Confirmation: Elo still points to Gold.
Question: Which label is associated with Darin: Gold or Iron?
Answer with exactly one word:",-0.34697568,-0.05124986,1.0896395,1.0893307,19.359375,18.265625,clean,-0.055689245,-0.09789008,-0.09157491,-0.07480621,-0.026077174,0.055689245,1.09375
g011_irrelevant,11,1,5,irrelevant,stable,0,Gold,Iron,7573,16979,"You are given a small relation graph.
Fact 1: Darin is linked with Elo.
Fact 2: Elo resolves to Gold.
Irrelevant fact: Faye is associated with Red.
Question: Which label is associated with Darin: Gold or Iron?
Answer with exactly one word:",-0.23916528,0.057210922,1.181326,1.0968647,19.421875,18.328125,clean,0.052121162,0.010570705,0.000111579895,-0.06727219,0.0428718,0.000111579895,1.09375
g011_paraphrase,11,1,5,paraphrase,stable,0,Gold,Iron,7573,16979,"In this example, Darin reaches Elo.
The destination connected to Elo is Gold.
Based on those two links, select the label for Darin: Gold or Iron.
Answer:",-0.06863712,0.22399276,1.5126212,1.8427734,21.609375,19.765625,clean,0.22264932,0.17735255,0.3314067,0.67863655,0.8880572,0.17735255,1.84375
g011_weak_distractor,11,1,5,weak_distractor,competition,1,Gold,Iron,7573,16979,"You are given a small relation graph.
Fact 1: Darin is linked with Elo.
Fact 2: Elo resolves to Gold.
Weak note: some unrelated source mentions Iron, but does not update the graph.
Question: Which label is associated with Darin: Gold or Iron?
Answer with exactly one word:",-0.17125404,0.059969068,1.3011262,1.4727573,20.171875,18.703125,clean,0.1200324,0.01332885,0.11991179,0.30862045,0.43716615,0.01332885,1.46875
g011_competition_balanced,11,1,5,competition_balanced,competition,1,Gold,Iron,7573,16979,"You are given a small relation graph.
Fact 1: Darin is linked with Elo.
Fact 2: Elo resolves to Gold.
Competing fact: Darin is also associated with Iron.
Question: Which label is associated with Darin: Gold or Iron?
Answer with exactly one word:",-0.15474263,0.06158167,1.2468349,0.90662384,19.515625,18.609375,clean,0.13654381,0.014941454,0.06562042,-0.25751305,-0.09944608,0.014941454,0.90625
g011_direct_conflict,11,1,5,direct_conflict,competition,1,Gold,Iron,7573,16979,"You are given a small relation graph.
Fact 1: Darin is linked with Elo.
Fact 2: Elo resolves to Gold.
Direct conflicting fact: Darin resolves to Iron.
Question: Which label is associated with Darin: Gold or Iron?
Answer with exactly one word:",-0.0695461,0.1391117,1.3632497,1.3794231,19.984375,18.609375,clean,0.22174034,0.09247148,0.18203521,0.21528625,0.39778602,0.09247148,1.375
g011_closure_update,11,1,5,closure_update,closure,2,Gold,Iron,7573,16979,"You are given a small relation graph.
Fact 1: Darin is linked with Elo.
Old record: Elo resolves to Gold.
Updated record: Elo resolves to Iron, not Gold.
Question: Which label is associated with Darin: Gold or Iron?
Answer with exactly one word:",-0.16680795,0.05653107,1.0536308,0.68105507,19.625,18.9375,clean,0.12447849,0.009890854,-0.12758362,-0.48308182,-0.37311885,0.009890854,0.6875
g011_closure_override,11,1,5,closure_override,closure,2,Gold,Iron,7573,16979,"You are given a rule system.
General rule: items that is linked with Elo receive label Gold.
Override rule: in this case, items that is linked with Elo receive label Iron.
Fact: Darin is linked with Elo.
Question: Which label applies to Darin: Gold or Iron?
Answer with exactly one word:",-0.09007129,0.21006751,1.2868323,0.8722172,20.796875,19.921875,clean,0.20121515,0.1634273,0.10561788,-0.2919197,-0.08464358,0.10561788,0.875
g011_exception_override,11,1,5,exception_override,closure,2,Gold,Iron,7573,16979,"You are given a rule system.
General rule: items connected to Elo use label Gold.
Exception: Darin is a special case and uses label Iron.
Fact: Darin is connected to Elo.
Question: Which label applies to Darin: Gold or Iron?
Answer with exactly one word:",-0.11190203,0.2327025,1.2770227,1.5496559,21.15625,19.609375,clean,0.17938441,0.18606228,0.09580827,0.38551903,0.53673327,0.09580827,1.546875
g012_clean,12,2,0,clean,stable,0,Red,Blue,3816,8868,"You are given a small relation graph.
Fact 1: Galen belongs to Hera.
Fact 2: Hera is located at Red.
Question: Which label is associated with Galen: Red or Blue?
Answer with exactly one word:",-0.021956667,-0.064337134,0.6672926,-0.2569008,19.203125,19.453125,conflict,0.0,0.0,0.0,0.0,0.096519895,0.0,-0.25
g012_redundant,12,2,0,redundant,stable,0,Red,Blue,3816,8868,"You are given a small relation graph.
Fact 1: Galen belongs to Hera.
Fact 2: Hera is located at Red.
Confirmation: Galen still goes through Hera.
Confirmation: Hera still points to Red.
Question: Which label is associated with Galen: Red or Blue?
Answer with exactly one word:",-0.07065864,-0.108346194,0.6319957,-0.2200203,19.5,19.71875,conflict,-0.04870197,-0.04400906,-0.035296917,0.036880493,0.105315335,0.035296917,-0.21875
g012_irrelevant,12,2,0,irrelevant,stable,0,Red,Blue,3816,8868,"You are given a small relation graph.
Fact 1: Galen belongs to Hera.
Fact 2: Hera is located at Red.
Irrelevant fact: Ivo is associated with Green.
Question: Which label is associated with Galen: Red or Blue?
Answer with exactly one word:",0.04121068,0.0041009784,0.6942495,-0.08636093,20.1875,20.265625,conflict,0.06316735,0.06843811,0.026956916,0.17053986,0.28180778,0.026956916,-0.078125
g012_paraphrase,12,2,0,paraphrase,stable,0,Red,Blue,3816,8868,"In this example, Galen reaches Hera.
The destination connected to Hera is Red.
Based on those two links, select the label for Galen: Red or Blue.
Answer:",-0.24691369,-0.4733588,0.2943542,-0.35400963,21.796875,22.15625,conflict,-0.22495702,-0.40902168,-0.3729384,-0.09710884,-0.21329752,0.09710884,-0.359375
g012_weak_distractor,12,2,0,weak_distractor,competition,1,Red,Blue,3816,8868,"You are given a small relation graph.
Fact 1: Galen belongs to Hera.
Fact 2: Hera is located at Red.
Weak note: some unrelated source mentions Blue, but does not update the graph.
Question: Which label is associated with Galen: Red or Blue?
Answer with exactly one word:",0.1303184,0.07093379,0.68975747,0.0033054352,19.90625,19.90625,clean,0.15227507,0.13527092,0.022464871,0.26020622,0.38521734,0.022464871,0.0
g012_competition_balanced,12,2,0,competition_balanced,competition,1,Red,Blue,3816,8868,"You are given a small relation graph.
Fact 1: Galen belongs to Hera.
Fact 2: Hera is located at Red.
Competing fact: Galen is also associated with Blue.
Question: Which label is associated with Galen: Red or Blue?
Answer with exactly one word:",0.070113614,0.012060821,0.5230162,-0.33381462,19.421875,19.765625,conflict,0.09207028,0.076397955,-0.14427638,-0.07691383,0.0025087297,0.076397955,-0.34375
g012_direct_conflict,12,2,0,direct_conflict,competition,1,Red,Blue,3816,8868,"You are given a small relation graph.
Fact 1: Galen belongs to Hera.
Fact 2: Hera is located at Red.
Direct conflicting fact: Galen is located at Blue.
Question: Which label is associated with Galen: Red or Blue?
Answer with exactly one word:",0.13055103,0.075425744,0.7000743,0.081811905,20.625,20.546875,clean,0.1525077,0.13976288,0.03278172,0.3387127,0.46166423,0.03278172,0.078125
g012_closure_update,12,2,0,closure_update,closure,2,Red,Blue,3816,8868,"You are given a small relation graph.
Fact 1: Galen belongs to Hera.
Old record: Hera is located at Red.
Updated record: Hera is located at Blue, not Red.
Question: Which label is associated with Galen: Red or Blue?
Answer with exactly one word:",-0.29785344,-0.40608317,-0.14563465,-1.6077309,19.5,21.109375,conflict,-0.2758968,-0.34174603,-0.81292725,-1.3508301,-1.5070558,0.2758968,-1.609375
g012_closure_override,12,2,0,closure_override,closure,2,Red,Blue,3816,8868,"You are given a rule system.
General rule: items that belongs to Hera receive label Red.
Override rule: in this case, items that belongs to Hera receive label Blue.
Fact: Galen belongs to Hera.
Question: Which label applies to Galen: Red or Blue?
Answer with exactly one word:",-0.02909182,-0.13082892,0.2448914,-1.1536484,19.5625,20.71875,conflict,-0.007135153,-0.06649178,-0.4224012,-0.8967476,-0.8803077,0.007135153,-1.15625
g012_exception_override,12,2,0,exception_override,closure,2,Red,Blue,3816,8868,"You are given a rule system.
General rule: items connected to Hera use label Red.
Exception: Galen is a special case and uses label Blue.
Fact: Galen is connected to Hera.
Question: Which label applies to Galen: Red or Blue?
Answer with exactly one word:",-0.03514055,-0.13308519,0.1601386,-1.113533,20.625,21.734375,conflict,-0.013183884,-0.06874806,-0.507154,-0.85663223,-0.8724777,0.013183884,-1.109375
g013_clean,13,2,1,clean,stable,0,Green,Yellow,7997,26541,"You are given a small relation graph.
Fact 1: Galen is assigned to Hera.
Fact 2: Hera maps to Green.
Question: Which label is associated with Galen: Green or Yellow?
Answer with exactly one word:",0.6024747,0.528599,0.81341815,0.23534393,19.234375,18.984375,clean,0.0,0.0,0.0,0.0,0.096519895,0.0,0.25
g013_redundant,13,2,1,redundant,stable,0,Green,Yellow,7997,26541,"You are given a small relation graph.
Fact 1: Galen is assigned to Hera.
Fact 2: Hera maps to Green.
Confirmation: Galen still goes through Hera.
Confirmation: Hera still points to Green.
Question: Which label is associated with Galen: Green or Yellow?
Answer with exactly one word:",0.58504474,0.52050436,0.8619485,0.42265892,19.484375,19.0625,clean,-0.017429948,-0.008094668,0.04853034,0.18731499,0.2813873,0.008094668,0.421875
g013_irrelevant,13,2,1,irrelevant,stable,0,Green,Yellow,7997,26541,"You are given a small relation graph.
Fact 1: Galen is assigned to Hera.
Fact 2: Hera maps to Green.
Irrelevant fact: Ivo is associated with North.
Question: Which label is associated with Galen: Green or Yellow?
Answer with exactly one word:",0.6654316,0.6449265,0.984578,0.563179,19.890625,19.328125,clean,0.06295693,0.116327465,0.17115986,0.32783508,0.4822703,0.06295693,0.5625
g013_paraphrase,13,2,1,paraphrase,stable,0,Green,Yellow,7997,26541,"In this example, Galen reaches Hera.
The destination connected to Hera is Green.
Based on those two links, select the label for Galen: Green or Yellow.
Answer:",0.676896,0.65354824,0.64676166,-0.13877296,21.765625,21.90625,conflict,0.07442129,0.12494922,-0.1666565,-0.3741169,-0.27229255,0.07442129,-0.140625
g013_weak_distractor,13,2,1,weak_distractor,competition,1,Green,Yellow,7997,26541,"You are given a small relation graph.
Fact 1: Galen is assigned to Hera.
Fact 2: Hera maps to Green.
Weak note: some unrelated source mentions Yellow, but does not update the graph.
Question: Which label is associated with Galen: Green or Yellow?
Answer with exactly one word:",0.6261713,0.53040177,0.74464476,-0.06615448,19.484375,19.5625,conflict,0.023696601,0.0018027425,-0.06877339,-0.3014984,-0.20040798,0.0018027425,-0.078125
g013_competition_balanced,13,2,1,competition_balanced,competition,1,Green,Yellow,7997,26541,"You are given a small relation graph.
Fact 1: Galen is assigned to Hera.
Fact 2: Hera maps to Green.
Competing fact: Galen is also associated with Yellow.
Question: Which label is associated with Galen: Green or Yellow?
Answer with exactly one word:",0.6045604,0.5147612,0.60545444,-0.47387314,19.46875,19.9375,conflict,0.0020856857,-0.013837814,-0.2079637,-0.7092171,-0.6268763,0.0020856857,-0.46875
g013_direct_conflict,13,2,1,direct_conflict,competition,1,Green,Yellow,7997,26541,"You are given a small relation graph.
Fact 1: Galen is assigned to Hera.
Fact 2: Hera maps to Green.
Direct conflicting fact: Galen maps to Yellow.
Question: Which label is associated with Galen: Green or Yellow?
Answer with exactly one word:",0.62707454,0.5611181,0.7190964,-0.15206528,20.4375,20.59375,conflict,0.02459985,0.032519102,-0.09432173,-0.3874092,-0.28255433,0.02459985,-0.15625
g013_closure_update,13,2,1,closure_update,closure,2,Green,Yellow,7997,26541,"You are given a small relation graph.
Fact 1: Galen is assigned to Hera.
Old record: Hera maps to Green.
Updated record: Hera maps to Yellow, not Green.
Question: Which label is associated with Galen: Green or Yellow?
Answer with exactly one word:",0.46358058,0.37132877,0.24846601,-1.2053013,20.203125,21.40625,conflict,-0.13889411,-0.15727025,-0.56495214,-1.4406452,-1.4595901,0.13889411,-1.203125
g013_closure_override,13,2,1,closure_override,closure,2,Green,Yellow,7997,26541,"You are given a rule system.
General rule: items that is assigned to Hera receive label Green.
Override rule: in this case, items that is assigned to Hera receive label Yellow.
Fact: Galen is assigned to Hera.
Question: Which label applies to Galen: Green or Yellow?
Answer with exactly one word:",0.5641625,0.47399107,0.31941056,-0.54296875,19.421875,19.96875,conflict,-0.038312197,-0.054607958,-0.4940076,-0.7783127,-0.7967515,0.038312197,-0.546875
g013_exception_override,13,2,1,exception_override,closure,2,Green,Yellow,7997,26541,"You are given a rule system.
General rule: items connected to Hera use label Green.
Exception: Galen is a special case and uses label Yellow.
Fact: Galen is connected to Hera.
Question: Which label applies to Galen: Green or Yellow?
Answer with exactly one word:",0.6565089,0.61469924,0.2705078,-0.83589363,20.5,21.34375,conflict,0.054034233,0.08610022,-0.54291034,-1.0712376,-1.0471036,0.054034233,-0.84375
g014_clean,14,2,2,clean,stable,0,North,South,4892,4987,"You are given a small relation graph.
Fact 1: Galen is part of Hera.
Fact 2: Hera points to North.
Question: Which label is associated with Galen: North or South?
Answer with exactly one word:",0.29143265,0.47254485,0.6735163,1.4227562,20.1875,18.765625,clean,0.0,0.0,0.0,0.0,0.096519895,0.0,1.421875
g014_redundant,14,2,2,redundant,stable,0,North,South,4892,4987,"You are given a small relation graph.
Fact 1: Galen is part of Hera.
Fact 2: Hera points to North.
Confirmation: Galen still goes through Hera.
Confirmation: Hera still points to North.
Question: Which label is associated with Galen: North or South?
Answer with exactly one word:",0.21571779,0.39447784,0.6046276,1.1866093,20.359375,19.171875,clean,-0.07571486,-0.078067005,-0.068888664,-0.23614693,-0.16616595,0.068888664,1.1875
g014_irrelevant,14,2,2,irrelevant,stable,0,North,South,4892,4987,"You are given a small relation graph.
Fact 1: Galen is part of Hera.
Fact 2: Hera points to North.
Irrelevant fact: Ivo is associated with East.
Question: Which label is associated with Galen: North or South?
Answer with exactly one word:",0.33384737,0.59097767,0.72027683,1.4310646,20.90625,19.46875,clean,0.042414725,0.11843282,0.04676056,0.008308411,0.14499985,0.008308411,1.4375
g014_paraphrase,14,2,2,paraphrase,stable,0,North,South,4892,4987,"In this example, Galen reaches Hera.
The destination connected to Hera is North.
Based on those two links, select the label for Galen: North or South.
Answer:",0.25582838,0.29680037,0.5781126,1.9599171,22.828125,20.859375,clean,-0.03560427,-0.17574447,-0.09540367,0.5371609,0.5250628,0.03560427,1.96875
g014_weak_distractor,14,2,2,weak_distractor,competition,1,North,South,4892,4987,"You are given a small relation graph.
Fact 1: Galen is part of Hera.
Fact 2: Hera points to North.
Weak note: some unrelated source mentions South, but does not update the graph.
Question: Which label is associated with Galen: North or South?
Answer with exactly one word:",0.3588405,0.52066255,0.63808787,1.192482,20.15625,18.953125,clean,0.06740785,0.048117697,-0.035428405,-0.2302742,-0.11058081,0.035428405,1.203125
g014_competition_balanced,14,2,2,competition_balanced,competition,1,North,South,4892,4987,"You are given a small relation graph.
Fact 1: Galen is part of Hera.
Fact 2: Hera points to North.
Competing fact: Galen is also associated with South.
Question: Which label is associated with Galen: North or South?
Answer with exactly one word:",0.3200169,0.46191525,0.5535431,0.79442406,19.546875,18.75,clean,0.028584242,-0.010629594,-0.11997318,-0.62833214,-0.5195987,0.010629594,0.796875
g014_direct_conflict,14,2,2,direct_conflict,competition,1,North,South,4892,4987,"You are given a small relation graph.
Fact 1: Galen is part of Hera.
Fact 2: Hera points to North.
Direct conflicting fact: Galen points to South.
Question: Which label is associated with Galen: North or South?
Answer with exactly one word:",0.24644661,0.4352038,0.53634596,0.93341064,20.96875,20.03125,clean,-0.04498604,-0.03734106,-0.13717031,-0.48934555,-0.4109822,0.03734106,0.9375
g014_closure_update,14,2,2,closure_update,closure,2,North,South,4892,4987,"You are given a small relation graph.
Fact 1: Galen is part of Hera.
Old record: Hera points to North.
Updated record: Hera points to South, not North.
Question: Which label is associated with Galen: North or South?
Answer with exactly one word:",0.087884724,0.18029207,0.2398727,0.1299324,20.640625,20.515625,clean,-0.20354792,-0.29225278,-0.43364358,-1.2928238,-1.3112036,0.20354792,0.125
g014_closure_override,14,2,2,closure_override,closure,2,North,South,4892,4987,"You are given a rule system.
General rule: items that is part of Hera receive label North.
Override rule: in this case, items that is part of Hera receive label South.
Fact: Galen is part of Hera.
Question: Which label applies to Galen: North or South?
Answer with exactly one word:",0.25583583,0.34789997,0.37402558,0.67582893,20.9375,20.265625,clean,-0.035596818,-0.124644876,-0.2994907,-0.74692726,-0.71529955,0.035596818,0.671875
g014_exception_override,14,2,2,exception_override,closure,2,North,South,4892,4987,"You are given a rule system.
General rule: items connected to Hera use label North.
Exception: Galen is a special case and uses label South.
Fact: Galen is connected to Hera.
Question: Which label applies to Galen: North or South?
Answer with exactly one word:",0.22120877,0.29520738,0.26836467,0.4003601,21.46875,21.0625,clean,-0.07022388,-0.17733747,-0.4051516,-1.0223961,-1.0169154,0.07022388,0.40625
g015_clean,15,2,3,clean,stable,0,East,West,6460,4410,"You are given a small relation graph.
Fact 1: Galen is grouped under Hera.
Fact 2: Hera has label East.
Question: Which label is associated with Galen: East or West?
Answer with exactly one word:",0.09196961,0.07626945,-0.17869735,0.1899662,18.265625,18.078125,clean,0.0,0.0,0.0,0.0,0.096519895,0.0,0.1875
g015_redundant,15,2,3,redundant,stable,0,East,West,6460,4410,"You are given a small relation graph.
Fact 1: Galen is grouped under Hera.
Fact 2: Hera has label East.
Confirmation: Galen still goes through Hera.
Confirmation: Hera still points to East.
Question: Which label is associated with Galen: East or West?
Answer with exactly one word:",0.11041015,0.15086001,-0.09470546,-0.027137756,17.515625,17.546875,conflict,0.018440537,0.074590564,0.083991885,-0.21710396,-0.060590856,0.018440537,-0.03125
g015_irrelevant,15,2,3,irrelevant,stable,0,East,West,6460,4410,"You are given a small relation graph.
Fact 1: Galen is grouped under Hera.
Fact 2: Hera has label East.
Irrelevant fact: Ivo is associated with Copper.
Question: Which label is associated with Galen: East or West?
Answer with exactly one word:",0.09690252,0.08858222,-0.14964557,0.07700729,18.890625,18.8125,clean,0.00493291,0.01231277,0.02905178,-0.11295891,0.0048534647,0.00493291,0.078125
g015_paraphrase,15,2,3,paraphrase,stable,0,East,West,6460,4410,"In this example, Galen reaches Hera.
The destination connected to Hera is East.
Based on those two links, select the label for Galen: East or West.
Answer:",0.32163766,0.4071567,0.29008377,0.8967972,21.859375,20.953125,clean,0.22966805,0.33088726,0.4687811,0.706831,0.9863481,0.22966805,0.90625
g015_weak_distractor,15,2,3,weak_distractor,competition,1,East,West,6460,4410,"You are given a small relation graph.
Fact 1: Galen is grouped under Hera.
Fact 2: Hera has label East.
Weak note: some unrelated source mentions West, but does not update the graph.
Question: Which label is associated with Galen: East or West?
Answer with exactly one word:",0.28316078,0.280068,-0.14243758,0.022888184,18.109375,18.078125,clean,0.19119117,0.20379856,0.03625977,-0.16707802,0.013011888,0.03625977,0.03125
g015_competition_balanced,15,2,3,competition_balanced,competition,1,East,West,6460,4410,"You are given a small relation graph.
Fact 1: Galen is grouped under Hera.
Fact 2: Hera has label East.
Competing fact: Galen is also associated with West.
Question: Which label is associated with Galen: East or West?
Answer with exactly one word:",0.19408384,0.18082729,-0.13574243,0.1431675,17.578125,17.421875,clean,0.10211423,0.10455784,0.04295492,-0.046798706,0.09802376,0.04295492,0.15625
g015_direct_conflict,15,2,3,direct_conflict,competition,1,East,West,6460,4410,"You are given a small relation graph.
Fact 1: Galen is grouped under Hera.
Fact 2: Hera has label East.
Direct conflicting fact: Galen has label West.
Question: Which label is associated with Galen: East or West?
Answer with exactly one word:",0.22719143,0.23485908,-0.035437346,0.31180573,19.1875,18.875,clean,0.13522182,0.15858963,0.14326,0.12183952,0.29959768,0.12183952,0.3125
g015_closure_update,15,2,3,closure_update,closure,2,East,West,6460,4410,"You are given a small relation graph.
Fact 1: Galen is grouped under Hera.
Old record: Hera has label East.
Updated record: Hera has label West, not East.
Question: Which label is associated with Galen: East or West?
Answer with exactly one word:",0.046617538,-0.101083755,-0.38371396,-1.0609512,19.375,20.421875,conflict,-0.04535207,-0.1773532,-0.20501661,-1.2509174,-1.1581402,0.04535207,-1.046875
g015_closure_override,15,2,3,closure_override,closure,2,East,West,6460,4410,"You are given a rule system.
General rule: items that is grouped under Hera receive label East.
Override rule: in this case, items that is grouped under Hera receive label West.
Fact: Galen is grouped under Hera.
Question: Which label applies to Galen: East or West?
Answer with exactly one word:",0.23801552,0.19971016,-0.15505338,-0.38402557,19.15625,19.546875,conflict,0.14604591,0.12344071,0.02364397,-0.5739918,-0.3848897,0.02364397,-0.390625
g015_exception_override,15,2,3,exception_override,closure,2,East,West,6460,4410,"You are given a rule system.
General rule: items connected to Hera use label East.
Exception: Galen is a special case and uses label West.
Fact: Galen is connected to Hera.
Question: Which label applies to Galen: East or West?
Answer with exactly one word:",0.20948291,0.16310346,-0.20179558,-0.6527443,19.96875,20.625,conflict,0.1175133,0.08683401,-0.02309823,-0.8427105,-0.6573653,0.02309823,-0.65625
g016_clean,16,2,4,clean,stable,0,Copper,Silver,43640,15347,"You are given a small relation graph.
Fact 1: Galen routes through Hera.
Fact 2: Hera ends at Copper.
Question: Which label is associated with Galen: Copper or Silver?
Answer with exactly one word:",0.32277265,0.5060499,-0.32747245,1.2687359,17.65625,16.390625,clean,0.0,0.0,0.0,0.0,0.096519895,0.0,1.265625
g016_redundant,16,2,4,redundant,stable,0,Copper,Silver,43640,15347,"You are given a small relation graph.
Fact 1: Galen routes through Hera.
Fact 2: Hera ends at Copper.
Confirmation: Galen still goes through Hera.
Confirmation: Hera still points to Copper.
Question: Which label is associated with Galen: Copper or Silver?
Answer with exactly one word:",0.29322702,0.43320596,-0.49032134,1.222292,18.015625,16.796875,clean,-0.029545635,-0.07284391,-0.16284889,-0.04644394,-0.015996985,0.029545635,1.21875
g016_irrelevant,16,2,4,irrelevant,stable,0,Copper,Silver,43640,15347,"You are given a small relation graph.
Fact 1: Galen routes through Hera.
Fact 2: Hera ends at Copper.
Irrelevant fact: Ivo is associated with Gold.
Question: Which label is associated with Galen: Copper or Silver?
Answer with exactly one word:",0.26617748,0.39732265,-0.4189989,0.58203316,18.0625,17.46875,clean,-0.056595176,-0.10872722,-0.09152645,-0.6867027,-0.5911478,0.056595176,0.59375
g016_paraphrase,16,2,4,paraphrase,stable,0,Copper,Silver,43640,15347,"In this example, Galen reaches Hera.
The destination connected to Hera is Copper.
Based on those two links, select the label for Galen: Copper or Silver.
Answer:",0.28138456,0.3784452,-0.5034764,0.9771614,21.71875,20.734375,clean,-0.041388094,-0.12760466,-0.17600393,-0.29157448,-0.25672084,0.041388094,0.984375
g016_weak_distractor,16,2,4,weak_distractor,competition,1,Copper,Silver,43640,15347,"You are given a small relation graph.
Fact 1: Galen routes through Hera.
Fact 2: Hera ends at Copper.
Weak note: some unrelated source mentions Silver, but does not update the graph.
Question: Which label is associated with Galen: Copper or Silver?
Answer with exactly one word:",0.35695797,0.49830222,-0.41564226,1.4862881,19.046875,17.5625,clean,0.03418532,-0.00774765,-0.08816981,0.21755219,0.2705413,0.00774765,1.484375
g016_competition_balanced,16,2,4,competition_balanced,competition,1,Copper,Silver,43640,15347,"You are given a small relation graph.
Fact 1: Galen routes through Hera.
Fact 2: Hera ends at Copper.
Competing fact: Galen is also associated with Silver.
Question: Which label is associated with Galen: Copper or Silver?
Answer with exactly one word:",0.26633003,0.3458516,-0.6000671,1.260931,18.6875,17.421875,clean,-0.05644262,-0.16019827,-0.27259463,-0.0078048706,-0.034840368,0.0078048706,1.265625
g016_direct_conflict,16,2,4,direct_conflict,competition,1,Copper,Silver,43640,15347,"You are given a small relation graph.
Fact 1: Galen routes through Hera.
Fact 2: Hera ends at Copper.
Direct conflicting fact: Galen ends at Silver.
Question: Which label is associated with Galen: Copper or Silver?
Answer with exactly one word:",0.3576952,0.5029799,-0.42142707,1.2491875,19.046875,17.796875,clean,0.03492254,-0.0030699968,-0.09395462,-0.019548416,0.051317256,0.0030699968,1.25
g016_closure_update,16,2,4,closure_update,closure,2,Copper,Silver,43640,15347,"You are given a small relation graph.
Fact 1: Galen routes through Hera.
Old record: Hera ends at Copper.
Updated record: Hera ends at Silver, not Copper.
Question: Which label is associated with Galen: Copper or Silver?
Answer with exactly one word:",0.32067615,0.43210638,-0.5421028,0.26725006,17.8125,17.546875,clean,-0.002096504,-0.073943496,-0.21463037,-1.0014858,-0.9088076,0.002096504,0.265625
g016_closure_override,16,2,4,closure_override,closure,2,Copper,Silver,43640,15347,"You are given a rule system.
General rule: items that routes through Hera receive label Copper.
Override rule: in this case, items that routes through Hera receive label Silver.
Fact: Galen routes through Hera.
Question: Which label applies to Galen: Copper or Silver?
Answer with exactly one word:",0.18341374,0.26266456,-0.7764585,0.28902817,19.78125,19.5,clean,-0.13935891,-0.24338531,-0.44898605,-0.9797077,-1.0118653,0.13935891,0.28125
